rc_formal_name,formal_name,mp_code
"ENABLEX (darifenacin (darifenacin hydrobromide) 7.5 mg prolonged-release oral tablet) SEARCHLIGHT PHARMA INC","ENABLEX (darifenacin (darifenacin hydrobromide) 7.5 mg prolonged-release oral tablet) MERUS LABS LUXCO S. A R.L.","02273217"
"ENABLEX (darifenacin (darifenacin hydrobromide) 15 mg prolonged-release oral tablet) SEARCHLIGHT PHARMA INC","ENABLEX (darifenacin (darifenacin hydrobromide) 15 mg prolonged-release oral tablet) MERUS LABS LUXCO S. A R.L.","02273225"
"CEPACOL SENSATIONS (amylmetacresol 0.6 mg and dichlorobenzyl alcohol 1.2 mg lozenge) RB HEALTH (CANADA) INC.","CEPACOL SENSATIONS (amylmetacresol 0.6 mg and dichlorobenzyl alcohol 1.2 mg lozenge) RECKITT BENCKISER (CANADA) INC","02382938"
"CEPACOL SENSATIONS SORE THROAT & COUGH (amylmetacresol 0.6 mg and dichlorobenzyl alcohol 1.2 mg and menthol 8 mg lozenge) RB HEALTH (CANADA) INC.","CEPACOL SENSATIONS SORE THROAT & COUGH (amylmetacresol 0.6 mg and dichlorobenzyl alcohol 1.2 mg and menthol 8 mg lozenge) RECKITT BENCKISER (CANADA) INC","02388642"
"CEPACOL CHILDREN'S FRUITY STRAWBERRY (amylmetacresol 0.6 mg and dichlorobenzyl alcohol 1.2 mg lozenge) RB HEALTH (CANADA) INC.","CEPACOL CHILDREN'S FRUITY STRAWBERRY (amylmetacresol 0.6 mg and dichlorobenzyl alcohol 1.2 mg lozenge) RECKITT BENCKISER (CANADA) INC","02404982"
"TADALAFIL (tadalafil 2.5 mg oral tablet) PHARMASCIENCE INC","PMS-TADALAFIL (tadalafil 2.5 mg oral tablet) PHARMASCIENCE INC","02409410"
"TADALAFIL (tadalafil 5 mg oral tablet) PHARMASCIENCE INC","PMS-TADALAFIL (tadalafil 5 mg oral tablet) PHARMASCIENCE INC","02409429"
"TADALAFIL (tadalafil 10 mg oral tablet) PHARMASCIENCE INC","PMS-TADALAFIL (tadalafil 10 mg oral tablet) PHARMASCIENCE INC","02409437"
"TADALAFIL (tadalafil 20 mg oral tablet) PHARMASCIENCE INC","PMS-TADALAFIL (tadalafil 20 mg oral tablet) PHARMASCIENCE INC","02409445"
"ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN-5 (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02411628"
"ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 10 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN-10 (rosuvastatin (rosuvastatin calcium) 10 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02411636"
"ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 20 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN-20 (rosuvastatin (rosuvastatin calcium) 20 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02411644"
"ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 40 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN-40 (rosuvastatin (rosuvastatin calcium) 40 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02411652"
"JAMP ENTECAVIR (entecavir (entecavir monohydrate) 0.5 mg oral tablet) JAMP PHARMA CORPORATION","JAMP-ENTECAVIR (entecavir (entecavir monohydrate) 0.5 mg oral tablet) JAMP PHARMA CORPORATION","02467232"
"DICLOFENAC SODIUM SOLUTION (diclofenac sodium 1.5 % cutaneous solution) TELIGENT PHARMA, INC","DICLOFENAC SODIUM SOLUTION (diclofenac sodium 1.5 % cutaneous solution) TELIGENT OU","02476134"
"CYANOCOBALAMIN INJECTION USP (cyanocobalamin 10000 mcg per 10 mL solution for injection vial) STERIMAX INC","CYANOCOBALAMIN INJECTION, USP (cyanocobalamin 10000 mcg per 10 mL solution for injection vial) STERIMAX INC","77700964"
"CYANOCOBALAMIN INJECTION USP (cyanocobalamin 30000 mcg per 30 mL solution for injection vial) STERIMAX INC","CYANOCOBALAMIN INJECTION, USP (cyanocobalamin 30000 mcg per 30 mL solution for injection vial) STERIMAX INC","77700965"
