mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"02367602","PRAMIPEXOLE (dichlorhydrate de pramipexole monohydraté 0,25 mg comprimé oral) SANIS HEALTH INC","dichlorhydrate de pramipexole 0,25 mg comprimé oral","pramipexole","DELETED"
"02367610","PRAMIPEXOLE (dichlorhydrate de pramipexole monohydraté 0,5 mg comprimé oral) SANIS HEALTH INC","dichlorhydrate de pramipexole 0,5 mg comprimé oral","pramipexole","DELETED"
"02367629","PRAMIPEXOLE (dichlorhydrate de pramipexole monohydraté 1 mg comprimé oral) SANIS HEALTH INC","dichlorhydrate de pramipexole 1 mg comprimé oral","pramipexole","DELETED"
"02384116","KIDS GRAVOL CHEWABLES (dimenhydrinate 15 mg comprimé à croquer) CHURCH & DWIGHT CANADA CORP","dimenhydrinate 15 mg comprimé à croquer","dimenhydrinate","mp_fr_description: ""GRAVOL KIDS QUICK DISSOLVE CHEWABLE (dimenhydrinate 15 mg comprimé à croquer) CHURCH & DWIGHT CANADA CORP"" -> ""KIDS GRAVOL CHEWABLES (dimenhydrinate 15 mg comprimé à croquer) CHURCH & DWIGHT CANADA CORP"""
"02384132","GRAVOL CHEWABLES (dimenhydrinate 50 mg comprimé à croquer) CHURCH & DWIGHT CANADA CORP","dimenhydrinate 50 mg comprimé à croquer","dimenhydrinate","mp_fr_description: ""GRAVOL QUICK DISSOLVE CHEWABLE (dimenhydrinate 50 mg comprimé à croquer) CHURCH & DWIGHT CANADA CORP"" -> ""GRAVOL CHEWABLES (dimenhydrinate 50 mg comprimé à croquer) CHURCH & DWIGHT CANADA CORP"""
"02388197","TARO-TRAMADOL/ACET (acétaminophène 325 mg et chlorhydrate de tramadol 37,5 mg comprimé oral) SUN PHARMA CANADA INC","acétaminophène 325 mg et chlorhydrate de tramadol 37,5 mg comprimé oral","acétaminophène et tramadol","mp_fr_description: ""RAN-TRAMADOL/ACET (acétaminophène 325 mg et chlorhydrate de tramadol 37,5 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-TRAMADOL/ACET (acétaminophène 325 mg et chlorhydrate de tramadol 37,5 mg comprimé oral) SUN PHARMA CANADA INC"""
"02389843","ACH-TEMOZOLOMIDE (témozolomide 180 mg capsule orale) ACCORD HEALTHCARE INC","témozolomide 180 mg capsule orale","témozolomide","DELETED"
"02390183","ACT EXEMESTANE (exémestane 25 mg comprimé oral) TEVA CANADA LIMITED","exémestane 25 mg comprimé oral","exémestane","mp_fr_description: ""ACT EXEMESTANE (exémestane 25 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT EXEMESTANE (exémestane 25 mg comprimé oral) TEVA CANADA LIMITED"""
"02393433","APO-NITROGLYCERIN (nitroglycérine 0,4 mg par actionnement vaporisation sublinguale) APOTEX INC","nitroglycérine 0,4 mg par actionnement vaporisation sublinguale","nitroglycérine","DELETED"
"02401495","AMOXICILLIN (amoxicilline (trihydrate d'amoxicilline) 250 mg capsule orale) SIVEM PHARMACEUTICALS ULC","amoxicilline 250 mg capsule orale","amoxicilline","DELETED"
"02402610","TARO-LANSOPRAZOLE (lansoprazole 15 mg capsule gastrorésistante) SUN PHARMA CANADA INC","lansoprazole 15 mg capsule gastrorésistante","lansoprazole","mp_fr_description: ""RAN-LANSOPRAZOLE (lansoprazole 15 mg capsule gastrorésistante) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-LANSOPRAZOLE (lansoprazole 15 mg capsule gastrorésistante) SUN PHARMA CANADA INC"""
"02402629","TARO-LANSOPRAZOLE (lansoprazole 30 mg capsule gastrorésistante) SUN PHARMA CANADA INC","lansoprazole 30 mg capsule gastrorésistante","lansoprazole","mp_fr_description: ""RAN-LANSOPRAZOLE (lansoprazole 30 mg capsule gastrorésistante) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-LANSOPRAZOLE (lansoprazole 30 mg capsule gastrorésistante) SUN PHARMA CANADA INC"""
"02416255","APO-ABACAVIR-LAMIVUDINE-ZIDOVUDINE (abacavir (sulfate d'abacavir) 300 mg et lamivudine 150 mg et zidovudine 300 mg comprimé oral) APOTEX INC","abacavir (sulfate d'abacavir) 300 mg et lamivudine 150 mg et zidovudine 300 mg comprimé oral","abacavir et lamivudine et zidovudine","DELETED"
"02420090","APO-TELMISARTAN (telmisartan 80 mg comprimé oral) APOTEX INC","telmisartan 80 mg comprimé oral","telmisartan","DELETED"
"02425548","TARO-RAMIPRIL (ramipril 15 mg capsule orale) SUN PHARMA CANADA INC","ramipril 15 mg capsule orale","ramipril","mp_fr_description: ""RAN-RAMIPRIL (ramipril 15 mg capsule orale) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-RAMIPRIL (ramipril 15 mg capsule orale) SUN PHARMA CANADA INC"""
"02434318","OTEZLA (apremilast 10 mg comprimé oral wtih apremilast 20 mg comprimé oral avec apremilast 30 mg comprimé oral) AMGEN CANADA INC","apremilast 10 mg comprimé oral avec apremilast 20 mg comprimé oral avec apremilast 30 mg comprimé oral","apremilast","mp_fr_description: ""OTEZLA (apremilast 10 mg comprimé oral wtih apremilast 20 mg comprimé oral avec apremilast 30 mg comprimé oral) CELGENE INC"" -> ""OTEZLA (apremilast 10 mg comprimé oral wtih apremilast 20 mg comprimé oral avec apremilast 30 mg comprimé oral) AMGEN CANADA INC"""
"02439387","ROPIVACAINE HYDROCHLORIDE INJECTION, USP (chlorhydrate de ropivacaïne 50 mg par 10 mL solution injectable ampoule) FRESENIUS KABI CANADA LTD","chlorhydrate de ropivacaïne 50 mg par 10 mL solution injectable ampoule","ropivacaïne","ADDED"
"02439670","NANONUMB (lidocaïne 5 % crème cutanée) ALERA SKIN CARE PRODUCTS INC.","lidocaïne 5 % crème cutanée","lidocaïne","ADDED"
"02444852","BASAGLAR KWIKPEN - 60 UNITS PER INJECTION DELIVERY (insuline glargine 100 unité par mL solution injectable 3 mL stylo) ELI LILLY CANADA INC","insuline glargine 100 unité par mL solution injectable 3 mL stylo","insuline glargine","DELETED"
"02449188","ROBITUSSIN COMPLETE NIGHTTIME (acétaminophène 325 mg et bromhydrate de dextrométhorphane 15 mg et succinate de doxylamine 6,25 mg capsule orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC","acétaminophène 325 mg et bromhydrate de dextrométhorphane 15 mg et succinate de doxylamine 6,25 mg capsule orale","acétaminophène et dextrométhorphane et doxylamine","DELETED"
"02449196","ROBITUSSIN COMPLETE DAYTIME (acétaminophène 325 mg et bromhydrate de dextrométhorphane 10 mg et chlorhydrate de phényléphrine 5 mg capsule orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC","acétaminophène 325 mg et bromhydrate de dextrométhorphane 10 mg et chlorhydrate de phényléphrine 5 mg capsule orale","acétaminophène et dextrométhorphane et phényléphrine","DELETED"
"02453355","JAMP LATANOPROST (latanoprost 50 mcg par mL gouttes ophtalmiques) JAMP PHARMA CORPORATION","latanoprost 50 mcg par mL gouttes ophtalmiques","latanoprost","ADDED"
"02453606","APO-OLMESARTAN/HCTZ (hydrochlorothiazide 12,5 mg et olmésartan médoxomil 20 mg comprimé oral) APOTEX INC","hydrochlorothiazide 12,5 mg et olmésartan médoxomil 20 mg comprimé oral","hydrochlorothiazide et olmésartan","DELETED"
"02453614","APO-OLMESARTAN/HCTZ (hydrochlorothiazide 12,5 mg et olmésartan médoxomil 40 mg comprimé oral) APOTEX INC","hydrochlorothiazide 12,5 mg et olmésartan médoxomil 40 mg comprimé oral","hydrochlorothiazide et olmésartan","DELETED"
"02453622","APO-OLMESARTAN/HCTZ (hydrochlorothiazide 25 mg et olmésartan médoxomil 40 mg comprimé oral) APOTEX INC","hydrochlorothiazide 25 mg et olmésartan médoxomil 40 mg comprimé oral","hydrochlorothiazide et olmésartan","DELETED"
"02453770","JAMP-LATANOPROST/TIMOLOL (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) JAMP PHARMA CORPORATION","latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques","latanoprost et timolol","ADDED"
"02457253","APO-QUETIAPINE XR (quétiapine (fumarate de quétiapine) 300 mg comprimé oral à libération prolongée) APOTEX INC","quétiapine (fumarate de quétiapine) 300 mg comprimé oral à libération prolongée","quétiapine","DELETED"
"02468069","HAEGARDA (inhibiteur de la C1 estérase humaine 2000 unité par fiole poudre pour solution injectable avec solution diluante) CSL BEHRING CANADA INC","inhibiteur de la C1 estérase humaine 2000 unité par fiole poudre pour solution injectable avec solution diluante","inhibiteur de la C1 estérase humaine","ADDED"
"02468077","HAEGARDA (inhibiteur de la C1 estérase humaine 3000 unité par fiole poudre pour solution injectable avec solution diluante) CSL BEHRING CANADA INC","inhibiteur de la C1 estérase humaine 3000 unité par fiole poudre pour solution injectable avec solution diluante","inhibiteur de la C1 estérase humaine","ADDED"
"02474468","LEVETIRACETAM (lévétiracétam 250 mg comprimé oral) LABORATOIRE RIVA INC","lévétiracétam 250 mg comprimé oral","lévétiracétam","DELETED"
"02474476","LEVETIRACETAM (lévétiracétam 500 mg comprimé oral) LABORATOIRE RIVA INC","lévétiracétam 500 mg comprimé oral","lévétiracétam","DELETED"
"02474484","LEVETIRACETAM (lévétiracétam 750 mg comprimé oral) LABORATOIRE RIVA INC","lévétiracétam 750 mg comprimé oral","lévétiracétam","DELETED"
"02476304","PREGABALIN (prégabaline 25 mg capsule orale) LABORATOIRE RIVA INC","prégabaline 25 mg capsule orale","prégabaline","DELETED"
"02476312","PREGABALIN (prégabaline 50 mg capsule orale) LABORATOIRE RIVA INC","prégabaline 50 mg capsule orale","prégabaline","DELETED"
"02476320","PREGABALIN (prégabaline 75 mg capsule orale) LABORATOIRE RIVA INC","prégabaline 75 mg capsule orale","prégabaline","DELETED"
"02476347","PREGABALIN (prégabaline 150 mg capsule orale) LABORATOIRE RIVA INC","prégabaline 150 mg capsule orale","prégabaline","DELETED"
"02476371","PREGABALIN (prégabaline 300 mg capsule orale) LABORATOIRE RIVA INC","prégabaline 300 mg capsule orale","prégabaline","DELETED"
"02483084","SUBLOCADE (buprénorphine 100 mg par 0,5 mL solution injectable à libération prolongée seringue) INDIVIOR UK LIMITED","buprénorphine 100 mg par 0,5 mL solution injectable à libération prolongée seringue","buprénorphine","ADDED"
"02483092","SUBLOCADE (buprénorphine 300 mg par 1,5 mL solution injectable à libération prolongée seringue) INDIVIOR UK LIMITED","buprénorphine 300 mg par 1,5 mL solution injectable à libération prolongée seringue","buprénorphine","ADDED"
"02483734","JAMP CLINDAMYCIN (clindamycine (chlorhydrate de clindamycine) 150 mg capsule orale) JAMP PHARMA CORPORATION","clindamycine (chlorhydrate de clindamycine) 150 mg capsule orale","clindamycine","ADDED"
"02483742","JAMP CLINDAMYCIN (clindamycine (chlorhydrate de clindamycine) 300 mg capsule orale) JAMP PHARMA CORPORATION","clindamycine (chlorhydrate de clindamycine) 300 mg capsule orale","clindamycine","ADDED"
"02484838","BENADRYL ITCH STOPPING CREAM (chlorhydrate de diphenhydramine 2 % et acétate de zinc 0,1 % crème cutanée) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","chlorhydrate de diphenhydramine 2 % et acétate de zinc 0,1 % crème cutanée","diphenhydramine et acétate de zinc","ADDED"
"02486822","VPI-BENZTROPINE (mésylate de benztropine 2 mg par 2 mL solution injectable fiole) VPI PHARMACEUTICALS INC","mésylate de benztropine 2 mg par 2 mL solution injectable fiole","benztropine","ADDED"
"02487004","COUGH & COLD RELIEF (acétaminophène 500 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) JUNO OTC INC","acétaminophène 500 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale","acétaminophène et dextrométhorphane et phényléphrine","ADDED"
