mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"02439387","ROPIVACAINE HYDROCHLORIDE INJECTION, USP (chlorhydrate de ropivacaïne 50 mg par 10 mL solution injectable ampoule) FRESENIUS KABI CANADA LTD","chlorhydrate de ropivacaïne 50 mg par 10 mL solution injectable ampoule","ropivacaïne","ADDED"
"02439670","NANONUMB (lidocaïne 5 % crème cutanée) ALERA SKIN CARE PRODUCTS INC.","lidocaïne 5 % crème cutanée","lidocaïne","ADDED"
"02453355","JAMP LATANOPROST (latanoprost 50 mcg par mL gouttes ophtalmiques) JAMP PHARMA CORPORATION","latanoprost 50 mcg par mL gouttes ophtalmiques","latanoprost","ADDED"
"02453770","JAMP-LATANOPROST/TIMOLOL (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) JAMP PHARMA CORPORATION","latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques","latanoprost et timolol","ADDED"
"02468069","HAEGARDA (inhibiteur de la C1 estérase humaine 2000 unité par fiole poudre pour solution injectable avec solution diluante) CSL BEHRING CANADA INC","inhibiteur de la C1 estérase humaine 2000 unité par fiole poudre pour solution injectable avec solution diluante","inhibiteur de la C1 estérase humaine","ADDED"
"02468077","HAEGARDA (inhibiteur de la C1 estérase humaine 3000 unité par fiole poudre pour solution injectable avec solution diluante) CSL BEHRING CANADA INC","inhibiteur de la C1 estérase humaine 3000 unité par fiole poudre pour solution injectable avec solution diluante","inhibiteur de la C1 estérase humaine","ADDED"
"02483084","SUBLOCADE (buprénorphine 100 mg par 0,5 mL solution injectable à libération prolongée seringue) INDIVIOR UK LIMITED","buprénorphine 100 mg par 0,5 mL solution injectable à libération prolongée seringue","buprénorphine","ADDED"
"02483092","SUBLOCADE (buprénorphine 300 mg par 1,5 mL solution injectable à libération prolongée seringue) INDIVIOR UK LIMITED","buprénorphine 300 mg par 1,5 mL solution injectable à libération prolongée seringue","buprénorphine","ADDED"
"02483734","JAMP CLINDAMYCIN (clindamycine (chlorhydrate de clindamycine) 150 mg capsule orale) JAMP PHARMA CORPORATION","clindamycine (chlorhydrate de clindamycine) 150 mg capsule orale","clindamycine","ADDED"
"02483742","JAMP CLINDAMYCIN (clindamycine (chlorhydrate de clindamycine) 300 mg capsule orale) JAMP PHARMA CORPORATION","clindamycine (chlorhydrate de clindamycine) 300 mg capsule orale","clindamycine","ADDED"
"02484838","BENADRYL ITCH STOPPING CREAM (chlorhydrate de diphenhydramine 2 % et acétate de zinc 0,1 % crème cutanée) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","chlorhydrate de diphenhydramine 2 % et acétate de zinc 0,1 % crème cutanée","diphenhydramine et acétate de zinc","ADDED"
"02486822","VPI-BENZTROPINE (mésylate de benztropine 2 mg par 2 mL solution injectable fiole) VPI PHARMACEUTICALS INC","mésylate de benztropine 2 mg par 2 mL solution injectable fiole","benztropine","ADDED"
"02487004","COUGH & COLD RELIEF (acétaminophène 500 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) JUNO OTC INC","acétaminophène 500 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale","acétaminophène et dextrométhorphane et phényléphrine","ADDED"
"02487233","NIGHTTIME COLD (acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) JUNO OTC INC","acétaminophène 650 mg par sachet et chlorhydrate de diphenhydramine 25 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale","acétaminophène et diphenhydramine et phényléphrine","ADDED"
"02487276","DAYTIME COLD (acétaminophène 650 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale) JUNO OTC INC","acétaminophène 650 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale","acétaminophène et dextrométhorphane et phényléphrine","ADDED"
"02487357","ARSENIC TRIOXIDE SOLUTION FOR INJECTION (trioxyde d'arsénic 10 mg par 10 mL solution injectable fiole) PHEBRA PTY LTD","trioxyde d'arsénic 10 mg par 10 mL solution injectable fiole","trioxyde d'arsénic","ADDED"
"02488140","MINT-SPIRONOLACTONE (spironolactone 25 mg comprimé oral) MINT PHARMACEUTICALS INC","spironolactone 25 mg comprimé oral","spironolactone","ADDED"
"02488159","MINT-SPIRONOLACTONE (spironolactone 100 mg comprimé oral) MINT PHARMACEUTICALS INC","spironolactone 100 mg comprimé oral","spironolactone","ADDED"
"02489244","CARBETOCIN INJECTION (carbétocine 100 mcg par 1 mL solution injectable seringue) MDA INC.","carbétocine 100 mcg par 1 mL solution injectable seringue","carbétocine","ADDED"
"02490773","ERTAPENEM FOR INJECTION (ertapénem (ertapénem sodique) 1 g par fiole poudre pour solution injectable) MDA INC.","ertapénem (ertapénem sodique) 1 g par fiole poudre pour solution injectable","ertapénem","ADDED"
"02491427","JAMP HYDROXYCHLOROQUINE SULFATE (sulfate d'hydroxychloroquine 200 mg comprimé oral) JAMP PHARMA CORPORATION","sulfate d'hydroxychloroquine 200 mg comprimé oral","hydroxychloroquine","ADDED"
"02491443","PYRITHIONE ZINC DANDRUFF SHAMPOO SUPRÊME NOURISH (pyrithione zincique 1 % shampoing) PROCTER & GAMBLE INC","pyrithione zincique 1 % shampoing","pyrithione zincique","ADDED"
"02491451","PYRITHIONE ZINC DANDRUFF SHAMPOO SUPRÊME STRENGTHEN (pyrithione zincique 1 % shampoing) PROCTER & GAMBLE INC","pyrithione zincique 1 % shampoing","pyrithione zincique","ADDED"
"02491478","PYRITHIONE ZINC DANDRUFF SHAMPOO SUPRÊME PURIFY & HYDRATE (pyrithione zincique 1 % shampoing) PROCTER & GAMBLE INC","pyrithione zincique 1 % shampoing","pyrithione zincique","ADDED"
"02491486","PYRITHIONE ZINC DANDRUFF CONDITIONER SUPRÊME STRENGTHEN (pyrithione zincique 0,5 % shampoing) PROCTER & GAMBLE INC","pyrithione zincique 0,5 % shampoing","pyrithione zincique","ADDED"
"02491508","PYRITHIONE ZINC DANDRUFF CONDITIONER SUPRÊME NOURISH (pyrithione zincique 0,5 % shampoing) PROCTER & GAMBLE INC","pyrithione zincique 0,5 % shampoing","pyrithione zincique","ADDED"
"02491516","PYRITHIONE ZINC DANDRUFF CONDITIONER SUPRÊME PURIFY & HYDRATE (pyrithione zincique 0,5 % shampoing) PROCTER & GAMBLE INC","pyrithione zincique 0,5 % shampoing","pyrithione zincique","ADDED"
"02493373","TOUJEO DOUBLESTAR (insuline glargine 300 unité par mL solution injectable 3 mL stylo) SANOFI-AVENTIS CANADA INC","insuline glargine 300 unité par mL solution injectable 3 mL stylo","insuline glargine","ADDED"
"02494078","MAR-ACARBOSE (acarbose 50 mg comprimé oral) MARCAN PHARMACEUTICALS INC","acarbose 50 mg comprimé oral","acarbose","ADDED"
"02494086","MAR-ACARBOSE (acarbose 100 mg comprimé oral) MARCAN PHARMACEUTICALS INC","acarbose 100 mg comprimé oral","acarbose","ADDED"
"02494299","SMOOTH AND SILKY LISSE ET SOYEUX DANDRUFF PYRITHIONE ZINC CONDITIONER (pyrithione zincique 0,3 % shampoing) APOLLO HEALTH AND BEAUTY CARE INC.","pyrithione zincique 0,3 % shampoing","pyrithione zincique","ADDED"
"02495058","XOSPATA (giltéritinib (fumarate de giltéritinib) 40 mg comprimé oral) ASTELLAS PHARMA CANADA INC","giltéritinib (fumarate de giltéritinib) 40 mg comprimé oral","giltéritinib","ADDED"
"02495244","VASCEPA (icosapent éthyl 1 g capsule orale) HLS THERAPEUTICS INC","icosapent éthyl 1 g capsule orale","icosapent","ADDED"
