"ccdd","tm_code","tm_formal_name","greater_than_5_AIs","n_dins","n_ntps","tm_status","tm_status_effective_time","audit_id"
TRUE,8000848,"dexamethasone (base) and tobramycin",FALSE,2,2,"Active","19901231",32253
TRUE,8000849,"enalapril and hydrochlorothiazide",FALSE,5,1,"Active","19901231",32254
TRUE,8000850,"fluconazole",FALSE,39,4,"Active","19901231",32255
TRUE,8000139,"gliclazide",FALSE,18,2,"Active","19901231",14002
TRUE,8000851,"hydralazine",FALSE,7,2,"Active","19901231",32256
TRUE,8000140,"lisinopril",FALSE,48,1,"Active","19901231",14038
TRUE,8000141,"pravastatin",FALSE,44,1,"Active","19901231",14082
TRUE,8000142,"simvastatin",FALSE,93,1,"Active","19901231",14106
TRUE,8001088,"terbutaline",FALSE,1,1,"Active","19901231",32609
TRUE,8000143,"zopiclone",FALSE,40,1,"Active","19901231",14137
TRUE,8000785,"belladonna and opium",FALSE,1,1,"Active","19911231",14148
TRUE,8000147,"clozapine",FALSE,10,1,"Active","19911231",13948
TRUE,8000148,"mometasone",FALSE,15,5,"Active","19911231",14056
TRUE,8000153,"amlodipine",FALSE,63,1,"Active","19921231",13905
TRUE,8000154,"amoxicillin and clavulanic acid",FALSE,18,2,"Active","19921231",13907
TRUE,8000159,"ciprofloxacin",FALSE,80,6,"Active","19921231",13937
TRUE,8000160,"clarithromycin",FALSE,31,3,"Active","19921231",13940
TRUE,8000161,"clobetasol",FALSE,22,7,"Active","19921231",13943
TRUE,8000162,"dextroamphetamine",FALSE,5,2,"Active","19921231",13960
TRUE,8000163,"doxazosin",FALSE,15,1,"Active","19921231",13969
TRUE,8000164,"ethinyl estradiol and norgestimate",FALSE,8,1,"Active","19921231",13986
TRUE,8000165,"felodipine",FALSE,8,1,"Active","19921231",13988
TRUE,8000166,"finasteride",FALSE,24,1,"Active","19921231",13991
TRUE,8000777,"hydrocodone",FALSE,3,2,"Active","19921231",14141
TRUE,8000168,"insulin isophane human",FALSE,4,1,"Active","19921231",14005
TRUE,8000169,"ketorolac",FALSE,13,3,"Active","19921231",14031
TRUE,8000866,"mupirocin",FALSE,3,2,"Active","19921231",32271
TRUE,8000170,"quinapril",FALSE,20,1,"Active","19921231",14090
TRUE,8000171,"sertraline",FALSE,63,1,"Active","19921231",14104
TRUE,8000172,"vitamin D3 (cholecalciferol)",FALSE,15,2,"Active","19921231",14151
TRUE,8000870,"acetylsalicylic acid and caffeine",FALSE,3,1,"Active","19931231",32275
TRUE,8000872,"benazepril",FALSE,5,1,"Active","19931231",32277
TRUE,8000873,"bumetanide",FALSE,2,1,"Active","19931231",32278
TRUE,8000874,"cilazapril",FALSE,18,1,"Active","19931231",32279
TRUE,8000179,"desogestrel and ethinyl estradiol",FALSE,12,1,"Active","19931231",13954
TRUE,8000180,"diclofenac and misoprostol",FALSE,6,1,"Active","19931231",13963
TRUE,8000181,"domperidone",FALSE,13,1,"Active","19931231",13966
TRUE,8000183,"mesalazine",FALSE,14,5,"Active","19931231",14045
TRUE,8000184,"metformin",FALSE,47,2,"Active","19931231",14046
TRUE,8000185,"paroxetine",FALSE,60,2,"Active","19931231",14075
TRUE,8000187,"risperidone",FALSE,107,4,"Active","19931231",14097
TRUE,8000188,"terbinafine",FALSE,15,3,"Active","19931231",14118
TRUE,8000189,"trazodone",FALSE,22,2,"Active","19931231",14127
TRUE,8000879,"atenolol and chlorthalidone",FALSE,6,1,"Active","19941231",32284
TRUE,8000196,"cyclobenzaprine",FALSE,11,1,"Active","19941231",13951
TRUE,8000198,"digoxin",FALSE,9,3,"Active","19941231",13964
TRUE,8000200,"gabapentin",FALSE,87,2,"Active","19941231",14000
TRUE,8000201,"hydrochlorothiazide and lisinopril",FALSE,18,1,"Active","19941231",14008
TRUE,8000781,"hydrocodone and phenylephrine",FALSE,2,1,"Active","19941231",14144
TRUE,8000202,"ipratropium",FALSE,18,4,"Active","19941231",14028
TRUE,8000203,"isosorbide mononitrate",FALSE,4,1,"Active","19941231",14030
TRUE,8000204,"lithium (ion)",FALSE,1,1,"Active","19941231",14039
TRUE,8000205,"minocycline",FALSE,20,2,"Active","19941231",14054
TRUE,8000206,"perindopril",FALSE,3,1,"Active","19941231",14077
TRUE,8000208,"beclomethasone",FALSE,6,3,"Active","19951231",13915
TRUE,8000210,"cefprozil",FALSE,18,2,"Active","19951231",13931
TRUE,8000213,"estradiol",FALSE,26,5,"Active","19951231",13980
TRUE,8000214,"lamotrigine",FALSE,29,1,"Active","19951231",14032
TRUE,8000215,"lansoprazole",FALSE,26,2,"Active","19951231",14033
TRUE,8000216,"losartan",FALSE,54,1,"Active","19951231",14042
TRUE,8000217,"methotrexate",FALSE,24,2,"Active","19951231",14049
TRUE,8000891,"naloxone",FALSE,9,2,"Active","19951231",32296
TRUE,8000219,"oxybutynin",FALSE,14,5,"Active","19951231",14072
TRUE,8000220,"progesterone",FALSE,5,4,"Active","19951231",14087
TRUE,8000893,"sotalol",FALSE,18,1,"Active","19951231",32298
TRUE,8000221,"valproic acid",FALSE,10,2,"Active","19951231",14129
TRUE,8000894,"labetalol",FALSE,7,2,"Active","19960730",32299
TRUE,8000222,"tacrolimus",FALSE,13,4,"Active","19960814",14112
TRUE,8000895,"esmolol",FALSE,2,1,"Active","19960816",32300
TRUE,8001101,"anastrozole",FALSE,21,1,"Active","19960830",52636
TRUE,8000224,"azithromycin",FALSE,36,3,"Active","19960926",13913
TRUE,8000225,"fenofibrate",FALSE,26,2,"Active","19961002",13989
TRUE,8000226,"olanzapine",FALSE,145,3,"Active","19961104",14067
TRUE,8000897,"benzoyl peroxide and erythromycin",FALSE,1,1,"Active","19961105",32302
TRUE,8001100,"ondansetron",FALSE,57,5,"Active","19961113",52635
TRUE,8000787,"insulin lispro",FALSE,4,1,"Active","19961115",14027
TRUE,8000229,"hydrochlorothiazide and losartan",FALSE,40,1,"Active","19961122",14009
TRUE,8000230,"ciclopirox",FALSE,8,4,"Active","19961203",13936
TRUE,8000898,"dibucaine and esculin and framycetin and hydrocortisone",FALSE,8,2,"Active","19961230",32303
TRUE,8000899,"dorzolamide",FALSE,4,1,"Active","19961231",32304
TRUE,8000233,"valacyclovir",FALSE,22,1,"Active","19961231",14128
TRUE,8000784,"normethadone and p-hydroxyephedrine",FALSE,1,1,"Active","19970123",14147
TRUE,8000234,"sumatriptan",FALSE,32,3,"Active","19970211",14111
TRUE,8000235,"atorvastatin",FALSE,80,1,"Active","19970305",13911
TRUE,8000236,"pantoprazole",FALSE,43,2,"Active","19970305",14074
TRUE,8000237,"cetirizine",FALSE,21,4,"Active","19970306",13934
TRUE,8000238,"clobazam",FALSE,4,1,"Active","19970324",13942
TRUE,8000239,"ramipril",FALSE,76,2,"Active","19970324",14093
TRUE,8000240,"topiramate",FALSE,59,2,"Active","19970325",14123
TRUE,8000053,"betamethasone (base)",FALSE,1,1,"Active","19970401",13918
TRUE,8000902,"formoterol",FALSE,3,2,"Active","19970708",32307
TRUE,8000903,"ipratropium and salbutamol",FALSE,5,1,"Active","19970725",32308
TRUE,8000244,"latanoprost",FALSE,9,1,"Active","19970728",14034
TRUE,8000246,"donepezil",FALSE,50,2,"Active","19970820",13967
TRUE,8001113,"irinotecan",FALSE,9,2,"Active","19970827",52648
TRUE,8001102,"letrozole",FALSE,18,1,"Active","19970902",52637
TRUE,8000247,"terazosin",FALSE,24,1,"Active","19970926",14117
TRUE,8001053,"zafirlukast",FALSE,1,1,"Active","19971117",32458
TRUE,8001086,"orciprenaline",FALSE,1,1,"Active","19971121",32607
TRUE,8001103,"brimonidine",FALSE,8,2,"Active","19971202",52638
TRUE,8000248,"quetiapine",FALSE,113,2,"Active","19971210",14089
TRUE,8000249,"valsartan",FALSE,54,2,"Active","19971215",14132
TRUE,8000250,"trandolapril",FALSE,4,1,"Active","19980107",14125
TRUE,8000251,"olopatadine",FALSE,10,1,"Active","19980209",14069
TRUE,8000905,"salmeterol",FALSE,2,1,"Active","19980211",32310
TRUE,8000253,"pramipexole",FALSE,42,1,"Active","19980226",14081
TRUE,8000254,"venlafaxine",FALSE,48,1,"Active","19980304",14134
TRUE,8000173,"fluticasone",FALSE,12,3,"Active","19980402",13994
TRUE,8000256,"cyproterone and ethinyl estradiol",FALSE,5,1,"Active","19980408",13952
TRUE,8000257,"bupropion",FALSE,18,1,"Active","19980505",13924
TRUE,8001104,"naratriptan",FALSE,5,1,"Active","19980505",52639
TRUE,8000259,"irbesartan",FALSE,58,1,"Active","19980622",14029
TRUE,8000907,"amoxicillin and clarithromycin and lansoprazole",FALSE,1,1,"Active","19980818",32312
TRUE,8000261,"montelukast",FALSE,49,3,"Active","19980821",14057
TRUE,8001105,"zolmitriptan",FALSE,28,3,"Active","19980930",52640
TRUE,8000262,"hydrochlorothiazide and quinapril",FALSE,6,1,"Active","19981001",14011
TRUE,8000263,"clopidogrel",FALSE,20,1,"Active","19981013",13946
TRUE,8001076,"cefuroxime",FALSE,16,3,"Active","19981027",32597
TRUE,8001106,"brinzolamide",FALSE,1,1,"Active","19981111",52641
TRUE,8000908,"fusidic acid and hydrocortisone",FALSE,1,1,"Active","19981111",32313
TRUE,8000265,"tolterodine",FALSE,16,2,"Active","19981123",14122
TRUE,8000266,"candesartan",FALSE,61,1,"Active","19981207",13926
TRUE,8000267,"citalopram",FALSE,77,1,"Active","19990308",13939
TRUE,8000268,"sildenafil",FALSE,47,2,"Active","19990309",14105
TRUE,8000269,"amiodarone",FALSE,16,2,"Active","19990329",13903
TRUE,8000909,"cilazapril and hydrochlorothiazide",FALSE,3,1,"Active","19990401",32314
TRUE,8000271,"celecoxib",FALSE,42,1,"Active","19990419",13932
TRUE,8000272,"dorzolamide and timolol",FALSE,11,1,"Active","19990527",13968
TRUE,8001057,"cefadroxil",FALSE,3,1,"Active","19990602",32462
TRUE,8000273,"repaglinide",FALSE,21,1,"Active","19990621",14095
TRUE,8001107,"midazolam",FALSE,14,1,"Active","19990721",52642
TRUE,8000276,"rizatriptan",FALSE,37,2,"Active","19990831",14100
TRUE,8000277,"telmisartan",FALSE,30,1,"Active","19990901",14115
TRUE,8000278,"risedronate",FALSE,25,2,"Active","19990907",14096
TRUE,8000279,"fluticasone and salmeterol",FALSE,5,2,"Active","19990924",13995
TRUE,8000912,"alcohol anhydrous and chlorhexidine",FALSE,3,3,"Active","19991105",32317
TRUE,8000915,"levonorgestrel",FALSE,9,2,"Active","20000224",32320
TRUE,8000284,"hydrochlorothiazide and irbesartan",FALSE,42,1,"Active","20000316",14007
TRUE,8001087,"rosiglitazone",FALSE,6,1,"Active","20000321",32608
TRUE,8000285,"methadone",FALSE,10,2,"Active","20000505",14048
TRUE,8000286,"hydrochlorothiazide and valsartan",FALSE,38,1,"Active","20000510",14015
TRUE,8000287,"rivastigmine",FALSE,44,3,"Active","20000515",14099
TRUE,8000917,"estradiol and norethindrone",FALSE,4,2,"Active","20000525",32322
TRUE,8000776,"butorphanol",FALSE,2,1,"Active","20000801",14140
TRUE,8001109,"exemestane",FALSE,5,1,"Active","20000817",52644
TRUE,8000289,"pioglitazone",FALSE,45,1,"Active","20000828",14080
TRUE,8001079,"eprosartan",FALSE,2,1,"Active","20000908",32600
TRUE,8000290,"meloxicam",FALSE,18,1,"Active","20000926",14044
TRUE,8000291,"moxifloxacin",FALSE,19,3,"Active","20001020",14059
TRUE,8001108,"ibutilide",FALSE,1,1,"Active","20001128",52643
TRUE,8000919,"trimethoprim",FALSE,2,1,"Active","20010101",32324
TRUE,8000298,"mirtazapine",FALSE,32,2,"Active","20010524",14055
TRUE,8000921,"misoprostol",FALSE,6,1,"Active","20010618",32326
TRUE,8000300,"candesartan and hydrochlorothiazide",FALSE,22,1,"Active","20010626",13927
TRUE,8000922,"brompheniramine and phenylephrine",FALSE,8,4,"Active","20010723",32327
TRUE,8000301,"hydrochlorothiazide and telmisartan",FALSE,26,1,"Active","20010816",14013
TRUE,8000302,"betahistine",FALSE,12,1,"Active","20010817",13917
TRUE,8000303,"esomeprazole",FALSE,18,3,"Active","20010820",13978
TRUE,8000924,"benzoyl peroxide and clindamycin",FALSE,5,1,"Active","20010904",32329
TRUE,8000925,"brompheniramine and codeine and phenylephrine",FALSE,1,1,"Active","20010905",32330
TRUE,8000780,"brompheniramine and guaifenesin and hydrocodone and phenylephrine",FALSE,1,1,"Active","20010906",14150
TRUE,8000926,"brompheniramine and codeine and guaifenesin and phenylephrine",FALSE,1,1,"Active","20010928",32331
TRUE,8000307,"insulin aspart",FALSE,6,1,"Active","20011031",14024
TRUE,8000929,"bosentan",FALSE,16,1,"Active","20011214",32334
TRUE,8000930,"budesonide and formoterol",FALSE,2,1,"Active","20020208",32335
TRUE,8000312,"alendronic acid",FALSE,37,1,"Active","20020214",13899
TRUE,8000313,"alfuzosin",FALSE,7,1,"Active","20020221",13900
TRUE,8000314,"rabeprazole",FALSE,23,1,"Active","20020402",14092
TRUE,8000315,"bimatoprost",FALSE,4,2,"Active","20020524",13919
TRUE,8000931,"trandolapril and verapamil",FALSE,2,1,"Active","20020715",32336
TRUE,8000317,"insulin glargine",FALSE,7,1,"Active","20020724",14026
TRUE,8000933,"latanoprost and timolol",FALSE,6,1,"Active","20021024",32338
TRUE,8000320,"tiotropium",FALSE,2,2,"Active","20021121",14121
TRUE,8000321,"indapamide and perindopril",FALSE,3,1,"Active","20021219",14022
TRUE,8000322,"rosuvastatin",FALSE,82,1,"Active","20030219",14101
TRUE,8000325,"bisoprolol",FALSE,18,1,"Active","20030424",13920
TRUE,8000326,"ezetimibe",FALSE,18,1,"Active","20030615",13987
TRUE,8000328,"levetiracetam",FALSE,52,1,"Active","20030723",14035
TRUE,8000329,"carvedilol",FALSE,44,1,"Active","20030804",13930
TRUE,8000330,"dutasteride",FALSE,12,1,"Active","20031114",13973
TRUE,8000331,"tadalafil",FALSE,53,1,"Active","20031125",14113
TRUE,8000332,"fosinopril",FALSE,16,1,"Active","20031205",13997
TRUE,8001110,"almotriptan",FALSE,9,1,"Active","20031208",52645
TRUE,8001111,"brimonidine and timolol",FALSE,1,1,"Active","20031211",52646
TRUE,8000334,"ethinyl estradiol and norelgestromin",FALSE,1,1,"Active","20031224",13984
TRUE,8000941,"amphetamine and dextroamphetamine",FALSE,24,1,"Active","20040130",32346
TRUE,8000338,"ciprofloxacin and dexamethasone (base)",FALSE,1,1,"Active","20040513",13938
TRUE,8000943,"amiloride",FALSE,1,1,"Active","20040618",32348
TRUE,8001080,"eprosartan and hydrochlorothiazide",FALSE,1,1,"Active","20040706",32601
TRUE,8001112,"eletriptan",FALSE,10,1,"Active","20041013",52647
TRUE,8000946,"alcohol anhydrous and benzalkonium",FALSE,5,4,"Active","20041120",32351
TRUE,8000947,"levofloxacin",FALSE,23,3,"Active","20041130",32352
TRUE,8000343,"ethinyl estradiol and etonogestrel",FALSE,1,1,"Active","20041202",13982
TRUE,8000345,"drospirenone and ethinyl estradiol",FALSE,8,1,"Active","20041222",13971
TRUE,8001060,"omalizumab",FALSE,3,2,"Active","20050203",32465
TRUE,8000346,"escitalopram",FALSE,42,2,"Active","20050214",13977
TRUE,8000347,"atomoxetine",FALSE,64,1,"Active","20050224",13910
TRUE,8000348,"pregabalin",FALSE,88,1,"Active","20050718",14085
TRUE,8000349,"acetaminophen and tramadol",FALSE,14,1,"Active","20050722",13897
TRUE,8000352,"tamsulosin",FALSE,10,2,"Active","20051011",14114
TRUE,8000353,"insulin detemir",FALSE,2,1,"Active","20051114",14025
TRUE,8000954,"amlodipine and atorvastatin",FALSE,28,1,"Active","20051223",32359
TRUE,8000413,"alendronic acid and vitamin D3 (cholecalciferol)",FALSE,7,1,"Active","20060313",14152
TRUE,8001115,"trospium",FALSE,1,1,"Active","20060404",52650
TRUE,8001114,"darifenacin",FALSE,2,1,"Active","20060406",52649
TRUE,8000955,"timolol and travoprost",FALSE,1,1,"Active","20060411",32360
TRUE,8000956,"acetaminophen and doxylamine and phenylephrine",FALSE,1,1,"Active","20060611",32361
TRUE,8000360,"solifenacin",FALSE,26,1,"Active","20060623",14108
TRUE,8000367,"ciclesonide",FALSE,4,2,"Active","20060927",13935
TRUE,8000368,"hydrochlorothiazide and ramipril",FALSE,22,1,"Active","20061116",14012
TRUE,8000369,"tramadol",FALSE,20,3,"Active","20061207",14124
TRUE,8000371,"varenicline",FALSE,3,2,"Active","20070411",14133
TRUE,8000965,"aliskiren",FALSE,2,1,"Active","20071126",32370
TRUE,8000372,"buprenorphine and naloxone",FALSE,8,1,"Active","20071126",13923
TRUE,8000374,"sitagliptin",FALSE,3,1,"Active","20080102",14107
TRUE,8000375,"duloxetine",FALSE,28,1,"Active","20080118",13972
