"mp_code","drug_code","drug_identification_number","mp_formal_name","tm_code","ccdd"
700025,1620,"00260436","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) PFIZER CANADA INC",8000036,TRUE
700026,1620,"00260436","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) PFIZER CANADA INC",8000036,TRUE
700027,1620,"00260436","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) PFIZER CANADA INC",8000036,TRUE
700028,1620,"00260436","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial) PFIZER CANADA INC",8000036,TRUE
700059,36481,"02204274","DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD",8000114,TRUE
700060,36481,"02204274","DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 100 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD",8000114,TRUE
700086,61553,"02238162","DIASTAT (diazepam 15 mg per 3 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",8000048,TRUE
700083,61553,"02238162","DIASTAT (diazepam 2.5 mg per 0.5 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",8000048,TRUE
700087,61553,"02238162","DIASTAT (diazepam 20 mg per 4 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",8000048,TRUE
700084,61553,"02238162","DIASTAT (diazepam 5 mg per 1 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",8000048,TRUE
700085,61553,"02238162","DIASTAT (diazepam 7.5 mg per 1.5 mL rectal gel tube) VALEANT PHARMACEUTICALS NORTH AMERICA LLC",8000048,TRUE
700078,5936,"00622133","DILAUDID HP (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) PURDUE PHARMA",8000106,TRUE
700080,5936,"00622133","DILAUDID HP (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) PURDUE PHARMA",8000106,TRUE
700079,5936,"00622133","DILAUDID HP (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) PURDUE PHARMA",8000106,TRUE
700104,68717,"02244728","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 25 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000122,TRUE
700065,49026,"02230274","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 25 mg per 5 mL solution for injection vial) TEVA CANADA LIMITED",8000122,TRUE
700105,68717,"02244728","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 50 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000122,TRUE
700066,49026,"02230274","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 50 mg per 10 mL solution for injection vial) TEVA CANADA LIMITED",8000122,TRUE
700139,87402,"02388499","ENALAPRILAT INJECTION USP (enalaprilat 1.25 mg per 1 mL solution for injection vial) STERIMAX INC",NA,FALSE
700140,87402,"02388499","ENALAPRILAT INJECTION USP (enalaprilat 2.5 mg per 2 mL solution for injection vial) STERIMAX INC",NA,FALSE
700003,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700006,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700008,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700004,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700005,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700007,12664,"00888346","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",8000127,TRUE
700132,86987,"02384124","FENTANYL CITRATE INJECTION SDZ (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000127,TRUE
700133,86987,"02384124","FENTANYL CITRATE INJECTION SDZ (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000127,TRUE
700134,87103,"02385406","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) ALVEDA PHARMACEUTICALS INC",8000127,TRUE
700091,63983,"02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000127,TRUE
700094,63983,"02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000127,TRUE
700092,63983,"02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000127,TRUE
700095,63983,"02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000127,TRUE
700135,87103,"02385406","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) ALVEDA PHARMACEUTICALS INC",8000127,TRUE
700093,63983,"02240434","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000127,TRUE
700063,4431,"00527033","FUROSEMIDE INJ USP (furosemide 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000057,TRUE
700064,4431,"00527033","FUROSEMIDE INJ USP (furosemide 40 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000057,TRUE
700121,84533,"02360365","FUROSEMIDE INJECTION (furosemide 20 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD",8000057,TRUE
700122,84533,"02360365","FUROSEMIDE INJECTION (furosemide 40 mg per 4 mL solution for injection vial) OMEGA LABORATORIES LTD",8000057,TRUE
700125,86837,"02382539","FUROSEMIDE INJECTION SDZ (furosemide 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000057,TRUE
700126,86837,"02382539","FUROSEMIDE INJECTION SDZ (furosemide 40 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000057,TRUE
700067,4910,"00565040","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000057,TRUE
700069,4910,"00565040","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection syringe) HOSPIRA HEALTHCARE CORPORATION",8000057,TRUE
700068,4910,"00565040","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000057,TRUE
700070,4910,"00565040","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection syringe) HOSPIRA HEALTHCARE CORPORATION",8000057,TRUE
700143,89112,"02406411","HALOPERIDOL INJECTION, USP (haloperidol 5 mg per 1 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000084,TRUE
700144,89112,"02406411","HALOPERIDOL INJECTION, USP (haloperidol 50 mg per 10 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000084,TRUE
700029,16902,"02130300","HALOPERIDOL LA (haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000084,TRUE
700030,16902,"02130300","HALOPERIDOL LA (haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000084,TRUE
700034,18323,"02145928","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700036,18323,"02145928","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 100 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700035,18323,"02145928","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700037,18323,"02145928","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 500 mg per 50 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700043,18325,"02145936","HYDROMORPHONE HP 20 (hydromorphone hydrochloride 100 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700044,18325,"02145936","HYDROMORPHONE HP 20 (hydromorphone hydrochloride 1000 mg per 50 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700042,18325,"02145936","HYDROMORPHONE HP 20 (hydromorphone hydrochloride 20 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700039,18324,"02146126","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700038,18324,"02146126","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700041,18324,"02146126","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700040,18324,"02146126","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000106,TRUE
700157,94804,"02460610","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection ampoule) STERIMAX INC",8000106,TRUE
700158,94804,"02460610","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10 (hydromorphone hydrochloride 100 mg per 10 mL solution for injection ampoule) STERIMAX INC",8000106,TRUE
700127,86845,"02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",8000106,TRUE
700129,86845,"02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP HP 10 (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) HOSPIRA HEALTHCARE CORPORATION",8000106,TRUE
700128,86845,"02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP HP 10 (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",8000106,TRUE
700148,90372,"02419173","JAMP-METHOTREXATE (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) JAMP PHARMA CORPORATION",8000217,TRUE
700147,90372,"02419173","JAMP-METHOTREXATE (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) JAMP PHARMA CORPORATION",8000217,TRUE
700024,15481,"01999869","KENALOG-40 INJECTION 40MG/ML (triamcinolone acetonide 200 mg per 5 mL suspension for injection vial) BRISTOL-MYERS SQUIBB CANADA",8000030,TRUE
700023,15481,"01999869","KENALOG-40 INJECTION 40MG/ML (triamcinolone acetonide 40 mg per 1 mL suspension for injection vial) BRISTOL-MYERS SQUIBB CANADA",8000030,TRUE
700106,68945,"02244947","KETOROLAC TROMETHAMINE INJECTION, USP (ketorolac tromethamine 30 mg per 1 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000169,TRUE
700107,68945,"02244947","KETOROLAC TROMETHAMINE INJECTION, USP (ketorolac tromethamine 60 mg per 2 mL solution for injection vial) FRESENIUS KABI CANADA LTD",8000169,TRUE
700141,88338,"02398427","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000217,TRUE
700142,88338,"02398427","METHOTREXATE INJECTION USP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000217,TRUE
700120,81253,"02327236","METHOTREXATE INJECTION, BP (methotrexate 1000 mg per 40 mL solution for injection vial) ACCORD HEALTHCARE INC",8000217,TRUE
700149,90691,"02422204","METHOTREXATE INJECTION, BP (methotrexate 25 mg per 1 mL solution for injection syringe) PHARMASCIENCE INC",8000217,TRUE
700118,81253,"02327236","METHOTREXATE INJECTION, BP (methotrexate 50 mg per 2 mL solution for injection vial) ACCORD HEALTHCARE INC",8000217,TRUE
700119,81253,"02327236","METHOTREXATE INJECTION, BP (methotrexate 500 mg per 20 mL solution for injection vial) ACCORD HEALTHCARE INC",8000217,TRUE
700150,90691,"02422204","METHOTREXATE INJECTION, BP (methotrexate 7.5 mg per 0.3 mL solution for injection syringe) PHARMASCIENCE INC",8000217,TRUE
700146,90222,"02417626","METHOTREXATE INJECTION, USP (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC",8000217,TRUE
700145,90222,"02417626","METHOTREXATE INJECTION, USP (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) MYLAN PHARMACEUTICALS ULC",8000217,TRUE
700054,19681,"02099705","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) TEVA CANADA LIMITED",8000217,TRUE
700052,19681,"02099705","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 50 mg per 2 mL solution for injection vial) TEVA CANADA LIMITED",8000217,TRUE
700053,19681,"02099705","METHOTREXATE SODIUM INJECTION (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) TEVA CANADA LIMITED",8000217,TRUE
700049,19409,"02185431","METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000130,TRUE
700051,19409,"02185431","METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000130,TRUE
700050,19409,"02185431","METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000130,TRUE
700101,67481,"02243563","METOCLOPRAMIDE OMEGA (metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD",8000130,TRUE
700103,67481,"02243563","METOCLOPRAMIDE OMEGA (metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial) OMEGA LABORATORIES LTD",8000130,TRUE
700102,67481,"02243563","METOCLOPRAMIDE OMEGA (metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD",8000130,TRUE
700002,10871,"00870420","METRONIDAZOLE 5MG/ML INJECTION (metronidazole 1500 mg per 300 mL solution for injection bag) BAXTER CORPORATION",8000038,TRUE
700001,10871,"00870420","METRONIDAZOLE 5MG/ML INJECTION (metronidazole 500 mg per 100 mL solution for injection bag) BAXTER CORPORATION",8000038,TRUE
700013,12702,"00869325","MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000071,TRUE
700014,12702,"00869325","MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per mL solution for injection 20 mL vial) HOSPIRA HEALTHCARE CORPORATION",8000071,TRUE
700015,12702,"00869325","MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per mL solution for injection 50 mL vial) HOSPIRA HEALTHCARE CORPORATION",8000071,TRUE
700012,12701,"00869317","MORPHINE FORTE INJECTION 25MG/ML USP (morphine sulfate 100 mg per 4 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000071,TRUE
700011,12701,"00869317","MORPHINE FORTE INJECTION 25MG/ML USP (morphine sulfate 25 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000071,TRUE
700100,6690,"00676411","MORPHINE HP 25 - 25MG/ML (morphine sulfate 100 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000071,TRUE
700099,6690,"00676411","MORPHINE HP 25 - 25MG/ML (morphine sulfate 25 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000071,TRUE
700115,7421,"00617288","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 250 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000071,TRUE
700114,7421,"00617288","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000071,TRUE
700117,7421,"00617288","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 50 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED",8000071,TRUE
700116,7421,"00617288","MORPHINE HP 50 - 50MG/ML USP (morphine sulfate 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000071,TRUE
700020,13077,"01980696","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 1 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED",8000071,TRUE
700019,13077,"01980696","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 10 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000071,TRUE
700018,13077,"01980696","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 5 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000071,TRUE
700021,13078,"01964437","MORPHINE SULFATE INJ 2MG/ML USP (morphine sulfate 2 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED",8000071,TRUE
700022,13078,"01964437","MORPHINE SULFATE INJ 2MG/ML USP (morphine sulfate 2 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED",8000071,TRUE
700130,86878,"02382997","MORPHINE SULFATE INJECTION SDZ (morphine sulfate 10 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000071,TRUE
700131,86878,"02382997","MORPHINE SULFATE INJECTION SDZ (morphine sulfate 50 mg per 5 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000071,TRUE
700058,31285,"02137232","MORPHINE SULPHATE INJECTION 1MG/ML (morphine sulfate 1 mg per mL solution for injection 50 mL vial) HOSPIRA HEALTHCARE CORPORATION",8000071,TRUE
700057,31285,"02137232","MORPHINE SULPHATE INJECTION 1MG/ML (morphine sulfate 5 mg per 5 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",8000071,TRUE
700089,62586,"02239131","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 0.25 mg per 1 mL inhalation solution unit dose vial) MYLAN PHARMACEUTICALS ULC",8000202,TRUE
700088,62586,"02239131","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 0.25 mg per mL inhalation solution 20 mL bottle) MYLAN PHARMACEUTICALS ULC",8000202,TRUE
700090,62586,"02239131","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 0.5 mg per 2 mL inhalation solution unit dose vial) MYLAN PHARMACEUTICALS ULC",8000202,TRUE
700009,12697,"00497304","PHENYTOIN SODIUM INJ 50MG/ML USP (phenytoin sodium 100 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000004,TRUE
700010,12697,"00497304","PHENYTOIN SODIUM INJ 50MG/ML USP (phenytoin sodium 250 mg per 5 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",8000004,TRUE
700153,9398,"00780626","PHENYTOIN SODIUM INJECTION USP (phenytoin sodium 100 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000004,TRUE
700154,9398,"00780626","PHENYTOIN SODIUM INJECTION USP (phenytoin sodium 250 mg per 5 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",8000004,TRUE
700151,91579,"02431378","PHENYTOIN SODIUM INJECTION, USP (phenytoin sodium 100 mg per 2 mL solution for injection vial) STERIMAX INC",8000004,TRUE
700152,91579,"02431378","PHENYTOIN SODIUM INJECTION, USP (phenytoin sodium 250 mg per 5 mL solution for injection vial) STERIMAX INC",8000004,TRUE
700076,49967,"02230708","PMS-HALOPERIDOL-LA (haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial) PHARMASCIENCE INC",8000084,TRUE
700077,49967,"02230708","PMS-HALOPERIDOL-LA (haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial) PHARMASCIENCE INC",8000084,TRUE
700055,19798,"02097168","RATIO-IPRATROPIUM UDV (ipratropium bromide 250 mcg per 1 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",8000202,TRUE
700056,19798,"02097168","RATIO-IPRATROPIUM UDV (ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",8000202,TRUE
700061,43176,"02216221","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.025 % per 1 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",8000202,TRUE
700062,43176,"02216221","TEVA-IPRATROPIUM STERINEBS (ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED",8000202,TRUE
700016,13063,"00498335","TREMYTOINE INJ 50MG/ML (phenytoin sodium 100 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD",8000004,TRUE
700017,13063,"00498335","TREMYTOINE INJ 50MG/ML (phenytoin sodium 250 mg per 5 mL solution for injection vial) OMEGA LABORATORIES LTD",8000004,TRUE
700033,17234,"00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule) PFIZER CANADA INC",8000124,TRUE
700032,17234,"00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection vial) PFIZER CANADA INC",8000124,TRUE
700031,17234,"00839299","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 5 mg per 2 mL solution for injection vial) PFIZER CANADA INC",8000124,TRUE
