"extract","drug_code","active_ingredient_code","ingredient","strength","strength_unit","status","drug_identification_number"
"active",67055,9547,"MANNITOL","250","MG","DELETED","02243176"
"active",71123,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02246896"
"active",71123,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02246896"
"active",71123,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02246896"
"inactive",78312,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","75","MG","ADDED","02297787"
"inactive",78312,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","75","MG","DELETED","02297787"
"inactive",78312,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","75","MG","NEW","02297787"
"active",78754,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02302209"
"active",78754,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02302209"
"active",78754,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02302209"
"active",79553,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02309831"
"active",79553,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02309831"
"active",79553,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02309831"
"inactive",79556,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02309874"
"inactive",79556,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02309874"
"inactive",79556,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02309874"
"active",80233,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","150","MG","ADDED","02316838"
"active",80233,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","150","MG","DELETED","02316838"
"active",80233,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","150","MG","NEW","02316838"
"inactive",80533,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02319861"
"inactive",80533,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02319861"
"inactive",80533,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02319861"
"active",81259,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02327295"
"active",81259,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02327295"
"active",81259,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02327295"
"active",82662,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02341077"
"active",82662,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02341077"
"active",82662,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02341077"
"active",83286,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02347474"
"active",83286,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02347474"
"active",83286,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02347474"
"inactive",83739,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02352141"
"inactive",83739,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02352141"
"inactive",83739,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02352141"
"active",83780,10237,"HISTIDINE","3.4","G","ADDED","02352540"
"dormant",83780,10237,"HISTIDINE","3.40","G","DELETED","02352540"
"active",83888,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02353687"
"active",83888,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02353687"
"active",83888,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02353687"
"inactive",84306,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02357984"
"inactive",84306,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02357984"
"inactive",84306,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02357984"
"active",84468,12037,"CLINDAMYCIN PHOSPHATE","1.2","%","ADDED","02359685"
"active",84468,12037,"CLINDAMYCIN PHOSPHATE","1.200","%","DELETED","02359685"
"approved",84742,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02362414"
"approved",84742,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02362414"
"approved",84742,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02362414"
"active",85353,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02368552"
"active",85353,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02368552"
"active",85353,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02368552"
"active",85557,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02370417"
"active",85557,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02370417"
"active",85557,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02370417"
"active",86025,21018,"DIENOGEST","2","MG","ADDED","02374900"
"active",86025,21018,"DIENOGEST","2.00","MG","DELETED","02374900"
"inactive",86315,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02377446"
"inactive",86315,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02377446"
"inactive",86315,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02377446"
"active",86354,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","150","MG","ADDED","02377721"
"active",86354,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","150","MG","DELETED","02377721"
"active",86354,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","150","MG","NEW","02377721"
"inactive",88270,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","150","MG","ADDED","02397773"
"inactive",88270,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","150","MG","DELETED","02397773"
"inactive",88270,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","150","MG","NEW","02397773"
"approved",89100,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","5","MG","ADDED","02406284"
"approved",89100,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","5","MG","DELETED","02406284"
"approved",89100,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","5","MG","NEW","02406284"
"approved",89101,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","30","MG","ADDED","02406292"
"approved",89101,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","30","MG","DELETED","02406292"
"approved",89101,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","30","MG","NEW","02406292"
"active",89102,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02406306"
"active",89102,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02406306"
"active",89102,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02406306"
"dormant",90487,8565,"TOBRAMYCIN (TOBRAMYCIN SULFATE)","40","MG","ADDED","02420287"
"dormant",90487,8565,"TOBRAMYCIN","40","MG","DELETED","02420287"
"active",90889,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","150","MG","ADDED","02424177"
"active",90889,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","150","MG","DELETED","02424177"
"active",90889,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","150","MG","NEW","02424177"
"approved",91186,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","ADDED","02427354"
"approved",91186,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","35","MG","DELETED","02427354"
"approved",91186,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","35","MG","NEW","02427354"
"approved",91375,1926,"DILTIAZEM HYDROCHLORIDE","180","MG","ADDED","02429322"
"approved",91376,1926,"DILTIAZEM HYDROCHLORIDE","240","MG","ADDED","02429330"
"approved",91377,1926,"DILTIAZEM HYDROCHLORIDE","300","MG","ADDED","02429349"
"approved",91378,1926,"DILTIAZEM HYDROCHLORIDE","360","MG","ADDED","02429357"
"active",92715,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","150","MG","ADDED","02442760"
"active",92715,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE)","150","MG","DELETED","02442760"
"active",92715,11819,"RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMIPENTAHYDRATE)","150","MG","NEW","02442760"
"approved",97593,12034,"MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)","0.5","%","ADDED","02485702"
"approved",97688,12634,"ENSULIZOLE","2.7","%","ADDED","02486709"
"approved",97688,727,"TITANIUM DIOXIDE","6.2","%","ADDED","02486709"
"approved",97703,12049,"OCTINOXATE","4","%","ADDED","02486865"
"approved",97703,727,"TITANIUM DIOXIDE","6.1","%","ADDED","02486865"
"approved",97703,7289,"ZINC OXIDE","3.8","%","ADDED","02486865"
"approved",97707,662,"PYRITHIONE ZINC","0.5","%","ADDED","02486911"
"approved",97824,662,"PYRITHIONE ZINC","1","%","ADDED","02488132"
"approved",98074,12251,"TENOFOVIR DISOPROXIL FUMARATE","300","MG","ADDED","02490684"
"approved",98074,16516,"EMTRICITABINE","200","MG","ADDED","02490684"
"approved",98270,17368,"TROSPIUM CHLORIDE","20","MG","ADDED","02492717"
"approved",98271,11705,"LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)","250","MG","ADDED","02492725"
"approved",98272,11705,"LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)","500","MG","ADDED","02492733"
"approved",98273,11705,"LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)","750","MG","ADDED","02492741"
"approved",98274,3812,"ARSENIC TRIOXIDE","1","MG","ADDED","02492768"
"approved",98285,10224,"DOXYLAMINE SUCCINATE","12.5","MG","ADDED","02492857"
"approved",98285,10247,"DEXTROMETHORPHAN HYDROBROMIDE","30","MG","ADDED","02492857"
"approved",98285,270,"ACETAMINOPHEN","650","MG","ADDED","02492857"
"approved",98286,10224,"DOXYLAMINE SUCCINATE","12.5","MG","ADDED","02492865"
"approved",98286,10247,"DEXTROMETHORPHAN HYDROBROMIDE","20","MG","ADDED","02492865"
"approved",98286,10258,"PHENYLEPHRINE HYDROCHLORIDE","10","MG","ADDED","02492865"
"approved",98286,270,"ACETAMINOPHEN","650","MG","ADDED","02492865"
"approved",98290,13238,"EVEROLIMUS","2.5","MG","ADDED","02492911"
"approved",98291,13238,"EVEROLIMUS","5","MG","ADDED","02492938"
"approved",98292,13238,"EVEROLIMUS","10","MG","ADDED","02492946"
"approved",98296,12884,"MEPOLIZUMAB","100","MG","ADDED","02492989"
"approved",98297,12884,"MEPOLIZUMAB","100","MG","ADDED","02492997"
"approved",98298,9782,"DIMENHYDRINATE","50","MG","ADDED","02493004"
"approved",98299,23373,"PLECANATIDE","3","MG","NEW","02493012"
"approved",98300,2298,"DOXORUBICIN HYDROCHLORIDE","2","MG","ADDED","02493020"
"approved",98302,18175,"SOLIFENACIN SUCCINATE","5","MG","ADDED","02493039"
"approved",98303,18175,"SOLIFENACIN SUCCINATE","10","MG","ADDED","02493047"
"approved",98311,197,"BENZALKONIUM CHLORIDE","10","%","ADDED","02493144"
"approved",98312,197,"BENZALKONIUM CHLORIDE","8.68","%","ADDED","02493152"
"approved",98312,2218,"OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","6.51","%","ADDED","02493152"
"approved",98312,2232,"DIOCTYL DIMETHYL AMMONIUM CHLORIDE","3.255","%","ADDED","02493152"
"approved",98312,2730,"DIDECYL DIMETHYL AMMONIUM CHLORIDE","3.255","%","ADDED","02493152"
"approved",98313,626,"CHLORHEXIDINE GLUCONATE","0.12","%","ADDED","02493160"
"approved",98317,23381,"NETILMICIN (NETILMICIN SULFATE)","0.3","%","ADDED","02493187"
"approved",98317,7600,"DEXAMETHASONE (DEXAMETHASONE SODIUM PHOSPHATE)","0.1","%","ADDED","02493187"
"approved",98317,23381,"NETILMICIN (NETILMICIN SULFATE)","0.3","%","NEW","02493187"
"approved",98318,23381,"NETILMICIN (NETILMICIN SULFATE)","0.3","%","ADDED","02493195"
"approved",98318,7600,"DEXAMETHASONE (DEXAMETHASONE SODIUM PHOSPHATE)","0.1","%","ADDED","02493195"
"approved",98318,23381,"NETILMICIN (NETILMICIN SULFATE)","0.3","%","NEW","02493195"
"approved",98320,23382,"ERDAFITINIB","3","MG","NEW","02493217"
"approved",98321,23382,"ERDAFITINIB","4","MG","NEW","02493225"
"approved",98322,23382,"ERDAFITINIB","5","MG","NEW","02493233"
"approved",98323,23382,"ERDAFITINIB","4","MG","NEW","02493241"
"approved",98325,5280,"CHLORHEXIDINE ACETATE","1","%","ADDED","02493276"
"approved",98334,10224,"DOXYLAMINE SUCCINATE","6.25","MG","ADDED","02493322"
"approved",98334,10247,"DEXTROMETHORPHAN HYDROBROMIDE","10","MG","ADDED","02493322"
"approved",98334,10258,"PHENYLEPHRINE HYDROCHLORIDE","5","MG","ADDED","02493322"
"approved",98334,270,"ACETAMINOPHEN","325","MG","ADDED","02493322"
"approved",98335,41,"MEROPENEM (MEROPENEM TRIHYDRATE)","500","MG","ADDED","02493330"
"approved",98336,41,"MEROPENEM (MEROPENEM TRIHYDRATE)","1","G","ADDED","02493349"
"approved",98337,11389,"LEUCOVORIN (LEUCOVORIN CALCIUM)","5","MG","ADDED","02493357"
"approved",98338,182,"DIPHENHYDRAMINE HYDROCHLORIDE","25","MG","ADDED","02493365"
"approved",98338,2609,"IBUPROFEN","200","MG","ADDED","02493365"
"approved",98339,12724,"INSULIN GLARGINE","300","UNIT","ADDED","02493373"
"approved",98340,11101,"AMOXICILLIN (AMOXICILLIN TRIHYDRATE)","125","MG","ADDED","02493381"
"approved",98345,10247,"DEXTROMETHORPHAN HYDROBROMIDE","20","MG","ADDED","02493446"
"approved",98345,10258,"PHENYLEPHRINE HYDROCHLORIDE","10","MG","ADDED","02493446"
"approved",98345,270,"ACETAMINOPHEN","500","MG","ADDED","02493446"
"approved",98346,2373,"MICONAZOLE NITRATE","2","%","ADDED","02493454"
"approved",98346,626,"CHLORHEXIDINE GLUCONATE","2","%","ADDED","02493454"
"approved",98353,10247,"DEXTROMETHORPHAN HYDROBROMIDE","30","MG","ADDED","02493527"
"approved",98353,270,"ACETAMINOPHEN","1000","MG","ADDED","02493527"
"approved",98353,6492,"PSEUDOEPHEDRINE HYDROCHLORIDE","60","MG","ADDED","02493527"
