"mp_code","mp_formal_name","Health_Canada_identifier","Health_Canada_product_name","Health_Canada_description"
"700131","PHENYTOIN SODIUM INJECTION, USP (phenytoin sodium 100 mg per 2 mL solution for injection vial) STERIMAX INC","02431378","PHENYTOIN SODIUM INJECTION, USP","2ML & 5ML SINGLE USE VIALS"
"700132","PHENYTOIN SODIUM INJECTION, USP (phenytoin sodium 250 mg per 5 mL solution for injection vial) STERIMAX INC","02431378","PHENYTOIN SODIUM INJECTION, USP","2ML & 5ML SINGLE USE VIALS"
"00037435","NOVO-PHENYTOIN CAP 100MG (phenytoin sodium 100 mg oral capsule) NOVOPHARM LIMITED","00037435","NOVO-PHENYTOIN CAP 100MG",""
"700150","PHENYTOIN SODIUM INJ 50MG/ML USP (phenytoin sodium 100 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","00497304","PHENYTOIN SODIUM INJ 50MG/ML USP",""
"700151","PHENYTOIN SODIUM INJ 50MG/ML USP (phenytoin sodium 250 mg per 5 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION","00497304","PHENYTOIN SODIUM INJ 50MG/ML USP",""
"700157","TREMYTOINE INJ 50MG/ML (phenytoin sodium 100 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD","00498335","TREMYTOINE INJ 50MG/ML",""
"700158","TREMYTOINE INJ 50MG/ML (phenytoin sodium 250 mg per 5 mL solution for injection vial) OMEGA LABORATORIES LTD","00498335","TREMYTOINE INJ 50MG/ML",""
"00023450","DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) PFIZER CANADA INC","00023450","DILANTIN-125 SUSPENSION",""
"00023442","DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) PFIZER CANADA INC","00023442","DILANTIN-30 SUSPENSION",""
"00023698","DILANTIN INFATABS (phenytoin 50 mg oral tablet) PFIZER CANADA INC","00023698","DILANTIN INFATABS",""
"02250896","TARO-PHENYTOIN (phenytoin 125 mg per 5 mL oral suspension) TARO PHARMACEUTICALS INC","02250896","TARO-PHENYTOIN",""
"00030910","CORTEF TABLETS 10MG (hydrocortisone 10 mg oral tablet) PFIZER CANADA INC","00030910","CORTEF TABLETS 10MG",""
"00030929","CORTEF TABLETS 20 MG (hydrocortisone 20 mg oral tablet) PFIZER CANADA INC","00030929","CORTEF TABLETS 20 MG",""
"00030600","SOLU-CORTEF 100 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection) PFIZER CANADA INC","00030600","SOLU-CORTEF 100 MG ACT-O-VIAL",""
"00030619","SOLU-CORTEF 250 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection) PFIZER CANADA INC","00030619","SOLU-CORTEF 250 MG ACT-O-VIAL",""
"00030627","SOLU-CORTEF 500 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection) PFIZER CANADA INC","00030627","SOLU-CORTEF 500 MG ACT-O-VIAL",""
"00030635","SOLU-CORTEF 1 GM ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection) PFIZER CANADA INC","00030635","SOLU-CORTEF 1 GM ACT-O-VIAL",""
"00579335","CORTIFOAM (hydrocortisone acetate 10 % rectal foam) PALADIN LABS INC","00579335","CORTIFOAM",""
"00878626","HYDROCORTISONE SODIUM SUCCINATE INJECTION (hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection) TEVA CANADA LIMITED","00878626","HYDROCORTISONE SODIUM SUCCINATE INJECTION",""
"00878618","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION (hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection) TEVA CANADA LIMITED","00878618","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION",""
"00872539","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION (hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection) TEVA CANADA LIMITED","00872539","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION",""
"00872520","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION (hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection) TEVA CANADA LIMITED","00872520","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION",""
"02112736","CORTENEMA (hydrocortisone 100 mg per 60 mL rectal liquid) APTALIS PHARMA CANADA ULC","02112736","CORTENEMA","SUSPENSION"
"02242984","HYDROVAL CREAM 0.2% (hydrocortisone valerate 0.2 % cutaneous cream) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","02242984","HYDROVAL CREAM 0.2%",""
"02242985","HYDROVAL OINTMENT 0.2% (hydrocortisone valerate 0.2 % cutaneous ointment) TAROPHARMA, A DIVISION OF TARO PHARMACEUTICALS INC.","02242985","HYDROVAL OINTMENT 0.2%",""
"00595799","EMO CORT CREAM 2.5% (hydrocortisone 2.5 % cutaneous cream) GLAXOSMITHKLINE INC","00595799","EMO CORT CREAM 2.5%",""
"01980661","CORTAMED ONT 25 MG/GM (hydrocortisone acetate 2.5 % ophthalmic ointment) SANDOZ CANADA INCORPORATED","01980661","CORTAMED ONT 25 MG/GM",""
"00024694","ATARAX SYRUP 2MG/ML (hydroxyzine hydrochloride 10 mg per 5 mL syrup) ERFA CANADA 2012 INC","00024694","ATARAX SYRUP 2MG/ML",""
"00646016","APO HYDROXYZINE CAP 50MG (hydroxyzine hydrochloride 50 mg oral capsule) APOTEX INC","00646016","APO HYDROXYZINE CAP 50MG",""
"00646024","APO HYDROXYZINE CAP 25MG (hydroxyzine hydrochloride 25 mg oral capsule) APOTEX INC","00646024","APO HYDROXYZINE CAP 25MG",""
"00646059","APO HYDROXYZINE CAP 10MG (hydroxyzine hydrochloride 10 mg oral capsule) APOTEX INC","00646059","APO HYDROXYZINE CAP 10MG",""
"00738824","NOVO-HYDROXYZIN (hydroxyzine hydrochloride 10 mg oral capsule) TEVA CANADA LIMITED","00738824","NOVO-HYDROXYZIN",""
"00738832","NOVO-HYDROXYZIN (hydroxyzine hydrochloride 25 mg oral capsule) TEVA CANADA LIMITED","00738832","NOVO-HYDROXYZIN",""
"00738840","NOVO-HYDROXYZIN (hydroxyzine hydrochloride 50 mg oral capsule) TEVA CANADA LIMITED","00738840","NOVO-HYDROXYZIN",""
"00742813","HYDROXYZINE HYDROCHLORIDE INJECTION USP (hydroxyzine hydrochloride 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","00742813","HYDROXYZINE HYDROCHLORIDE INJECTION USP",""
"00741817","PMS HYDROXYZINE SYR 10MG/5ML (hydroxyzine hydrochloride 10 mg per 5 mL syrup) PHARMASCIENCE INC","00741817","PMS HYDROXYZINE SYR 10MG/5ML",""
"00741884","PMS HYDROXYZINE CAP 10MG (hydroxyzine hydrochloride 10 mg oral capsule) PHARMASCIENCE INC","00741884","PMS HYDROXYZINE CAP 10MG",""
"00741906","PMS HYDROXYZINE CAP 50MG (hydroxyzine hydrochloride 50 mg oral capsule) PHARMASCIENCE INC","00741906","PMS HYDROXYZINE CAP 50MG",""
"00741892","PMS HYDROXYZINE CAP 25MG (hydroxyzine hydrochloride 25 mg oral capsule) PHARMASCIENCE INC","00741892","PMS HYDROXYZINE CAP 25MG",""
"02231209","HYDROXYZINE HYDROCHLORIDE INJECTION, USP (hydroxyzine hydrochloride 500 mg per 10 mL solution for injection vial) STERIMAX INC","02231209","HYDROXYZINE HYDROCHLORIDE INJECTION, USP","MULTIPLE DOSE VIAL"
"00005606","RITALIN 10MG (methylphenidate hydrochloride 10 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","00005606","RITALIN 10MG",""
"00005614","RITALIN 20MG (methylphenidate hydrochloride 20 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","00005614","RITALIN 20MG",""
"00632775","RITALIN-SR TAB 20MG (methylphenidate hydrochloride 20 mg prolonged-release oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC","00632775","RITALIN-SR TAB 20MG",""
"00584991","PMS-METHYLPHENIDATE (methylphenidate hydrochloride 10 mg oral tablet) PHARMASCIENCE INC","00584991","PMS-METHYLPHENIDATE",""
"00585009","PMS-METHYLPHENIDATE (methylphenidate hydrochloride 20 mg oral tablet) PHARMASCIENCE INC","00585009","PMS-METHYLPHENIDATE",""
"02234749","PMS-METHYLPHENIDATE (methylphenidate hydrochloride 5 mg oral tablet) PHARMASCIENCE INC","02234749","PMS-METHYLPHENIDATE",""
"02247732","CONCERTA (methylphenidate hydrochloride 18 mg prolonged-release oral tablet) JANSSEN INC","02247732","CONCERTA",""
"02247733","CONCERTA (methylphenidate hydrochloride 36 mg prolonged-release oral tablet) JANSSEN INC","02247733","CONCERTA",""
"02247734","CONCERTA (methylphenidate hydrochloride 54 mg prolonged-release oral tablet) JANSSEN INC","02247734","CONCERTA",""
"02249324","APO-METHYLPHENIDATE (methylphenidate hydrochloride 10 mg oral tablet) APOTEX INC","02249324","APO-METHYLPHENIDATE",""
"02249332","APO-METHYLPHENIDATE (methylphenidate hydrochloride 20 mg oral tablet) APOTEX INC","02249332","APO-METHYLPHENIDATE",""
"02250241","CONCERTA (methylphenidate hydrochloride 27 mg prolonged-release oral tablet) JANSSEN INC","02250241","CONCERTA",""
"02266687","APO-METHYLPHENIDATE SR (methylphenidate hydrochloride 20 mg prolonged-release oral tablet) APOTEX INC","02266687","APO-METHYLPHENIDATE SR",""
"02273950","APO-METHYLPHENIDATE (methylphenidate hydrochloride 5 mg oral tablet) APOTEX INC","02273950","APO-METHYLPHENIDATE",""
"02277131","BIPHENTIN (methylphenidate hydrochloride 15 mg prolonged-release oral capsule) PURDUE PHARMA","02277131","BIPHENTIN",""
"02277158","BIPHENTIN (methylphenidate hydrochloride 20 mg prolonged-release oral capsule) PURDUE PHARMA","02277158","BIPHENTIN",""
"02277166","BIPHENTIN (methylphenidate hydrochloride 10 mg prolonged-release oral capsule) PURDUE PHARMA","02277166","BIPHENTIN",""
"02277174","BIPHENTIN (methylphenidate hydrochloride 30 mg prolonged-release oral capsule) PURDUE PHARMA","02277174","BIPHENTIN",""
"02277182","BIPHENTIN (methylphenidate hydrochloride 40 mg prolonged-release oral capsule) PURDUE PHARMA","02277182","BIPHENTIN",""
"02277190","BIPHENTIN (methylphenidate hydrochloride 50 mg prolonged-release oral capsule) PURDUE PHARMA","02277190","BIPHENTIN",""
"02277204","BIPHENTIN (methylphenidate hydrochloride 60 mg prolonged-release oral capsule) PURDUE PHARMA","02277204","BIPHENTIN",""
"02277212","BIPHENTIN (methylphenidate hydrochloride 80 mg prolonged-release oral capsule) PURDUE PHARMA","02277212","BIPHENTIN",""
"02315068","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 18 mg prolonged-release oral tablet) TEVA CANADA LIMITED","02315068","TEVA-METHYLPHENIDATE ER-C",""
"02315076","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 27 mg prolonged-release oral tablet) TEVA CANADA LIMITED","02315076","TEVA-METHYLPHENIDATE ER-C",""
"02315084","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 36 mg prolonged-release oral tablet) TEVA CANADA LIMITED","02315084","TEVA-METHYLPHENIDATE ER-C",""
"02315092","TEVA-METHYLPHENIDATE ER-C (methylphenidate hydrochloride 54 mg prolonged-release oral tablet) TEVA CANADA LIMITED","02315092","TEVA-METHYLPHENIDATE ER-C",""
"02320312","SANDOZ METHYLPHENIDATE SR (methylphenidate hydrochloride 20 mg prolonged-release oral tablet) SANDOZ CANADA INCORPORATED","02320312","SANDOZ METHYLPHENIDATE SR",""
"02326221","METHYLPHENIDATE (methylphenidate hydrochloride 5 mg oral tablet) PRO DOC LIMITEE","02326221","METHYLPHENIDATE",""
"02326248","METHYLPHENIDATE (methylphenidate hydrochloride 10 mg oral tablet) PRO DOC LIMITEE","02326248","METHYLPHENIDATE",""
"02326256","METHYLPHENIDATE (methylphenidate hydrochloride 20 mg oral tablet) PRO DOC LIMITEE","02326256","METHYLPHENIDATE",""
"02330377","APO-METHYLPHENIDATE ER (methylphenidate hydrochloride 54 mg prolonged-release oral tablet) APOTEX INC","02330377","APO-METHYLPHENIDATE ER",""
"02413728","PMS-METHYLPHENIDATE ER (methylphenidate hydrochloride 18 mg prolonged-release oral tablet) PHARMASCIENCE INC","02413728","PMS-METHYLPHENIDATE ER",""
"02413736","PMS-METHYLPHENIDATE ER (methylphenidate hydrochloride 27 mg prolonged-release oral tablet) PHARMASCIENCE INC","02413736","PMS-METHYLPHENIDATE ER",""
"02413744","PMS-METHYLPHENIDATE ER (methylphenidate hydrochloride 36 mg prolonged-release oral tablet) PHARMASCIENCE INC","02413744","PMS-METHYLPHENIDATE ER",""
"02413752","PMS-METHYLPHENIDATE ER (methylphenidate hydrochloride 54 mg prolonged-release oral tablet) PHARMASCIENCE INC","02413752","PMS-METHYLPHENIDATE ER",""
"02452731","APO-METHYLPHENIDATE ER (methylphenidate hydrochloride 18 mg prolonged-release oral tablet) APOTEX INC","02452731","APO-METHYLPHENIDATE ER",""
"02452758","APO-METHYLPHENIDATE ER (methylphenidate hydrochloride 27 mg prolonged-release oral tablet) APOTEX INC","02452758","APO-METHYLPHENIDATE ER",""
"02452766","APO-METHYLPHENIDATE ER (methylphenidate hydrochloride 36 mg prolonged-release oral tablet) APOTEX INC","02452766","APO-METHYLPHENIDATE ER",""
"02230321","RATIO-METHYLPHENIDATE (methylphenidate hydrochloride 10 mg oral tablet) TEVA CANADA LIMITED","02230321","RATIO-METHYLPHENIDATE",""
"02230322","RATIO-METHYLPHENIDATE (methylphenidate hydrochloride 20 mg oral tablet) TEVA CANADA LIMITED","02230322","RATIO-METHYLPHENIDATE",""
"02247364","RATIO-METHYLPHENIDATE (methylphenidate hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED","02247364","RATIO-METHYLPHENIDATE",""
"02017709","PLAQUENIL (hydroxychloroquine sulfate 200 mg oral tablet) SANOFI-AVENTIS CANADA INC","02017709","PLAQUENIL",""
"02246691","APO-HYDROXYQUINE (hydroxychloroquine sulfate 200 mg oral tablet) APOTEX INC","02246691","APO-HYDROXYQUINE",""
"02252600","MYLAN-HYDROXYCHLOROQUINE (hydroxychloroquine sulfate 200 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02252600","MYLAN-HYDROXYCHLOROQUINE",""
"02311011","PRO-HYDROXYQUINE - 200 (hydroxychloroquine sulfate 200 mg oral tablet) PRO DOC LIMITEE","02311011","PRO-HYDROXYQUINE - 200",""
"02424991","MINT-HYDROXYCHLOROQUINE (hydroxychloroquine sulfate 200 mg oral tablet) MINT PHARMACEUTICALS INC","02424991","MINT-HYDROXYCHLOROQUINE",""
"01918311","COUMADIN TAB 1MG (warfarin sodium 1 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","01918311","COUMADIN TAB 1MG",""
"01918354","COUMADIN TAB 5MG (warfarin sodium 5 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","01918354","COUMADIN TAB 5MG",""
"02007959","COUMADIN TAB 4MG (warfarin sodium 4 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","02007959","COUMADIN TAB 4MG",""
"01918362","COUMADIN TAB 10MG (warfarin sodium 10 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","01918362","COUMADIN TAB 10MG",""
"01918346","COUMADIN TAB 2.5MG (warfarin sodium 2.5 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","01918346","COUMADIN TAB 2.5MG",""
"01918338","COUMADIN TAB 2MG (warfarin sodium 2 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","01918338","COUMADIN TAB 2MG",""
"02240205","COUMADIN TAB 3MG (warfarin sodium 3 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","02240205","COUMADIN TAB 3MG",""
"02240206","COUMADIN TAB 6 MG (warfarin sodium 6 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","02240206","COUMADIN TAB 6 MG",""
"02242680","TARO-WARFARIN (warfarin sodium 1 mg oral tablet) TARO PHARMACEUTICALS INC","02242680","TARO-WARFARIN",""
"02242681","TARO-WARFARIN (warfarin sodium 2 mg oral tablet) TARO PHARMACEUTICALS INC","02242681","TARO-WARFARIN",""
"02242682","TARO-WARFARIN (warfarin sodium 2.5 mg oral tablet) TARO PHARMACEUTICALS INC","02242682","TARO-WARFARIN",""
"02242683","TARO-WARFARIN (warfarin sodium 3 mg oral tablet) TARO PHARMACEUTICALS INC","02242683","TARO-WARFARIN",""
"02242684","TARO-WARFARIN (warfarin sodium 4 mg oral tablet) TARO PHARMACEUTICALS INC","02242684","TARO-WARFARIN",""
"02242685","TARO-WARFARIN (warfarin sodium 5 mg oral tablet) TARO PHARMACEUTICALS INC","02242685","TARO-WARFARIN",""
"02242686","TARO-WARFARIN (warfarin sodium 6 mg oral tablet) TARO PHARMACEUTICALS INC","02242686","TARO-WARFARIN",""
"02242687","TARO-WARFARIN (warfarin sodium 10 mg oral tablet) TARO PHARMACEUTICALS INC","02242687","TARO-WARFARIN",""
"02242697","TARO-WARFARIN (warfarin sodium 7.5 mg oral tablet) TARO PHARMACEUTICALS INC","02242697","TARO-WARFARIN",""
"02242924","APO-WARFARIN (warfarin sodium 1 mg oral tablet) APOTEX INC","02242924","APO-WARFARIN",""
"02242925","APO-WARFARIN (warfarin sodium 2 mg oral tablet) APOTEX INC","02242925","APO-WARFARIN",""
"02242926","APO-WARFARIN (warfarin sodium 2.5 mg oral tablet) APOTEX INC","02242926","APO-WARFARIN",""
"02242927","APO-WARFARIN (warfarin sodium 4 mg oral tablet) APOTEX INC","02242927","APO-WARFARIN",""
"02242928","APO-WARFARIN (warfarin sodium 5 mg oral tablet) APOTEX INC","02242928","APO-WARFARIN",""
"02242929","APO-WARFARIN (warfarin sodium 10 mg oral tablet) APOTEX INC","02242929","APO-WARFARIN",""
"02245618","APO-WARFARIN (warfarin sodium 3 mg oral tablet) APOTEX INC","02245618","APO-WARFARIN",""
"00021695","TEVA-PREDNISONE (prednisone 5 mg oral tablet) TEVA CANADA LIMITED","00021695","TEVA-PREDNISONE",""
"00156876","PREDNISONE TAB 5MG (prednisone 5 mg oral tablet) PRO DOC LIMITEE","00156876","PREDNISONE TAB 5MG",""
"00232378","TEVA-PREDNISONE (prednisone 50 mg oral tablet) TEVA CANADA LIMITED","00232378","TEVA-PREDNISONE",""
"00271373","WINPRED TAB 1MG (prednisone 1 mg oral tablet) AA PHARMA INC","00271373","WINPRED TAB 1MG",""
"00312770","APO PREDNISONE TAB 5MG (prednisone 5 mg oral tablet) APOTEX INC","00312770","APO PREDNISONE TAB 5MG",""
"00550957","APO PREDNISONE TAB 50MG (prednisone 50 mg oral tablet) APOTEX INC","00550957","APO PREDNISONE TAB 50MG",""
"00598194","APO PREDNISONE TAB 1MG USP (prednisone 1 mg oral tablet) APOTEX INC","00598194","APO PREDNISONE TAB 1MG USP",""
"00028606","ALDACTONE 25 MG (spironolactone 25 mg oral tablet) PFIZER CANADA INC","00028606","ALDACTONE 25 MG",""
"00285455","ALDACTONE 100 MG (spironolactone 100 mg oral tablet) PFIZER CANADA INC","00285455","ALDACTONE 100 MG",""
"00613215","TEVA-SPIRONOLACTONE (spironolactone 25 mg oral tablet) TEVA CANADA LIMITED","00613215","TEVA-SPIRONOLACTONE",""
"00613223","TEVA-SPIRONOLACTONE (spironolactone 100 mg oral tablet) TEVA CANADA LIMITED","00613223","TEVA-SPIRONOLACTONE",""
"00030937","PROVERA 5MG TABLETS (medroxyprogesterone acetate 5 mg oral tablet) PFIZER CANADA INC","00030937","PROVERA 5MG TABLETS",""
"00030848","DEPO-PROVERA STERILE AQUEOUS SUSPENSION 50 MG/ML (medroxyprogesterone acetate 250 mg per 5 mL suspension for injection vial) PFIZER CANADA INC","00030848","DEPO-PROVERA STERILE AQUEOUS SUSPENSION 50 MG/ML",""
"00729973","PROVERA 10MG TABLETS (medroxyprogesterone acetate 10 mg oral tablet) PFIZER CANADA INC","00729973","PROVERA 10MG TABLETS",""
"00708917","PROVERA 2.5MG TABLETS (medroxyprogesterone acetate 2.5 mg oral tablet) PFIZER CANADA INC","00708917","PROVERA 2.5MG TABLETS",""
"00585092","DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML (medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial) PFIZER CANADA INC","00585092","DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML",""
"02221284","TEVA-MEDROXYPROGESTERONE (medroxyprogesterone acetate 2.5 mg oral tablet) TEVA CANADA LIMITED","02221284","TEVA-MEDROXYPROGESTERONE",""
"02221292","TEVA-MEDROXYPROGESTERONE (medroxyprogesterone acetate 5 mg oral tablet) TEVA CANADA LIMITED","02221292","TEVA-MEDROXYPROGESTERONE",""
"02221306","TEVA-MEDROXYPROGESTERONE (medroxyprogesterone acetate 10 mg oral tablet) TEVA CANADA LIMITED","02221306","TEVA-MEDROXYPROGESTERONE",""
"02244726","APO-MEDROXY TABLETS (medroxyprogesterone acetate 2.5 mg oral tablet) APOTEX INC","02244726","APO-MEDROXY TABLETS",""
"02244727","APO-MEDROXY TABLETS (medroxyprogesterone acetate 5 mg oral tablet) APOTEX INC","02244727","APO-MEDROXY TABLETS",""
"02253550","MEDROXY-2.5 (medroxyprogesterone acetate 2.5 mg oral tablet) PRO DOC LIMITEE","02253550","MEDROXY-2.5",""
"02253577","MEDROXY-5 (medroxyprogesterone acetate 5 mg oral tablet) PRO DOC LIMITEE","02253577","MEDROXY-5",""
"02267640","APO-MEDROXY (medroxyprogesterone acetate 100 mg oral tablet) APOTEX INC","02267640","APO-MEDROXY",""
"02277298","APO-MEDROXY (medroxyprogesterone acetate 10 mg oral tablet) APOTEX INC","02277298","APO-MEDROXY",""
"02322250","MEDROXYPROGESTERONE ACETATE INJECTABLE SUSPENSION USP (medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial) SANDOZ CANADA INCORPORATED","02322250","MEDROXYPROGESTERONE ACETATE INJECTABLE SUSPENSION USP",""
"00037605","MICRONOR TABLETS 28-DAY (norethindrone 0.35 mg oral tablet) JANSSEN INC","00037605","MICRONOR TABLETS 28-DAY",""
"00023760","NORLUTATE (norethindrone acetate 5 mg oral tablet) ERFA CANADA 2012 INC","00023760","NORLUTATE",""
"02410303","MOVISSE (norethindrone 0.35 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02410303","MOVISSE",""
"02441306","JENCYCLA (norethindrone 0.35 mg oral tablet) LUPIN PHARMA CANADA LIMITED","02441306","JENCYCLA",""
"02043440","PREMARIN VAGINAL CREAM (conjugated estrogens 0.625 mg per g vaginal cream) PFIZER CANADA INC","02043440","PREMARIN VAGINAL CREAM",""
"02043386","PREMARIN INTRAVENOUS (conjugated estrogens 25 mg per vial powder for solution for injection) PFIZER CANADA INC","02043386","PREMARIN INTRAVENOUS",""
"02414678","PREMARIN (conjugated estrogens 0.3 mg prolonged-release oral tablet) PFIZER CANADA INC","02414678","PREMARIN","SUSTAINED-RELEASE"
"02414686","PREMARIN (conjugated estrogens 0.625 mg prolonged-release oral tablet) PFIZER CANADA INC","02414686","PREMARIN","SUSTAINED-RELEASE"
"02414694","PREMARIN (conjugated estrogens 1.25 mg prolonged-release oral tablet) PFIZER CANADA INC","02414694","PREMARIN","SUSTAINED-RELEASE"
"02043394","PREMARIN (conjugated estrogens 0.3 mg oral tablet) PFIZER CANADA INC","02043394","PREMARIN",""
"02043408","PREMARIN (conjugated estrogens 0.625 mg oral tablet) PFIZER CANADA INC","02043408","PREMARIN",""
"02043424","PREMARIN (conjugated estrogens 1.25 mg oral tablet) PFIZER CANADA INC","02043424","PREMARIN",""
"00587281","PMS-CONJUGATED ESTROGENS C.S.D. (conjugated estrogens 0.625 mg oral tablet) PHARMASCIENCE INC","00587281","PMS-CONJUGATED ESTROGENS C.S.D.",""
"00587303","PMS-CONJUGATED ESTROGENS C.S.D. (conjugated estrogens 1.25 mg oral tablet) PHARMASCIENCE INC","00587303","PMS-CONJUGATED ESTROGENS C.S.D.",""
"02239654","PMS-CONJUGATED ESTROGENS C.S.D. (conjugated estrogens 0.3 mg oral tablet) PHARMASCIENCE INC","02239654","PMS-CONJUGATED ESTROGENS C.S.D.",""
