mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name,tm_is_publishable
"02239238","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC",NA,NA,"INACTIVE","20170930","DIN","02239238","PMS-MINOCYCLINE","t"
"02244769","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC",NA,NA,"INACTIVE","20170825","DIN","02244769","PMS-MOMETASONE","t"
"02270862","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC",NA,NA,"INACTIVE","20170803","DIN","02270862","PMS-MOMETASONE","t"
"02252635","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC",NA,NA,"INACTIVE","20170930","DIN","02252635","PMS-SIMVASTATIN","t"
"02269260","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC",NA,NA,"ACTIVE","20051103","DIN","02269260","PMS-SIMVASTATIN","t"
"02252643","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC",NA,NA,"INACTIVE","20170930","DIN","02252643","PMS-SIMVASTATIN","t"
"02269279","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC",NA,NA,"ACTIVE","20051103","DIN","02269279","PMS-SIMVASTATIN","t"
"02269287","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC",NA,NA,"ACTIVE","20051103","DIN","02269287","PMS-SIMVASTATIN","t"
"02252651","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC",NA,NA,"INACTIVE","20170930","DIN","02252651","PMS-SIMVASTATIN","t"
"02269252","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC",NA,NA,"ACTIVE","20051103","DIN","02269252","PMS-SIMVASTATIN","t"
"02252619","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC",NA,NA,"INACTIVE","20170930","DIN","02252619","PMS-SIMVASTATIN","t"
"02252678","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC",NA,NA,"INACTIVE","20170930","DIN","02252678","PMS-SIMVASTATIN","t"
"02269295","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC",NA,NA,"ACTIVE","20051103","DIN","02269295","PMS-SIMVASTATIN","t"
"02294273","PMS-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) PHARMASCIENCE INC",NA,NA,"ACTIVE","20090619","DIN","02294273","PMS-TERBINAFINE","t"
"02240807","PMS-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) PHARMASCIENCE INC",NA,NA,"ACTIVE","20000214","DIN","02240807","PMS-TERBINAFINE","t"
"02392267","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"INACTIVE","20170803","DIN","02392267","SANDOZ CANDESARTAN","t"
"02417340","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"ACTIVE","20140319","DIN","02417340","SANDOZ CANDESARTAN","t"
