"drug_code","status_current","history_date_current","status_previous","history_date_previous","drug_identification_number"
98243,"MARKETED",2019-11-20,"APPROVED",2019-09-25,"02492415"
98251,"MARKETED",2019-11-29,"APPROVED",2019-09-25,"02492504"
98274,"MARKETED",2019-12-20,"APPROVED",2019-09-30,"02492768"
98297,"MARKETED",2019-12-10,"APPROVED",2019-10-08,"02492997"
98320,"MARKETED",2019-12-09,"APPROVED",2019-10-25,"02493217"
98321,"MARKETED",2019-12-09,"APPROVED",2019-10-25,"02493225"
98322,"MARKETED",2019-12-09,"APPROVED",2019-10-25,"02493233"
98337,"MARKETED",2019-12-02,"APPROVED",2019-11-15,"02493357"
76251,"CANCELLED PRE MARKET",2019-05-04,"APPROVED",2006-02-17,"02276844"
76252,"CANCELLED PRE MARKET",2019-05-04,"APPROVED",2006-02-17,"02276852"
5595,"CANCELLED POST MARKET",2019-12-02,"DORMANT",2017-08-04,"00603279"
5596,"CANCELLED POST MARKET",2019-12-02,"DORMANT",2017-08-04,"00603295"
6424,"CANCELLED POST MARKET",2019-12-03,"DORMANT",2017-08-04,"00644633"
8592,"CANCELLED POST MARKET",2019-12-02,"DORMANT",2017-08-04,"00778354"
8593,"CANCELLED POST MARKET",2019-12-02,"DORMANT",2017-08-04,"00778362"
16244,"CANCELLED POST MARKET",2019-11-23,"DORMANT",2019-07-17,"02023822"
16649,"CANCELLED POST MARKET",2019-12-04,"DORMANT",2019-08-27,"02023784"
16628,"CANCELLED POST MARKET",2019-11-23,"DORMANT",2019-08-09,"02026260"
16862,"CANCELLED POST MARKET",2019-11-23,"DORMANT",2019-07-17,"02023776"
19042,"CANCELLED POST MARKET",2019-10-17,"DORMANT",2017-08-03,"02177854"
19043,"CANCELLED POST MARKET",2019-10-24,"DORMANT",2017-08-03,"02177846"
19070,"CANCELLED POST MARKET",2019-10-24,"DORMANT",2017-08-03,"02177862"
19072,"CANCELLED POST MARKET",2019-10-24,"DORMANT",2017-08-03,"02177870"
37223,"CANCELLED POST MARKET",2019-10-16,"DORMANT",2017-08-03,"02219727"
48998,"CANCELLED POST MARKET",2019-12-02,"DORMANT",2017-08-04,"02230263"
48999,"CANCELLED POST MARKET",2019-12-02,"DORMANT",2017-08-04,"02230264"
50000,"CANCELLED POST MARKET",2019-11-16,"MARKETED",2001-01-10,"02230737"
67727,"CANCELLED POST MARKET",2019-11-28,"MARKETED",2013-08-16,"02243789"
71633,"CANCELLED POST MARKET",2019-12-02,"APPROVED",2013-10-17,"02247388"
68832,"CANCELLED POST MARKET",2019-12-02,"DORMANT",2017-08-04,"02244842"
69767,"CANCELLED POST MARKET",2019-11-25,"MARKETED",2019-04-05,"02245667"
72489,"CANCELLED POST MARKET",2019-04-30,"MARKETED",2003-12-30,"02248157"
80218,"CANCELLED POST MARKET",2019-10-23,"DORMANT",2018-08-02,"02316676"
89838,"CANCELLED POST MARKET",2019-11-29,"MARKETED",2014-03-03,"02413752"
89835,"CANCELLED POST MARKET",2019-11-29,"MARKETED",2014-03-03,"02413728"
89836,"CANCELLED POST MARKET",2019-11-29,"DORMANT",2018-08-02,"02413736"
89837,"CANCELLED POST MARKET",2019-11-29,"MARKETED",2014-03-03,"02413744"
97197,"CANCELLED POST MARKET",2019-12-12,"MARKETED",2018-11-09,"02481529"
92551,"CANCELLED POST MARKET",2019-12-04,"MARKETED",2015-06-01,"02441152"
92992,"CANCELLED POST MARKET",2019-12-03,"MARKETED",2015-09-08,"02444755"
10062,"DORMANT",2019-12-04,"DORMANT",2017-08-03,"00807435"
11151,"DORMANT",2019-12-13,"DORMANT",2017-07-27,"00870021"
11154,"DORMANT",2019-12-13,"DORMANT",2017-07-27,"00870013"
11843,"DORMANT",2019-12-13,"DORMANT",2017-07-27,"00897329"
11844,"DORMANT",2019-12-18,"DORMANT",2017-07-27,"00897310"
16623,"DORMANT",2019-10-04,"MARKETED",2019-10-04,"02023830"
65589,"DORMANT",2019-12-04,"MARKETED",2017-09-07,"02241919"
81226,"DORMANT",2019-12-17,"DORMANT",2018-08-02,"02326930"
81236,"DORMANT",2019-12-16,"DORMANT",2018-08-02,"02327031"
81237,"DORMANT",2019-12-16,"DORMANT",2018-08-02,"02327058"
81241,"DORMANT",2019-12-16,"DORMANT",2018-08-02,"02327090"
81242,"DORMANT",2019-12-17,"DORMANT",2018-08-02,"02327104"
81271,"DORMANT",2019-12-16,"DORMANT",2018-08-02,"02327392"
81580,"DORMANT",2019-12-16,"DORMANT",2018-08-02,"02330040"
81594,"DORMANT",2019-12-16,"DORMANT",2018-08-02,"02330180"
89050,"DORMANT",2019-11-24,"MARKETED",2015-03-04,"02405733"
91216,"DORMANT",2019-12-27,"MARKETED",2014-07-25,"02427656"
10519,"APPROVED",2019-12-20,"MARKETED",1990-12-31,"00828602"
71599,"APPROVED",2019-12-18,"APPROVED",2003-03-11,"02247354"
74428,"APPROVED",2019-12-23,"APPROVED",2004-09-29,"02258994"
74641,"APPROVED",2019-12-18,"APPROVED",2015-06-25,"02261022"
74645,"APPROVED",2019-12-18,"APPROVED",2015-06-25,"02261030"
74646,"APPROVED",2019-12-18,"APPROVED",2015-06-25,"02261049"
74929,"APPROVED",2019-12-23,"APPROVED",2005-01-12,"02263882"
77993,"APPROVED",2019-12-30,"APPROVED",2007-04-27,"02294567"
78008,"APPROVED",2019-12-17,"APPROVED",2007-05-01,"02294737"
78064,"APPROVED",2019-12-17,"APPROVED",2007-05-11,"02295342"
79682,"APPROVED",2019-12-23,"APPROVED",2008-05-16,"02311232"
79683,"APPROVED",2019-12-23,"APPROVED",2008-05-16,"02311240"
79785,"APPROVED",2019-12-23,"APPROVED",2008-06-04,"02312352"
80163,"APPROVED",2019-12-06,"APPROVED",2014-10-30,"02316102"
80648,"APPROVED",2019-12-20,"APPROVED",2008-12-22,"02321076"
80732,"APPROVED",2019-12-20,"APPROVED",2009-01-15,"02321912"
80769,"APPROVED",2019-12-30,"APPROVED",2009-01-26,"02322226"
80788,"APPROVED",2019-12-30,"APPROVED",2009-01-30,"02322439"
80823,"APPROVED",2019-12-31,"APPROVED",2009-02-11,"02322757"
84630,"APPROVED",2019-12-17,"APPROVED",2010-12-23,"02361256"
98296,"APPROVED",2019-12-10,"APPROVED",2019-10-08,"02492989"
