"mp_code","drug_identification_number","product_status","product_status_effective_time","brand_name","company_name","mp_formal_name","en_display","fr_display"
"00608165","00608165","MARKETED",1984-12-31,"TEVA-OXYCOCET","TEVA CANADA LIMITED","TEVA-OXYCOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"01916491","01916491","MARKETED",1992-12-31,"PERCOCET-DEMI","BRISTOL-MYERS SQUIBB CANADA","PERCOCET-DEMI (acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA",NA,NA
"01916548","01916548","MARKETED",1995-12-31,"ENDOCET","BRISTOL-MYERS SQUIBB CANADA","ENDOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA",NA,NA
"02242468","02242468","MARKETED",2001-12-12,"RIVACOCET","LABORATOIRE RIVA INC","RIVACOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) LABORATOIRE RIVA INC",NA,NA
"02245758","02245758","MARKETED",2002-08-07,"PMS-OXYCODONE - ACETAMINOPHEN","PHARMASCIENCE INC","PMS-OXYCODONE - ACETAMINOPHEN (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) PHARMASCIENCE INC",NA,NA
"02307898","02307898","MARKETED",2008-05-01,"SANDOZ OXYCODONE/ACETAMINOPHEN","SANDOZ CANADA INCORPORATED","SANDOZ OXYCODONE/ACETAMINOPHEN (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA
"02324628","02324628","MARKETED",2009-04-15,"APO-OXYCODONE/ACET","APOTEX INC","APO-OXYCODONE/ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) APOTEX INC",NA,NA
"02327171","02327171","MARKETED",2009-06-25,"OXYCODONE-ACET","PRO DOC LIMITEE","OXYCODONE-ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) PRO DOC LIMITEE",NA,NA
"02361361","02361361","MARKETED",2011-03-02,"OXYCODONE/ACET","SANIS HEALTH INC","OXYCODONE/ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) SANIS HEALTH INC",NA,NA
"02264846","02264846","MARKETED",2005-07-22,"TRAMACET","JANSSEN INC","TRAMACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) JANSSEN INC",NA,NA
"02336790","02336790","MARKETED",2009-11-09,"APO-TRAMADOL/ACET","APOTEX INC","APO-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) APOTEX INC",NA,NA
"02347180","02347180","MARKETED",2012-09-04,"TEVA-TRAMADOL/ACETAMINOPHEN","TEVA CANADA LIMITED","TEVA-TRAMADOL/ACETAMINOPHEN (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02383209","02383209","MARKETED",2012-05-01,"ACT TRAMADOL/ACET","ACTAVIS PHARMA COMPANY","ACT TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA
"02388197","02388197","MARKETED",2012-10-01,"RAN-TRAMADOL/ACET","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02388308","02388308","MARKETED",2012-09-05,"JAMP-ACET-TRAMADOL","JAMP PHARMA CORPORATION","JAMP-ACET-TRAMADOL (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA
"02388324","02388324","MARKETED",2012-09-04,"MAR-TRAMADOL/ACET","MARCAN PHARMACEUTICALS INC","MAR-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) MARCAN PHARMACEUTICALS INC",NA,NA
"02389800","02389800","MARKETED",2012-09-18,"MINT-TRAMADOL/ACET","MINT PHARMACEUTICALS INC","MINT-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA
"02391554","02391554","MARKETED",2013-07-09,"PRIVA-TRAMADOL/ACET","PHARMAPAR INC","PRIVA-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PHARMAPAR INC",NA,NA
"02401657","02401657","MARKETED",2013-04-29,"PMS-TRAMADOL-ACET","PHARMASCIENCE INC","PMS-TRAMADOL-ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PHARMASCIENCE INC",NA,NA
"02417502","02417502","MARKETED",2014-02-03,"TRAMADOL-ACET","PRO DOC LIMITEE","TRAMADOL-ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PRO DOC LIMITEE",NA,NA
"02426803","02426803","MARKETED",2014-07-25,"TRAMADOL/ACET","SANIS HEALTH INC","TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) SANIS HEALTH INC",NA,NA
"02429969","02429969","MARKETED",2015-01-13,"TRAMADOL / ACETAMINOPHEN","SIVEM PHARMACEUTICALS ULC","TRAMADOL / ACETAMINOPHEN (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA
"02439050","02439050","MARKETED",2015-04-08,"AURO-TRAMADOL/ACETAMINOPHEN","AURO PHARMA INC","AURO-TRAMADOL/ACETAMINOPHEN (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) AURO PHARMA INC",NA,NA
"00608157","00608157","MARKETED",1984-12-31,"RATIO-OXYCODAN","TEVA CANADA LIMITED","RATIO-OXYCODAN (acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"00569771","00569771","MARKETED",1982-12-31,"ZOVIRAX","VALEANT CANADA LP/VALEANT CANADA S.E.C.","ZOVIRAX (acyclovir 5 % cutaneous ointment) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA
"00886157","00886157","MARKETED",1991-12-31,"ZOVIRAX","GLAXOSMITHKLINE INC","ZOVIRAX (acyclovir 200 mg per 5 mL oral suspension) GLAXOSMITHKLINE INC",NA,NA
"02039524","02039524","MARKETED",1993-12-31,"ZOVIRAX","VALEANT CANADA LP/VALEANT CANADA S.E.C.","ZOVIRAX (acyclovir 5 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA
"02078651","02078651","MARKETED",1994-12-31,"RATIO-ACYCLOVIR","TEVA CANADA LIMITED","RATIO-ACYCLOVIR (acyclovir 800 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02078635","02078635","MARKETED",1994-12-31,"RATIO-ACYCLOVIR","TEVA CANADA LIMITED","RATIO-ACYCLOVIR (acyclovir 400 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02078627","02078627","MARKETED",1994-12-31,"RATIO-ACYCLOVIR","TEVA CANADA LIMITED","RATIO-ACYCLOVIR (acyclovir 200 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02207621","02207621","MARKETED",1997-08-22,"APO-ACYCLOVIR - TAB 200MG","APOTEX INC","APO-ACYCLOVIR - TAB 200MG (acyclovir 200 mg oral tablet) APOTEX INC",NA,NA
"02207648","02207648","MARKETED",1997-08-22,"APO-ACYCLOVIR - TAB 400MG","APOTEX INC","APO-ACYCLOVIR - TAB 400MG (acyclovir 400 mg oral tablet) APOTEX INC",NA,NA
"02207656","02207656","MARKETED",1997-08-22,"APO-ACYCLOVIR","APOTEX INC","APO-ACYCLOVIR (acyclovir 800 mg oral tablet) APOTEX INC",NA,NA
"02236916","02236916","MARKETED",1998-03-18,"ACYCLOVIR SODIUM INJECTION","PFIZER CANADA INC","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 500 mg per 20 mL solution for injection vial) PFIZER CANADA INC",NA,NA
"700065","02236926","MARKETED",1998-05-08,"ACYCLOVIR SODIUM INJECTION","FRESENIUS KABI CANADA LTD","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 500 mg per 10 mL solution for injection vial) FRESENIUS KABI CANADA LTD",NA,NA
"700066","02236926","MARKETED",1998-05-08,"ACYCLOVIR SODIUM INJECTION","FRESENIUS KABI CANADA LTD","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 1000 mg per 20 mL solution for injection vial) FRESENIUS KABI CANADA LTD",NA,NA
"02242463","02242463","MARKETED",2000-06-30,"MYLAN-ACYCLOVIR","MYLAN PHARMACEUTICALS ULC","MYLAN-ACYCLOVIR (acyclovir 400 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA
"02242464","02242464","MARKETED",2000-06-30,"MYLAN-ACYCLOVIR","MYLAN PHARMACEUTICALS ULC","MYLAN-ACYCLOVIR (acyclovir 800 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA
"02242784","02242784","MARKETED",2000-09-14,"MYLAN-ACYCLOVIR","MYLAN PHARMACEUTICALS ULC","MYLAN-ACYCLOVIR (acyclovir 200 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA
"02285959","02285959","MARKETED",2006-10-23,"TEVA-ACYCLOVIR","TEVA CANADA LIMITED","TEVA-ACYCLOVIR (acyclovir 200 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02285967","02285967","MARKETED",2006-10-23,"TEVA-ACYCLOVIR","TEVA CANADA LIMITED","TEVA-ACYCLOVIR (acyclovir 400 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02285975","02285975","MARKETED",2006-10-23,"TEVA-ACYCLOVIR","TEVA CANADA LIMITED","TEVA-ACYCLOVIR (acyclovir 800 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02231190","02231190","DORMANT",1998-02-04,"ACYCLOVIR SODIUM FOR INJECTION","NOVOPHARM LIMITED","ACYCLOVIR SODIUM FOR INJECTION (acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection) NOVOPHARM LIMITED",NA,NA
"02245329","02245329","MARKETED",2002-02-14,"FOSAMAX","MERCK CANADA INC","FOSAMAX (alendronic acid (alendronate sodium) 70 mg oral tablet) MERCK CANADA INC",NA,NA
"02247373","02247373","MARKETED",2003-05-12,"TEVA-ALENDRONATE","TEVA CANADA LIMITED","TEVA-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02248251","02248251","MARKETED",2003-12-23,"TEVA-ALENDRONATE","TEVA CANADA LIMITED","TEVA-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02248727","02248727","MARKETED",2004-05-10,"APO-ALENDRONATE","APOTEX INC","APO-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) APOTEX INC",NA,NA
"02248728","02248728","MARKETED",2004-05-10,"APO-ALENDRONATE","APOTEX INC","APO-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) APOTEX INC",NA,NA
"02248730","02248730","MARKETED",2005-05-27,"APO-ALENDRONATE","APOTEX INC","APO-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) APOTEX INC",NA,NA
"02258102","02258102","MARKETED",2005-06-14,"ACT ALENDRONATE","ACTAVIS PHARMA COMPANY","ACT ALENDRONATE (alendronic acid (alendronate sodium trihydrate) 40 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA
"02258110","02258110","MARKETED",2005-06-14,"ACT ALENDRONATE","ACTAVIS PHARMA COMPANY","ACT ALENDRONATE (alendronic acid (alendronate sodium trihydrate) 70 mg oral tablet) ACTAVIS PHARMA COMPANY",NA,NA
"02261715","02261715","MARKETED",2005-05-31,"TEVA-ALENDRONATE","TEVA CANADA LIMITED","TEVA-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) TEVA CANADA LIMITED",NA,NA
"02270889","02270889","MARKETED",2005-09-12,"RIVA-ALENDRONATE","LABORATOIRE RIVA INC","RIVA-ALENDRONATE (alendronic acid (alendronate sodium trihydrate) 70 mg oral tablet) LABORATOIRE RIVA INC",NA,NA
"02282763","02282763","MARKETED",2006-08-17,"DOM-ALENDRONATE","DOMINION PHARMACAL","DOM-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) DOMINION PHARMACAL",NA,NA
"02284006","02284006","MARKETED",2006-08-15,"PMS-ALENDRONATE-FC","PHARMASCIENCE INC","PMS-ALENDRONATE-FC (alendronic acid (alendronate sodium) 70 mg oral tablet) PHARMASCIENCE INC",NA,NA
"02286335","02286335","MARKETED",2006-09-29,"MYLAN-ALENDRONATE","MYLAN PHARMACEUTICALS ULC","MYLAN-ALENDRONATE (alendronic acid (alendronate sodium trihydrate) 70 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA
"02288087","02288087","MARKETED",2007-01-11,"SANDOZ ALENDRONATE","SANDOZ CANADA INCORPORATED","SANDOZ ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA
"02288109","02288109","MARKETED",2007-01-11,"SANDOZ ALENDRONATE","SANDOZ CANADA INCORPORATED","SANDOZ ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA
"02299712","02299712","MARKETED",2008-03-13,"ALENDRONATE","SIVEM PHARMACEUTICALS ULC","ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA
"02303078","02303078","MARKETED",2008-07-11,"ALENDRONATE-70","PRO DOC LIMITEE","ALENDRONATE-70 (alendronic acid (alendronate sodium) 70 mg oral tablet) PRO DOC LIMITEE",NA,NA
"02352966","02352966","MARKETED",2010-07-30,"ALENDRONATE","SANIS HEALTH INC","ALENDRONATE (alendronic acid (alendronate sodium trihydrate) 70 mg oral tablet) SANIS HEALTH INC",NA,NA
"02381478","02381478","MARKETED",2012-03-20,"ACH-ALENDRONATE","ACCORD HEALTHCARE INC","ACH-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) ACCORD HEALTHCARE INC",NA,NA
"02381486","02381486","MARKETED",2012-03-20,"ACH-ALENDRONATE","ACCORD HEALTHCARE INC","ACH-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) ACCORD HEALTHCARE INC",NA,NA
"02381494","02381494","MARKETED",2012-03-20,"ACH-ALENDRONATE","ACCORD HEALTHCARE INC","ACH-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) ACCORD HEALTHCARE INC",NA,NA
"02384728","02384728","MARKETED",2012-06-04,"RAN-ALENDRONATE","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02385031","02385031","MARKETED",2012-06-18,"JAMP-ALENDRONATE","JAMP PHARMA CORPORATION","JAMP-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA
"02388545","02388545","MARKETED",2012-07-26,"AURO-ALENDRONATE","AURO PHARMA INC","AURO-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) AURO PHARMA INC",NA,NA
"02388553","02388553","MARKETED",2012-07-26,"AURO-ALENDRONATE","AURO PHARMA INC","AURO-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) AURO PHARMA INC",NA,NA
"02394863","02394863","MARKETED",2012-11-21,"MINT-ALENDRONATE","MINT PHARMACEUTICALS INC","MINT-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA
"02394871","02394871","MARKETED",2012-11-21,"MINT-ALENDRONATE","MINT PHARMACEUTICALS INC","MINT-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) MINT PHARMACEUTICALS INC",NA,NA
"02401126","02401126","MARKETED",2015-03-26,"ACCEL-ALENDRONATE","ACCEL PHARMA INC","ACCEL-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) ACCEL PHARMA INC",NA,NA
"02401134","02401134","MARKETED",2015-03-26,"ACCEL-ALENDRONATE","ACCEL PHARMA INC","ACCEL-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) ACCEL PHARMA INC",NA,NA
"02428725","02428725","MARKETED",2015-06-22,"VAN-ALENDRONATE","VANC PHARMACEUTICALS INC","VAN-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) VANC PHARMACEUTICALS INC",NA,NA
"02428733","02428733","MARKETED",2015-06-22,"VAN-ALENDRONATE","VANC PHARMACEUTICALS INC","VAN-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) VANC PHARMACEUTICALS INC",NA,NA
"02270129","02270129","DORMANT",2005-08-25,"MYLAN-ALENDRONATE","MYLAN PHARMACEUTICALS ULC","MYLAN-ALENDRONATE (alendronic acid (alendronate sodium trihydrate) 10 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA
"02273179","02273179","DORMANT",2005-11-14,"PMS-ALENDRONATE","PHARMASCIENCE INC","PMS-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) PHARMASCIENCE INC",NA,NA
"02384698","02384698","DORMANT",2012-06-04,"RAN-ALENDRONATE","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02384701","02384701","DORMANT",2012-06-04,"RAN-ALENDRONATE","RANBAXY PHARMACEUTICALS CANADA INC.","RAN-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA
"02428717","02428717","DORMANT",2015-06-22,"VAN-ALENDRONATE","VANC PHARMACEUTICALS INC","VAN-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) VANC PHARMACEUTICALS INC",NA,NA
"02276429","02276429","MARKETED",2006-03-13,"FOSAVANCE","MERCK CANADA INC","FOSAVANCE (alendronic acid (alendronate sodium trihydrate) 70 mg and vitamin D3 (cholecalciferol) 2800 unit oral tablet) MERCK CANADA INC",NA,NA
"02314940","02314940","MARKETED",2008-09-17,"FOSAVANCE","MERCK CANADA INC","FOSAVANCE (alendronic acid (alendronate sodium trihydrate) 70 mg and vitamin D3 (cholecalciferol) 5600 unit oral tablet) MERCK CANADA INC",NA,NA
"02403633","02403633","MARKETED",2013-03-25,"TEVA-ALENDRONATE/CHOLECALCIFEROL","TEVA CANADA LIMITED","TEVA-ALENDRONATE/CHOLECALCIFEROL (alendronic acid (alendronate sodium) 70 mg and vitamin D3 (cholecalciferol) 2800 unit oral tablet) TEVA CANADA LIMITED",NA,NA
"02403641","02403641","MARKETED",2013-03-25,"TEVA-ALENDRONATE/CHOLECALCIFEROL","TEVA CANADA LIMITED","TEVA-ALENDRONATE/CHOLECALCIFEROL (alendronic acid (alendronate sodium) 70 mg and vitamin D3 (cholecalciferol) 5600 unit oral tablet) TEVA CANADA LIMITED",NA,NA
"02429160","02429160","MARKETED",2014-08-29,"SANDOZ ALENDRONATE/CHOLECALCIFEROL","SANDOZ CANADA INCORPORATED","SANDOZ ALENDRONATE/CHOLECALCIFEROL (alendronic acid (alendronate sodium trihydrate) 70 mg and vitamin D3 (cholecalciferol) 5600 unit oral tablet) SANDOZ CANADA INCORPORATED",NA,NA
"02454467","02454467","MARKETED",2016-07-21,"APO-ALENDRONATE/VITAMIN D3","APOTEX INC","APO-ALENDRONATE/VITAMIN D3 (alendronic acid (alendronate sodium) 70 mg and vitamin D3 (cholecalciferol) 2800 unit oral tablet) APOTEX INC",NA,NA
"02454475","02454475","MARKETED",2016-07-21,"APO-ALENDRONATE/VITAMIN D3","APOTEX INC","APO-ALENDRONATE/VITAMIN D3 (alendronic acid (alendronate sodium) 70 mg and vitamin D3 (cholecalciferol) 5600 unit oral tablet) APOTEX INC",NA,NA
"02245565","02245565","MARKETED",2002-02-21,"XATRAL","SANOFI-AVENTIS CANADA INC","XATRAL (alfuzosin hydrochloride 10 mg prolonged-release oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA
