"ntp_formal_name","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code"
"vitamin d3 (cholecalciferol) 25000 unit oral capsule",TRUE,1,FALSE,2015-07-31,9006297
"vitamin d3 (cholecalciferol) 5000 unit oral capsule",TRUE,1,FALSE,2015-10-20,9006298
"betamethasone valerate 1 % cutaneous patch",TRUE,1,FALSE,2016-04-05,9006299
"epinephrine (epinephrine bitartrate) 0.01 mg per mL and lidocaine hydrochloride 10 mg per mL solution for injection",FALSE,1,FALSE,1954-12-31,9006300
"epinephrine (epinephrine bitartrate) 5 mcg per mL and lidocaine hydrochloride 10 mg per mL solution for injection",FALSE,1,FALSE,1954-12-31,9006301
"lidocaine hydrochloride 20 mg per mL NA",FALSE,1,FALSE,1954-12-31,9006302
"methylprednisolone acetate 40 mg per mL NA",FALSE,2,FALSE,1960-12-31,9006303
"sodium polystyrene sulfonate 100 % powder for oral/rectal suspension",FALSE,2,FALSE,1961-12-31,9006304
"NA 100 m per mL powder for solution for injection",FALSE,1,FALSE,1964-12-31,9006305
"water 100 % NA",FALSE,1,FALSE,1964-12-31,9006306
"epinephrine (epinephrine bitartrate) 5 mcg per mL and lidocaine hydrochloride 20 mg per mL solution for injection",FALSE,1,FALSE,1965-12-31,9006307
"sodium chloride 9 mg per mL NA",FALSE,1,FALSE,1966-12-31,9006308
"NA 0.5 % and NA 0.05 % cutaneous cream",FALSE,1,FALSE,1967-12-31,9006309
"methylprednisolone acetate 80 mg per mL NA",FALSE,2,FALSE,1969-12-31,9006310
"iodine (ethiodized oil) 380 mg per g NA",FALSE,1,FALSE,1977-12-31,9006311
"bismuth subgallate 200 mg chewable tablet",FALSE,1,FALSE,1978-12-31,9006312
"calcium polystyrene sulfonate 999 mg per g powder for oral/rectal suspension",FALSE,1,FALSE,1979-12-31,9006313
"modified ragweed tyrosine adsorbate 210 unit per mL and modified ragweed tyrosine adsorbate 500 unit per mL and modified ragweed tyrosine adsorbate 1400 unit per mL and modified ragweed tyrosine adsorbate 4300 unit per mL solution for injection",FALSE,1,FALSE,1979-12-31,9006314
"aloe 2 g per 100 mL and benzoin 10 g per 100 mL and myroxylon balsamum 4 g per 100 mL and storax 8 g per 100 mL inhalation solution",FALSE,1,FALSE,1982-12-31,9006315
"benzocaine 20 % and cetylpyridinium chloride 0.1 % oromucosal solution",FALSE,1,FALSE,1982-12-31,9006316
"deoxycholic acid 30 mg and NA 30 mg and NA 150 mg oral tablet",FALSE,1,FALSE,1983-12-31,9006317
"miconazole nitrate 400 mg and miconazole nitrate 2 % NA",FALSE,1,FALSE,1986-12-31,9006318
"sodium polystyrene sulfonate 94.3 mg per g powder for oral/rectal suspension",FALSE,1,FALSE,1988-12-31,9006319
"gramicidin 0.025 mg per mL and neomycin (neomycin sulfate) 1.75 mg per mL and polymyxin b (polymyxin b sulfate) 10000 unit per mL ophthalmic/otic drops",FALSE,1,FALSE,1989-12-31,9006320
"tolnaftate 1 % NA",FALSE,1,FALSE,1989-12-31,9006321
"cefixime 100 mg per 5 mL oral suspension",FALSE,1,FALSE,1990-12-31,9006322
"cetrimonium bromide 0.5 % NA",FALSE,1,FALSE,1990-12-31,9006323
"acetaminophen 80 mg per mL NA",FALSE,1,FALSE,1991-12-31,9006324
"lidocaine 2.5 % and prilocaine 2.5 % cutaneous cream",FALSE,1,FALSE,1991-12-31,9006325
"NA 40 mg per mL NA",FALSE,1,FALSE,1992-11-19,9006326
"acetaminophen 80 mg per 1 mL NA",FALSE,1,FALSE,1992-12-31,9006327
"chloramphenicol 10 mg per g and hydrocortisone acetate 10 mg per g ophthalmic/otic ointment",FALSE,1,FALSE,1992-12-31,9006328
"chloramphenicol 2 mg per mL and hydrocortisone acetate 10 mg per mL ophthalmic/otic drops",FALSE,1,FALSE,1992-12-31,9006329
"haemophilus influenzae type b-prp 10 mcg per 0.5 mL and tetanus protein 30 mcg per 0.5 mL NA",FALSE,1,FALSE,1992-12-31,9006330
"chlorhexidine acetate 10 % NA",FALSE,1,FALSE,1993-12-31,9006331
"cholestyramine resin 4 g per 5 g oral suspension",FALSE,1,FALSE,1993-12-31,9006332
"cromolyn sodium 1 % nebuliser solution",FALSE,1,FALSE,1993-12-31,9006333
"isoflurane 99.9 % NA",FALSE,1,FALSE,1993-12-31,9006334
"levocabastine (levocabastine hydrochloride) 0.5 mg per mL NA",FALSE,1,FALSE,1993-12-31,9006335
"budesonide 2.3 mg and sodium chloride 115 mL NA",FALSE,1,FALSE,1994-12-31,9006336
"calcium chloride 0.48 mg per mL and magnesium chloride 0.3 mg per mL and potassium chloride 0.75 mg per mL and sodium acetate 3.9 mg per mL and sodium chloride 6.4 mg per mL and sodium citrate 1.7 mg per mL irrigation solution",FALSE,1,TRUE,1994-12-31,9006337
"NA 0.5 % NA",FALSE,1,FALSE,1994-12-31,9006338
"polysorbate 80 0.8 % NA",FALSE,1,FALSE,1994-12-31,9006339
"lidocaine 0.5 % NA",FALSE,1,FALSE,1995-03-17,9006340
"chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % NA",FALSE,1,FALSE,1995-12-31,9006341
"gelatin 13.3 % and pectin 13.3 % and sodium carboxymethyl cellulose 13.3 % NA",FALSE,1,FALSE,1995-12-31,9006342
"methylprednisolone acetate 20 mg per mL NA",FALSE,1,FALSE,1995-12-31,9006343
"sodium citrate 90 mg per mL and sodium lauryl sulfoacetate 9 mg per mL and sorbitol 625 mg per mL NA",FALSE,1,FALSE,1995-12-31,9006344
"cholestyramine resin 4 g per 9 g oral suspension",FALSE,1,FALSE,1996-03-15,9006345
"chlorhexidine gluconate 0.12 % NA",FALSE,2,FALSE,1996-10-30,9006346
"acetaminophen 325 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin c 50 mg per pck NA",FALSE,1,FALSE,1996-11-26,9006347
"acetaminophen 500 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin c 50 mg per pck NA",FALSE,1,FALSE,1996-11-26,9006348
"benzydamine hydrochloride 1.5 mg per mL NA",FALSE,2,FALSE,1996-12-02,9006349
"ribavirin 6 g per vial NA",FALSE,1,FALSE,1996-12-05,9006350
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone (hydrocortisone acetate) 0.5 % suppository",FALSE,1,FALSE,1996-12-30,9006351
"alteplase 100 mg and water 100 mL NA",FALSE,1,FALSE,1996-12-31,9006352
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone 0.5 % suppository",FALSE,3,FALSE,1997-01-23,9006353
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone (hydrocortisone acetate) 0.5 % rectal ointment",FALSE,1,FALSE,1997-02-03,9006354
"interferon alfa-2b 10000000 unit per vial and water 1 mL per vial NA",FALSE,1,FALSE,1997-03-12,9006355
"cetrimide 150 mg per 100 g and lidocaine 15 g per 100 g NA",FALSE,1,FALSE,1997-03-26,9006356
"cromolyn sodium 2 % NA",FALSE,1,FALSE,1997-07-28,9006357
"chorionic gonadotropin 10000 unit per vial and water 10 mL per vial NA",FALSE,1,FALSE,1997-08-13,9006358
"diphtheria toxoid 15 lf per 0.5 mL and filamentous haemagglutinin 20 mcg per 0.5 mL and fimbriae 5 mcg per 0.5 mL and haemophilus influenzae type b-prp 10 mcg per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney 40 unit per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1 8 unit per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett 32 unit per 0.5 mL and pertactin 3 mcg per 0.5 mL and pertussis toxoid 20 mcg per 0.5 mL and tetanus protein 30 mcg per 0.5 mL and tetanus toxoid 5 lf per 0.5 mL NA",FALSE,1,TRUE,1997-08-14,9006359
"anti-inhibitor coagulant complex 1200 unit per vial and water 20 mL per vial NA",FALSE,1,FALSE,1997-10-27,9006360
"bleomycin (bleomycin sulfate) 15 unit per vial NA",FALSE,1,FALSE,1998-03-12,9006361
"bacitracin zinc 500 unit per g and polymyxin b sulfate 10000 unit per g NA",FALSE,1,FALSE,1998-04-06,9006362
"alteplase 50 mg and water 50 mL NA",FALSE,1,FALSE,1998-04-12,9006363
"amoxicillin 500 mg and clarithromycin 500 mg and lansoprazole 30 mg NA",FALSE,1,FALSE,1998-08-18,9006364
"gramicidin 0.025 mg per mL and polymyxin b (polymyxin b sulfate) 10000 unit per mL ophthalmic/otic drops",FALSE,1,FALSE,2000-02-12,9006365
"acetylsalicylic acid 25 mg and dipyridamole 200 mg NA",FALSE,1,FALSE,2000-04-17,9006366
"conjugated estrogens 0.625 mg and medroxyprogesterone acetate 2.5 mg NA",FALSE,1,FALSE,2000-10-30,9006367
"calcium chloride 5.145 g per 1000 mL and lactic acid 5.4 g per 1000 mL and magnesium chloride 2.033 g per 1000 mL and sodium bicarbonate 3.09 g per 1000 mL and sodium chloride 6.45 g per 1000 mL NA",FALSE,1,FALSE,2001-01-01,9006368
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone 0.5 % rectal ointment",FALSE,3,FALSE,2001-03-09,9006369
"acetylcysteine 200 mg per mL NA",FALSE,2,FALSE,2001-04-27,9006370
"diluent 3.15 mL and somatropin 12 mg NA",FALSE,1,FALSE,2001-08-28,9006371
"diluent 3.15 mL and somatropin 6 mg NA",FALSE,1,FALSE,2001-09-25,9006372
"conjugated estrogens 0.625 mg and medroxyprogesterone acetate 5 mg NA",FALSE,1,FALSE,2002-05-09,9006373
"dexamethasone (dexamethasone sodium metasulphobenzoate) 0.5 mg per mL and framycetin sulfate 5 mg per mL and gramicidin 0.05 mg per mL ophthalmic/otic drops",FALSE,2,FALSE,2002-07-26,9006374
"mycophenolate mofetil 200 mg per mL oral suspension",FALSE,1,FALSE,2002-08-27,9006375
"alteplase 2 mg per vial powder for solution for injection",FALSE,1,FALSE,2002-09-26,9006376
"diluent 3.15 mL and somatropin 24 mg NA",FALSE,1,FALSE,2003-12-08,9006377
"hepatitis a vaccine, inactivated 160 unit per 0.5 mL and salmonella typhi vi capsular polysaccharide vaccine 25 mcg per 0.5 mL NA",FALSE,1,FALSE,2005-11-09,9006378
"lactic acid 0.284 g per 1000 mL and magnesium chloride 0.108 g per 1000 mL and sodium bicarbonate 58.8 g per 1000 mL and sodium chloride 6.449 g per 1000 mL NA",FALSE,1,FALSE,2005-12-24,9006379
"calcium chloride 5.145 g per 1000 mL and dextrose anhydrous 22 g per 1000 mL and lactic acid 5.4 g per 1000 mL and magnesium chloride 2.033 g per 1000 mL and potassium chloride 0.314 g per 1000 mL and sodium bicarbonate 3.09 g per 1000 mL and sodium chloride 6.45 g per 1000 mL NA",FALSE,1,TRUE,2006-02-21,9006380
"cetylpyridinium chloride 0.05 % NA",FALSE,1,FALSE,2006-03-22,9006381
"aprepitant 125 mg and aprepitant 80 mg NA",FALSE,1,FALSE,2007-09-24,9006382
"voriconazole 3 g per bottle oral suspension",FALSE,1,FALSE,2008-07-17,9006383
"calcium (calcium carbonate) 500 mg and etidronate disodium 400 mg NA",FALSE,1,FALSE,2009-06-15,9006384
"glucagon (recombinant dna origin) (glucagon hydrochloride) 1 mg per vial NA",FALSE,2,FALSE,2009-12-23,9006385
"bisacodyl 5 mg and polyethylene glycol 3350 59.55 g per pck and potassium chloride 0.76 g per pck and sodium bicarbonate 1.69 g per pck and sodium chloride 1.46 g per pck and sodium sulfate 5.74 g per pck NA",FALSE,1,TRUE,2010-06-06,9006386
"polyethylene glycol 3350 100 % oral suspension",FALSE,1,FALSE,2010-07-02,9006387
"corynebacterium diphtheriae crm-197 protein 47 mcg per 0.5 mL and meningococcal group a oligosaccharide 10 mcg per 0.5 mL and meningococcal group c oligosaccharide 5 mcg per 0.5 mL and meningococcal group w-135 oligosaccharide 5 mcg per 0.5 mL and meningococcal group y oligosaccharide 5 mcg per 0.5 mL NA",FALSE,1,FALSE,2010-07-29,9006388
"linezolid 3 g per bottle oral suspension",FALSE,1,FALSE,2010-08-04,9006389
"fibrinogen (human) 90 mg per mL and thrombin (human) 1200 unit per mL NA",FALSE,1,FALSE,2011-03-01,9006390
"anti-inhibitor coagulant complex 3250 unit per vial and water 50 mL per vial NA",FALSE,1,FALSE,2011-04-04,9006391
"calcium chloride 40 mcmol per mL and thrombin (human) 500 unit per mL and NA 125 mg per mL and NA 3000 kiu per mL kit",FALSE,1,FALSE,2011-12-14,9006392
"calcium chloride 2.45 g per l and dextrose 9.9 g per l and magnesium chloride 1.83 g per l and potassium chloride 2.68 g per l and sodium bicarbonate 3.59 g per l and sodium chloride 6.18 g per l and sodium chloride 4.21 g per l solution for haemodialysis",FALSE,1,TRUE,2012-03-09,9006393
"acetaminophen 500 mg and acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and diphenhydramine hydrochloride 25 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,3,TRUE,2012-04-25,9006394
"epinephrine (epinephrine bitartrate) 0.005 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection",FALSE,1,FALSE,2012-04-25,9006395
"polymyxin b (polymyxin b sulfate) 50 mg per vial NA",FALSE,1,FALSE,2012-05-03,9006396
"acetaminophen 500 mg and acetaminophen 500 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,2,FALSE,2012-05-05,9006397
"acetaminophen 500 mg and acetaminophen 500 mg and diphenhydramine hydrochloride 25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,1,FALSE,2012-06-18,9006398
"acetaminophen 500 mg and acetaminophen 500 mg and chlorpheniramine maleate 2 mg and dextromethorphan hydrobromide 15 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,2,TRUE,2012-06-28,9006399
"acetaminophen 325 mg and acetaminophen 325 mg and dextromethorphan hydrobromide 15 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,2,TRUE,2012-08-14,9006400
"acetaminophen 500 mg and acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and diphenhydramine hydrochloride 25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,1,TRUE,2012-08-28,9006401
"oseltamivir (oseltamivir phosphate) 6 mg per mL oral suspension",FALSE,1,FALSE,2012-09-10,9006402
"acetaminophen 650 mg and acetaminophen 650 mg and dextromethorphan hydrobromide 30 mg and diphenhydramine hydrochloride 50 mg and pseudoephedrine hydrochloride 60 mg and pseudoephedrine hydrochloride 60 mg NA",FALSE,1,TRUE,2012-09-13,9006403
"acetaminophen 250 mg and acetaminophen 325 mg and dextromethorphan hydrobromide 10 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,1,TRUE,2012-12-10,9006404
"stiripentol 250 mg per pck oral suspension",FALSE,1,FALSE,2013-05-01,9006405
"stiripentol 500 mg per pck oral suspension",FALSE,1,FALSE,2013-05-01,9006406
"benzoyl peroxide 2.5 % and benzoyl peroxide 2.5 % NA",FALSE,3,FALSE,2013-08-08,9006407
"meningococcal polysaccharide antigen group a 5 mcg per 0.5 mL and meningococcal polysaccharide antigen group c 5 mcg per 0.5 mL and meningococcal polysaccharide antigen group w-135 5 mcg per 0.5 mL and meningococcal polysaccharide antigen group y 5 mcg per 0.5 mL and tetanus toxoid 44 mcg per 0.5 mL NA",FALSE,1,FALSE,2013-08-22,9006408
"benzoyl peroxide 5 % and salicylic acid 2 % NA",FALSE,1,FALSE,2013-11-15,9006409
"avobenzone 3 % and avobenzone 3 % and homosalate 10 % and octinoxate 4 % and octinoxate 7.5 % and octisalate 5 % and octocrylene 2.75 % and octocrylene 2.79 % NA",FALSE,1,TRUE,2014-03-31,9006410
"avobenzone 3 % and homosalate 10 % and octinoxate 4 % and octocrylene 2.75 % NA",FALSE,1,FALSE,2014-03-31,9006411
