"drug_code","status_current","history_date_current","status_previous","history_date_previous","drug_identification_number"
49998,"CANCELLED POST MARKET",2019-09-17,"MARKETED",2010-01-12,"02230735"
49999,"CANCELLED POST MARKET",2019-09-17,"MARKETED",2009-11-02,"02230736"
65859,"CANCELLED POST MARKET",2019-09-23,"MARKETED",2010-05-01,"02242180"
66439,"CANCELLED POST MARKET",2019-09-04,"MARKETED",2013-03-21,"02242656"
70934,"CANCELLED POST MARKET",2019-09-17,"MARKETED",2009-10-06,"02246737"
70771,"CANCELLED POST MARKET",2019-09-17,"MARKETED",2010-01-20,"02246584"
70772,"CANCELLED POST MARKET",2019-09-17,"MARKETED",2009-10-06,"02246585"
70769,"CANCELLED POST MARKET",2019-09-17,"MARKETED",2009-11-06,"02246582"
70770,"CANCELLED POST MARKET",2019-09-17,"MARKETED",2009-10-06,"02246583"
73485,"CANCELLED POST MARKET",2019-09-16,"MARKETED",2013-05-11,"02250039"
81586,"CANCELLED POST MARKET",2019-08-23,"MARKETED",2009-09-28,"02330105"
81587,"CANCELLED POST MARKET",2019-07-16,"MARKETED",2009-09-28,"02330113"
81588,"CANCELLED POST MARKET",2018-12-06,"MARKETED",2009-09-28,"02330121"
81589,"CANCELLED POST MARKET",2019-03-25,"MARKETED",2009-09-28,"02330148"
81590,"CANCELLED POST MARKET",2019-07-16,"MARKETED",2009-09-28,"02330156"
84128,"CANCELLED POST MARKET",2019-09-06,"MARKETED",2011-08-16,"02356112"
83718,"CANCELLED POST MARKET",2019-07-31,"MARKETED",2010-07-21,"02351935"
85208,"CANCELLED POST MARKET",2019-08-20,"MARKETED",2011-09-27,"02367289"
89949,"CANCELLED POST MARKET",2019-07-01,"DORMANT",2017-07-28,"02414864"
89278,"CANCELLED POST MARKET",2019-09-17,"DORMANT",2019-07-22,"02408090"
89279,"CANCELLED POST MARKET",2019-09-17,"MARKETED",2013-07-19,"02408104"
89322,"CANCELLED POST MARKET",2018-06-28,"MARKETED",2014-12-01,"02408465"
93296,"CANCELLED POST MARKET",2019-08-29,"MARKETED",2016-01-15,"02447371"
12757,"DORMANT",2019-08-02,"MARKETED",1992-12-31,"00885754"
14491,"DORMANT",2019-08-01,"MARKETED",1977-12-31,"02020793"
16217,"DORMANT",2019-09-24,"DORMANT",2017-07-18,"02023741"
16241,"DORMANT",2019-09-24,"DORMANT",2017-07-18,"02023725"
16624,"DORMANT",2019-09-23,"DORMANT",2017-07-18,"02023806"
16631,"DORMANT",2019-09-24,"DORMANT",2017-07-18,"02023733"
18029,"DORMANT",2019-09-30,"DORMANT",2017-09-14,"02023709"
2091,"DORMANT",2019-08-02,"MARKETED",1974-12-31,"00312711"
2658,"DORMANT",2019-08-02,"MARKETED",1977-12-31,"00399302"
4792,"DORMANT",2019-08-01,"MARKETED",1982-12-31,"00316288"
5704,"DORMANT",2019-08-01,"MARKETED",1984-12-31,"00582654"
76703,"DORMANT",2019-08-02,"MARKETED",2007-09-27,"02281384"
77316,"DORMANT",2019-08-30,"MARKETED",2018-08-29,"02287765"
77317,"DORMANT",2019-08-30,"MARKETED",2018-08-29,"02287773"
77318,"DORMANT",2019-08-30,"MARKETED",2018-08-29,"02287781"
85269,"DORMANT",2019-08-02,"MARKETED",2016-11-21,"02367866"
86049,"DORMANT",2019-08-02,"MARKETED",2012-11-06,"02375095"
86244,"DORMANT",2019-09-11,"DORMANT",2017-08-01,"02376857"
86671,"DORMANT",2019-08-02,"MARKETED",2016-08-15,"02380951"
86839,"DORMANT",2019-08-02,"MARKETED",2012-04-02,"02382555"
88024,"DORMANT",2019-08-02,"MARKETED",2013-03-04,"02395126"
88025,"DORMANT",2019-08-02,"MARKETED",2013-03-04,"02395134"
88976,"DORMANT",2019-08-02,"MARKETED",2019-02-28,"02404923"
89544,"DORMANT",2019-08-02,"MARKETED",2014-01-30,"02410788"
89545,"DORMANT",2019-08-02,"MARKETED",2014-01-30,"02410796"
89999,"DORMANT",2019-08-02,"MARKETED",2014-05-20,"02415380"
90464,"DORMANT",2019-08-02,"MARKETED",2016-02-08,"02420023"
90828,"DORMANT",2019-07-24,"MARKETED",2014-06-02,"02423561"
93404,"DORMANT",2019-07-29,"MARKETED",2017-01-17,"02448343"
74611,"APPROVED",2019-09-18,"APPROVED",2004-11-04,"02260670"
80757,"APPROVED",2019-09-20,"APPROVED",2009-01-21,"02322137"
86621,"APPROVED",2019-09-25,"APPROVED",2012-02-15,"02380404"
97906,"APPROVED",2019-09-09,"APPROVED",2019-05-24,"02489007"
98057,"APPROVED",2019-09-18,"APPROVED",2019-07-16,"02490536"
