drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"104191","9152","ADDED","approved","DOCUSATE SODIUM","50","MG","02553007"
"104233","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","100","MG","02553392"
"104239","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","20","MG","02553457"
"104225","20422","ADDED","approved","USTEKINUMAB","90","MG","02553309"
"104226","20422","ADDED","approved","USTEKINUMAB","45","MG","02553317"
"104175","7218","ADDED","approved","IODINE (SODIUM IODIDE)","15","MCG","02552787"
"104220","182","ADDED","approved","DIPHENHYDRAMINE HYDROCHLORIDE","50","MG","02553260"
"104208","20422","ADDED","approved","USTEKINUMAB","5","MG","02553120"
"104232","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02553384"
"104182","19249","ADDED","approved","SUNITINIB (SUNITINIB MALATE)","25","MG","02552906"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"104202","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","40","MG","02553066"
"104239","10224","ADDED","approved","DOXYLAMINE SUCCINATE","12.5","MG","02553457"
"104221","23026","ADDED","approved","ISAVUCONAZOLE (ISAVUCONAZONIUM SULFATE)","40","MG","02553279"
"104178","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02552817"
"104189","6492","ADDED","approved","PSEUDOEPHEDRINE HYDROCHLORIDE","60","MG","02552930"
"104206","11188","ADDED","approved","MIDAZOLAM","1","MG","02553104"
"104240","2011","ADDED","approved","MINOXIDIL","5","%","02553465"
"104215","20435","ADDED","approved","ARIPIPRAZOLE","15","MG","02553201"
"104244","11114","ADDED","approved","VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)","1000","MG","02553511"
"104209","2251","ADDED","approved","LOPERAMIDE HYDROCHLORIDE","2","MG","02553139"
"104213","20435","ADDED","approved","ARIPIPRAZOLE","5","MG","02553171"
"104259","27","ADDED","approved","ANASTROZOLE","1","MG","02553686"
"104229","2104","ADDED","approved","BACLOFEN","2","MG","02553341"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"104256","21078","ADDED","approved","APIXABAN","5","MG","02553643"
"104179","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02552825"
"104180","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02552833"
"86998","53","Changed","active","POTASSIUM CHLORIDE","1.94","G","02384248"
"86998","4753","Changed","active","SODIUM PHOSPHATE MONOBASIC","0.6","G","02384248"
"104203","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","20","MG","02553074"
"47425","93","ADDED","inactive","CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)","100","MG","02229520"
"104191","5190","ADDED","approved","SENNOSIDES","8.6","MG","02553007"
"104222","11163","ADDED","approved","TIMOLOL (TIMOLOL MALEATE)","0.5","%","02553287"
"104216","20435","ADDED","approved","ARIPIPRAZOLE","20","MG","02553228"
"104175","10194","ADDED","approved","MANGANESE (MANGANESE SULFATE)","11","MCG","02552787"
