"DRUG_IDENTIFICATION_NUMBER","formal_description_ntp","ntp_code","formal_description_tm","tm_code"
"02285975","acyclovir 800 mg oral tablet",9000362,"acyclovir",9000073
"02231190","acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection",9000355,"acyclovir",9000073
"02236916","acyclovir (acyclovir sodium) 25 mg per ml solution for injection",NA,"acyclovir",9000073
"02236926","acyclovir (acyclovir sodium) 50 mg per ml solution for injection",NA,"acyclovir",9000073
"02247373","alendronic acid (alendronate sodium) 10 mg oral tablet",9000428,"alendronate",9000099
"02248728","alendronic acid (alendronate sodium) 10 mg oral tablet",9000428,"alendronate",9000099
"02288087","alendronic acid (alendronate sodium) 10 mg oral tablet",9000428,"alendronate",9000099
"02381486","alendronic acid (alendronate sodium) 10 mg oral tablet",9000428,"alendronate",9000099
"02384701","alendronic acid (alendronate sodium) 10 mg oral tablet",9000428,"alendronate",9000099
"02388545","alendronic acid (alendronate sodium) 10 mg oral tablet",9000428,"alendronate",9000099
"02394863","alendronic acid (alendronate sodium) 10 mg oral tablet",9000428,"alendronate",9000099
"02401126","alendronic acid (alendronate sodium) 10 mg oral tablet",9000428,"alendronate",9000099
"02428725","alendronic acid (alendronate sodium) 10 mg oral tablet",9000428,"alendronate",9000099
"02248251","alendronic acid (alendronate sodium) 5 mg oral tablet",9000429,"alendronate",9000099
"02248727","alendronic acid (alendronate sodium) 5 mg oral tablet",9000429,"alendronate",9000099
"02381478","alendronic acid (alendronate sodium) 5 mg oral tablet",9000429,"alendronate",9000099
"02384698","alendronic acid (alendronate sodium) 5 mg oral tablet",9000429,"alendronate",9000099
"02428717","alendronic acid (alendronate sodium) 5 mg oral tablet",9000429,"alendronate",9000099
"02245329","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02248730","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02261715","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02273179","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02282763","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02284006","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02288109","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02299712","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02303078","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02381494","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02384728","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02385031","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02388553","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02394871","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02401134","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02428733","alendronic acid (alendronate sodium) 70 mg oral tablet",9000432,"alendronate",9000099
"02403633","alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 2800 unit oral tablet",9000430,"alendronate and cholecalciferol",9000100
"02454467","alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 2800 unit oral tablet",9000430,"alendronate and cholecalciferol",9000100
"02403641","alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 5600 unit oral tablet",9000431,"alendronate and cholecalciferol",9000100
"02454475","alendronic acid (alendronate sodium) 70 mg and vitamin d3 (cholecalciferol) 5600 unit oral tablet",9000431,"alendronate and cholecalciferol",9000100
"02245565","alfuzosin hydrochloride 10 mg prolonged release oral tablet",9000438,"alfuzosin",9000103
"02304678","alfuzosin hydrochloride 10 mg prolonged release oral tablet",9000438,"alfuzosin",9000103
"02314282","alfuzosin hydrochloride 10 mg prolonged release oral tablet",9000438,"alfuzosin",9000103
"02315866","alfuzosin hydrochloride 10 mg prolonged release oral tablet",9000438,"alfuzosin",9000103
"02414759","alfuzosin hydrochloride 10 mg prolonged release oral tablet",9000438,"alfuzosin",9000103
"02443201","alfuzosin hydrochloride 10 mg prolonged release oral tablet",9000438,"alfuzosin",9000103
"02447576","alfuzosin hydrochloride 10 mg prolonged release oral tablet",9000438,"alfuzosin",9000103
"00402818","allopurinol 100 mg oral tablet",9000459,"allopurinol",9000108
"00555681","allopurinol 100 mg oral tablet",9000459,"allopurinol",9000108
"02396327","allopurinol 100 mg oral tablet",9000459,"allopurinol",9000108
"02402769","allopurinol 100 mg oral tablet",9000459,"allopurinol",9000108
"02421593","allopurinol 100 mg oral tablet",9000459,"allopurinol",9000108
"02130157","allopurinol 200 mg oral tablet",9000460,"allopurinol",9000108
"00479799","allopurinol 200 mg oral tablet",9000460,"allopurinol",9000108
"02396335","allopurinol 200 mg oral tablet",9000460,"allopurinol",9000108
"02402777","allopurinol 200 mg oral tablet",9000460,"allopurinol",9000108
"02421607","allopurinol 200 mg oral tablet",9000460,"allopurinol",9000108
"00294322","allopurinol 300 mg oral tablet",9000461,"allopurinol",9000108
"00402796","allopurinol 300 mg oral tablet",9000461,"allopurinol",9000108
"00555703","allopurinol 300 mg oral tablet",9000461,"allopurinol",9000108
"02396343","allopurinol 300 mg oral tablet",9000461,"allopurinol",9000108
"02402785","allopurinol 300 mg oral tablet",9000461,"allopurinol",9000108
"02421615","allopurinol 300 mg oral tablet",9000461,"allopurinol",9000108
"00865397","alprazolam 0.25 mg oral tablet",9000472,"alprazolam",9000113
"01908189","alprazolam 0.25 mg oral tablet",9000472,"alprazolam",9000113
"01913484","alprazolam 0.25 mg oral tablet",9000472,"alprazolam",9000113
"02137534","alprazolam 0.25 mg oral tablet",9000472,"alprazolam",9000113
"00548359","alprazolam 0.25 mg oral tablet",9000472,"alprazolam",9000113
"02349191","alprazolam 0.25 mg oral tablet",9000472,"alprazolam",9000113
"02400111","alprazolam 0.25 mg oral tablet",9000472,"alprazolam",9000113
"02404877","alprazolam 0.25 mg oral tablet",9000472,"alprazolam",9000113
"02417634","alprazolam 0.25 mg oral tablet",9000472,"alprazolam",9000113
"00865400","alprazolam 0.5 mg oral tablet",9000473,"alprazolam",9000113
"01908170","alprazolam 0.5 mg oral tablet",9000473,"alprazolam",9000113
"01913492","alprazolam 0.5 mg oral tablet",9000473,"alprazolam",9000113
"02137542","alprazolam 0.5 mg oral tablet",9000473,"alprazolam",9000113
"00548367","alprazolam 0.5 mg oral tablet",9000473,"alprazolam",9000113
"02349205","alprazolam 0.5 mg oral tablet",9000473,"alprazolam",9000113
"02400138","alprazolam 0.5 mg oral tablet",9000473,"alprazolam",9000113
"02404885","alprazolam 0.5 mg oral tablet",9000473,"alprazolam",9000113
"02417642","alprazolam 0.5 mg oral tablet",9000473,"alprazolam",9000113
"00723770","alprazolam 1 mg oral tablet",9000474,"alprazolam",9000113
"02229813","alprazolam 1 mg oral tablet",9000474,"alprazolam",9000113
"02243611","alprazolam 1 mg oral tablet",9000474,"alprazolam",9000113
"02248706","alprazolam 1 mg oral tablet",9000474,"alprazolam",9000113
"02400146","alprazolam 1 mg oral tablet",9000474,"alprazolam",9000113
"02404893","alprazolam 1 mg oral tablet",9000474,"alprazolam",9000113
"02417650","alprazolam 1 mg oral tablet",9000474,"alprazolam",9000113
"00813958","alprazolam 2 mg oral tablet",9000475,"alprazolam",9000113
"02229814","alprazolam 2 mg oral tablet",9000475,"alprazolam",9000113
"02243612","alprazolam 2 mg oral tablet",9000475,"alprazolam",9000113
"02400154","alprazolam 2 mg oral tablet",9000475,"alprazolam",9000113
"02404907","alprazolam 2 mg oral tablet",9000475,"alprazolam",9000113
"02417669","alprazolam 2 mg oral tablet",9000475,"alprazolam",9000113
"02292173","amiodarone hydrochloride 100 mg oral tablet",9000513,"amiodarone",9000130
"02239835","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02240604","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02242472","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02243836","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02245781","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02246194","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02246331","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02247217","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02309661","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02364336","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02385465","amiodarone hydrochloride 200 mg oral tablet",9000514,"amiodarone",9000130
"02242325","amiodarone hydrochloride 50 mg per ml solution for injection",NA,"amiodarone",9000130
"02245248","amiodarone hydrochloride 50 mg per ml solution for injection",NA,"amiodarone",9000130
"02245696","amiodarone hydrochloride 50 mg per ml solution for injection",NA,"amiodarone",9000130
"02246953","amiodarone hydrochloride 50 mg per ml solution for injection",NA,"amiodarone",9000130
"02374684","amiodarone hydrochloride 50 mg per ml solution for injection",NA,"amiodarone",9000130
"00037400","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"00293911","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"00335053","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"00370991","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"02247166","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"02326043","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"02403137","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"02429861","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"02435527","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"02451786","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"00654523","amitriptyline hydrochloride 10 mg oral tablet",9000516,"amitriptyline",9000131
"00037419","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"00306320","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"00335061","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"00371009","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"02247167","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"02326051","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"02403145","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"02429888","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"02435535","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"00654515","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"02451794","amitriptyline hydrochloride 25 mg oral tablet",9000517,"amitriptyline",9000131
"00037427","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"00271152","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"00335088","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"00456349","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"02247168","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"02326078","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"02403153","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"02429896","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"02435543","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"02451808","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"00654507","amitriptyline hydrochloride 50 mg oral tablet",9000518,"amitriptyline",9000131
"00405612","amitriptyline hydrochloride 75 mg oral tablet",9000519,"amitriptyline",9000131
"00754129","amitriptyline hydrochloride 75 mg oral tablet",9000519,"amitriptyline",9000131
"02403161","amitriptyline hydrochloride 75 mg oral tablet",9000519,"amitriptyline",9000131
"02429918","amitriptyline hydrochloride 75 mg oral tablet",9000519,"amitriptyline",9000131
"02435551","amitriptyline hydrochloride 75 mg oral tablet",9000519,"amitriptyline",9000131
"00878936","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02250500","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02272121","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02273381","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02280140","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02284073","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02284391","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02297493","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02321866","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02326787","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02326817","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02326841","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02331292","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02331500","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02357208","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02357720","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02362678","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02369249","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02371723","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02385805","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02392143","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02397080","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02426994","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02429225","amlodipine (amlodipine besylate) 10 mg oral tablet",9000531,"amlodipine",9000132
"02280124","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02295148","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02297477","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02326760","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02326795","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02326825","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02330474","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02331489","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02357186","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02357704","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02371707","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02385783","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02392127","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"02398877","amlodipine (amlodipine besylate) 2.5 mg oral tablet",9000533,"amlodipine",9000132
"00878928","amlodipine (amlodipine besylate) 5 mg oral tablet",9000545,"amlodipine",9000132
"02250497","amlodipine (amlodipine besylate) 5 mg oral tablet",9000545,"amlodipine",9000132
"02272113","amlodipine (amlodipine besylate) 5 mg oral tablet",9000545,"amlodipine",9000132
"02273373","amlodipine (amlodipine besylate) 5 mg oral tablet",9000545,"amlodipine",9000132
"02280132","amlodipine (amlodipine besylate) 5 mg oral tablet",9000545,"amlodipine",9000132
"02284065","amlodipine (amlodipine besylate) 5 mg oral tablet",9000545,"amlodipine",9000132
"02284383","amlodipine (amlodipine besylate) 5 mg oral tablet",9000545,"amlodipine",9000132
"02297485","amlodipine (amlodipine besylate) 5 mg oral tablet",9000545,"amlodipine",9000132
"02321858","amlodipine (amlodipine besylate) 5 mg oral tablet",9000545,"amlodipine",9000132
