"mp_code","mp_formal_name","Health_Canada_identifier","Health_Canada_product_name","Health_Canada_description"
"02281643","DOM-SIMVASTATIN (simvastatin 40 mg oral tablet) DOMINION PHARMACAL","02281643","DOM-SIMVASTATIN",""
"02294273","PMS-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) PHARMASCIENCE INC","02294273","PMS-TERBINAFINE",""
"02294419","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC","02294419","PMS-MINOCYCLINE",""
"02294427","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 100 mg oral capsule) PHARMASCIENCE INC","02294427","PMS-MINOCYCLINE",""
"02302616","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC","02302616","PMS-DICLOFENAC",""
"02302624","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC","02302624","PMS-DICLOFENAC",""
"02304686","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 20 mg oral tablet) MINT PHARMACEUTICALS INC","02304686","MINT-CITALOPRAM",""
"02304694","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) MINT PHARMACEUTICALS INC","02304694","MINT-CITALOPRAM",""
"02313456","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) PHARMASCIENCE INC","02313456","PMS-ATORVASTATIN",""
"02314754","IBUPROFEN (ibuprofen 200 mg oral tablet) PHARMASCIENCE INC","02314754","IBUPROFEN",""
"02314762","IBUPROFEN (ibuprofen 200 mg oral tablet) PHARMASCIENCE INC","02314762","IBUPROFEN","CAPLETS"
"02352753","AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) SANIS HEALTH INC","02352753","AMOXICILLIN",""
"02352788","AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) SANIS HEALTH INC","02352788","AMOXICILLIN","SUGAR-REDUCED"
"02370077","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) MINT PHARMACEUTICALS INC","02370077","MINT-CITALOPRAM",""
"02377209","NOVORAPID (insulin aspart 100 unit per mL solution for injection 3 mL cartridge) NOVO NORDISK CANADA INC","02377209","NOVORAPID","FLEXTOUCH - PREFILLED MULTIDOSE DISPOSABLE INSULIN DELIVERY DEVICE CONTAINING A 3ML CARTRIDGE"
"02394596","METHADOSE (methadone hydrochloride 10 mg per mL oral solution) MALLINCKRODT CANADA ULC","02394596","METHADOSE",""
"02394618","METHADOSE (methadone hydrochloride 10 mg per mL oral solution) MALLINCKRODT CANADA ULC","02394618","METHADOSE","DYE FREE, SUGAR FREE, UNFLAVORED"
"02399377","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) PHARMASCIENCE INC","02399377","PMS-ATORVASTATIN",""
"02399385","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) PHARMASCIENCE INC","02399385","PMS-ATORVASTATIN",""
"02399393","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) PHARMASCIENCE INC","02399393","PMS-ATORVASTATIN",""
"02399407","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PHARMASCIENCE INC","02399407","PMS-ATORVASTATIN",""
"02399482","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) DOMINION PHARMACAL","02399482","DOM-ATORVASTATIN",""
"02399490","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) DOMINION PHARMACAL","02399490","DOM-ATORVASTATIN",""
"02399504","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) DOMINION PHARMACAL","02399504","DOM-ATORVASTATIN",""
"02417340","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED","02417340","SANDOZ CANDESARTAN",""
"02424835","DIVIGEL (estradiol 0.1 % transdermal gel) TEVA CANADA LIMITED","02424835","DIVIGEL","0.5MG PACK"
"02424843","DIVIGEL (estradiol 0.1 % transdermal gel) TEVA CANADA LIMITED","02424843","DIVIGEL","1MG PACK"
"02424924","DIVIGEL (estradiol 0.1 % transdermal gel) TEVA CANADA LIMITED","02424924","DIVIGEL","0.25 MG PACK"
"02429691","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) MINT PHARMACEUTICALS INC","02429691","MINT-CITALOPRAM",""
"02429705","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 20 mg oral tablet) MINT PHARMACEUTICALS INC","02429705","MINT-CITALOPRAM",""
"02429713","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) MINT PHARMACEUTICALS INC","02429713","MINT-CITALOPRAM",""
"02239238","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC","02239238","PMS-MINOCYCLINE",""
"02239239","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 100 mg oral capsule) PHARMASCIENCE INC","02239239","PMS-MINOCYCLINE",""
"02252619","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC","02252619","PMS-SIMVASTATIN",""
"02252635","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC","02252635","PMS-SIMVASTATIN",""
"02252643","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC","02252643","PMS-SIMVASTATIN",""
"02252651","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC","02252651","PMS-SIMVASTATIN",""
"02252678","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC","02252678","PMS-SIMVASTATIN",""
"02352745","AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) SANIS HEALTH INC","02352745","AMOXICILLIN",""
"02352761","AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) SANIS HEALTH INC","02352761","AMOXICILLIN","SUGAR-REDUCED"
"02231502","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC","02231502","PMS-DICLOFENAC",""
"02231503","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC","02231503","PMS-DICLOFENAC",""
"02244769","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC","02244769","PMS-MOMETASONE",""
"02253747","DOM-SIMVASTATIN (simvastatin 5 mg oral tablet) DOMINION PHARMACAL","02253747","DOM-SIMVASTATIN",""
"02253755","DOM-SIMVASTATIN (simvastatin 10 mg oral tablet) DOMINION PHARMACAL","02253755","DOM-SIMVASTATIN",""
"02253763","DOM-SIMVASTATIN (simvastatin 20 mg oral tablet) DOMINION PHARMACAL","02253763","DOM-SIMVASTATIN",""
"02253771","DOM-SIMVASTATIN (simvastatin 40 mg oral tablet) DOMINION PHARMACAL","02253771","DOM-SIMVASTATIN",""
"02253798","DOM-SIMVASTATIN (simvastatin 80 mg oral tablet) DOMINION PHARMACAL","02253798","DOM-SIMVASTATIN",""
"02270862","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC","02270862","PMS-MOMETASONE",""
"02281619","DOM-SIMVASTATIN (simvastatin 5 mg oral tablet) DOMINION PHARMACAL","02281619","DOM-SIMVASTATIN",""
"02281651","DOM-SIMVASTATIN (simvastatin 80 mg oral tablet) DOMINION PHARMACAL","02281651","DOM-SIMVASTATIN",""
"02313448","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) PHARMASCIENCE INC","02313448","PMS-ATORVASTATIN",""
"02313464","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) PHARMASCIENCE INC","02313464","PMS-ATORVASTATIN",""
"02313472","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PHARMASCIENCE INC","02313472","PMS-ATORVASTATIN",""
"02355612","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) DOMINION PHARMACAL","02355612","DOM-ATORVASTATIN",""
"02355620","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) DOMINION PHARMACAL","02355620","DOM-ATORVASTATIN",""
"02355639","DOM-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) DOMINION PHARMACAL","02355639","DOM-ATORVASTATIN",""
"02392267","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED","02392267","SANDOZ CANDESARTAN",""
