drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"100474","55","OPHTHALMIC","ADDED","02515350"
"100460","8","DISINFECTANT (Food Premises)","ADDED","02515210"
"100467","22","INTRAMUSCULAR","ADDED","02515261"
"100485","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02515458"
"100386","56","ORAL","ADDED","02514540"
"100451","93","DISINFECTANT (Domestic)","ADDED","02515113"
"100448","93","DISINFECTANT (Domestic)","ADDED","02515083"
"100460","94","DISINFECTANT (Institutional/Industrial)","ADDED","02515210"
"98247","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02492466"
"100385","56","ORAL","ADDED","02514532"
"100475","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02515369"
"100481","94","DISINFECTANT (Institutional/Industrial)","ADDED","02515407"
"100354","56","ORAL","ADDED","02514397"
"99939","94","DISINFECTANT (Institutional/Industrial)","ADDED","02510154"
"100035","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511126"
"99655","2","DISINFECTANT (Barn)","ADDED","02507145"
"100432","56","ORAL","ADDED","02514915"
"100437","56","ORAL","ADDED","02514974"
"86560","8","DISINFECTANT (Food Premises)","ADDED","02379732"
"100431","56","ORAL","ADDED","02514907"
"86560","94","DISINFECTANT (Institutional/Industrial)","ADDED","02379732"
"100467","49","INTRAVENOUS","ADDED","02515261"
"99939","8","DISINFECTANT (Food Premises)","ADDED","02510154"
"99834","93","DISINFECTANT (Domestic)","ADDED","02509024"
"100471","49","INTRAVENOUS","ADDED","02515326"
"100440","70","TOPICAL","ADDED","02515008"
"100460","2","DISINFECTANT (Barn)","ADDED","02515210"
"100468","49","INTRAVENOUS","ADDED","02515288"
"100362","65","SUBCUTANEOUS","ADDED","02514435"
"100172","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02512432"
"100366","56","ORAL","ADDED","02514486"
"100439","56","ORAL","ADDED","02514990"
"99274","56","ORAL","ADDED","02503247"
"100468","65","SUBCUTANEOUS","ADDED","02515288"
"100035","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511126"
"100341","70","TOPICAL","ADDED","02514249"
"99939","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02510154"
"100362","49","INTRAVENOUS","ADDED","02514435"
"100485","2","DISINFECTANT (Barn)","ADDED","02515458"
"99834","94","DISINFECTANT (Institutional/Industrial)","ADDED","02509024"
"100467","65","SUBCUTANEOUS","ADDED","02515261"
"100429","56","ORAL","ADDED","02514885"
"100438","56","ORAL","ADDED","02514982"
"100342","70","TOPICAL","ADDED","02514257"
"100446","56","ORAL","ADDED","02515067"
"100396","56","ORAL","ADDED","02514656"
"100172","94","DISINFECTANT (Institutional/Industrial)","ADDED","02512432"
"86560","93","DISINFECTANT (Domestic)","ADDED","02379732"
"96116","56","ORAL","ADDED","02471922"
"100426","93","DISINFECTANT (Domestic)","ADDED","02514869"
"99417","93","DISINFECTANT (Domestic)","ADDED","02504782"
"100441","56","ORAL","ADDED","02515016"
"100428","56","ORAL","ADDED","02514877"
"99939","93","DISINFECTANT (Domestic)","ADDED","02510154"
"100470","56","ORAL","ADDED","02515318"
"100398","56","ORAL","ADDED","02514672"
"99834","8","DISINFECTANT (Food Premises)","ADDED","02509024"
"100442","56","ORAL","ADDED","02515024"
"99655","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02507145"
"100420","56","ORAL","ADDED","02514818"
"100460","93","DISINFECTANT (Domestic)","ADDED","02515210"
"100412","104","TOPICAL (HOUSEHOLD)","ADDED","02514729"
"100489","49","INTRAVENOUS","ADDED","02515490"
"100433","56","ORAL","ADDED","02514923"
"100451","94","DISINFECTANT (Institutional/Industrial)","ADDED","02515113"
"99656","8","DISINFECTANT (Food Premises)","ADDED","02507153"
"100116","93","DISINFECTANT (Domestic)","ADDED","02511991"
"100340","70","TOPICAL","ADDED","02514230"
"100445","56","ORAL","ADDED","02515059"
"100485","8","DISINFECTANT (Food Premises)","ADDED","02515458"
"100454","56","ORAL","ADDED","02515156"
"100476","55","OPHTHALMIC","ADDED","02515377"
"100362","22","INTRAMUSCULAR","ADDED","02514435"
"99574","104","TOPICAL (HOUSEHOLD)","ADDED","02506351"
"100469","65","SUBCUTANEOUS","ADDED","02515296"
"100475","94","DISINFECTANT (Institutional/Industrial)","ADDED","02515369"
"98247","8","DISINFECTANT (Food Premises)","ADDED","02492466"
"100451","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02515113"
"100485","93","DISINFECTANT (Domestic)","ADDED","02515458"
