"ccdd","mp_code","greater_than_5_AIs","drug_identification_number","brand_name","company_name","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time"
FALSE,"00009881",FALSE,"00009881","PAPAVERINE HYDROCHLORIDE INJECTION USP","SANDOZ CANADA INCORPORATED","PAPAVERINE HYDROCHLORIDE INJECTION USP (papaverine hydrochloride 65 mg per 2 mL solution for injection) SANDOZ CANADA INCORPORATED",NA,NA,"Active","19511231"
FALSE,"00116815",FALSE,"00116815","DIOVOL PLUS SUSPENSION","CHURCH & DWIGHT CANADA CORP","DIOVOL PLUS SUSPENSION (aluminum hydroxide (dried aluminum hydroxide gel) 165 mg per 5 mL and magnesium hydroxide 200 mg per 5 mL and simethicone 25 mg per 5 mL oral suspension) CHURCH & DWIGHT CANADA CORP",NA,NA,"Active","19631231"
FALSE,"00116882",FALSE,"00116882","DIOVOL PLUS TABLETS","CHURCH & DWIGHT CANADA CORP","DIOVOL PLUS TABLETS (aluminum hydroxide-magnesium carbonate-co dried gel 300 mg and magnesium hydroxide 100 mg and simethicone 25 mg oral tablet) CHURCH & DWIGHT CANADA CORP",NA,NA,"Active","19631231"
FALSE,"00013609",FALSE,"00013609","GRAVOL COMFORT SHAPED SUPPOSITORIES","CHURCH & DWIGHT CANADA CORP","GRAVOL COMFORT SHAPED SUPPOSITORIES (dimenhydrinate 100 mg suppository) CHURCH & DWIGHT CANADA CORP",NA,NA,"Active","19511231"
FALSE,"00013579",FALSE,"00013579","GRAVOL IM","CHURCH & DWIGHT CANADA CORP","GRAVOL IM (dimenhydrinate 50 mg per mL solution for injection) CHURCH & DWIGHT CANADA CORP",NA,NA,"Active","19531231"
FALSE,"00013617",FALSE,"00013617","OVOL DROPS 40MG","CHURCH & DWIGHT CANADA CORP","OVOL DROPS 40MG (simethicone 40 mg per mL oral drops) CHURCH & DWIGHT CANADA CORP",NA,NA,"Active","19631231"
FALSE,"00001961",FALSE,"00001961","XYLOCAINE OINTMENT 5%","ASPEN PHARMACARE CANADA INC.","XYLOCAINE OINTMENT 5% (lidocaine 5 % cutaneous ointment) ASPEN PHARMACARE CANADA INC.",NA,NA,"Active","19541231"
FALSE,"00001694",FALSE,"00001694","XYLOCAINE JELLY 2%","ASPEN PHARMACARE CANADA INC.","XYLOCAINE JELLY 2% (lidocaine hydrochloride 20 mg per mL cutaneous gel) ASPEN PHARMACARE CANADA INC.",NA,NA,"Active","19511231"
FALSE,"00038172",FALSE,"00038172","QUELICIN","PFIZER CANADA INC","QUELICIN (succinylcholine chloride 20 mg per mL solution for injection) PFIZER CANADA INC",NA,NA,"Active","19521231"
FALSE,"00037834",FALSE,"00037834","SODIUM CHLORIDE IRRIGATION USP","ICU MEDICAL CANADA INC","SODIUM CHLORIDE IRRIGATION USP (sodium chloride 9 mg per mL NA) ICU MEDICAL CANADA INC",NA,NA,"Active","19661231"
FALSE,"00038229",FALSE,"00038229","STERILE WATER FOR IRRIGATION USP","ICU MEDICAL CANADA INC","STERILE WATER FOR IRRIGATION USP (water 100 % NA) ICU MEDICAL CANADA INC",NA,NA,"Active","19641231"
FALSE,"00213071",FALSE,"00213071","COSMEGEN","RECORDATI RARE DISEASES INC","COSMEGEN (dactinomycin 0.5 mg per vial powder for solution for injection) RECORDATI RARE DISEASES INC",NA,NA,"Active","19631231"
FALSE,"00035017",FALSE,"00035017","ISOPTO ATROPINE","NOVARTIS PHARMACEUTICALS CANADA INC","ISOPTO ATROPINE (atropine sulfate 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"Active","19641231"
FALSE,"00042676",FALSE,"00042676","MAXITROL","NOVARTIS PHARMACEUTICALS CANADA INC","MAXITROL (dexamethasone 0.1 % and neomycin (neomycin sulfate) 3.5 mg and polymyxin b sulfate 6000 unit per mL ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"Active","19631231"
FALSE,"00000981",FALSE,"00000981","MYDRIACYL","NOVARTIS PHARMACEUTICALS CANADA INC","MYDRIACYL (tropicamide 0.5 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"Active","19511231"
FALSE,"00016055",FALSE,"00016055","CUPRIMINE","VALEANT CANADA LP/VALEANT CANADA S.E.C.","CUPRIMINE (d-penicillamine 250 mg oral capsule) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"Active","19641231"
TRUE,"00021016",FALSE,"00021016","TEVA-QUININE","TEVA CANADA LIMITED","TEVA-QUININE (quinine sulfate 300 mg oral capsule) TEVA CANADA LIMITED",NA,NA,"Active","19661231"
TRUE,"00024694",FALSE,"00024694","ATARAX SYRUP 2MG/ML","ERFA CANADA 2012 INC","ATARAX SYRUP 2MG/ML (hydroxyzine hydrochloride 10 mg per 5 mL syrup) ERFA CANADA 2012 INC",NA,NA,"Active","19561231"
TRUE,"00028096",FALSE,"00028096","CELESTONE SOLUSPAN","MERCK CANADA INC","CELESTONE SOLUSPAN (betamethasone acetate 3 mg per mL and betamethasone (betamethasone sodium phosphate) 3 mg per mL suspension for injection) MERCK CANADA INC",NA,NA,"Active","19651231"
TRUE,"00178799",FALSE,"00178799","PHENOBARB","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","PHENOBARB (phenobarbital 15 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"Active","19571231"
TRUE,"00178802",FALSE,"00178802","PHENOBARB","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","PHENOBARB (phenobarbital 30 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"Active","19571231"
TRUE,"00178810",FALSE,"00178810","PHENOBARB","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","PHENOBARB (phenobarbital 60 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"Active","19571231"
TRUE,"00178829",FALSE,"00178829","PHENOBARB","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","PHENOBARB (phenobarbital 100 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"Active","19571231"
FALSE,"00027243",FALSE,"00027243","DIHYDROERGOTAMINE (DHE), 1MG/ML","STERIMAX INC","DIHYDROERGOTAMINE (DHE), 1MG/ML (dihydroergotamine mesylate 1 mg per mL solution for injection) STERIMAX INC",NA,NA,"Active","19461231"
TRUE,"00030937",FALSE,"00030937","PROVERA 5MG TABLETS","PFIZER CANADA INC","PROVERA 5MG TABLETS (medroxyprogesterone acetate 5 mg oral tablet) PFIZER CANADA INC",NA,NA,"Active","19611231"
FALSE,"00030708",FALSE,"00030708","BACITRACIN USP","PFIZER CANADA INC","BACITRACIN USP (bacitracin 50000 unit per 10 mL powder for solution for injection) PFIZER CANADA INC",NA,NA,"Active","19511231"
TRUE,"00030910",FALSE,"00030910","CORTEF TABLETS 10MG","PFIZER CANADA INC","CORTEF TABLETS 10MG (hydrocortisone 10 mg oral tablet) PFIZER CANADA INC",NA,NA,"Active","19541231"
TRUE,"00030929",FALSE,"00030929","CORTEF TABLETS 20 MG","PFIZER CANADA INC","CORTEF TABLETS 20 MG (hydrocortisone 20 mg oral tablet) PFIZER CANADA INC",NA,NA,"Active","19541231"
TRUE,"00030848",FALSE,"00030848","DEPO-PROVERA STERILE AQUEOUS SUSPENSION 50 MG/ML","PFIZER CANADA INC","DEPO-PROVERA STERILE AQUEOUS SUSPENSION 50 MG/ML (medroxyprogesterone acetate 250 mg per 5 mL suspension for injection vial) PFIZER CANADA INC",NA,NA,"Active","19601231"
TRUE,"00010340",FALSE,"00010340","ENTROPHEN ECT 650MG","PENDOPHARM DIVISION OF DE PHARMASCIENCE INC","ENTROPHEN ECT 650MG (acetylsalicylic acid 650 mg gastro-resistant tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"Active","19671231"
TRUE,"00021695",FALSE,"00021695","TEVA-PREDNISONE","TEVA CANADA LIMITED","TEVA-PREDNISONE (prednisone 5 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","19671231"
FALSE,"00021423",FALSE,"00021423","TEVA-DIMENATE","TEVA CANADA LIMITED","TEVA-DIMENATE (dimenhydrinate 50 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","19671231"
FALSE,"00021288",FALSE,"00021288","NOVO-PHENIRAM","TEVA CANADA LIMITED","NOVO-PHENIRAM (chlorpheniramine maleate 4 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","19671231"
FALSE,"00001732",FALSE,"00001732","XYLOCAINE 1%","ASPEN PHARMACARE CANADA INC.","XYLOCAINE 1% (lidocaine hydrochloride 10 mg per mL solution for injection) ASPEN PHARMACARE CANADA INC.",NA,NA,"Active","19541231"
FALSE,"00036641",FALSE,"00036641","XYLOCAINE 2%","ASPEN PHARMACARE CANADA INC.","XYLOCAINE 2% (lidocaine hydrochloride 20 mg per mL solution for injection) ASPEN PHARMACARE CANADA INC.",NA,NA,"Active","19541231"
FALSE,"00001791",FALSE,"00001791","XYLOCAINE 1% W EPINEPHRINE 1:100000","ASPEN PHARMACARE CANADA INC.","XYLOCAINE 1% W EPINEPHRINE 1:100000 (epinephrine (epinephrine bitartrate) 0.01 mg per mL and lidocaine hydrochloride 10 mg per mL solution for injection) ASPEN PHARMACARE CANADA INC.",NA,NA,"Active","19541231"
FALSE,"00001805",FALSE,"00001805","XYLOCAINE 1% W EPINEPHRINE 1:200000","ASPEN PHARMACARE CANADA INC.","XYLOCAINE 1% W EPINEPHRINE 1:200000 (epinephrine (epinephrine bitartrate) 5 mcg per mL and lidocaine hydrochloride 10 mg per mL solution for injection) ASPEN PHARMACARE CANADA INC.",NA,NA,"Active","19541231"
TRUE,"00023450",FALSE,"00023450","DILANTIN-125 SUSPENSION","PFIZER CANADA INC","DILANTIN-125 SUSPENSION (phenytoin 125 mg per 5 mL oral suspension) PFIZER CANADA INC",NA,NA,"Active","19531231"
TRUE,"00268313",FALSE,"00268313","SODIUM EDECRIN","VALEANT CANADA LP/VALEANT CANADA S.E.C.","SODIUM EDECRIN (ethacrynic acid (ethacrynate sodium) 50 mg per vial powder for solution for injection) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"Active","19681231"
FALSE,"00074462",FALSE,"00074462","LOCACORTEN VIOFORM","PALADIN LABS INC","LOCACORTEN VIOFORM (clioquinol 3 % and flumethasone pivalate 0.02 % cutaneous cream) PALADIN LABS INC",NA,NA,"Active","19681231"
FALSE,"00151874",FALSE,"00151874","OCTOCAINE HCL 2% EPINEPHRINE 1:50000","NOVOCOL PHARMACEUTICAL OF CANADA INC","OCTOCAINE HCL 2% EPINEPHRINE 1:50000 (epinephrine (epinephrine bitartrate) 0.02 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection) NOVOCOL PHARMACEUTICAL OF CANADA INC",NA,NA,"Active","19641231"
FALSE,"00151866",FALSE,"00151866","OCTOCAINE HCL 2% EPINEPHRINE 1:100000","NOVOCOL PHARMACEUTICAL OF CANADA INC","OCTOCAINE HCL 2% EPINEPHRINE 1:100000 (epinephrine (epinephrine bitartrate) 0.01 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection) NOVOCOL PHARMACEUTICAL OF CANADA INC",NA,NA,"Active","19641231"
TRUE,"00021008",FALSE,"00021008","TEVA-QUININE","TEVA CANADA LIMITED","TEVA-QUININE (quinine sulfate 200 mg oral capsule) TEVA CANADA LIMITED",NA,NA,"Active","19661231"
FALSE,"00021261",FALSE,"00021261","TEVA-CHLOROQUINE","TEVA CANADA LIMITED","TEVA-CHLOROQUINE (chloroquine diphosphate 250 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","19681231"
FALSE,"00176176",FALSE,"00176176","HYDERGINE TABLETS, 1MG","STERIMAX INC","HYDERGINE TABLETS, 1MG (ergoloid mesylates 1 mg oral tablet) STERIMAX INC",NA,NA,"Active","19681231"
FALSE,"00107875",FALSE,"00107875","FLEET ENEMA MINERAL OIL","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC","FLEET ENEMA MINERAL OIL (mineral oil 100 % rectal liquid) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC",NA,NA,"Active","19691231"
FALSE,"00115630",FALSE,"00115630","LIBRAX","VALEANT CANADA LP/VALEANT CANADA S.E.C.","LIBRAX (chlordiazepoxide hydrochloride 5 mg and clidinium bromide 2.5 mg oral capsule) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"Active","19611231"
FALSE,"00023485",FALSE,"00023485","ZARONTIN SYR 250MG/5ML","ERFA CANADA 2012 INC","ZARONTIN SYR 250MG/5ML (ethosuximide 250 mg per 5 mL syrup) ERFA CANADA 2012 INC",NA,NA,"Active","19641231"
TRUE,"00156876",FALSE,"00156876","PREDNISONE TAB 5MG","PRO DOC LIMITEE","PREDNISONE TAB 5MG (prednisone 5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"Active","19591231"
FALSE,"00039411",FALSE,"00039411","ELLIOTT'S SOLUTION A","HOSPIRA HEALTHCARE CORPORATION","ELLIOTT'S SOLUTION A (calcium chloride 0.2 mg per mL and magnesium chloride 0.116 mg per mL and potassium chloride 0.3 mg per mL and sodium chloride 8.6 mg per mL solution for injection) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"Active","19691231"
TRUE,"00023442",FALSE,"00023442","DILANTIN-30 SUSPENSION","PFIZER CANADA INC","DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) PFIZER CANADA INC",NA,NA,"Active","19681231"
FALSE,"00022799",FALSE,"00022799","ZARONTIN CAP 250MG","ERFA CANADA 2012 INC","ZARONTIN CAP 250MG (ethosuximide 250 mg oral capsule) ERFA CANADA 2012 INC",NA,NA,"Active","19601231"
FALSE,"00023949",FALSE,"00023949","THYROID TAB 30MG","ERFA CANADA 2012 INC","THYROID TAB 30MG (thyroid 30 mg oral tablet) ERFA CANADA 2012 INC",NA,NA,"Active","19511231"
FALSE,"00023957",FALSE,"00023957","THYROID TAB 60MG","ERFA CANADA 2012 INC","THYROID TAB 60MG (thyroid 60 mg oral tablet) ERFA CANADA 2012 INC",NA,NA,"Active","19511231"
FALSE,"00023965",FALSE,"00023965","THYROID TAB 125MG","ERFA CANADA 2012 INC","THYROID TAB 125MG (thyroid 125 mg oral tablet) ERFA CANADA 2012 INC",NA,NA,"Active","19511231"
TRUE,"00010405",FALSE,"00010405","TEGRETOL 200MG","NOVARTIS PHARMACEUTICALS CANADA INC","TEGRETOL 200MG (carbamazepine 200 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"Active","19691231"
TRUE,"00021474",FALSE,"00021474","TEVA-HYDROCHLOROTHIAZIDE","TEVA CANADA LIMITED","TEVA-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 25 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","19681231"
FALSE,"00001007",FALSE,"00001007","MYDRIACYL","NOVARTIS PHARMACEUTICALS CANADA INC","MYDRIACYL (tropicamide 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"Active","19691231"
FALSE,"00030767",FALSE,"00030767","DEPO-MEDROL 80 MG/ML","PFIZER CANADA INC","DEPO-MEDROL 80 MG/ML (methylprednisolone acetate 80 mg per mL NA) PFIZER CANADA INC",NA,NA,"Active","19691231"
TRUE,"00038121",FALSE,"00038121","EPHEDRINE SULFATE INJECTION USP","PFIZER CANADA INC","EPHEDRINE SULFATE INJECTION USP (ephedrine sulfate 50 mg per 1 mL solution for injection ampoule) PFIZER CANADA INC",NA,NA,"Active","19661231"
FALSE,"00000809",FALSE,"00000809","ISOPTO TEARS 0.5%","NOVARTIS PHARMACEUTICALS CANADA INC","ISOPTO TEARS 0.5% (hypromellose 0.5 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"Active","19691231"
FALSE,"00000817",FALSE,"00000817","ISOPTO TEARS 1%","NOVARTIS PHARMACEUTICALS CANADA INC","ISOPTO TEARS 1% (hypromellose 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"Active","19701231"
TRUE,"00005606",FALSE,"00005606","RITALIN 10MG","NOVARTIS PHARMACEUTICALS CANADA INC","RITALIN 10MG (methylphenidate hydrochloride 10 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"Active","19561231"
TRUE,"00005614",FALSE,"00005614","RITALIN 20MG","NOVARTIS PHARMACEUTICALS CANADA INC","RITALIN 20MG (methylphenidate hydrochloride 20 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"Active","19581231"
FALSE,"00074500",FALSE,"00074500","VIOFORM HYDROCORTISONE","PALADIN LABS INC","VIOFORM HYDROCORTISONE (clioquinol 3 % and hydrocortisone 1 % cutaneous cream) PALADIN LABS INC",NA,NA,"Active","19571231"
TRUE,"00021482",FALSE,"00021482","TEVA-HYDROCHLOROTHIAZIDE","TEVA CANADA LIMITED","TEVA-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 50 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","19681231"
FALSE,"00177016",FALSE,"00177016","VALISONE-G CREAM","VALEANT CANADA LP/VALEANT CANADA S.E.C.","VALISONE-G CREAM (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"Active","19701231"
FALSE,"00037796",FALSE,"00037796","SODIUM CHLORIDE INJECTION USP","PFIZER CANADA INC","SODIUM CHLORIDE INJECTION USP (sodium chloride 9 mg per mL solution for injection) PFIZER CANADA INC",NA,NA,"Active","19671231"
FALSE,"00074454",FALSE,"00074454","LOCACORTEN VIOFORM EARDROPS","PALADIN LABS INC","LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) PALADIN LABS INC",NA,NA,"Active","19691231"
FALSE,"00176192",FALSE,"00176192","FIORINAL C1/4","TRIBUTE PHARMACEUTICALS CANADA INC","FIORINAL C1/4 (acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg and codeine phosphate 15 mg oral capsule) TRIBUTE PHARMACEUTICALS CANADA INC",NA,NA,"Active","19701231"
FALSE,"00176206",FALSE,"00176206","FIORINAL C1/2","TRIBUTE PHARMACEUTICALS CANADA INC","FIORINAL C1/2 (acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg and codeine phosphate 30 mg oral capsule) TRIBUTE PHARMACEUTICALS CANADA INC",NA,NA,"Active","19701231"
TRUE,"00030570",FALSE,"00030570","DALACIN C 150 MG","PFIZER CANADA INC","DALACIN C 150 MG (clindamycin (clindamycin hydrochloride) 150 mg oral capsule) PFIZER CANADA INC",NA,NA,"Active","19701231"
TRUE,"02162806",FALSE,"02162806","MINITRAN","VALEANT CANADA LP/VALEANT CANADA S.E.C.","MINITRAN (nitroglycerin 0.2 mg per hour transdermal patch) VALEANT CANADA LP/VALEANT CANADA S.E.C.",NA,NA,"Active","19951231"
FALSE,"00131237",FALSE,"00131237","CONRAY 60","LIEBEL-FLARSHEIM CANADA INC","CONRAY 60 (iothalamate meglumine 600 mg per mL solution for injection) LIEBEL-FLARSHEIM CANADA INC",NA,NA,"Active","19511231"
FALSE,"00029149",FALSE,"00029149","FUNGIZONE INTRAVENOUS INJECTION 50MG","BRISTOL-MYERS SQUIBB CANADA","FUNGIZONE INTRAVENOUS INJECTION 50MG (amphotericin b 50 mg per vial powder for solution for injection) BRISTOL-MYERS SQUIBB CANADA",NA,NA,"Active","19581231"
FALSE,"00001147",FALSE,"00001147","ALBALON","ALLERGAN INC","ALBALON (naphazoline hydrochloride 0.1 % ophthalmic drops) ALLERGAN INC",NA,NA,"Active","19701231"
FALSE,"00036323",FALSE,"00036323","LOMOTIL","PFIZER CANADA INC","LOMOTIL (atropine sulfate 0.025 mg and diphenoxylate hydrochloride 2.5 mg oral tablet) PFIZER CANADA INC",NA,NA,"Active","19601231"
FALSE,"00012750",FALSE,"00012750","MATULANE","LEADIANT BIOSCIENCES, INC","MATULANE (procarbazine (procarbazine hydrochloride) 50 mg oral capsule) LEADIANT BIOSCIENCES, INC",NA,NA,"Active","19701231"
TRUE,"700522",FALSE,"00155357","ADRENALIN CHLORIDE SOL 1:1000 AMP","ERFA CANADA 2012 INC","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 1 mg per 1 mL solution for injection ampoule) ERFA CANADA 2012 INC",NA,NA,"Active","19511231"
TRUE,"700523",FALSE,"00155357","ADRENALIN CHLORIDE SOL 1:1000 AMP","ERFA CANADA 2012 INC","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule) ERFA CANADA 2012 INC",NA,NA,"Active","19511231"
TRUE,"00050024",FALSE,"00050024","CODEINE PHOSPHATE SYRUP","LABORATOIRE ATLAS INC","CODEINE PHOSPHATE SYRUP (codeine phosphate 25 mg per 5 mL syrup) LABORATOIRE ATLAS INC",NA,NA,"Active","19861218"
FALSE,"00024325",FALSE,"00024325","SINEQUAN","AA PHARMA INC","SINEQUAN (doxepin (doxepin hydrochloride) 10 mg oral capsule) AA PHARMA INC",NA,NA,"Active","19701231"
FALSE,"00024333",FALSE,"00024333","SINEQUAN","AA PHARMA INC","SINEQUAN (doxepin (doxepin hydrochloride) 25 mg oral capsule) AA PHARMA INC",NA,NA,"Active","19701231"
FALSE,"00024341",FALSE,"00024341","SINEQUAN","AA PHARMA INC","SINEQUAN (doxepin (doxepin hydrochloride) 50 mg oral capsule) AA PHARMA INC",NA,NA,"Active","19701231"
FALSE,"00068594",FALSE,"00068594","COACTIFED","GLAXOSMITHKLINE INC","COACTIFED (codeine phosphate 10 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL and triprolidine hydrochloride 2 mg per 5 mL syrup) GLAXOSMITHKLINE INC",NA,NA,"Active","19601231"
FALSE,"00004618",FALSE,"00004618","MYLERAN","ASPEN PHARMACARE CANADA INC.","MYLERAN (busulfan 2 mg oral tablet) ASPEN PHARMACARE CANADA INC.",NA,NA,"Active","19541231"
FALSE,"00004723",FALSE,"00004723","PURINETHOL","TEVA CANADA LIMITED","PURINETHOL (mercaptopurine 50 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"Active","19541231"
TRUE,"00022772",FALSE,"00022772","DILANTIN","PFIZER CANADA INC","DILANTIN (phenytoin sodium 30 mg oral capsule) PFIZER CANADA INC",NA,NA,"Active","19511231"
TRUE,"00022780",FALSE,"00022780","DILANTIN","PFIZER CANADA INC","DILANTIN (phenytoin sodium 100 mg oral capsule) PFIZER CANADA INC",NA,NA,"Active","19511231"
FALSE,"00070254",FALSE,"00070254","CORA CAINE","CORALITE DENTAL PRODUCTS","CORA CAINE (benzocaine 23 % and methyl heptyl colamino formylmethyl pyridinium chl 0.1 % oromucosal paste) CORALITE DENTAL PRODUCTS",NA,NA,"Active","19801104"
FALSE,"00010391",FALSE,"00010391","SINTROM","PALADIN LABS INC","SINTROM (acenocoumarol 4 mg oral tablet) PALADIN LABS INC",NA,NA,"Active","19571231"
TRUE,"00023698",FALSE,"00023698","DILANTIN INFATABS","PFIZER CANADA INC","DILANTIN INFATABS (phenytoin 50 mg oral tablet) PFIZER CANADA INC",NA,NA,"Active","19521231"
FALSE,"00065927",FALSE,"00065927","NEO-LARYNGOBIS","TEVA CANADA LIMITED","NEO-LARYNGOBIS (bismuth dipropylacetate 135 mg suppository) TEVA CANADA LIMITED",NA,NA,"Active","19501231"
FALSE,"00221570",FALSE,"00221570","CERUMOL","THORNTON & ROSS LTD","CERUMOL (chlorobutanol 5 % per 11 mL and dichlorobenzene 2 % per 11 mL and oil of turpentine 10 % per 11 mL and peanut oil 57 % per 11 mL otic drops) THORNTON & ROSS LTD",NA,NA,"Active","19711231"
FALSE,"00010383",FALSE,"00010383","SINTROM","PALADIN LABS INC","SINTROM (acenocoumarol 1 mg oral tablet) PALADIN LABS INC",NA,NA,"Active","19621231"
