mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name
"77701098","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 25 mg per 5 mL solution for injection vial) OMEGA LABORATORIES LIMITED","NA","DILTIAZEM HYDROCHLORIDE INJECTION (chlorhydrate de diltiazem 25 mg par 5 mL solution injectable fiole) OMEGA LABORATORIES LIMITED","Active","20211007","CCDD","02514095","DILTIAZEM HYDROCHLORIDE INJECTION"
"77701097","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 50 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LIMITED","NA","DILTIAZEM HYDROCHLORIDE INJECTION (chlorhydrate de diltiazem 50 mg par 10 mL solution injectable fiole) OMEGA LABORATORIES LIMITED","Active","20211007","CCDD","02514095","DILTIAZEM HYDROCHLORIDE INJECTION"
"02513161","MAGNESIUM SULFATE INJECTION, BP 49.3% (magnesium sulfate 493 mg per mL solution for injection 500 mL bag) BAXTER CORPORATION","NA","MAGNESIUM SULFATE INJECTION, BP 49.3% (sulfate de magnésium 493 mg par mL solution injectable 500 mL sac) BAXTER CORPORATION","Active","20211001","DIN","02513161","MAGNESIUM SULFATE INJECTION, BP 49.3%"
"77701096","ONDANSETRON INJECTION BP (ondansetron (ondansetron hydrochloride dihydrate) 4 mg per 2 mL solution for injection ampoule) AURO PHARMA INC","NA","ONDANSETRON INJECTION BP (ondansétron (chlorhydrate d'ondansétron dihydraté) 4 mg par 2 mL solution injectable ampoule) AURO PHARMA INC","Active","20211007","CCDD","02461420","ONDANSETRON INJECTION BP"
"77701095","ONDANSETRON INJECTION BP (ondansetron (ondansetron hydrochloride dihydrate) 8 mg per 4 mL solution for injection ampoule) AURO PHARMA INC","NA","ONDANSETRON INJECTION BP (ondansétron (chlorhydrate d'ondansétron dihydraté) 8 mg par 4 mL solution injectable ampoule) AURO PHARMA INC","Active","20211007","CCDD","02461420","ONDANSETRON INJECTION BP"
"02503913","ONDANSETRON INJECTION USP (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection 20 mL vial) MARCAN PHARMACEUTICALS INC","NA","ONDANSETRON INJECTION USP (ondansétron (chlorhydrate d'ondansétron dihydraté) 2 mg par mL solution injectable 20 mL fiole) MARCAN PHARMACEUTICALS INC","Active","20211007","DIN","02503913","ONDANSETRON INJECTION USP"
"02491559","ULTOMIRIS (ravulizumab 300 mg per 30 mL solution for injection vial) ALEXION PHARMA GMBH","NA","ULTOMIRIS (ravulizumab 300 mg par 30 mL solution injectable fiole) ALEXION PHARMA GMBH","Active","20210909","DIN","02491559","ULTOMIRIS"
"02502682","IDACIO (adalimumab 40 mg per 0.8 mL solution for injection syringe) FRESENIUS KABI CANADA LTD","NA","IDACIO (adalimumab 40 mg par 0,8 mL solution injectable seringue) FRESENIUS KABI CANADA LTD","Active","20210830","DIN","02502682","IDACIO"
"02516098","ILUMYA (tildrakizumab 100 mg per 1 mL solution for injection syringe) SUN PHARMACEUTICAL INDUSTRIES LTD.","NA","ILUMYA (tildrakizumab 100 mg par 1 mL solution injectable seringue) SUN PHARMACEUTICAL INDUSTRIES LTD.","Active","20210804","DIN","02516098","ILUMYA"
"02440466","SODIUM NITRITE INJECTION, USP (sodium nitrite 300 mg per 10 mL solution for injection vial) HOPE PHARMACEUTICALS LTD","NA","SODIUM NITRITE INJECTION, USP (nitrate de sodium 300 mg par 10 mL solution injectable fiole) HOPE PHARMACEUTICALS LTD","Active","20160720","DIN","02440466","SODIUM NITRITE INJECTION, USP"
"02491532","AURO-ONDANSETRON INJECTION (ondansetron (ondansetron hydrochloride dihydrate) 8 mg per 4 mL solution for injection vial) AURO PHARMA INC","NA","AURO-ONDANSETRON INJECTION (ondansétron (chlorhydrate d'ondansétron dihydraté) 8 mg par 4 mL solution injectable fiole) AURO PHARMA INC","Active","20210729","DIN","02491532","AURO-ONDANSETRON INJECTION"
"02485508","BACLOFEN INTRATHECAL (baclofen 10 mg per 20 mL solution for injection vial) AVIR PHARMA INC.","NA","BACLOFEN INTRATHECAL (baclofène 10 mg par 20 mL solution injectable fiole) AVIR PHARMA INC.","Active","20210720","DIN","02485508","BACLOFEN INTRATHECAL"
"02485516","BACLOFEN INTRATHECAL (baclofen 40 mg per 20 mL solution for injection vial) AVIR PHARMA INC.","NA","BACLOFEN INTRATHECAL (baclofène 40 mg par 20 mL solution injectable fiole) AVIR PHARMA INC.","Active","20210720","DIN","02485516","BACLOFEN INTRATHECAL"
"77701090","BUPIVACAINE HYDROCHLORIDE INJECTION, USP (bupivacaine hydrochloride 75 mg per 10 mL solution for injection vial) STERIMAX INC","NA","BUPIVACAINE HYDROCHLORIDE INJECTION, USP (chlorhydrate de bupivacaïne 75 mg par 10 mL solution injectable fiole) STERIMAX INC","Active","20210823","CCDD","02504979","BUPIVACAINE HYDROCHLORIDE INJECTION, USP"
"77701089","BUPIVACAINE HYDROCHLORIDE INJECTION, USP (bupivacaine hydrochloride 150 mg per 20 mL solution for injection vial) STERIMAX INC","NA","BUPIVACAINE HYDROCHLORIDE INJECTION, USP (chlorhydrate de bupivacaïne 150 mg par 20 mL solution injectable fiole) STERIMAX INC","Active","20210823","CCDD","02504979","BUPIVACAINE HYDROCHLORIDE INJECTION, USP"
"77701091","BUPIVACAINE HYDROCHLORIDE INJECTION, USP (bupivacaine hydrochloride 225 mg per 30 mL solution for injection vial) STERIMAX INC","NA","BUPIVACAINE HYDROCHLORIDE INJECTION, USP (chlorhydrate de bupivacaïne 225 mg par 30 mL solution injectable fiole) STERIMAX INC","Active","20210823","CCDD","02504979","BUPIVACAINE HYDROCHLORIDE INJECTION, USP"
"02501430","NOREPINEPHRINE BITARTRATE IN 5% DEXTROSE INJECTION (norepinephrine (norepinephrine bitartrate) 4 mg per 250 mL solution for injection bag) BAXTER CORPORATION","NA","NOREPINEPHRINE BITARTRATE IN 5% DEXTROSE INJECTION (norépinéphrine (bitartrate de norépinéphrine) 4 mg par 250 mL solution injectable sac) BAXTER CORPORATION","Active","20210720","DIN","02501430","NOREPINEPHRINE BITARTRATE IN 5% DEXTROSE INJECTION"
"02501449","NOREPINEPHRINE BITARTRATE IN 5% DEXTROSE INJECTION (norepinephrine (norepinephrine bitartrate) 8 mg per 250 mL solution for injection bag) BAXTER CORPORATION","NA","NOREPINEPHRINE BITARTRATE IN 5% DEXTROSE INJECTION (norépinéphrine (bitartrate de norépinéphrine) 8 mg par 250 mL solution injectable sac) BAXTER CORPORATION","Active","20210720","DIN","02501449","NOREPINEPHRINE BITARTRATE IN 5% DEXTROSE INJECTION"
"77701093","PMS-METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial) PHARMASCIENCE INC","NA","PMS-METOCLOPRAMIDE HYDROCHLORIDE INJECTION (chlorhydrate de métoclopramide 10 mg par 2 mL solution injectable fiole) PHARMASCIENCE INC","Active","20210723","CCDD","02510790","PMS-METOCLOPRAMIDE HYDROCHLORIDE INJECTION"
"77701092","PMS-METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 50 mg per 10 mL solution for injection vial) PHARMASCIENCE INC","NA","PMS-METOCLOPRAMIDE HYDROCHLORIDE INJECTION (chlorhydrate de métoclopramide 50 mg par 10 mL solution injectable fiole) PHARMASCIENCE INC","Active","20210723","CCDD","02510790","PMS-METOCLOPRAMIDE HYDROCHLORIDE INJECTION"
"77701094","PMS-METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 150 mg per 30 mL solution for injection vial) PHARMASCIENCE INC","NA","PMS-METOCLOPRAMIDE HYDROCHLORIDE INJECTION (chlorhydrate de métoclopramide 150 mg par 30 mL solution injectable fiole) PHARMASCIENCE INC","Active","20210723","CCDD","02510790","PMS-METOCLOPRAMIDE HYDROCHLORIDE INJECTION"
"02495945","CALCIUM CHLORIDE INJECTION BP (calcium chloride 1000 mg per 10 mL solution for injection syringe) STERIMAX INC","NA","CALCIUM CHLORIDE INJECTION BP (chlorure de calcium 1000 mg par 10 mL solution injectable seringue) STERIMAX INC","Active","20210625","DIN","02495945","CALCIUM CHLORIDE INJECTION BP"
"77701084","FENTANYL CITRATE INJECTION, USP (fentanyl (fentanyl citrate) 50 mcg per 1 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","FENTANYL CITRATE INJECTION, USP (fentanyl (citrate de fentanyl) 50 mcg par 1 mL solution injectable fiole) FRESENIUS KABI CANADA LTD","Active","20210618","CCDD","02501554","FENTANYL CITRATE INJECTION, USP"
"77701082","FENTANYL CITRATE INJECTION, USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","FENTANYL CITRATE INJECTION, USP (fentanyl (citrate de fentanyl) 100 mcg par 2 mL solution injectable fiole) FRESENIUS KABI CANADA LTD","Active","20210618","CCDD","02501554","FENTANYL CITRATE INJECTION, USP"
"77701083","FENTANYL CITRATE INJECTION, USP (fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","FENTANYL CITRATE INJECTION, USP (fentanyl (citrate de fentanyl) 250 mcg par 5 mL solution injectable fiole) FRESENIUS KABI CANADA LTD","Active","20210618","CCDD","02501554","FENTANYL CITRATE INJECTION, USP"
"77701086","FENTANYL CITRATE INJECTION, USP (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","FENTANYL CITRATE INJECTION, USP (fentanyl (citrate de fentanyl) 1000 mcg par 20 mL solution injectable fiole) FRESENIUS KABI CANADA LTD","Active","20210618","CCDD","02501554","FENTANYL CITRATE INJECTION, USP"
"77701085","FENTANYL CITRATE INJECTION, USP (fentanyl (fentanyl citrate) 50 mcg per mL solution for injection 50 mL vial) FRESENIUS KABI CANADA LTD","NA","FENTANYL CITRATE INJECTION, USP (fentanyl (citrate de fentanyl) 50 mcg par mL solution injectable 50 mL fiole) FRESENIUS KABI CANADA LTD","Active","20210618","CCDD","02501554","FENTANYL CITRATE INJECTION, USP"
"02506491","NOROMBY (enoxaparin sodium 100 mg per 1 mL solution for injection syringe) JUNO PHARMACEUTICALS CORP.","NA","NOROMBY (énoxaparine sodique 100 mg par 1 mL solution injectable seringue) JUNO PHARMACEUTICALS CORP.","Active","20210625","DIN","02506491","NOROMBY"
"02506459","NOROMBY (enoxaparin sodium 30 mg per 0.3 mL solution for injection syringe) JUNO PHARMACEUTICALS CORP.","NA","NOROMBY (énoxaparine sodique 30 mg par 0,3 mL solution injectable seringue) JUNO PHARMACEUTICALS CORP.","Active","20210625","DIN","02506459","NOROMBY"
"02506467","NOROMBY (enoxaparin sodium 40 mg per 0.4 mL solution for injection syringe) JUNO PHARMACEUTICALS CORP.","NA","NOROMBY (énoxaparine sodique 40 mg par 0,4 mL solution injectable seringue) JUNO PHARMACEUTICALS CORP.","Active","20210625","DIN","02506467","NOROMBY"
"02506475","NOROMBY (enoxaparin sodium 60 mg per 0.6 mL solution for injection syringe) JUNO PHARMACEUTICALS CORP.","NA","NOROMBY (énoxaparine sodique 60 mg par 0,6 mL solution injectable seringue) JUNO PHARMACEUTICALS CORP.","Active","20210625","DIN","02506475","NOROMBY"
"02506483","NOROMBY (enoxaparin sodium 80 mg per 0.8 mL solution for injection syringe) JUNO PHARMACEUTICALS CORP.","NA","NOROMBY (énoxaparine sodique 80 mg par 0,8 mL solution injectable seringue) JUNO PHARMACEUTICALS CORP.","Active","20210625","DIN","02506483","NOROMBY"
"02506505","NOROMBY HP (enoxaparin sodium 120 mg per 0.8 mL solution for injection syringe) JUNO PHARMACEUTICALS CORP.","NA","NOROMBY HP (énoxaparine sodique 120 mg par 0,8 mL solution injectable seringue) JUNO PHARMACEUTICALS CORP.","Active","20210625","DIN","02506505","NOROMBY HP"
"02506513","NOROMBY HP (enoxaparin sodium 150 mg per 1 mL solution for injection syringe) JUNO PHARMACEUTICALS CORP.","NA","NOROMBY HP (énoxaparine sodique 150 mg par 1 mL solution injectable seringue) JUNO PHARMACEUTICALS CORP.","Active","20210625","DIN","02506513","NOROMBY HP"
"02494264","TARO-BUDESONIDE (budesonide 0.25 mg per 2 mL nebulizer suspension unit dose vial) TARO PHARMACEUTICALS INC","NA","TARO-BUDESONIDE (budésonide 0,25 mg par 2 mL suspension pour inhalation par nébuliseur fiole unidose) TARO PHARMACEUTICALS INC","Active","20210604","DIN","02494264","TARO-BUDESONIDE"
"77701087","VINORELBINE INJECTION, USP (vinorelbine (vinorelbine tartrate) 10 mg per 1 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","VINORELBINE INJECTION, USP (vinorelbine (tartrate de vinorelbine) 10 mg par 1 mL solution injectable fiole) FRESENIUS KABI CANADA LTD","Active","20210625","CCDD","02511347","VINORELBINE INJECTION, USP"
"77701088","VINORELBINE INJECTION, USP (vinorelbine (vinorelbine tartrate) 50 mg per 5 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","VINORELBINE INJECTION, USP (vinorelbine (tartrate de vinorelbine) 50 mg par 5 mL solution injectable fiole) FRESENIUS KABI CANADA LTD","Active","20210625","CCDD","02511347","VINORELBINE INJECTION, USP"
"02506343","GIVLAARI (givosiran (givosiran sodium) 189 mg per 1 mL solution for injection vial) ALNYLAM NETHERLANDS B.V.","NA","GIVLAARI (givosiran (givosiran sodique) 189 mg par 1 mL solution injectable fiole) ALNYLAM NETHERLANDS B.V.","Active","20201201","DIN","02506343","GIVLAARI"
"02473879","GLYCOPYRROLATE INJECTION USP (glycopyrrolate 0.2 mg per 1 mL solution for injection vial) STERIMAX INC","NA","GLYCOPYRROLATE INJECTION USP (glycopyrrolate 0,2 mg par 1 mL solution injectable fiole) STERIMAX INC","Active","20210526","DIN","02473879","GLYCOPYRROLATE INJECTION USP"
"02473895","GLYCOPYRROLATE INJECTION USP (glycopyrrolate 0.4 mg per 2 mL solution for injection vial) STERIMAX INC","NA","GLYCOPYRROLATE INJECTION USP (glycopyrrolate 0,4 mg par 2 mL solution injectable fiole) STERIMAX INC","Active","20210526","DIN","02473895","GLYCOPYRROLATE INJECTION USP"
"02473887","GLYCOPYRROLATE INJECTION USP (glycopyrrolate 4 mg per 20 mL solution for injection vial) STERIMAX INC","NA","GLYCOPYRROLATE INJECTION USP (glycopyrrolate 4 mg par 20 mL solution injectable fiole) STERIMAX INC","Active","20210526","DIN","02473887","GLYCOPYRROLATE INJECTION USP"
"02507552","INCLUNOX (enoxaparin sodium 100 mg per 1 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","NA","INCLUNOX (énoxaparine sodique 100 mg par 1 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","Active","20210504","DIN","02507552","INCLUNOX"
"02507501","INCLUNOX (enoxaparin sodium 30 mg per 0.3 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","NA","INCLUNOX (énoxaparine sodique 30 mg par 0,3 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","Active","20210621","DIN","02507501","INCLUNOX"
"02507528","INCLUNOX (enoxaparin sodium 40 mg per 0.4 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","NA","INCLUNOX (énoxaparine sodique 40 mg par 0,4 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","Active","20210504","DIN","02507528","INCLUNOX"
"02507536","INCLUNOX (enoxaparin sodium 60 mg per 0.6 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","NA","INCLUNOX (énoxaparine sodique 60 mg par 0,6 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","Active","20210504","DIN","02507536","INCLUNOX"
"02507544","INCLUNOX (enoxaparin sodium 80 mg per 0.8 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","NA","INCLUNOX (énoxaparine sodique 80 mg par 0,8 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","Active","20210504","DIN","02507544","INCLUNOX"
"02507560","INCLUNOX HP (enoxaparin sodium 120 mg per 0.8 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","NA","INCLUNOX HP (énoxaparine sodique 120 mg par 0,8 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","Active","20210504","DIN","02507560","INCLUNOX HP"
"02507579","INCLUNOX HP (enoxaparin sodium 150 mg per 1 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","NA","INCLUNOX HP (énoxaparine sodique 150 mg par 1 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","Active","20210504","DIN","02507579","INCLUNOX HP"
"02498286","MORPHINE SULFATE INJECTION EPIDURAL (morphine sulfate 5 mg per 5 mL solution for injection vial) STERIMAX INC","NA","MORPHINE SULFATE INJECTION EPIDURAL (sulfate de morphine 5 mg par 5 mL solution injectable fiole) STERIMAX INC","Active","20210602","DIN","02498286","MORPHINE SULFATE INJECTION EPIDURAL"
"02503905","ONDANSETRON INJECTION USP (ondansetron (ondansetron hydrochloride dihydrate) 4 mg per 2 mL solution for injection vial) MARCAN PHARMACEUTICALS INC","NA","ONDANSETRON INJECTION USP (ondansétron (chlorhydrate d'ondansétron dihydraté) 4 mg par 2 mL solution injectable fiole) MARCAN PHARMACEUTICALS INC","Active","20210510","DIN","02503905","ONDANSETRON INJECTION USP"
"77701079","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP (phenylephrine hydrochloride 10 mg per 1 mL solution for injection vial) STERIMAX INC","NA","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP (chlorhydrate de phényléphrine 10 mg par 1 mL solution injectable fiole) STERIMAX INC","Active","20210602","CCDD","02504545","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP"
"77701081","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP (phenylephrine hydrochloride 50 mg per 5 mL solution for injection vial) STERIMAX INC","NA","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP (chlorhydrate de phényléphrine 50 mg par 5 mL solution injectable fiole) STERIMAX INC","Active","20210602","CCDD","02504545","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP"
"77701080","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP (phenylephrine hydrochloride 100 mg per 10 mL solution for injection vial) STERIMAX INC","NA","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP (chlorhydrate de phényléphrine 100 mg par 10 mL solution injectable fiole) STERIMAX INC","Active","20210602","CCDD","02504545","PHENYLEPHRINE HYDROCHLORIDE INJECTION USP"
"02511584","REMSIMA SC (infliximab 120 mg per 1 mL solution for injection pen) CELLTRION HEALTHCARE CO LTD","NA","REMSIMA SC (infliximab 120 mg par 1 mL solution injectable stylo) CELLTRION HEALTHCARE CO LTD","Active","20210604","DIN","02511584","REMSIMA SC"
"77701077","TRANEXAMIC ACID INJECTION (tranexamic acid 500 mg per 5 mL solution for injection ampoule) AURO PHARMA INC","NA","TRANEXAMIC ACID INJECTION (acide tranexamique 500 mg par 5 mL solution injectable ampoule) AURO PHARMA INC","Active","20210609","CCDD","02466015","TRANEXAMIC ACID INJECTION"
"77701078","TRANEXAMIC ACID INJECTION (tranexamic acid 1000 mg per 10 mL solution for injection ampoule) AURO PHARMA INC","NA","TRANEXAMIC ACID INJECTION (acide tranexamique 1000 mg par 10 mL solution injectable ampoule) AURO PHARMA INC","Active","20210609","CCDD","02466015","TRANEXAMIC ACID INJECTION"
"02510049","DUPIXENT (dupilumab 300 mg per 2 mL solution for injection pen) SANOFI-AVENTIS CANADA INC","NA","DUPIXENT (dupilumab 300 mg par 2 mL solution injectable stylo) SANOFI-AVENTIS CANADA INC","Active","20210527","DIN","02510049","DUPIXENT"
"02507404","SODIUM NITROPRUSSIDE FOR INJECTION (sodium nitroprusside 50 mg per 2 mL solution for injection vial) DR REDDY'S LABORATORIES LTD","NA","SODIUM NITROPRUSSIDE FOR INJECTION (nitroprussiate de sodium 50 mg par 2 mL solution injectable fiole) DR REDDY'S LABORATORIES LTD","Active","20210526","DIN","02507404","SODIUM NITROPRUSSIDE FOR INJECTION"
"02498278","MORPHINE SULFATE INJECTION EPIDURAL (morphine sulfate 5 mg per 10 mL solution for injection vial) STERIMAX INC","NA","MORPHINE SULFATE INJECTION EPIDURAL (sulfate de morphine 5 mg par 10 mL solution injectable fiole) STERIMAX INC","Active","20210521","DIN","02498278","MORPHINE SULFATE INJECTION EPIDURAL"
"02385120","LABETALOL HYDROCHLORIDE INJECTION USP (labetalol hydrochloride 100 mg per 20 mL solution for injection vial) STERIMAX INC","NA","LABETALOL HYDROCHLORIDE INJECTION USP (chlorhydrate de labétalol 100 mg par 20 mL solution injectable fiole) STERIMAX INC","Active","20210526","DIN","02385120","LABETALOL HYDROCHLORIDE INJECTION USP"
"02500701","MORPHINE SULFATE INJECTION (morphine sulfate 2 mg per 1 mL solution for injection ampoule) JAMP PHARMA CORPORATION","NA","MORPHINE SULFATE INJECTION (sulfate de morphine 2 mg par 1 mL solution injectable ampoule) JAMP PHARMA CORPORATION","Active","20210429","DIN","02500701","MORPHINE SULFATE INJECTION"
"02497328","TRANEXAMIC ACID INJECTION (tranexamic acid 1000 mg per 10 mL solution for injection vial) JAMP PHARMA CORPORATION","NA","TRANEXAMIC ACID INJECTION (acide tranexamique 1000 mg par 10 mL solution injectable fiole) JAMP PHARMA CORPORATION","Active","20210430","DIN","02497328","TRANEXAMIC ACID INJECTION"
"02462257","ONDANSETRON INJECTION USP (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection 20 mL vial) STERIMAX INC","NA","ONDANSETRON INJECTION USP (ondansétron (chlorhydrate d'ondansétron dihydraté) 2 mg par mL solution injectable 20 mL fiole) STERIMAX INC","Active","20210428","DIN","02462257","ONDANSETRON INJECTION USP"
"02500736","MORPHINE SULFATE INJECTION (morphine sulfate 15 mg per 1 mL solution for injection ampoule) JAMP PHARMA CORPORATION","NA","MORPHINE SULFATE INJECTION (sulfate de morphine 15 mg par 1 mL solution injectable ampoule) JAMP PHARMA CORPORATION","Active","20210429","DIN","02500736","MORPHINE SULFATE INJECTION"
"02500728","MORPHINE SULFATE INJECTION (morphine sulfate 10 mg per 1 mL solution for injection ampoule) JAMP PHARMA CORPORATION","NA","MORPHINE SULFATE INJECTION (sulfate de morphine 10 mg par 1 mL solution injectable ampoule) JAMP PHARMA CORPORATION","Active","20210429","DIN","02500728","MORPHINE SULFATE INJECTION"
"77701073","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection vial) MARCAN PHARMACEUTICALS INC","NA","FUROSEMIDE INJECTION USP (furosémide 40 mg par 4 mL solution injectable fiole) MARCAN PHARMACEUTICALS INC","Active","20210510","CCDD","02480530","FUROSEMIDE INJECTION USP"
"77701074","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection vial) MARCAN PHARMACEUTICALS INC","NA","FUROSEMIDE INJECTION USP (furosémide 20 mg par 2 mL solution injectable fiole) MARCAN PHARMACEUTICALS INC","Active","20210510","CCDD","02480530","FUROSEMIDE INJECTION USP"
