"mp_code","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time","mp_type","Health_Canada_identifier","Health_Canada_product_name"
"02439530","DUAKLIR GENUAIR (aclidinium bromide 400 mcg per actuation and formoterol fumarate dihydrate 12 mcg per actuation inhalation powder) ASTRAZENECA CANADA INC",NA,NA,"active","20150709","DIN","02439530","DUAKLIR GENUAIR"
"02457865","JAMP-HYDRALAZINE (hydralazine hydrochloride 10 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA,"active","20170828","DIN","02457865","JAMP-HYDRALAZINE"
"02457873","JAMP-HYDRALAZINE (hydralazine hydrochloride 25 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA,"active","20170828","DIN","02457873","JAMP-HYDRALAZINE"
"02457881","JAMP-HYDRALAZINE (hydralazine hydrochloride 50 mg oral tablet) JAMP PHARMA CORPORATION",NA,NA,"active","20170828","DIN","02457881","JAMP-HYDRALAZINE"
"00498777","FOLIC ACID TAB 5MG (folic acid 5 mg oral tablet) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC",NA,NA,"inactive","20170803","DIN","00498777","FOLIC ACID TAB 5MG"
"00497193","AMINOPHYLLINE INJECTION USP (aminophylline 250 mg per 10 mL solution for injection vial) PFIZER CANADA INC",NA,NA,"active","19811231","DIN","00497193","AMINOPHYLLINE INJECTION USP"
"00497193","AMINOPHYLLINE INJECTION USP (aminophylline 250 mg per 10 mL solution for injection vial) PFIZER CANADA INC",NA,NA,"active","19811231","DIN","00497193","AMINOPHYLLINE INJ 25MG/ML"
"00582654","AMINOPHYLLINE INJ 50MG/ML (aminophylline 500 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD",NA,NA,"active","19841231","DIN","00582654","AMINOPHYLLINE INJ 50MG/ML"
"00582662","AMINOPHYLLINE INJ 25MG/ML (aminophylline 250 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD",NA,NA,"active","19841231","DIN","00582662","AMINOPHYLLINE INJ 25MG/ML"
"00723754","APRESOLINE (hydralazine hydrochloride 20 mg per 1 mL solution for injection vial) STERIMAX INC",NA,NA,"active","19921231","DIN","00723754","APRESOLINE"
"02238873","AZOPT (brinzolamide 1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","19981111","DIN","02238873","AZOPT"
"02245385","SYMBICORT 100 TURBUHALER (budesonide 100 mcg per actuation and formoterol fumarate dihydrate 6 mcg per actuation inhalation powder) ASTRAZENECA CANADA INC",NA,NA,"active","20020208","DIN","02245385","SYMBICORT 100 TURBUHALER"
"02245386","SYMBICORT 200 TURBUHALER (budesonide 200 mcg per actuation and formoterol fumarate dihydrate 6 mcg per actuation inhalation powder) ASTRAZENECA CANADA INC",NA,NA,"active","20020208","DIN","02245386","SYMBICORT 200 TURBUHALER"
"02331624","AZARGA (brinzolamide 1 % and timolol (timolol maleate) 0.5 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC",NA,NA,"active","20090825","DIN","02331624","AZARGA"
"02361752","ZENHALE (formoterol fumarate dihydrate 5 mcg per actuation and mometasone furoate 100 mcg per actuation pressurised inhalation) MERCK CANADA INC",NA,NA,"active","20110310","DIN","02361752","ZENHALE"
"02361760","ZENHALE (formoterol fumarate dihydrate 5 mcg per actuation and mometasone furoate 200 mcg per actuation pressurised inhalation) MERCK CANADA INC",NA,NA,"active","20110617","DIN","02361760","ZENHALE"
