"ccdd_code","ccdd_formal_name","ccdd_type","policy_type","policy_reference","special_groupings_status","special_groupings_status_effective_time"
"9000194","acetaminophen 300 mg and codeine phosphate 30 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000208","methylphenidate hydrochloride 20 mg prolonged-release oral tablet","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000225","lorazepam 1 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000226","lorazepam 2 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000224","lorazepam 0.5 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000032","acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000181","codeine phosphate 15 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000182","codeine phosphate 30 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000243","acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000031","acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000103","acetaminophen 300 mg and codeine phosphate 60 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9006208","meperidine hydrochloride 10 mg per mL solution for injection 30 mL vial","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000266","acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9006548","meperidine hydrochloride 50 mg per 1 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000367","oxycodone hydrochloride 5 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000375","belladonna 15 mg and opium 65 mg suppository","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000371","acetaminophen 160 mg per 5 mL and codeine phosphate 8 mg per 5 mL oral solution","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000017","hydrocodone 5 mg per 5 mL and phenyltoloxamine 10 mg per 5 mL oral suspension","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000417","diazepam 1 mg per mL oral solution","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000454","alprazolam 1 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000455","alprazolam 2 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000459","clonazepam 1 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000415","dextroamphetamine sulfate 15 mg prolonged-release oral capsule","NTP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000414","dextroamphetamine sulfate 10 mg prolonged-release oral capsule","NTP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000416","dextroamphetamine sulfate 5 mg oral tablet","NTP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000531","lorazepam 1 mg sublingual tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000532","lorazepam 2 mg sublingual tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9002680","hydrocodone bitartrate 5 mg per 5 mL and phenylephrine hydrochloride 20 mg per 5 mL syrup","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9002679","hydrocodone bitartrate 1.7 mg per 5 mL and phenylephrine hydrochloride 10 mg per 5 mL syrup","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000596","lorazepam 0.5 mg sublingual tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000051","pentazocine (pentazocine hydrochloride) 50 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000001","meperidine hydrochloride 50 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000568","codeine (codeine, codeine sulfate) 200 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000566","codeine (codeine, codeine sulfate) 100 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000567","codeine (codeine, codeine sulfate) 150 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000554","bromazepam 1.5 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000563","clonazepam 0.25 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000695","normethadone hydrochloride 10 mg per mL and p-hydroxyephedrine hydrochloride 20 mg per mL oral drops","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000711","clobazam 10 mg oral tablet","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001568","belladonna 0.2 mg and ergotamine tartrate 0.6 mg and phenobarbital 40 mg prolonged-release oral tablet","NTP","500005","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000709","codeine (codeine, codeine sulfate) 50 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000753","methylphenidate hydrochloride 5 mg oral tablet","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000881","diazepam 2.5 mg per 0.5 mL rectal gel tube","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000882","diazepam 5 mg per 1 mL rectal gel tube","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000883","diazepam 7.5 mg per 1.5 mL rectal gel tube","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000879","diazepam 15 mg per 3 mL rectal gel tube","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000880","diazepam 20 mg per 4 mL rectal gel tube","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000890","oxycodone hydrochloride 20 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000321","fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000885","fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000324","fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000320","fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000884","fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001395","methadone hydrochloride 10 mg per mL oral solution","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9006278","pentazocine (pentazocine lactate) 30 mg per 1 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000913","butorphanol tartrate 10 mg per mL nasal spray","NTP","500005","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000942","lorazepam 4 mg per 1 mL solution for injection vial","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9003646","brompheniramine maleate 2 mg per 5 mL and guaifenesin 100 mg per 5 mL and hydrocodone bitartrate 1.8 mg per 5 mL and phenylephrine hydrochloride 5 mg per 5 mL syrup","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001034","methadone hydrochloride 1 mg per mL oral solution","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001042","methadone hydrochloride 1 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001044","methadone hydrochloride 5 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001041","methadone hydrochloride 10 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001043","methadone hydrochloride 25 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001038","methylphenidate hydrochloride 18 mg prolonged-release oral tablet","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001039","methylphenidate hydrochloride 36 mg prolonged-release oral tablet","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001040","methylphenidate hydrochloride 54 mg prolonged-release oral tablet","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001100","methylphenidate hydrochloride 27 mg prolonged-release oral tablet","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001162","fentanyl 25 mcg per hour transdermal patch","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001163","fentanyl 50 mcg per hour transdermal patch","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001164","fentanyl 75 mcg per hour transdermal patch","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001161","fentanyl 100 mcg per hour transdermal patch","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001166","methylphenidate hydrochloride 15 mg prolonged-release oral capsule","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001167","methylphenidate hydrochloride 20 mg prolonged-release oral capsule","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001165","methylphenidate hydrochloride 10 mg prolonged-release oral capsule","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001168","methylphenidate hydrochloride 30 mg prolonged-release oral capsule","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001169","methylphenidate hydrochloride 40 mg prolonged-release oral capsule","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001170","methylphenidate hydrochloride 50 mg prolonged-release oral capsule","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001171","methylphenidate hydrochloride 60 mg prolonged-release oral capsule","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001189","methylphenidate hydrochloride 80 mg prolonged-release oral capsule","NTP","500004","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001226","buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride) 0.5 mg sublingual tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001227","buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride) 2 mg sublingual tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001359","oxycodone hydrochloride 40 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001355","oxycodone hydrochloride 10 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001357","oxycodone hydrochloride 20 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001361","oxycodone hydrochloride 80 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001249","fentanyl 12 mcg per hour transdermal patch","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001278","lisdexamfetamine dimesylate 30 mg oral capsule","NTP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001279","lisdexamfetamine dimesylate 50 mg oral capsule","NTP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9009884","hydrocodone bitartrate 5 mg per 5 mL syrup","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001326","fentanyl 37 mcg per hour transdermal patch","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001324","naloxone hydrochloride 5 mg and oxycodone hydrochloride 10 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001322","naloxone hydrochloride 10 mg and oxycodone hydrochloride 20 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001323","naloxone hydrochloride 20 mg and oxycodone hydrochloride 40 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001317","buprenorphine 5 mcg per hour transdermal patch","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001315","buprenorphine 10 mcg per hour transdermal patch","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001316","buprenorphine 20 mcg per hour transdermal patch","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001310","lisdexamfetamine dimesylate 20 mg oral capsule","NTP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001311","lisdexamfetamine dimesylate 40 mg oral capsule","NTP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001312","lisdexamfetamine dimesylate 60 mg oral capsule","NTP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001344","fentanyl (fentanyl citrate) 100 mcg sublingual tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001345","fentanyl (fentanyl citrate) 200 mcg sublingual tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001346","fentanyl (fentanyl citrate) 300 mcg sublingual tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001347","fentanyl (fentanyl citrate) 400 mcg sublingual tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001352","fentanyl (fentanyl citrate) 600 mcg sublingual tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001349","fentanyl (fentanyl citrate) 800 mcg sublingual tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001393","oxycodone hydrochloride 5 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001356","oxycodone hydrochloride 15 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001358","oxycodone hydrochloride 30 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001360","oxycodone hydrochloride 60 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9005008","tapentadol (tapentadol hydrochloride) 50 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9005009","tapentadol (tapentadol hydrochloride) 75 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9005007","tapentadol (tapentadol hydrochloride) 100 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000323","fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001477","diazepam 10 mg per 2 mL solution for injection ampoule","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001391","naloxone hydrochloride 2.5 mg and oxycodone hydrochloride 5 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001424","fentanyl (fentanyl citrate) 100 mcg buccal tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001425","fentanyl (fentanyl citrate) 200 mcg buccal tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001426","fentanyl (fentanyl citrate) 400 mcg buccal tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001427","fentanyl (fentanyl citrate) 600 mcg buccal tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001428","fentanyl (fentanyl citrate) 800 mcg buccal tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9005496","tapentadol (tapentadol hydrochloride) 50 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9005492","tapentadol (tapentadol hydrochloride) 100 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9005493","tapentadol (tapentadol hydrochloride) 150 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9005494","tapentadol (tapentadol hydrochloride) 200 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9005495","tapentadol (tapentadol hydrochloride) 250 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001451","lorazepam 2 mg per 1 mL solution for injection vial","NTP","500006","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001446","lisdexamfetamine dimesylate 10 mg oral capsule","NTP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001459","buprenorphine 15 mcg per hour transdermal patch","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9001472","lisdexamfetamine dimesylate 70 mg oral capsule","NTP","500003","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000016","hydrocodone 5 mg and phenyltoloxamine 10 mg prolonged-release oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9009882","hydrocodone bitartrate 5 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000396","acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000166","codeine phosphate 60 mg per 1 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9006626","meperidine hydrochloride 75 mg per 1 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9006625","meperidine hydrochloride 100 mg per 1 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000322","fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
"9000319","fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection ampoule","NTP","500002","http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html","active","20170919"
