drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"100461","22083","ADDED","approved","ENZALUTAMIDE","40","MG","02515229"
"106828","27133","ADDED","approved","RIFAPENTINE","150","MG","02565706"
"106874","11733","ADDED","approved","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","1.5","MG","02566214"
"106838","2014","ADDED","approved","TEMAZEPAM","30","MG","02565811"
"106819","7626","ADDED","approved","METHYLPREDNISOLONE (METHYLPREDNISOLONE SODIUM SUCCINATE)","125","MG","02565609"
"106861","11814","ADDED","approved","CANDESARTAN CILEXETIL","8","MG","02566079"
"106826","11170","ADDED","approved","VITAMIN B1 (THIAMINE MONONITRATE)","1.4","MG","02565684"
"106847","141","ADDED","approved","BICALUTAMIDE","50","MG","02565919"
"106868","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","25","MG","02566141"
"106826","781","ADDED","approved","VITAMIN B12 (CYANOCOBALAMIN)","12","MCG","02565684"
"106764","20554","ADDED","approved","AZACITIDINE","100","MG","02564998"
"106821","1201","ADDED","approved","PRAVASTATIN SODIUM","20","MG","02565625"
"106857","723","ADDED","approved","RISPERIDONE","1","MG","02566036"
"106822","1201","ADDED","approved","PRAVASTATIN SODIUM","40","MG","02565633"
"106824","23604","ADDED","approved","SELPERCATINIB","40","MG","02565668"
"106853","20659","ADDED","approved","SILODOSIN","8","MG","02565986"
"106789","23865","ADDED","approved","MARALIXIBAT (MARALIXIBAT CHLORIDE)","19","MG","02565277"
"106794","1390","ADDED","approved","IMIPENEM","500","MG","02565323"
"106827","309","ADDED","approved","IRON (FERROUS FUMARATE)","35","MG","02565692"
"106871","11733","ADDED","approved","PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE","0.25","MG","02566184"
"106826","4991","ADDED","approved","FOLIC ACID","1.1","MG","02565684"
"106866","11847","ADDED","approved","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","10","MG","02566125"
"106811","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02565528"
"106762","22029","ADDED","approved","MIRABEGRON","25","MG","02564963"
"106865","21018","ADDED","approved","DIENOGEST","2","MG","02566117"
"106837","2014","ADDED","approved","TEMAZEPAM","15","MG","02565803"
"106842","11389","ADDED","approved","LEUCOVORIN (LEUCOVORIN CALCIUM)","10","MG","02565862"
"106862","723","ADDED","approved","RISPERIDONE","4","MG","02566087"
"106809","11705","ADDED","approved","LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE)","250","MG","02565498"
"106826","309","ADDED","approved","IRON (FERROUS FUMARATE)","35","MG","02565684"
"106826","645","ADDED","approved","ASCORBIC ACID","120","MG","02565684"
