drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"106163","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","1.5","%","02558386"
"106163","197","ADDED","approved","BENZALKONIUM CHLORIDE","4","%","02558386"
"106114","2155","ADDED","approved","DESMOPRESSIN ACETATE","0.1","MG","02557843"
"106159","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.2","%","02558335"
"74662","9847","Changed","active","ANTIHEMOPHILIC FACTOR (HUMAN)","500","UNIT","02261227"
"106177","1218","ADDED","approved","BISOPROLOL FUMARATE","1.25","MG","02558521"
"106210","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE)","50","MG","02558890"
"106205","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","100","MG","02558831"
"106158","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.088","%","02558327"
"106208","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE)","50","MG","02558874"
"106132","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02558025"
"106171","723","ADDED","approved","RISPERIDONE","100","MG","02558467"
"106172","723","ADDED","approved","RISPERIDONE","125","MG","02558475"
"80833","20436","Changed","active","ROMIPLOSTIM","625","MCG","02322862"
"80832","20436","Changed","active","ROMIPLOSTIM","375","MCG","02322854"
"106169","723","ADDED","approved","RISPERIDONE","50","MG","02558440"
"106144","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","25","MG","02558157"
"106131","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","25","MG","02558017"
"106159","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.2","%","02558335"
"106188","11368","ADDED","approved","TERAZOSIN (TERAZOSIN HYDROCHLORIDE)","1","MG","02558645"
"106160","20300","ADDED","approved","NALTREXONE HYDROCHLORIDE","50","MG","02558343"
"106145","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02558165"
"106161","27066","ADDED","approved","QUIZARTINIB (QUIZARTINIB HYDROCHLORIDE)","17.7","MG","02558351"
"106162","27066","ADDED","approved","QUIZARTINIB (QUIZARTINIB HYDROCHLORIDE)","26.5","MG","02558378"
"106202","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","25","MG","02558807"
"106178","1218","ADDED","approved","BISOPROLOL FUMARATE","2.5","MG","02558548"
"74663","13371","Changed","active","VON WILLEBRAND FACTOR (HUMAN)","2400","UNIT","02261235"
"22943","4803","Changed","inactive","CALCIUM (EGG SHELL)","80","MG","01959840"
"106206","11114","ADDED","approved","VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)","1000","MG","02558858"
"106000","13356","ADDED","approved","ADALIMUMAB","20","MG","02556596"
"106158","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.088","%","02558327"
"106192","20437","ADDED","approved","LISDEXAMFETAMINE DIMESYLATE","10","MG","02558696"
"106143","11114","ADDED","approved","VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE)","1000","MG","02558149"
"106138","1201","ADDED","approved","PRAVASTATIN SODIUM","20","MG","02558092"
"106201","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02558793"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"74661","9847","Changed","active","ANTIHEMOPHILIC FACTOR (HUMAN)","250","UNIT","02261219"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"106180","1218","ADDED","approved","BISOPROLOL FUMARATE","10","MG","02558564"
"106204","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02558823"
"106163","2218","ADDED","approved","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","3","%","02558386"
"106153","20422","ADDED","approved","USTEKINUMAB","45","MG","02558270"
"106190","11368","ADDED","approved","TERAZOSIN (TERAZOSIN HYDROCHLORIDE)","5","MG","02558661"
"106163","2232","ADDED","approved","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","1.5","%","02558386"
"106191","11368","ADDED","approved","TERAZOSIN (TERAZOSIN HYDROCHLORIDE)","10","MG","02558688"
"106175","8642","ADDED","approved","DOXYCYCLINE (DOXYCYCLINE HYCLATE)","100","MG","02558505"
"106209","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE)","50","MG","02558882"
"106165","11382","ADDED","approved","GRANISETRON (GRANISETRON HYDROCHLORIDE)","1","MG","02558408"
"106170","723","ADDED","approved","RISPERIDONE","75","MG","02558459"
"74662","13371","Changed","active","VON WILLEBRAND FACTOR (HUMAN)","1200","UNIT","02261227"
"106210","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02558890"
"106199","20437","ADDED","approved","LISDEXAMFETAMINE DIMESYLATE","70","MG","02558777"
"106208","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02558874"
"106198","20437","ADDED","approved","LISDEXAMFETAMINE DIMESYLATE","60","MG","02558769"
"106195","20437","ADDED","approved","LISDEXAMFETAMINE DIMESYLATE","40","MG","02558734"
"104492","24069","ADDED","approved","CROVALIMAB","170","MG","02558262"
