drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"99904","49","INTRAVENOUS","ADDED","02509768"
"99505","94","DISINFECTANT (Institutional/Industrial)","ADDED","02505665"
"99904","65","SUBCUTANEOUS","ADDED","02509768"
"99580","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02506432"
"99876","65","SUBCUTANEOUS","ADDED","02509474"
"99505","93","DISINFECTANT (Domestic)","ADDED","02505665"
"99635","8","DISINFECTANT (Food Premises)","ADDED","02506939"
"99890","56","ORAL","ADDED","02509628"
"99947","8","DISINFECTANT (Food Premises)","ADDED","02510235"
"99844","65","SUBCUTANEOUS","ADDED","02509121"
"99881","62","RECTAL","ADDED","02509512"
"99958","93","DISINFECTANT (Domestic)","ADDED","02510359"
"99849","93","DISINFECTANT (Domestic)","ADDED","02509180"
"99947","94","DISINFECTANT (Institutional/Industrial)","ADDED","02510235"
"99962","104","TOPICAL (HOUSEHOLD)","ADDED","02510391"
"99635","94","DISINFECTANT (Institutional/Industrial)","ADDED","02506939"
"94649","65","SUBCUTANEOUS","ADDED","02459299"
"99506","2","DISINFECTANT (Barn)","ADDED","02505673"
"99840","65","SUBCUTANEOUS","ADDED","02509083"
"99839","65","SUBCUTANEOUS","ADDED","02509075"
"99905","65","SUBCUTANEOUS","ADDED","02509776"
"99899","2","DISINFECTANT (Barn)","ADDED","02509709"
"99901","57","OTIC","ADDED","02509725"
"99925","2","DISINFECTANT (Barn)","ADDED","02509997"
"99957","8","DISINFECTANT (Food Premises)","ADDED","02510340"
"99928","104","TOPICAL (HOUSEHOLD)","ADDED","02510022"
"99505","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02505665"
"99910","104","TOPICAL (HOUSEHOLD)","ADDED","02509822"
"99913","56","ORAL","ADDED","02509857"
"99580","93","DISINFECTANT (Domestic)","ADDED","02506432"
"98254","56","ORAL","ADDED","02492539"
"70975","56","ORAL","ADDED","02246775"
"92545","56","ORAL","ADDED","02441098"
"92548","56","ORAL","ADDED","02441136"
"99957","94","DISINFECTANT (Institutional/Industrial)","ADDED","02510340"
"99842","49","INTRAVENOUS","ADDED","02509105"
"99635","2","DISINFECTANT (Barn)","ADDED","02506939"
"99929","56","ORAL","ADDED","02510030"
"99936","94","DISINFECTANT (Institutional/Industrial)","ADDED","02510111"
"99843","65","SUBCUTANEOUS","ADDED","02509113"
"99961","70","TOPICAL","ADDED","02510383"
"99841","49","INTRAVENOUS","ADDED","02509091"
"99506","8","DISINFECTANT (Food Premises)","ADDED","02505673"
"99899","8","DISINFECTANT (Food Premises)","ADDED","02509709"
"99229","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502747"
"99903","49","INTRAVENOUS","ADDED","02509741"
"99912","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02509849"
"99862","94","DISINFECTANT (Institutional/Industrial)","ADDED","02509334"
"99925","94","DISINFECTANT (Institutional/Industrial)","ADDED","02509997"
