drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"106024","11718","ADDED","approved","QUETIAPINE (QUETIAPINE FUMARATE)","300","MG","02556855"
"106018","270","ADDED","approved","ACETAMINOPHEN","500","MG","02556790"
"93392","27005","ADDED","approved","TAPINAROF","1","%","02448254"
"93393","22707","ADDED","approved","BILASTINE","2.5","MG","02448262"
"106018","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","15","MG","02556790"
"106002","20378","ADDED","approved","NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE)","50","MG","02556626"
"93379","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","10","MG","02448106"
"104503","24070","ADDED","approved","SIPAVIBART","150","MG","02556332"
"106014","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","10","MG","02556758"
"106047","10135","ADDED","approved","CHLORTHALIDONE","12.5","MG","02557126"
"104523","23013","ADDED","approved","FILGRASTIM","480","MCG","02556545"
"93379","270","ADDED","approved","ACETAMINOPHEN","325","MG","02448106"
"106020","13313","ADDED","approved","MIGLUSTAT","65","MG","02556812"
"104522","23013","ADDED","approved","FILGRASTIM","300","MCG","02556537"
"106053","20872","Changed","approved","TOLVAPTAN","15","MG","02557185"
"106056","20872","Changed","approved","TOLVAPTAN","90","MG","02557215"
"106054","20872","Changed","approved","TOLVAPTAN","45","MG","02557193"
"93378","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02448092"
"93391","20435","ADDED","approved","ARIPIPRAZOLE","30","MG","02448246"
"93367","197","ADDED","approved","BENZALKONIUM CHLORIDE","5.9","%","02447975"
"93366","27004","ADDED","approved","*ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, BDD), FC-VWF-XTEN FUSION PROTEIN","3000","UNIT","02447967"
"104525","7426","ADDED","approved","ETHINYL ESTRADIOL","0.03","MG","02556561"
"106060","662","ADDED","approved","PYRITHIONE ZINC","0.1","%","02557266"
"93376","7152","ADDED","approved","CETYLPYRIDINIUM CHLORIDE","0.075","%","02448076"
"106042","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.168","%","02557053"
"106059","1200","ADDED","approved","ZOPICLONE","7.5","MG","02557258"
"93381","27004","ADDED","approved","*ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, BDD), FC-VWF-XTEN FUSION PROTEIN","500","UNIT","02448122"
