"ntp_code","ntp_en_description","ntp_fr_description","ntp_status","ntp_status_effective_time","ntp_type","ntp_formal_name"
9000026,NA,NA,"active",1960-12-31,NA,"medroxyprogesterone acetate 250 mg per 5 mL suspension for injection vial"
9000027,NA,NA,"active",1961-12-31,NA,"medroxyprogesterone acetate 5 mg oral tablet"
9000028,NA,NA,"active",1961-12-31,NA,"norethindrone acetate 5 mg oral tablet"
9000029,NA,NA,"active",1962-12-31,NA,"hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection"
9000031,NA,NA,"active",1964-12-31,NA,"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet"
9000032,NA,NA,"active",1964-12-31,NA,"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet"
9000033,NA,NA,"active",1965-12-31,NA,"amitriptyline hydrochloride 10 mg oral tablet"
9001611,NA,NA,"active",1965-12-31,NA,"betamethasone acetate 3 mg per mL and betamethasone (betamethasone sodium phosphate) 3 mg per mL suspension for injection"
9000034,NA,NA,"active",1965-12-31,NA,"nortriptyline (nortriptyline hydrochloride) 10 mg oral capsule"
9000035,NA,NA,"active",1965-12-31,NA,"nortriptyline (nortriptyline hydrochloride) 25 mg oral capsule"
9000036,NA,NA,"active",1966-12-31,NA,"azathioprine 50 mg oral tablet"
9000037,NA,NA,"active",1966-12-31,NA,"dexamethasone 0.1 % ophthalmic ointment"
9000038,NA,NA,"active",1966-12-31,NA,"hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection"
9000039,NA,NA,"active",1966-12-31,NA,"quinine sulfate 200 mg oral capsule"
9000040,NA,NA,"active",1966-12-31,NA,"quinine sulfate 300 mg oral capsule"
9000041,NA,NA,"active",1966-12-31,NA,"triamcinolone acetonide 50 mg per 5 mL suspension for injection vial"
9000042,NA,NA,"active",1967-12-31,NA,"hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection"
9000043,NA,NA,"active",1968-12-31,NA,"hydrochlorothiazide 25 mg oral tablet"
9000044,NA,NA,"active",1968-12-31,NA,"hydrochlorothiazide 50 mg oral tablet"
9000045,NA,NA,"active",1968-12-31,NA,"phenytoin 30 mg per 5 mL oral suspension"
9000046,NA,NA,"active",1969-12-31,NA,"amitriptyline hydrochloride 50 mg oral tablet"
9000047,NA,NA,"active",1969-12-31,NA,"carbamazepine 200 mg oral tablet"
9000048,NA,NA,"active",1970-12-31,NA,"clindamycin (clindamycin hydrochloride) 150 mg oral capsule"
9000050,NA,NA,"active",1970-12-31,NA,"metronidazole 10 % vaginal cream"
9000051,NA,NA,"active",1970-12-31,NA,"pentazocine (pentazocine hydrochloride) 50 mg oral tablet"
9000559,NA,NA,"active",1971-12-31,NA,"cephalexin 125 mg per 5 mL oral suspension"
9000560,NA,NA,"active",1971-12-31,NA,"cephalexin 250 mg per 5 mL oral suspension"
9000054,NA,NA,"active",1971-12-31,NA,"lithium carbonate 300 mg oral capsule"
9000055,NA,NA,"active",1971-12-31,NA,"metronidazole 250 mg oral tablet"
9000056,NA,NA,"active",1972-12-31,NA,"amitriptyline hydrochloride 25 mg oral tablet"
9000057,NA,NA,"active",1972-12-31,NA,"cephalexin 500 mg oral tablet"
9000058,NA,NA,"active",1972-12-31,NA,"clindamycin (clindamycin palmitate hydrochloride) 75 mg per 5 mL powder for oral solution"
9000059,NA,NA,"active",1972-12-31,NA,"ibuprofen 200 mg oral tablet"
9000060,NA,NA,"active",1972-12-31,NA,"nitroglycerin 0.3 mg sublingual tablet"
9000061,NA,NA,"active",1972-12-31,NA,"nitroglycerin 0.6 mg sublingual tablet"
9000062,NA,NA,"active",1972-12-31,NA,"norethindrone 0.35 mg oral tablet"
9000063,NA,NA,"active",1972-12-31,NA,"prednisone 50 mg oral tablet"
9000064,NA,NA,"active",1973-12-31,NA,"clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial"
9000065,NA,NA,"active",1973-12-31,NA,"clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial"
9000066,NA,NA,"active",1973-12-31,NA,"clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial"
9000067,NA,NA,"active",1973-12-31,NA,"clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial"
9000068,NA,NA,"active",1973-12-31,NA,"erythromycin (erythromycin estolate) 250 mg per 5 mL oral suspension"
9000069,NA,NA,"active",1973-12-31,NA,"oxycodone hydrochloride 10 mg suppository"
9000070,NA,NA,"active",1973-12-31,NA,"oxycodone hydrochloride 20 mg suppository"
9000071,NA,NA,"active",1973-12-31,NA,"triamcinolone acetonide 200 mg per 5 mL suspension for injection vial"
9000072,NA,NA,"active",1973-12-31,NA,"triamcinolone acetonide 40 mg per 1 mL suspension for injection vial"
9000073,NA,NA,"active",1974-12-31,NA,"allopurinol 300 mg oral tablet"
9000074,NA,NA,"active",1974-12-31,NA,"colchicine 0.6 mg oral tablet"
9000075,NA,NA,"active",1974-12-31,NA,"diazepam 5 mg oral tablet"
9000077,NA,NA,"active",1974-12-31,NA,"ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet"
9000078,NA,NA,"active",1974-12-31,NA,"levothyroxine sodium 150 mcg oral tablet"
9000079,NA,NA,"active",1974-12-31,NA,"nitrofurantoin 100 mg oral tablet"
9000080,NA,NA,"active",1974-12-31,NA,"nitrofurantoin 50 mg oral tablet"
9000081,NA,NA,"active",1974-12-31,NA,"prednisolone acetate 0.12 % ophthalmic drops"
9000082,NA,NA,"active",1974-12-31,NA,"prednisolone acetate 1 % ophthalmic drops"
9000083,NA,NA,"active",1975-12-31,NA,"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet"
9000084,NA,NA,"active",1975-12-31,NA,"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet"
9000085,NA,NA,"active",1975-12-31,NA,"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet"
9000086,NA,NA,"active",1975-12-31,NA,"betamethasone (betamethasone dipropionate) 0.05 % cutaneous cream"
9000087,NA,NA,"active",1975-12-31,NA,"carbidopa 25 mg and levodopa 250 mg oral tablet"
9000088,NA,NA,"active",1975-12-31,NA,"ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet"
9000089,NA,NA,"active",1975-12-31,NA,"folic acid 25 mg oral tablet"
9000090,NA,NA,"active",1975-12-31,NA,"spironolactone 100 mg oral tablet"
9000091,NA,NA,"active",1976-12-31,NA,"betamethasone (betamethasone dipropionate) 0.05 % cutaneous ointment"
9000092,NA,NA,"active",1976-12-31,NA,"furosemide 20 mg oral tablet"
9000093,NA,NA,"active",1976-12-31,NA,"furosemide 40 mg oral tablet"
9000094,NA,NA,"active",1977-12-31,NA,"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet"
9000095,NA,NA,"active",1977-12-31,NA,"betamethasone (betamethasone dipropionate) 0.05 % lotion"
9000096,NA,NA,"active",1977-12-31,NA,"cephalexin 250 mg oral tablet"
9000097,NA,NA,"active",1977-12-31,NA,"clonazepam 0.5 mg oral tablet"
9000098,NA,NA,"active",1977-12-31,NA,"clonazepam 2 mg oral tablet"
9000099,NA,NA,"active",1977-12-31,NA,"dexamethasone 0.1 % ophthalmic drops"
9000100,NA,NA,"active",1977-12-31,NA,"metoprolol tartrate 100 mg oral tablet"
9000101,NA,NA,"active",1977-12-31,NA,"metoprolol tartrate 50 mg oral tablet"
9000103,NA,NA,"active",1978-12-31,NA,"acetaminophen 300 mg and codeine phosphate 60 mg oral tablet"
9000104,NA,NA,"active",1978-12-31,NA,"baclofen 10 mg oral tablet"
9000105,NA,NA,"active",1978-12-31,NA,"benztropine mesylate 2 mg oral tablet"
9006199,NA,NA,"active",1978-12-31,NA,"codeine phosphate 10 mg per 5 mL oral solution"
9000107,NA,NA,"active",1978-12-31,NA,"codeine phosphate 30 mg per 1 mL solution for injection ampoule"
9000108,NA,NA,"active",1978-12-31,NA,"diazepam 10 mg oral tablet"
9000109,NA,NA,"active",1978-12-31,NA,"folic acid 5 mg oral tablet"
9000299,NA,NA,"active",1978-12-31,NA,"morphine sulfate 10 mg per 1 mL solution for injection ampoule"
9000111,NA,NA,"active",1978-12-31,NA,"morphine sulfate 15 mg per 1 mL solution for injection ampoule"
9000112,NA,NA,"active",1978-12-31,NA,"prednisone 1 mg oral tablet"
9000113,NA,NA,"active",1978-12-31,NA,"valproic acid (sodium valproate) 50 mg per mL oral solution"
9000114,NA,NA,"active",1979-12-31,NA,"amitriptyline hydrochloride 75 mg oral tablet"
9000373,NA,NA,"active",1979-12-31,NA,"amoxicillin 125 mg per 5 mL oral suspension"
9000116,NA,NA,"active",1979-12-31,NA,"amoxicillin 250 mg oral capsule"
9000374,NA,NA,"active",1979-12-31,NA,"amoxicillin 250 mg per 5 mL oral suspension"
9000118,NA,NA,"active",1979-12-31,NA,"amoxicillin 500 mg oral capsule"
9000119,NA,NA,"active",1979-12-31,NA,"betamethasone (betamethasone valerate) 0.05 % cutaneous cream"
9000120,NA,NA,"active",1979-12-31,NA,"betamethasone (betamethasone valerate) 0.05 % cutaneous ointment"
9000163,NA,NA,"active",1979-12-31,NA,"betamethasone (betamethasone valerate) 0.1 % cutaneous cream"
9000121,NA,NA,"active",1979-12-31,NA,"betamethasone (betamethasone valerate) 0.1 % lotion"
9000123,NA,NA,"active",1979-12-31,NA,"calcitriol 0.25 mcg oral capsule"
9000124,NA,NA,"active",1979-12-31,NA,"calcitriol 0.5 mcg oral capsule"
9000125,NA,NA,"active",1979-12-31,NA,"carbidopa 10 mg and levodopa 100 mg oral tablet"
9000126,NA,NA,"active",1979-12-31,NA,"cephalexin 250 mg oral capsule"
9000127,NA,NA,"active",1979-12-31,NA,"cephalexin 500 mg oral capsule"
9000128,NA,NA,"active",1979-12-31,NA,"diazepam 2 mg oral tablet"
9000130,NA,NA,"active",1979-12-31,NA,"lithium carbonate 150 mg oral capsule"
9000131,NA,NA,"active",1979-12-31,NA,"metronidazole 500 mg oral capsule"
9000132,NA,NA,"active",1979-12-31,NA,"nystatin 100000 unit per g cutaneous cream"
9000133,NA,NA,"active",1979-12-31,NA,"nystatin 100000 unit per g cutaneous ointment"
9000134,NA,NA,"active",1979-12-31,NA,"nystatin 25000 unit per g vaginal cream"
9000135,NA,NA,"active",1979-12-31,NA,"oxazepam 10 mg oral tablet"
9000136,NA,NA,"active",1979-12-31,NA,"oxazepam 15 mg oral tablet"
9000137,NA,NA,"active",1979-12-31,NA,"oxazepam 30 mg oral tablet"
9000138,NA,NA,"active",1979-12-31,NA,"sulfamethoxazole 100 mg and trimethoprim 20 mg oral tablet"
9000139,NA,NA,"active",1979-12-31,NA,"sulfamethoxazole 400 mg and trimethoprim 80 mg oral tablet"
9000140,NA,NA,"active",1979-12-31,NA,"sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet"
9000141,NA,NA,"active",1979-12-31,NA,"timolol (timolol maleate) 0.5 % ophthalmic drops"
9000143,NA,NA,"active",1979-12-31,NA,"triamcinolone acetonide 0.1 % cutaneous cream"
9000144,NA,NA,"active",1980-12-31,NA,"carbidopa 25 mg and levodopa 100 mg oral tablet"
9000145,NA,NA,"active",1980-12-31,NA,"diazepam 20 mg per 2 mL solution for injection ampoule"
9000146,NA,NA,"active",1980-12-31,NA,"diclofenac sodium 50 mg gastro-resistant tablet"
9006200,NA,NA,"active",1980-12-31,NA,"epinephrine 0.09 mg per 0.3 mL solution for injection syringe"
9000149,NA,NA,"active",1980-12-31,NA,"haloperidol 0.5 mg oral tablet"
9000150,NA,NA,"active",1980-12-31,NA,"haloperidol 1 mg oral tablet"
9000151,NA,NA,"active",1980-12-31,NA,"indomethacin 25 mg oral capsule"
9000152,NA,NA,"active",1980-12-31,NA,"indomethacin 50 mg oral capsule"
9000153,NA,NA,"active",1980-12-31,NA,"oxycodone hydrochloride 10 mg oral tablet"
9000154,NA,NA,"active",1980-12-31,NA,"propranolol hydrochloride 10 mg oral tablet"
9000155,NA,NA,"active",1980-12-31,NA,"propranolol hydrochloride 40 mg oral tablet"
9000156,NA,NA,"active",1980-12-31,NA,"propranolol hydrochloride 80 mg oral tablet"
9000157,NA,NA,"active",1980-12-31,NA,"temazepam 15 mg oral capsule"
9000158,NA,NA,"active",1980-12-31,NA,"temazepam 30 mg oral capsule"
9000159,NA,NA,"active",1981-12-31,NA,"allopurinol 100 mg oral tablet"
9000160,NA,NA,"active",1981-12-31,NA,"allopurinol 200 mg oral tablet"
9000161,NA,NA,"active",1981-12-31,NA,"alprazolam 0.25 mg oral tablet"
9000162,NA,NA,"active",1981-12-31,NA,"alprazolam 0.5 mg oral tablet"
9000164,NA,NA,"active",1981-12-31,NA,"bromazepam 3 mg oral tablet"
9000165,NA,NA,"active",1981-12-31,NA,"bromazepam 6 mg oral tablet"
9000167,NA,NA,"active",1981-12-31,NA,"erythromycin (erythromycin stearate) 250 mg oral tablet"
9000168,NA,NA,"active",1981-12-31,NA,"flurazepam hydrochloride 15 mg oral capsule"
9000169,NA,NA,"active",1981-12-31,NA,"flurazepam hydrochloride 30 mg oral capsule"
9000170,NA,NA,"active",1981-12-31,NA,"furosemide 20 mg per 2 mL solution for injection ampoule"
9000171,NA,NA,"active",1981-12-31,NA,"furosemide 40 mg per 4 mL solution for injection ampoule"
9000172,NA,NA,"active",1981-12-31,NA,"hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet"
9000174,NA,NA,"active",1982-12-31,NA,"acyclovir 5 % cutaneous ointment"
9000177,NA,NA,"active",1982-12-31,NA,"indapamide 2.5 mg oral tablet"
9000178,NA,NA,"active",1982-12-31,NA,"naproxen 125 mg oral tablet"
9000179,NA,NA,"active",1982-12-31,NA,"naproxen 250 mg oral tablet"
9006201,NA,NA,"active",1983-12-31,NA,"alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup"
9000181,NA,NA,"active",1983-12-31,NA,"codeine phosphate 15 mg oral tablet"
9000182,NA,NA,"active",1983-12-31,NA,"codeine phosphate 30 mg oral tablet"
9000184,NA,NA,"active",1983-12-31,NA,"erythromycin 250 mg gastro-resistant capsule"
9000187,NA,NA,"active",1983-12-31,NA,"hydrocortisone 2.5 % cutaneous cream"
9000188,NA,NA,"active",1983-12-31,NA,"hydrocortisone acetate 10 % rectal foam"
9000189,NA,NA,"active",1983-12-31,NA,"ibuprofen 300 mg oral tablet"
9000190,NA,NA,"active",1983-12-31,NA,"ibuprofen 400 mg oral tablet"
9000191,NA,NA,"active",1983-12-31,NA,"metoprolol tartrate 200 mg prolonged-release oral tablet"
9000192,NA,NA,"active",1983-12-31,NA,"naproxen 375 mg oral tablet"
9000193,NA,NA,"active",1983-12-31,NA,"naproxen 500 mg oral tablet"
9000194,NA,NA,"active",1984-12-31,NA,"acetaminophen 300 mg and codeine phosphate 30 mg oral tablet"
9000195,NA,NA,"active",1984-12-31,NA,"acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet"
9006203,NA,NA,"active",1984-12-31,NA,"epinephrine 0.045 mg per 0.3 mL solution for injection syringe"
9002020,NA,NA,"active",1984-12-31,NA,"fusidate sodium 2 % cutaneous ointment"
9000199,NA,NA,"active",1984-12-31,NA,"fusidic acid 2 % cutaneous cream"
9000200,NA,NA,"active",1984-12-31,NA,"haloperidol 5 mg oral tablet"
9000201,NA,NA,"active",1984-12-31,NA,"hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial"
9006204,NA,NA,"active",1984-12-31,NA,"hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial"
9000202,NA,NA,"active",1984-12-31,NA,"hydromorphone hydrochloride 2 mg oral tablet"
9000203,NA,NA,"active",1984-12-31,NA,"hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule"
9000204,NA,NA,"active",1984-12-31,NA,"hydromorphone hydrochloride 4 mg oral tablet"
9000206,NA,NA,"active",1984-12-31,NA,"hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial"
9000207,NA,NA,"active",1984-12-31,NA,"ibuprofen 600 mg oral tablet"
9000208,NA,NA,"active",1984-12-31,NA,"methylphenidate hydrochloride 20 mg prolonged-release oral tablet"
9000209,NA,NA,"active",1984-12-31,NA,"morphine hydrochloride 1 mg per mL syrup"
9000210,NA,NA,"active",1984-12-31,NA,"morphine sulfate 1 mg per mL syrup"
9000211,NA,NA,"active",1984-12-31,NA,"morphine sulfate 20 mg per mL oral drops"
9000212,NA,NA,"active",1984-12-31,NA,"morphine sulfate 5 mg per mL syrup"
9000213,NA,NA,"active",1984-12-31,NA,"procyclidine hydrochloride 2.5 mg per 5 mL oral solution"
9000214,NA,NA,"active",1984-12-31,NA,"valproic acid (divalproex sodium) 125 mg gastro-resistant tablet"
9000215,NA,NA,"active",1984-12-31,NA,"valproic acid (divalproex sodium) 250 mg gastro-resistant tablet"
9000216,NA,NA,"active",1984-12-31,NA,"valproic acid (divalproex sodium) 500 mg gastro-resistant tablet"
9000217,NA,NA,"active",1985-12-31,NA,"amoxicillin 250 mg per 5 mL powder for oral solution"
9000218,NA,NA,"active",1985-12-31,NA,"baclofen 20 mg oral tablet"
9000219,NA,NA,"active",1985-12-31,NA,"carbamazepine 100 mg chewable tablet"
9000220,NA,NA,"active",1985-12-31,NA,"carbamazepine 200 mg chewable tablet"
9000221,NA,NA,"active",1985-12-31,NA,"diclofenac sodium 100 mg prolonged-release oral tablet"
9000222,NA,NA,"active",1985-12-31,NA,"diclofenac sodium 100 mg suppository"
9000223,NA,NA,"active",1985-12-31,NA,"diclofenac sodium 50 mg suppository"
9000224,NA,NA,"active",1985-12-31,NA,"lorazepam 0.5 mg oral tablet"
9000225,NA,NA,"active",1985-12-31,NA,"lorazepam 1 mg oral tablet"
9000226,NA,NA,"active",1985-12-31,NA,"lorazepam 2 mg oral tablet"
9000227,NA,NA,"active",1985-12-31,NA,"metoprolol tartrate 100 mg prolonged-release oral tablet"
9000228,NA,NA,"active",1985-12-31,NA,"morphine hydrochloride 5 mg per mL syrup"
9000229,NA,NA,"active",1985-12-31,NA,"morphine sulfate 10 mg oral tablet"
9000230,NA,NA,"active",1985-12-31,NA,"morphine sulfate 10 mg suppository"
9000231,NA,NA,"active",1985-12-31,NA,"morphine sulfate 20 mg suppository"
9000232,NA,NA,"active",1985-12-31,NA,"morphine sulfate 25 mg oral tablet"
9000233,NA,NA,"active",1985-12-31,NA,"morphine sulfate 5 mg oral tablet"
9000234,NA,NA,"active",1985-12-31,NA,"nitroglycerin 2 % cutaneous ointment"
9006206,NA,NA,"active",1985-12-31,NA,"penicillin v potassium 300 mg oral tablet"
9000238,NA,NA,"active",1985-12-31,NA,"procyclidine hydrochloride 2.5 mg oral tablet"
9000239,NA,NA,"active",1985-12-31,NA,"procyclidine hydrochloride 5 mg oral tablet"
9006207,NA,NA,"active",1986-12-18,NA,"codeine phosphate 25 mg per 5 mL syrup"
9000241,NA,NA,"active",1986-12-31,NA,"acebutolol (acebutolol hydrochloride) 100 mg oral tablet"
9000242,NA,NA,"active",1986-12-31,NA,"acebutolol (acebutolol hydrochloride) 200 mg oral tablet"
9000243,NA,NA,"active",1986-12-31,NA,"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"
9000244,NA,NA,"active",1986-12-31,NA,"betamethasone (betamethasone valerate) 0.05 % lotion"
9000315,NA,NA,"active",1986-12-31,NA,"dexamethasone phosphate (dexamethasone sodium phosphate) 20 mg per 5 mL solution for injection vial"
9000246,NA,NA,"active",1986-12-31,NA,"erythromycin 250 mg oral tablet"
9000248,NA,NA,"active",1986-12-31,NA,"erythromycin (erythromycin stearate) 500 mg oral tablet"
9000249,NA,NA,"active",1986-12-31,NA,"furosemide 80 mg oral tablet"
9000250,NA,NA,"active",1986-12-31,NA,"glyburide 5 mg oral tablet"
9000251,NA,NA,"active",1986-12-31,NA,"haloperidol 10 mg oral tablet"
9000252,NA,NA,"active",1986-12-31,NA,"haloperidol 2 mg oral tablet"
9000253,NA,NA,"active",1986-12-31,NA,"hydromorphone hydrochloride 1 mg oral tablet"
9000254,NA,NA,"active",1986-12-31,NA,"hydroxyzine hydrochloride 10 mg oral capsule"
9000255,NA,NA,"active",1986-12-31,NA,"hydroxyzine hydrochloride 25 mg oral capsule"
9000256,NA,NA,"active",1986-12-31,NA,"hydroxyzine hydrochloride 50 mg oral capsule"
9006208,NA,NA,"active",1986-12-31,NA,"meperidine hydrochloride 10 mg per mL solution for injection 30 mL vial"
9000258,NA,NA,"active",1986-12-31,NA,"morphine hydrochloride 10 mg per mL syrup"
9000259,NA,NA,"active",1986-12-31,NA,"morphine hydrochloride 20 mg per mL syrup"
9000260,NA,NA,"active",1986-12-31,NA,"morphine sulfate 150 mg per 30 mL solution for injection vial"
9000262,NA,NA,"active",1986-12-31,NA,"morphine sulfate 30 mg per 30 mL solution for injection vial"
9000263,NA,NA,"active",1986-12-31,NA,"morphine sulfate 50 mg oral tablet"
9000264,NA,NA,"active",1986-12-31,NA,"morphine sulfate 50 mg per mL oral drops"
9000265,NA,NA,"active",1986-12-31,NA,"propranolol hydrochloride 20 mg oral tablet"
9000266,NA,NA,"active",1987-12-31,NA,"acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"
9000267,NA,NA,"active",1987-12-31,NA,"benztropine mesylate 1 mg oral tablet"
9000268,NA,NA,"active",1987-12-31,NA,"doxycycline (doxycycline hyclate) 100 mg oral capsule"
9000269,NA,NA,"active",1987-12-31,NA,"enalapril sodium 16 mg oral tablet"
9000270,NA,NA,"active",1987-12-31,NA,"enalapril sodium 4 mg oral tablet"
9000271,NA,NA,"active",1987-12-31,NA,"enalapril sodium 8 mg oral tablet"
9000272,NA,NA,"active",1987-12-31,NA,"epinephrine 1 mg per 10 mL solution for injection syringe"
9000274,NA,NA,"active",1987-12-31,NA,"hydroxyzine hydrochloride 50 mg per 1 mL solution for injection vial"
9000275,NA,NA,"active",1987-12-31,NA,"medroxyprogesterone acetate 10 mg oral tablet"
9000276,NA,NA,"active",1987-12-31,NA,"meperidine (meperidine hydrochloride) 50 mg per mL solution for injection"
9000278,NA,NA,"active",1987-12-31,NA,"metoprolol tartrate 5 mg per 5 mL solution for injection ampoule"
9000279,NA,NA,"active",1987-12-31,NA,"metronidazole 500 mg per 100 mL solution for injection bag"
9000280,NA,NA,"active",1987-12-31,NA,"morphine sulfate 10 mg per mL syrup"
9006211,NA,NA,"active",1987-12-31,NA,"morphine sulfate 250 mg per 5 mL solution for injection vial"
9006212,NA,NA,"active",1987-12-31,NA,"morphine sulfate 500 mg per 10 mL solution for injection vial"
9006213,NA,NA,"active",1987-12-31,NA,"morphine sulfate 50 mg per 1 mL solution for injection vial"
9006214,NA,NA,"active",1987-12-31,NA,"morphine sulfate 50 mg per mL solution for injection 50 mL vial"
9000282,NA,NA,"active",1987-12-31,NA,"ranitidine (ranitidine hydrochloride) 150 mg oral tablet"
9000283,NA,NA,"active",1987-12-31,NA,"ranitidine (ranitidine hydrochloride) 300 mg oral tablet"
9000284,NA,NA,"active",1987-12-31,NA,"sulfamethoxazole 40 mg per mL and trimethoprim 8 mg per mL oral suspension"
9000285,NA,NA,"active",1988-12-31,NA,"atenolol 100 mg oral tablet"
9000286,NA,NA,"active",1988-12-31,NA,"atenolol 50 mg oral tablet"
9001366,NA,NA,"active",1988-12-31,NA,"betamethasone (betamethasone valerate) 0.1 % cutaneous ointment"
9000288,NA,NA,"active",1988-12-31,NA,"carbamazepine 200 mg prolonged-release oral tablet"
9000289,NA,NA,"active",1988-12-31,NA,"carbamazepine 400 mg prolonged-release oral tablet"
9000290,NA,NA,"active",1988-12-31,NA,"clotrimazole 1 % cutaneous cream"
9000291,NA,NA,"active",1988-12-31,NA,"diltiazem hydrochloride 30 mg oral tablet"
9000292,NA,NA,"active",1988-12-31,NA,"diltiazem hydrochloride 60 mg oral tablet"
9000294,NA,NA,"active",1988-12-31,NA,"epinephrine 1 mg per 1 mL solution for injection ampoule"
9000295,NA,NA,"active",1988-12-31,NA,"erythromycin (erythromycin lactobionate) 1 g per vial powder for solution for injection"
9000296,NA,NA,"active",1988-12-31,NA,"erythromycin (erythromycin lactobionate) 500 mg per vial powder for solution for injection"
9000297,NA,NA,"active",1988-12-31,NA,"haloperidol 20 mg oral tablet"
9000300,NA,NA,"active",1988-12-31,NA,"naproxen sodium 275 mg oral tablet"
9000301,NA,NA,"active",1988-12-31,NA,"nifedipine 10 mg oral capsule"
9006215,NA,NA,"active",1988-12-31,NA,"nitroglycerin 500 mg per 10 mL solution for injection vial"
9000303,NA,NA,"active",1988-12-31,NA,"phenytoin sodium 100 mg per 2 mL solution for injection ampoule"
9000304,NA,NA,"active",1988-12-31,NA,"phenytoin sodium 250 mg per 5 mL solution for injection ampoule"
9000305,NA,NA,"active",1988-12-31,NA,"timolol maleate 10 mg oral tablet"
