drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"98992","56","ORAL","ADDED","02500213"
"99038","65","SUBCUTANEOUS","ADDED","02500736"
"98974","105","TOPICAL (COMMERCIAL)","ADDED","02500027"
"98980","56","ORAL","ADDED","02500094"
"99012","8","DISINFECTANT (Food Premises)","ADDED","02500442"
"98972","2","DISINFECTANT (Barn)","ADDED","02500000"
"98988","56","ORAL","ADDED","02500175"
"99036","49","INTRAVENOUS","ADDED","02500701"
"98964","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02499932"
"98971","56","ORAL","ADDED","02499991"
"99002","8","DISINFECTANT (Food Premises)","ADDED","02500329"
"99029","94","DISINFECTANT (Institutional/Industrial)","ADDED","02500620"
"98977","56","ORAL","ADDED","02500051"
"99034","94","DISINFECTANT (Institutional/Industrial)","ADDED","02500671"
"99007","105","TOPICAL (COMMERCIAL)","ADDED","02500388"
"99048","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500825"
"98950","93","DISINFECTANT (Domestic)","ADDED","02499789"
"99026","94","DISINFECTANT (Institutional/Industrial)","ADDED","02500590"
"98981","56","ORAL","ADDED","02500108"
"98952","8","DISINFECTANT (Food Premises)","ADDED","02499800"
"98944","49","INTRAVENOUS","ADDED","02499738"
"99010","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500426"
"98978","70","TOPICAL","ADDED","02500078"
"98993","8","DISINFECTANT (Food Premises)","ADDED","02500221"
"98952","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499800"
"99026","8","DISINFECTANT (Food Premises)","ADDED","02500590"
"98991","56","ORAL","ADDED","02500205"
"98993","94","DISINFECTANT (Institutional/Industrial)","ADDED","02500221"
"98964","93","DISINFECTANT (Domestic)","ADDED","02499932"
"98997","66","SUBLINGUAL","ADDED","02500272"
"99029","8","DISINFECTANT (Food Premises)","ADDED","02500620"
"99021","94","DISINFECTANT (Institutional/Industrial)","ADDED","02500531"
"98959","70","TOPICAL","ADDED","02499886"
"98994","2","DISINFECTANT (Barn)","ADDED","02500248"
"98962","49","INTRAVENOUS","ADDED","02499916"
"92016","14","INTRACARDIAC","REMOVED","02435810"
"99016","104","TOPICAL (HOUSEHOLD)","ADDED","02500485"
"98984","56","ORAL","ADDED","02500132"
"98936","56","ORAL","ADDED","02499630"
"98961","56","ORAL","ADDED","02499908"
"98950","8","DISINFECTANT (Food Premises)","ADDED","02499789"
"99027","104","TOPICAL (HOUSEHOLD)","ADDED","02500604"
"99021","93","DISINFECTANT (Domestic)","ADDED","02500531"
"98964","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499932"
"99056","104","TOPICAL (HOUSEHOLD)","ADDED","02500906"
"99018","104","TOPICAL (HOUSEHOLD)","ADDED","02500507"
"99026","93","DISINFECTANT (Domestic)","ADDED","02500590"
"99002","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500329"
"98985","56","ORAL","ADDED","02500140"
"99022","2","DISINFECTANT (Barn)","ADDED","02500558"
"98986","56","ORAL","ADDED","02500159"
"98964","8","DISINFECTANT (Food Premises)","ADDED","02499932"
"98949","2","DISINFECTANT (Barn)","ADDED","02499770"
"98963","49","INTRAVENOUS","ADDED","02499924"
"99034","93","DISINFECTANT (Domestic)","ADDED","02500671"
"99029","93","DISINFECTANT (Domestic)","ADDED","02500620"
"98968","2","DISINFECTANT (Barn)","ADDED","02499975"
"98927","56","ORAL","ADDED","02499533"
"98950","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499789"
"99012","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500442"
"98946","70","TOPICAL","ADDED","02499754"
"98953","56","ORAL","ADDED","02499819"
"99010","8","DISINFECTANT (Food Premises)","ADDED","02500426"
"98993","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500221"
"98952","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02499800"
"99048","8","DISINFECTANT (Food Premises)","ADDED","02500825"
"98309","70","TOPICAL","ADDED","02493128"
"99021","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500531"
"99036","65","SUBCUTANEOUS","ADDED","02500701"
"98951","2","DISINFECTANT (Barn)","ADDED","02499797"
"99037","65","SUBCUTANEOUS","ADDED","02500728"
"99008","105","TOPICAL (COMMERCIAL)","ADDED","02500396"
"99048","94","DISINFECTANT (Institutional/Industrial)","ADDED","02500825"
"99034","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500671"
"99038","49","INTRAVENOUS","ADDED","02500736"
"78416","2","DISINFECTANT (Barn)","ADDED","02298864"
"99029","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500620"
"99009","2","DISINFECTANT (Barn)","ADDED","02500418"
"98618","70","TOPICAL","ADDED","02496291"
"99010","94","DISINFECTANT (Institutional/Industrial)","ADDED","02500426"
"98982","56","ORAL","ADDED","02500116"
"99026","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500590"
"98791","104","TOPICAL (HOUSEHOLD)","ADDED","02498138"
"99031","1","BLOCK/INFILTRATION","ADDED","02500647"
"98999","66","SUBLINGUAL","ADDED","02500299"
"99051","93","DISINFECTANT (Domestic)","ADDED","02500868"
"99038","22","INTRAMUSCULAR","ADDED","02500736"
"99022","94","DISINFECTANT (Institutional/Industrial)","ADDED","02500558"
"98949","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499770"
"98943","49","INTRAVENOUS","ADDED","02499711"
"98925","56","ORAL","ADDED","02499517"
"98972","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500000"
"98968","8","DISINFECTANT (Food Premises)","ADDED","02499975"
"98958","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499878"
"99058","105","TOPICAL (COMMERCIAL)","ADDED","02500930"
"99024","105","TOPICAL (COMMERCIAL)","ADDED","02500574"
"98947","70","TOPICAL","ADDED","02499762"
"98926","56","ORAL","ADDED","02499525"
"98983","105","TOPICAL (COMMERCIAL)","ADDED","02500124"
"99015","56","ORAL","ADDED","02500477"
"99044","8","DISINFECTANT (Food Premises)","ADDED","02500779"
"99033","56","ORAL","ADDED","02500663"
"99035","94","DISINFECTANT (Institutional/Industrial)","ADDED","02500698"
"98975","56","ORAL","ADDED","02500035"
"99043","8","DISINFECTANT (Food Premises)","ADDED","02500787"
"98994","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02500248"
"98951","94","DISINFECTANT (Institutional/Industrial)","ADDED","02499797"
"99009","8","DISINFECTANT (Food Premises)","ADDED","02500418"
