"ccdd","tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name"
FALSE,NA,"dextrose and potassium chloride",9002184,"dextrose 5 g per 100 mL and potassium chloride 150 mg per 100 mL solution for injection","00438049","(20 MMOL/L) POTASSIUM CHLORIDE IN 5% DEXTROSE INJECTION USP (dextrose 5 g per 100 mL and potassium chloride 150 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"dextrose and potassium chloride",9002186,"dextrose 5 g per 100 mL and potassium chloride 300 mg per 100 mL solution for injection","00438030","(40 MMOL/L) POTASSIUM CHLORIDE IN 5% DEXTROSE INJECTION USP (dextrose 5 g per 100 mL and potassium chloride 300 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"dextrose and potassium chloride and sodium chloride",9002183,"dextrose 5 g per 100 mL and potassium chloride 150 mg per 100 mL and sodium chloride 450 mg per 100 mL solution for injection","00437999","(20MMOL/L) POTASSIUM CHLORIDE IN 5% DEXTROSE AND 0.45% SODIUM CHLORIDE INJECTION USP (dextrose 5 g per 100 mL and potassium chloride 150 mg per 100 mL and sodium chloride 450 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"dextrose and potassium chloride and sodium chloride",9002185,"dextrose 5 g per 100 mL and potassium chloride 300 mg per 100 mL and sodium chloride 450 mg per 100 mL solution for injection","00438006","(40MMOL/L)POTASSIUM CHLORIDE IN 5% DEXTROSE AND 0.45% SODIUM CHLORIDE INJECTION USP (dextrose 5 g per 100 mL and potassium chloride 300 mg per 100 mL and sodium chloride 450 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"hydrocortisone and pramoxine hydrochloride",9002198,"hydrocortisone 1 % and pramoxine hydrochloride 1 % cutaneous cream","00770957","PRAMOX HC CREAM (hydrocortisone 1 % and pramoxine hydrochloride 1 % cutaneous cream) DERMTEK PHARMA INC"
FALSE,NA,"dextromethorphan hydrobromide",9001832,"dextromethorphan hydrobromide 15 mg per 5 mL syrup","00800813","DM SYRUP (dextromethorphan hydrobromide 15 mg per 5 mL syrup) TEVA CANADA LIMITED"
FALSE,NA,"gramicidin and neomycin (neomycin sulfate) and polymyxin b (polymyxin b sulfate)",9002194,"gramicidin 0.025 mg per mL and neomycin (neomycin sulfate) 1.75 mg per mL and polymyxin b (polymyxin b sulfate) 10000 unit per mL otic drops","00807435","OPTIMYXIN PLUS OTO-OPHT GTTE (gramicidin 0.025 mg per mL and neomycin (neomycin sulfate) 1.75 mg per mL and polymyxin b (polymyxin b sulfate) 10000 unit per mL otic drops) SANDOZ CANADA INCORPORATED"
FALSE,NA,"gramicidin and neomycin (neomycin sulfate) and polymyxin b (polymyxin b sulfate)",9002193,"gramicidin 0.025 mg per mL and neomycin (neomycin sulfate) 1.75 mg per mL and polymyxin b (polymyxin b sulfate) 10000 unit per mL ophthalmic drops","00807435","OPTIMYXIN PLUS OTO-OPHT GTTE (gramicidin 0.025 mg per mL and neomycin (neomycin sulfate) 1.75 mg per mL and polymyxin b (polymyxin b sulfate) 10000 unit per mL ophthalmic drops) SANDOZ CANADA INCORPORATED"
FALSE,NA,"thiamine hydrochloride",9001864,"thiamine hydrochloride 100 mg per mL solution for injection","00816078","VITAMIN B1 (thiamine hydrochloride 100 mg per mL solution for injection) SANDOZ CANADA INCORPORATED"
FALSE,NA,"methylene blue",9002208,"methylene blue 10 mg per mL solution for injection","00816108","METHYLENE BLUE INJECTION USP (methylene blue 10 mg per mL solution for injection) SANDOZ CANADA INCORPORATED"
FALSE,NA,"acetic acid and calcium chloride and dextrose and magnesium chloride and sodium chloride",9002127,"acetic acid 10.8 g per l and calcium chloride 6.24 g per l and dextrose 67.54 g per l and magnesium chloride 1.61 g per l and sodium chloride 263 g per l solution for haemodialysis","00774936","ACID CONCENTRATE 2116 (acetic acid 10.8 g per l and calcium chloride 6.24 g per l and dextrose 67.54 g per l and magnesium chloride 1.61 g per l and sodium chloride 263 g per l solution for haemodialysis) BAXTER CORPORATION"
FALSE,NA,"acetic acid and calcium chloride and dextrose and magnesium chloride and potassium chloride and sodium chloride",9002126,"acetic acid 10.8 g per l and calcium chloride 6.24 g per l and dextrose 67.54 g per l and magnesium chloride 1.61 g per l and potassium chloride 6.71 g per l and sodium chloride 263 g per l solution for haemodialysis","00774944","ACID CONCENTRATE 2117 (acetic acid 10.8 g per l and calcium chloride 6.24 g per l and dextrose 67.54 g per l and magnesium chloride 1.61 g per l and potassium chloride 6.71 g per l and sodium chloride 263 g per l solution for haemodialysis) BAXTER CORPORATION"
TRUE,8000044,"nitroglycerin",9000334,"nitroglycerin 50 mg per 20 sq cm transdermal patch","00852384","TRANSDERM-NITRO 0.4 (nitroglycerin 50 mg per 20 sq cm transdermal patch) NOVARTIS PHARMACEUTICALS CANADA INC"
TRUE,8000117,"doxycycline",9000268,"doxycycline (doxycycline hyclate) 100 mg oral capsule","00725250","TEVA-DOXYCYCLINE (doxycycline (doxycycline hyclate) 100 mg oral capsule) TEVA CANADA LIMITED"
FALSE,NA,"pyrantel (pyrantel pamoate)",9002222,"pyrantel (pyrantel pamoate) 35 mg oral tablet","00786047","JAA PYRAL 35 TABLET 35MG (pyrantel (pyrantel pamoate) 35 mg oral tablet) JAAPHARM CANADA INC."
FALSE,NA,"ketoprofen",9002201,"ketoprofen 100 mg gastro-resistant tablet","00842664","KETOPROFEN-E (ketoprofen 100 mg gastro-resistant tablet) AA PHARMA INC"
FALSE,NA,"ketoprofen",9002202,"ketoprofen 50 mg gastro-resistant tablet","00790435","KETOPROFEN-E (ketoprofen 50 mg gastro-resistant tablet) AA PHARMA INC"
FALSE,NA,"ketoprofen",9002203,"ketoprofen 50 mg oral capsule","00790427","KETOPROFEN (ketoprofen 50 mg oral capsule) AA PHARMA INC"
FALSE,NA,"calcium chloride and dextrose and magnesium chloride and sodium chloride and sodium lactate",9002177,"calcium chloride 23.9 mg per 100 mL and dextrose 4.25 g per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL solution for haemodialysis","00799807","DIANEAL PD 101 CAPD SOLUTION W 4.25% DEXTROSE (calcium chloride 23.9 mg per 100 mL and dextrose 4.25 g per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL solution for haemodialysis) BAXTER CORPORATION"
FALSE,NA,"calcium chloride and dextrose and magnesium chloride and sodium chloride and sodium lactate",9002175,"calcium chloride 23.9 mg per 100 mL and dextrose 1.5 g per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL solution for haemodialysis","00799815","DIANEAL PD 101 CAPD SOLUTION W 1.5% DEXTROSE (calcium chloride 23.9 mg per 100 mL and dextrose 1.5 g per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL solution for haemodialysis) BAXTER CORPORATION"
FALSE,NA,"prednisolone and sulfacetamide sodium",9002216,"prednisolone acetate 0.2 % and sulfacetamide sodium 10 % ophthalmic drops","00807788","BLEPHAMIDE OPHT SUSPENSION (prednisolone acetate 0.2 % and sulfacetamide sodium 10 % ophthalmic drops) ALLERGAN INC"
TRUE,8000106,"hydromorphone",9000327,"hydromorphone hydrochloride 1 mg per mL oral liquid","00786535","DILAUDID (hydromorphone hydrochloride 1 mg per mL oral liquid) PURDUE PHARMA"
FALSE,NA,"chlorhexidine",9002178,"chlorhexidine gluconate 0.05 % cutaneous liquid","00788422","BAXEDIN LIQ 0.05% (chlorhexidine gluconate 0.05 % cutaneous liquid) OMEGA LABORATORIES LTD"
FALSE,NA,"acetaminophen and phenylephrine",9002165,"acetaminophen 650 mg per pck and phenylephrine hydrochloride 10 mg per pck oral powder","00843792","NEOCITRAN EXTRA STRENGTH COLD & CONGESTION (acetaminophen 650 mg per pck and phenylephrine hydrochloride 10 mg per pck oral powder) GLAXOSMITHKLINE CONSUMER HEALTHCARE INC."
FALSE,NA,"acetylsalicylic acid",9001640,"acetylsalicylic acid 325 mg oral tablet","00472468","APO ASA TAB 325MG (acetylsalicylic acid 325 mg oral tablet) APOTEX INC"
TRUE,8000053,"betamethasone (base)",9000095,"betamethasone (betamethasone dipropionate) 0.05 % lotion","00862975","DIPROLENE (betamethasone (betamethasone dipropionate) 0.05 % lotion) MERCK CANADA INC"
FALSE,NA,"aluminum hydroxide and dimethicone and magnesium hydroxide",9002172,"aluminum hydroxide 200 mg per 5 mL and dimethicone 25 mg per 5 mL and magnesium hydroxide 200 mg per 5 mL oral suspension","00623709","STOMAAX PLUS (aluminum hydroxide 200 mg per 5 mL and dimethicone 25 mg per 5 mL and magnesium hydroxide 200 mg per 5 mL oral suspension) LABORATOIRE ATLAS INC"
FALSE,NA,"acetylsalicylic acid and caffeine and codeine",9001653,"acetylsalicylic acid 375 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet","00095494","ACETYLSALICYLIC ACID, CAFFEINE AND 8MG CODEINE PHOSPHATE (acetylsalicylic acid 375 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMETICS (2011) INC"
TRUE,8000043,"ibuprofen",9000059,"ibuprofen 200 mg oral tablet","00441643","APO-IBUPROFEN TAB 200MG (ibuprofen 200 mg oral tablet) APOTEX INC"
FALSE,NA,"imipramine hydrochloride",9001674,"imipramine hydrochloride 50 mg oral tablet","00021520","NOVO-PRAMINE TAB 50MG (imipramine hydrochloride 50 mg oral tablet) NOVOPHARM LIMITED"
TRUE,8000160,"clarithromycin",9000509,"clarithromycin 500 mg oral tablet","02126710","BIAXIN BID (clarithromycin 500 mg oral tablet) BGP PHARMA ULC"
FALSE,NA,"imipramine hydrochloride",9001672,"imipramine hydrochloride 10 mg oral tablet","00021504","NOVO-PRAMINE TAB 10MG (imipramine hydrochloride 10 mg oral tablet) NOVOPHARM LIMITED"
TRUE,8000055,"folic acid",9000356,"folic acid 50 mg per 10 mL solution for injection vial","00816086","FOLIC ACID INJECTION USP (folic acid 50 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED"
FALSE,NA,"petrolatum",9002213,"petrolatum 100 % cutaneous cream","00745790","WHITE PETROLEUM JELLY 100% BP (petrolatum 100 % cutaneous cream) H.J. SUTTON INDUSTRIES LTD."
FALSE,NA,"docusate calcium",9002070,"docusate calcium 240 mg oral capsule","00809055","TEVA-DOCUSATE CALCIUM (docusate calcium 240 mg oral capsule) TEVA CANADA LIMITED"
FALSE,NA,"leuprolide acetate",9002204,"leuprolide acetate 7.5 mg per vial powder for prolonged-release suspension for injection","00836273","LUPRON DEPOT (leuprolide acetate 7.5 mg per vial powder for prolonged-release suspension for injection) ABBVIE CORPORATION"
FALSE,NA,"imipramine hydrochloride",9001673,"imipramine hydrochloride 25 mg oral tablet","00021512","NOVO-PRAMINE TAB 25MG (imipramine hydrochloride 25 mg oral tablet) NOVOPHARM LIMITED"
TRUE,8000038,"metronidazole",9000055,"metronidazole 250 mg oral tablet","00021555","NOVO-NIDAZOL TAB 250MG (metronidazole 250 mg oral tablet) NOVOPHARM LIMITED"
TRUE,8000004,"phenytoin sodium",9000007,"phenytoin sodium 30 mg oral capsule","00022772","DILANTIN - 30MG (phenytoin sodium 30 mg oral capsule) PFIZER CANADA INC"
TRUE,8000004,"phenytoin sodium",9000006,"phenytoin sodium 100 mg oral capsule","00022780","DILANTIN - 100MG (phenytoin sodium 100 mg oral capsule) PFIZER CANADA INC"
TRUE,8000117,"doxycycline",9000318,"doxycycline (doxycycline hyclate) 100 mg oral tablet","00874256","APO-DOXY TABS 100MG (doxycycline (doxycycline hyclate) 100 mg oral tablet) APOTEX INC"
TRUE,8000132,"salbutamol",9000338,"salbutamol (salbutamol sulfate) 5 mg per mL inhalation solution 10 mL bottle","00860808","RATIO-SALBUTAMOL (salbutamol (salbutamol sulfate) 5 mg per mL inhalation solution 10 mL bottle) TEVA CANADA LIMITED"
TRUE,8000122,"diltiazem",9000291,"diltiazem hydrochloride 30 mg oral tablet","00862924","TEVA-DILTIAZEM (diltiazem hydrochloride 30 mg oral tablet) TEVA CANADA LIMITED"
TRUE,8000122,"diltiazem",9000292,"diltiazem hydrochloride 60 mg oral tablet","00862932","TEVA-DILTIAZEM (diltiazem hydrochloride 60 mg oral tablet) TEVA CANADA LIMITED"
TRUE,8000010,"methylphenidate",9000015,"methylphenidate hydrochloride 10 mg oral tablet","00584991","PMS-METHYLPHENIDATE (methylphenidate hydrochloride 10 mg oral tablet) PHARMASCIENCE INC"
TRUE,8000010,"methylphenidate",9000023,"methylphenidate hydrochloride 20 mg oral tablet","00585009","PMS-METHYLPHENIDATE (methylphenidate hydrochloride 20 mg oral tablet) PHARMASCIENCE INC"
TRUE,8000045,"oxycodone",9000367,"oxycodone hydrochloride 5 mg oral tablet","00789739","SUPEUDOL 5 (oxycodone hydrochloride 5 mg oral tablet) SANDOZ CANADA INCORPORATED"
TRUE,8000078,"nystatin",9000335,"nystatin 100000 unit per mL oral suspension","00779121","NYADERM ORAL SUS 100000UNIT/ML USP (nystatin 100000 unit per mL oral suspension) TARO PHARMACEUTICALS INC"
FALSE,NA,"dextrose and sodium chloride",9002290,"dextrose 5 g per 100 mL and sodium chloride 200 mg per 100 mL solution for injection","00060704","DEXTROSE 5% AND 0.2% SOD CHLORIDE INJ (dextrose 5 g per 100 mL and sodium chloride 200 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"dextrose and sodium chloride",9002292,"dextrose 5 g per 100 mL and sodium chloride 450 mg per 100 mL solution for injection","00060739","DEXTROSE 5% AND 0.45% SOD CHLORIDE INJ (dextrose 5 g per 100 mL and sodium chloride 450 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"dextrose and sodium chloride",9002293,"dextrose 5 g per 100 mL and sodium chloride 900 mg per 100 mL solution for injection","00060747","DEXTROSE 5% AND 0.9% SOD CHLORIDE INJ (dextrose 5 g per 100 mL and sodium chloride 900 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"dextrose and sodium chloride",9002275,"dextrose 10 g per 100 mL and sodium chloride 900 mg per 100 mL solution for injection","00060755","DEXTROSE 10% AND 0.9% SOD CHLORIDE INJ (dextrose 10 g per 100 mL and sodium chloride 900 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"sodium chloride",9002324,"sodium chloride 450 mg per 100 mL solution for injection","00060186","SODIUM CHLORIDE 0.45% INJ (sodium chloride 450 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"acetaminophen",9002236,"acetaminophen 32 mg per mL oral solution","00792691","PDP-ACETAMINOPHEN SOLUTION 160MG/5ML (acetaminophen 32 mg per mL oral solution) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC"
FALSE,NA,"acetaminophen",9002235,"acetaminophen 16 mg per mL oral solution","00792713","PDP-ACETAMINOPHEN SOLUTION 80MG/5ML (acetaminophen 16 mg per mL oral solution) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC"
TRUE,8000071,"morphine",9000264,"morphine sulfate 50 mg per mL oral drops","00705799","STATEX DPS 50MG/ML (morphine sulfate 50 mg per mL oral drops) PALADIN LABS INC"
FALSE,NA,"diphenhydramine hydrochloride",9002297,"diphenhydramine hydrochloride 2.5 mg per mL oral solution","00792705","PMS-DIPHENHYDRAMINE ELIXIR 2.5MG/ML (diphenhydramine hydrochloride 2.5 mg per mL oral solution) PHARMASCIENCE INC"
FALSE,NA,"fluphenazine decanoate",9002305,"fluphenazine decanoate 100 mg per mL solution for injection","00755575","MODECATE CONCENTRATE (fluphenazine decanoate 100 mg per mL solution for injection) BRISTOL-MYERS SQUIBB CANADA"
FALSE,NA,"dinoprostone",9002295,"dinoprostone 0.5 mg per 2.5 mL endocervical gel","00860786","PREPIDIL GEL (dinoprostone 0.5 mg per 2.5 mL endocervical gel) PFIZER CANADA INC"
FALSE,NA,"amiloride hydrochloride and hydrochlorothiazide",9002173,"amiloride hydrochloride 5 mg and hydrochlorothiazide 50 mg oral tablet","00784400","APO-AMILZIDE TAB (amiloride hydrochloride 5 mg and hydrochlorothiazide 50 mg oral tablet) APOTEX INC"
TRUE,8000130,"metoclopramide",9000330,"metoclopramide hydrochloride 5 mg oral tablet","00842826","APO-METOCLOP TAB 5MG (metoclopramide hydrochloride 5 mg oral tablet) APOTEX INC"
TRUE,8000130,"metoclopramide",9000329,"metoclopramide hydrochloride 10 mg oral tablet","00842834","APO-METOCLOP TAB 10MG (metoclopramide hydrochloride 10 mg oral tablet) APOTEX INC"
FALSE,NA,"sodium citrate",9002326,"sodium citrate 4 g per 100 mL NA","00060313","ANTICOAGULANT SOD CITRATE SOLTN 4GM/100ML (sodium citrate 4 g per 100 mL NA) BAXTER CORPORATION"
FALSE,NA,"potassium phosphate dibasic and potassium phosphate monobasic",9002030,"potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection","00804789","POTASSIUM PHOSPHATES (potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection) SANDOZ CANADA INCORPORATED"
FALSE,NA,"dextrose",9002294,"dextrose 5 g per 100 mL solution for injection","00060348","DEXTROSE 5% INJ 5GM/100ML USP (dextrose 5 g per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"calcium chloride and dextrose and magnesium chloride and sodium chloride and sodium lactate",9002254,"calcium chloride 23.9 mg per 100 mL and dextrose 500 mg per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL solution for haemodialysis","00799793","DIANEAL PD 101 CAPD SOLUTION W 0.5% DEXTROSE (calcium chloride 23.9 mg per 100 mL and dextrose 500 mg per 100 mL and magnesium chloride 15.2 mg per 100 mL and sodium chloride 567 mg per 100 mL and sodium lactate 392 mg per 100 mL solution for haemodialysis) BAXTER CORPORATION"
FALSE,NA,"dextrose and sodium chloride",9002276,"dextrose 3.3 g per 100 mL and sodium chloride 300 mg per 100 mL solution for injection","00060712","DEXTROSE 3.3% AND 0.3% SOD CHLORIDE INJ (dextrose 3.3 g per 100 mL and sodium chloride 300 mg per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"mannitol",9002206,"mannitol 20 g per 100 mL solution for injection","00060437","OSMITROL 20% INJ USP (mannitol 20 g per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"mannitol",9002205,"mannitol 10 g per 100 mL solution for injection","00060410","OSMITROL 10% INJ USP (mannitol 10 g per 100 mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"dextrose and lidocaine hydrochloride",9001971,"dextrose 50 mg per mL and lidocaine hydrochloride 4 mg per mL solution for injection","00828602","LIDOCAINE HCL 0.4% AND 5% DEXTROSE INJ (dextrose 50 mg per mL and lidocaine hydrochloride 4 mg per mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"heparin (heparin sodium) and sodium chloride",9002308,"heparin (heparin sodium) 2 unit per mL and sodium chloride 9 mg per mL solution for injection","00828750","HEPARIN SOD AND 0.9% SOD CHLORIDE INJ (heparin (heparin sodium) 2 unit per mL and sodium chloride 9 mg per mL solution for injection) BAXTER CORPORATION"
FALSE,NA,"cefixime",9002262,"cefixime 100 mg per 5 mL powder for oral suspension","00868965","SUPRAX (cefixime 100 mg per 5 mL powder for oral suspension) SANOFI-AVENTIS CANADA INC"
FALSE,NA,"cefixime",9002263,"cefixime 400 mg oral tablet","00868981","SUPRAX (cefixime 400 mg oral tablet) SANOFI-AVENTIS CANADA INC"
FALSE,NA,"heparin sodium",9002109,"heparin sodium 1000 unit per mL solution for injection","00453811","HEPARIN LEO INJ 1000UNIT/ML (heparin sodium 1000 unit per mL solution for injection) LEO PHARMA INC"
FALSE,NA,"loratadine",9002125,"loratadine 10 mg oral tablet","00782696","CLARITIN (loratadine 10 mg oral tablet) BAYER INC CONSUMER CARE"
TRUE,8000080,"sulfamethoxazole and trimethoprim",9000339,"sulfamethoxazole 40 mg per 5 mL and trimethoprim 8 mg per 5 mL oral suspension","00846465","APO-SULFATRIM ORAL SUSPENSION (sulfamethoxazole 40 mg per 5 mL and trimethoprim 8 mg per 5 mL oral suspension) APOTEX INC"
FALSE,NA,"cetrimonium bromide",9002264,"cetrimonium bromide 0.5 % cutaneous solution","00873195","CETRIMIDE TINCTURE 0.5% (cetrimonium bromide 0.5 % cutaneous solution) CANADIAN CUSTOM PACKAGING COMPANY"
FALSE,NA,"pyridostigmine bromide",9002322,"pyridostigmine bromide 60 mg oral tablet","00869961","MESTINON TAB 60MG USP (pyridostigmine bromide 60 mg oral tablet) VALEANT CANADA LP/VALEANT CANADA S.E.C."
FALSE,NA,"docusate calcium",9002070,"docusate calcium 240 mg oral capsule","00842044","NOVO-DOCUSATE CALCIUM (docusate calcium 240 mg oral capsule) TEVA CANADA LIMITED"
FALSE,NA,"docusate sodium",9002300,"docusate sodium 50 mg per mL syrup","00848417","PMS-DOCUSATE SODIUM (docusate sodium 50 mg per mL syrup) PHARMASCIENCE INC"
FALSE,NA,"tetracycline hydrochloride",9002163,"tetracycline hydrochloride 10 mg per g ophthalmic ointment","00792594","TETRACYCLINE 1% ONGUENT OPHTHALMIC (tetracycline hydrochloride 10 mg per g ophthalmic ointment) LABORATOIRES STERIGEN INC"
FALSE,NA,"benzocaine and methyl heptyl colamino formylmethyl pyridinium chl",9001868,"benzocaine 23 % and methyl heptyl colamino formylmethyl pyridinium chl 0.1 % oromucosal paste","00070254","CORA CAINE (benzocaine 23 % and methyl heptyl colamino formylmethyl pyridinium chl 0.1 % oromucosal paste) CORALITE DENTAL PRODUCTS"
FALSE,NA,"tamoxifen (tamoxifen citrate)",9002226,"tamoxifen (tamoxifen citrate) 10 mg oral tablet","00812404","APO-TAMOX TAB 10MG (tamoxifen (tamoxifen citrate) 10 mg oral tablet) APOTEX INC"
FALSE,NA,"terbutaline sulfate",9002327,"terbutaline sulfate 0.5 mg per actuation inhalation powder","00786616","BRICANYL TURBUHALER (terbutaline sulfate 0.5 mg per actuation inhalation powder) ASTRAZENECA CANADA INC"
TRUE,8000134,"budesonide",9000345,"budesonide 200 mcg per actuation pressurised inhalation","00851752","PULMICORT TURBUHALER 200 MCG/DOSE (budesonide 200 mcg per actuation pressurised inhalation) ASTRAZENECA CANADA INC"
TRUE,8000134,"budesonide",9000344,"budesonide 200 mcg per actuation inhalation powder","00851752","PULMICORT TURBUHALER 200 MCG/DOSE (budesonide 200 mcg per actuation inhalation powder) ASTRAZENECA CANADA INC"
TRUE,8000134,"budesonide",9000343,"budesonide 100 mcg per actuation pressurised inhalation","00852074","PULMICORT TURBUHALER 100 MCG/DOSE (budesonide 100 mcg per actuation pressurised inhalation) ASTRAZENECA CANADA INC"
TRUE,8000134,"budesonide",9000342,"budesonide 100 mcg per actuation inhalation powder","00852074","PULMICORT TURBUHALER 100 MCG/DOSE (budesonide 100 mcg per actuation inhalation powder) ASTRAZENECA CANADA INC"
FALSE,NA,"chlorhexidine",9002268,"chlorhexidine gluconate 4 % cutaneous liquid","00832111","DEXIDIN LIQ 4% (chlorhexidine gluconate 4 % cutaneous liquid) LABORATOIRE ATLAS INC"
FALSE,NA,"chlorhexidine",9002267,"chlorhexidine gluconate 2 % cutaneous liquid","00832138","DEXIDIN 2 DETERGENT (chlorhexidine gluconate 2 % cutaneous liquid) LABORATOIRE ATLAS INC"
TRUE,8000044,"nitroglycerin",9000366,"nitroglycerin 10 mg per 10 mL solution for injection vial","00614262","NITROJECT INJ 1MG/ML (nitroglycerin 10 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD"
TRUE,8000044,"nitroglycerin",9000302,"nitroglycerin 50 mg per 10 mL solution for injection vial","00778869","NITROJECT INJ 5MG/ML (nitroglycerin 50 mg per 10 mL solution for injection vial) OMEGA LABORATORIES LTD"
TRUE,8000037,"erythromycin",9000355,"erythromycin 333 mg gastro-resistant capsule","00873454","ERYC DELAYED-RELEASE CAPSULES (erythromycin 333 mg gastro-resistant capsule) PFIZER CANADA INC"
FALSE,NA,"bethanechol chloride",9002247,"bethanechol chloride 25 mg oral tablet","00739162","PMS-BETHANECHOL CHLORIDE TAB 25MG (bethanechol chloride 25 mg oral tablet) PHARMASCIENCE INC"
FALSE,NA,"bethanechol chloride",9002246,"bethanechol chloride 10 mg oral tablet","00759171","PMS-BETHANECHOL CHLORIDE TAB 10MG (bethanechol chloride 10 mg oral tablet) PHARMASCIENCE INC"
FALSE,NA,"bethanechol chloride",9002248,"bethanechol chloride 50 mg oral tablet","00759198","PMS-BETHANECHOL CHLORIDE TAB 50MG (bethanechol chloride 50 mg oral tablet) PHARMASCIENCE INC"
FALSE,NA,"acetylsalicylic acid",9002239,"acetylsalicylic acid 150 mg suppository","00785547","ASA SUPPOSITORIES 150MG (acetylsalicylic acid 150 mg suppository) PHARMASCIENCE INC"
