drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"104415","723","ADDED","approved","RISPERIDONE","2","MG","02555387"
"103937","265","ADDED","approved","MENTHOL","0.5","%","02550563"
"85854","12064","Changed","approved","SIROLIMUS","1","MG","02373394"
"104446","232","ADDED","approved","PERINDOPRIL ERBUMINE","8","MG","02555719"
"104438","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","20","MG","02555646"
"104429","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","20","MG","02555530"
"104399","24054","ADDED","approved","RETIFANLIMAB","25","MG","02555239"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"104403","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.13","%","02555247"
"104402","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","80","MG","02555220"
"104337","13326","ADDED","approved","PEMETREXED (PEMETREXED DISODIUM HEMIPENTAHYDRATE)","100","MG","02554534"
"104461","19728","ADDED","approved","LANREOTIDE (LANREOTIDE ACETATE)","120","MG","02555883"
"104428","24057","ADDED","approved","INAVOLISIB","9","MG","02555484"
"102672","22430","ADDED","approved","ESLICARBAZEPINE ACETATE","800","MG","02537974"
"102671","22430","ADDED","approved","ESLICARBAZEPINE ACETATE","600","MG","02537966"
"104401","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","40","MG","02555212"
"104460","19728","ADDED","approved","LANREOTIDE (LANREOTIDE ACETATE)","90","MG","02555875"
"104421","2474","ADDED","approved","NALOXONE HYDROCHLORIDE","8","MG","02555441"
"104436","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","40","MG","02555611"
"104437","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","80","MG","02555638"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"79957","11516","Changed","active","ROPINIROLE (ROPINIROLE HYDROCHLORIDE)","1","MG","02314053"
"103264","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","10","MG","02544113"
"104430","270","ADDED","approved","ACETAMINOPHEN","1000","MG","02555549"
"104417","723","ADDED","approved","RISPERIDONE","4","MG","02555409"
"103264","10258","ADDED","approved","PHENYLEPHRINE HYDROCHLORIDE","5","MG","02544113"
"104464","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","10","MG","02555913"
"104438","9615","ADDED","approved","GUAIFENESIN","400","MG","02555646"
"104429","9615","ADDED","approved","GUAIFENESIN","200","MG","02555530"
"104464","270","ADDED","approved","ACETAMINOPHEN","325","MG","02555913"
"104430","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","30","MG","02555549"
"103937","6343","ADDED","approved","PRAMOXINE HYDROCHLORIDE","1","%","02550563"
"104420","727","ADDED","approved","TITANIUM DIOXIDE","1.53","%","02555433"
"104427","24057","ADDED","approved","INAVOLISIB","3","MG","02555476"
"104424","13123","ADDED","approved","ROSUVASTATIN (ROSUVASTATIN CALCIUM)","10","MG","02555506"
"104434","11366","ADDED","approved","ATORVASTATIN (ATORVASTATIN CALCIUM)","10","MG","02555581"
"104420","12048","ADDED","approved","OCTISALATE","2.5","%","02555433"
"104420","2280","ADDED","approved","OCTOCRYLENE","4","%","02555433"
"103358","662","ADDED","approved","PYRITHIONE ZINC","1","%","02544962"
"103568","21230","ADDED","active","AZILSARTAN MEDOXOMIL (AZILSARTAN MEDOXOMIL POTASSIUM)","80","MG","02547023"
