"mp_code","mp_formal_name","mp_en_description","mp_fr_description","mp_status","mp_status_effective_time"
"02245669","APO-SALVENT CFC FREE (salbutamol (salbutamol sulfate) 100 mcg per actuation pressurised inhalation) APOTEX INC",NA,NA,"active",2002-08-22
"02310341","SANDOZ OLANZAPINE (olanzapine 2.5 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"active",2009-06-12
"02231488","APO-SALVENT STERULES (salbutamol 2.5 mg per 2.5 mL inhalation solution unit dose vial) APOTEX INC",NA,NA,"inactive",2017-08-22
"00022772","DILANTIN (phenytoin sodium 30 mg oral capsule) PFIZER CANADA INC",NA,NA,"active",1951-12-31
"02306069","PMS-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) PHARMASCIENCE INC",NA,NA,"inactive",2017-08-25
"02306026","NOVO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 6 mg oral capsule) NOVOPHARM LIMITED",NA,NA,"inactive",2017-08-25
"02306018","NOVO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 4.5 mg oral capsule) NOVOPHARM LIMITED",NA,NA,"inactive",2017-08-25
"02305992","NOVO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 3 mg oral capsule) NOVOPHARM LIMITED",NA,NA,"inactive",2017-08-25
"02243960","DITROPAN XL  -(5MG) (oxybutynin chloride 5 mg prolonged-release oral tablet) JANSSEN INC",NA,NA,"active",2001-06-22
"02305984","NOVO-RIVASTIGMINE (rivastigmine (rivastigmine hydrogen tartrate) 1.5 mg oral capsule) NOVOPHARM LIMITED",NA,NA,"inactive",2017-08-25
"02304546","CIPROFLOXACIN INTRAVENOUS INFUSION, BP (ciprofloxacin 2 mg per mL solution for injection) APOTEX INC",NA,NA,"inactive",2017-08-22
"02301296","CIPROFLOXACIN INJECTION (ciprofloxacin (ciprofloxacin lactate) 2 mg per mL solution for injection) CLARIS PHARMASERVICES",NA,NA,"inactive",2017-08-29
"02300125","TARO-ENALAPRIL (enalapril sodium 4 mg oral tablet) TARO PHARMACEUTICALS INC",NA,NA,"inactive",2017-08-10
"02300117","TARO-ENALAPRIL (enalapril sodium 2 mg oral tablet) TARO PHARMACEUTICALS INC",NA,NA,"inactive",2017-08-10
"00397792","FUROSEMIDE 40MG (furosemide 40 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",1977-12-31
"02237420","ACETAMINOPHEN, CAFFEINE & 8MG CODEINE PHOSPHATE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC",NA,NA,"inactive",2017-08-25
"02297566","AZITHROMYCIN FOR INJECTION (azithromycin (azithromycin hydrogen citrate) 500 mg per vial powder for solution for injection) TEVA CANADA LIMITED",NA,NA,"inactive",2017-09-01
"02238998","RHO-NITRO PUMPSPRAY (nitroglycerin 0.4 mg per actuation sublingual spray) SANDOZ CANADA INCORPORATED",NA,NA,"active",2001-12-20
"02240549","PMS-OXYBUTYNIN (oxybutynin chloride 2.5 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1999-11-22
"02424843","DIVIGEL (estradiol 0.1 % transdermal gel) TEVA CANADA LIMITED",NA,NA,"active",2015-04-13
"02266970","TARO-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet) TARO PHARMACEUTICALS INC",NA,NA,"inactive",2017-08-10
"02266962","TARO-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) TARO PHARMACEUTICALS INC",NA,NA,"inactive",2017-08-10
"02256789","CIPROFLOXACIN INJECTION USP (ciprofloxacin 10 mg per mL solution for injection) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"02251272","DOM-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive",2017-08-21
"02303744","RAN-CIPROFLOX (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.",NA,NA,"active",2008-01-24
"02251221","RIVA-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"inactive",2017-07-07
"02337142","RIVA-OLANZAPINE (olanzapine 7.5 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"active",2010-02-17
"02240508","DOM-IPRATROPIUM (ipratropium bromide 0.3 mg per mL nasal spray) DOMINION PHARMACAL",NA,NA,"inactive",2017-08-21
"02246895","APO-VERAP SR (verapamil hydrochloride 240 mg prolonged-release oral tablet) APOTEX INC",NA,NA,"inactive",2017-08-22
"02246825","RATIO-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"inactive",2017-09-01
"02246083","IPRAVENT (ipratropium bromide 0.03 % nasal spray) AA PHARMA INC",NA,NA,"inactive",2017-08-01
"02242003","DEMEROL 50 MG/ML   (SINGLE USE, PRESERVATIVE FREE) (meperidine hydrochloride 50 mg per mL solution for injection) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"02241285","DOM-OXYBUTYNIN 5 MG TABLETS (oxybutynin chloride 5 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive",2017-08-21
"02204266","DEXAMETHASONE-OMEGA (dexamethasone phosphate (dexamethasone sodium phosphate) 4 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD",NA,NA,"active",1999-04-01
"02303175","PMS-OLANZAPINE (olanzapine 10 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",2008-04-02
"02239640","HALOPERIDOL-LA OMEGA (haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD",NA,NA,"inactive",2017-08-11
"02239639","HALOPERIDOL-LA OMEGA (haloperidol (haloperidol decanoate) 250 mg per 5 mL solution for injection vial) OMEGA LABORATORIES LTD",NA,NA,"inactive",2017-08-11
"02239534","DOM-DEXAMETHASONE TABLET 4MG (dexamethasone 4 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive",2017-08-21
"02231502","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC",NA,NA,"inactive",2017-09-29
"02231494","APO-IPRAVENT STERULES (ipratropium bromide 0.05 % per 2 mL inhalation solution unit dose vial) APOTEX INC",NA,NA,"inactive",2017-08-22
"02231143","ZITHROMAX 600MG (azithromycin 600 mg oral tablet) PFIZER CANADA INC",NA,NA,"inactive",2017-08-16
"700163","PMS-HALOPERIDOL-LA (haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial) PHARMASCIENCE INC",NA,NA,"inactive",2017-08-25
"700162","PMS-HALOPERIDOL-LA (haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial) PHARMASCIENCE INC",NA,NA,"inactive",2017-08-25
"700161","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 50 mg per 10 mL solution for injection vial) TEVA CANADA LIMITED",NA,NA,"inactive",2017-09-01
"700160","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 25 mg per 5 mL solution for injection vial) TEVA CANADA LIMITED",NA,NA,"inactive",2017-09-01
"02238704","ESTROGEL (estradiol (estradiol hemihydrate) 0.06 % transdermal gel) MERCK CANADA INC",NA,NA,"active",1998-11-16
"02091186","PMS-SALBUTAMOL ORAL LIQUID (salbutamol (salbutamol sulfate) 0.4 mg per mL oral solution) PHARMASCIENCE INC",NA,NA,"inactive",2017-08-25
"02216949","DOM-SALBUTAMOL RESPIRATOR SOLUTION-1MG/ML (salbutamol (salbutamol sulfate) 2.5 mg per 2.5 mL inhalation solution unit dose vial) DOMINION PHARMACAL",NA,NA,"inactive",2017-08-21
"02143933","ACETAMINOPHEN WITH CODEINE - CAPLET (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"inactive",2017-09-01
"02137240","MORPHINE SULPHATE INJECTION 2MG/ML (morphine sulfate 2 mg per mL solution for injection 50 mL vial) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"02379252","TEVA-TELMISARTAN HCTZ (hydrochlorothiazide 25 mg and telmisartan (telmisartan sodium) 80 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2012-02-06
"700159","MORPHINE SULPHATE INJECTION 1MG/ML (morphine sulfate 1 mg per mL solution for injection 50 mL vial) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"700158","MORPHINE SULPHATE INJECTION 1MG/ML (morphine sulfate 5 mg per 5 mL solution for injection vial) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"02174677","TEVA-DICLOFENAC (diclofenac sodium 50 mg suppository) TEVA CANADA LIMITED",NA,NA,"inactive",2017-09-01
"02100479","VERELAN (verapamil hydrochloride 120 mg prolonged-release oral capsule) RECRO GAINESVILLE LLC",NA,NA,"inactive",2017-07-11
"01996568","ACETAMINOPHENE CODEINE ET CAFEINE FORT (acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"inactive",2017-07-07
"02046741","APO-SALVENT 5MG/ML (salbutamol (salbutamol sulfate) 5 mg per mL nebuliser solution 10 mL bottle) APOTEX INC",NA,NA,"inactive",2017-08-22
"01940112","RIVASONE SCALP LOT 0.1% (betamethasone (betamethasone valerate) 0.1 % lotion) LABORATOIRE RIVA INC",NA,NA,"inactive",2017-07-10
"01977601","TESTOSTERONE CYPIONATE INJECTION, USP (testosterone cypionate 200 mg per 2 mL solution for injection ampoule) STERIMAX INC",NA,NA,"inactive",2017-08-10
"01977571","TESTOSTERONE PROPIONATE INJECTION, USP (testosterone propionate 1000 mg per 10 mL solution for injection vial) STERIMAX INC",NA,NA,"inactive",2017-08-10
"01977881","TRIATEC-8 FORT (acetaminophen 500 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) LABORATOIRE RIVA INC",NA,NA,"inactive",2017-07-19
"700155","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 1 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"700153","MORPHINE SULFATE INJ 1MG/ML USP (morphine sulfate 5 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"700152","TREMYTOINE INJ 50MG/ML (phenytoin sodium 250 mg per 5 mL solution for injection vial) OMEGA LABORATORIES LTD",NA,NA,"inactive",2017-08-11
"02401185","LUTERA 21 (ethinyl estradiol 20 mcg and levonorgestrel 100 mcg oral tablet) COBALT PHARMACEUTICALS COMPANY",NA,NA,"inactive",2017-08-25
"02245649","MYLAN-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2004-02-18
"700151","TREMYTOINE INJ 50MG/ML (phenytoin sodium 100 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD",NA,NA,"inactive",2017-08-11
"00850330","MORPHINE SULFATE INJECTION 15MG/ML USP (morphine sulfate 15 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"00850314","MORPHINE SULFATE INJECTION 2MG/ML USP (morphine sulfate 2 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"01949047","MORPHINE-EPD INJECTION 0.5MG/ML USP (morphine sulfate 5 mg per 10 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"700148","MORPHINE EXTRA FORTE INJECTION 50MG/ML USP (morphine sulfate 50 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"700145","PHENYTOIN SODIUM INJ 50MG/ML USP (phenytoin sodium 250 mg per 5 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"700144","PHENYTOIN SODIUM INJ 50MG/ML USP (phenytoin sodium 100 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"700140","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"700138","FENTANYL CITRATE INJECTION (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"00804541","PREVEX B (betamethasone (betamethasone valerate) 0.1 % cutaneous cream) GLAXOSMITHKLINE INC",NA,NA,"inactive",2017-09-15
"00812358","NOVO-VERAMIL (verapamil hydrochloride 120 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"inactive",2017-09-01
"00739944","PMS-TESTOSTERONE ENANTHATE INJ 200MG/ML USP (testosterone enanthate 2000 mg per 10 mL solution for injection vial) PHARMASCIENCE INC",NA,NA,"inactive",2017-08-25
"00842834","APO-METOCLOP TAB 10MG (metoclopramide hydrochloride 10 mg oral tablet) APOTEX INC",NA,NA,"inactive",2017-08-22
"00785261","PMS-DEXAMETHASONE SOD PHOSPHATE DPS 1MG/ML (dexamethasone phosphate (dexamethasone sodium phosphate) 1 mg per mL ophthalmic/otic drops) PHARMASCIENCE INC",NA,NA,"inactive",2017-08-25
"00725757","MEPERIDINE HYDROCHLORIDE INJECTION USP (meperidine (meperidine hydrochloride) 75 mg per mL solution for injection) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"00627100","DILAUDID (hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule) PURDUE PHARMA",NA,NA,"inactive",2017-07-28
"700132","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection syringe) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"700131","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection syringe) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"700129","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE CORPORATION",NA,NA,"inactive",2017-08-03
"02019949","M-ESLON (morphine sulfate 30 mg prolonged-release oral capsule) ETHYPHARM INC",NA,NA,"active",1993-12-31
"02446073","ISMN (isosorbide-5-mononitrate 60 mg prolonged-release oral tablet) SIVEM PHARMACEUTICALS ULC",NA,NA,"inactive",2017-07-11
"02231664","DOM-DICLOFENAC-SR (diclofenac sodium 75 mg prolonged-release oral tablet) DOMINION PHARMACAL",NA,NA,"inactive",2017-08-21
"02412667","RAMIPRIL-HCTZ (hydrochlorothiazide 25 mg and ramipril 5 mg oral tablet) SANIS HEALTH INC",NA,NA,"inactive",2017-08-02
"02412640","RAMIPRIL-HCTZ (hydrochlorothiazide 12.5 mg and ramipril 5 mg oral tablet) SANIS HEALTH INC",NA,NA,"inactive",2017-08-02
"02410265","ACH-MONTELUKAST (montelukast (montelukast sodium) 4 mg chewable tablet) ACCORD HEALTHCARE INC",NA,NA,"inactive",2017-08-18
"02385473","AZITHROMYCIN FOR INJECTION, USP (azithromycin (azithromycin monohydrate) 500 mg per vial powder for solution for injection) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02384922","AURO-PIOGLITAZONE (pioglitazone (pioglitazone hydrochloride) 45 mg oral tablet) AURO PHARMA INC",NA,NA,"inactive",2017-08-11
"02382725","MYLAN-OLANZAPINE ODT (olanzapine 15 mg orodispersible tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02367645","PRAMIPEXOLE (pramipexole dihydrochloride monohydrate 1.5 mg oral tablet) SANIS HEALTH INC",NA,NA,"inactive",2017-08-11
"02352745","AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) SANIS HEALTH INC",NA,NA,"inactive",2017-08-02
"02343002","AZATHIOPRINE (azathioprine 50 mg oral tablet) SANIS HEALTH INC",NA,NA,"inactive",2017-08-02
"02324156","PRO-VERAPAMIL SR (verapamil hydrochloride 120 mg prolonged-release oral tablet) PRO DOC LIMITEE",NA,NA,"inactive",2017-07-17
"02323486","SIG-ENALAPRIL (enalapril sodium 4 mg oral tablet) SIGMACON LIFESCIENCES INC",NA,NA,"inactive",2017-08-30
"02318822","SANDOZ SILDENAFIL (sildenafil (sildenafil citrate) 100 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"700027","VERAPAMIL HYDROCHLORIDE INJECTION USP (verapamil hydrochloride 10 mg per 4 mL solution for injection ampoule) PFIZER CANADA INC",NA,NA,"active",1994-12-31
"02318806","SANDOZ SILDENAFIL (sildenafil (sildenafil citrate) 25 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"02319446","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 8 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-11-16
"02286564","ACYCLOVIR (acyclovir 400 mg oral tablet) SANIS HEALTH INC",NA,NA,"inactive",2017-08-02
"02285835","GD-GABAPENTIN (gabapentin 400 mg oral capsule) GENMED A DIVISION OF PFIZER CANADA INC",NA,NA,"inactive",2017-07-18
"02282380","PHL-AZITHROMYCIN (azithromycin (azithromycin monohydrate hemiethanolate) 100 mg per 5 mL oral suspension) PHARMEL INC",NA,NA,"inactive",2017-09-13
"00586668","FUCIDIN CREAM 2% (fusidic acid 2 % cutaneous cream) LEO PHARMA INC",NA,NA,"active",1984-12-31
"02280213","AVALIDE (hydrochlorothiazide 25 mg and irbesartan 300 mg oral tablet) SANOFI-AVENTIS CANADA INC",NA,NA,"inactive",2017-08-15
"02274841","MYLAN-LISINOPRIL (lisinopril (lisinopril dihydrate) 10 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02322498","PMS-TESTOSTERONE (testosterone undecanoate 40 mg oral capsule) PHARMASCIENCE INC",NA,NA,"active",2009-10-08
"02262894","PHL-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) PHARMEL INC",NA,NA,"inactive",2017-09-13
"02262851","PHL-AMOXICILLIN (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) PHARMEL INC",NA,NA,"inactive",2017-09-13
"02262401","MYLAN-FOSINOPRIL (fosinopril sodium 10 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-14
"02260778","PHL-OXYBUTYNIN (oxybutynin chloride 5 mg per 5 mL syrup) PHARMEL INC",NA,NA,"inactive",2017-09-13
"02260751","PHL-OXYBUTYNIN (oxybutynin chloride 2.5 mg oral tablet) PHARMEL INC",NA,NA,"inactive",2017-09-13
"02237046","PHL-DEXAMETHASONE (dexamethasone 4 mg oral tablet) PHARMEL INC",NA,NA,"inactive",2017-09-14
"02257092","MYLAN-PRAVASTATIN (pravastatin sodium 10 mg oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02251337","PHL-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) PHARMEL INC",NA,NA,"inactive",2017-09-12
"02251310","PHL-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet) PHARMEL INC",NA,NA,"inactive",2017-09-12
"02248009","SANDOZ GLYBURIDE (glyburide 5 mg oral tablet) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"02240210","MYLAN-FENOFIBRATE MICRO (fenofibrate 200 mg oral capsule) MYLAN PHARMACEUTICALS ULC",NA,NA,"inactive",2017-08-02
"02238276","PHL-VERAPAMIL SR (verapamil hydrochloride 240 mg prolonged-release oral tablet) PHARMEL INC",NA,NA,"inactive",2017-09-14
"02237045","PHL-DEXAMETHASONE (dexamethasone 0.75 mg oral tablet) PHARMEL INC",NA,NA,"inactive",2017-09-14
"02213672","FLONASE - AEM-SUS NAS  50MCG/MD (fluticasone propionate 50 mcg per actuation nasal spray) GLAXOSMITHKLINE INC",NA,NA,"inactive",2017-08-09
"00355658","SINEMET 100/10 (carbidopa 10 mg and levodopa 100 mg oral tablet) MERCK CANADA INC",NA,NA,"inactive",2017-07-28
"02043424","PREMARIN (conjugated estrogens 1.25 mg oral tablet) PFIZER CANADA INC",NA,NA,"inactive",2017-08-16
"02043408","PREMARIN (conjugated estrogens 0.625 mg oral tablet) PFIZER CANADA INC",NA,NA,"inactive",2017-08-16
"00868434","JAA PREDNISONE TAB 50MG USP (prednisone 50 mg oral tablet) JAAPHARM CANADA INC.",NA,NA,"inactive",2017-08-31
"01916181","SANDOZ PREDNISOLONE (prednisolone acetate 0.12 % ophthalmic drops) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"00885916","AMOX S 250 SUS 250MG/5ML (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) JAAPHARM CANADA INC.",NA,NA,"inactive",2017-08-31
"00885886","AMOX 250 CAP 250MG (amoxicillin (amoxicillin trihydrate) 250 mg oral capsule) JAAPHARM CANADA INC.",NA,NA,"inactive",2017-08-31
"02410273","ACH-MONTELUKAST (montelukast (montelukast sodium) 5 mg chewable tablet) ACCORD HEALTHCARE INC",NA,NA,"inactive",2017-08-18
"700128","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10 (hydromorphone hydrochloride 100 mg per 10 mL solution for injection ampoule) STERIMAX INC",NA,NA,"active",2017-02-06
"02460602","HYDROMORPHONE HYDROCHLORIDE INJECTION (hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule) STERIMAX INC",NA,NA,"active",2017-02-06
"02311976","OLANZAPINE (olanzapine 5 mg oral tablet) PRO DOC LIMITEE",NA,NA,"active",2010-02-01
"02251299","DOM-CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) DOMINION PHARMACAL",NA,NA,"inactive",2017-08-21
"02353334","CIPROFLOXACIN (ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet) SANIS HEALTH INC",NA,NA,"inactive",2017-08-02
"02457857","HEMANGIOL (propranolol (propranolol hydrochloride) 3.75 mg per mL oral solution) PIERRE FABRE DERMO-COSMETIQUE CANADA INC",NA,NA,"active",2017-03-23
"02456397","AURO-TELMISARTAN HCTZ (hydrochlorothiazide 25 mg and telmisartan 80 mg oral tablet) AURO PHARMA INC",NA,NA,"active",2016-08-23
"02456389","AURO-TELMISARTAN HCTZ (hydrochlorothiazide 12.5 mg and telmisartan 80 mg oral tablet) AURO PHARMA INC",NA,NA,"active",2016-08-23
"01964968","PMS DEXAMETHASONE TAB 0.75MG USP (dexamethasone 0.75 mg oral tablet) PHARMASCIENCE INC",NA,NA,"active",1996-09-05
"02454874","METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 25 mg per 0.5 mL solution for injection 0.5 mL syringe) MEDEXUS INC",NA,NA,"active",2016-12-02
"02454866","METOJECT SUBCUTANEOUS (methotrexate (methotrexate sodium) 20 mg per 0.4 mL solution for injection 0.4 mL syringe) MEDEXUS INC",NA,NA,"active",2016-12-02
"02454807","SANDOZ DICLOFENAC OPHTHA (diclofenac sodium 0.1 % ophthalmic drops) SANDOZ CANADA INCORPORATED",NA,NA,"active",2016-09-29
"700136","MORPHINE HP 25 - 25MG/ML (morphine sulfate 25 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED",NA,NA,"inactive",2017-08-16
"02452324","MAR-AZITHROMYCIN (azithromycin (azithromycin dihydrate) 250 mg oral tablet) MARCAN PHARMACEUTICALS INC",NA,NA,"active",2016-10-12
"02247265","PENNSAID (diclofenac sodium 1.5 % cutaneous solution) PALADIN LABS INC",NA,NA,"active",2003-04-01
"02319411","TEVA-HYDROMORPHONE (hydromorphone hydrochloride 2 mg oral tablet) TEVA CANADA LIMITED",NA,NA,"active",2011-11-16
"02450488","MYLAN-VERAPAMIL SR (verapamil hydrochloride 180 mg prolonged-release oral tablet) MYLAN PHARMACEUTICALS ULC",NA,NA,"active",2016-06-29
