tm_code,tm_formal_name,ntp_code,ntp_formal_name,mp_code,mp_formal_name
,abacavir and lamivudine and zidovudine,,abacavir (abacavir sulfate) 300 mg and lamivudine 150 mg and zidovudine 300 mg oral tablet,2416255,APO-ABACAVIR-LAMIVUDINE-ZIDOVUDINE (abacavir (abacavir sulfate) 300 mg and lamivudine 150 mg and zidovudine 300 mg oral tablet) APOTEX INC
8000110,acebutolol,9000241,acebutolol (acebutolol hydrochloride) 100 mg oral tablet,2147602,APO-ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) APOTEX INC
8000110,acebutolol,9000241,acebutolol (acebutolol hydrochloride) 100 mg oral tablet,1926543,SECTRAL (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) SANOFI-AVENTIS CANADA INC
8000110,acebutolol,9000241,acebutolol (acebutolol hydrochloride) 100 mg oral tablet,2164396,ACEBUTOLOL-100-TAB 100MG (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) PRO DOC LIMITEE
8000110,acebutolol,9000241,acebutolol (acebutolol hydrochloride) 100 mg oral tablet,2286246,ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) SANIS HEALTH INC
8000110,acebutolol,9000241,acebutolol (acebutolol hydrochloride) 100 mg oral tablet,2204517,TEVA-ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) TEVA CANADA LIMITED
8000110,acebutolol,9000241,acebutolol (acebutolol hydrochloride) 100 mg oral tablet,2237721,MYLAN-ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) MYLAN PHARMACEUTICALS ULC
8000110,acebutolol,9000241,acebutolol (acebutolol hydrochloride) 100 mg oral tablet,2237885,MYLAN-ACEBUTOLOL (TYPE S) (acebutolol (acebutolol hydrochloride) 100 mg oral tablet) MYLAN PHARMACEUTICALS ULC
8000110,acebutolol,9000242,acebutolol (acebutolol hydrochloride) 200 mg oral tablet,1926551,SECTRAL (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) SANOFI-AVENTIS CANADA INC
8000110,acebutolol,9000242,acebutolol (acebutolol hydrochloride) 200 mg oral tablet,2237886,MYLAN-ACEBUTOLOL (TYPE S) (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) MYLAN PHARMACEUTICALS ULC
8000110,acebutolol,9000242,acebutolol (acebutolol hydrochloride) 200 mg oral tablet,2164418,ACEBUTOLOL-200 - TAB 200MG (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) PRO DOC LIMITEE
8000110,acebutolol,9000242,acebutolol (acebutolol hydrochloride) 200 mg oral tablet,2147610,APO-ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) APOTEX INC
8000110,acebutolol,9000242,acebutolol (acebutolol hydrochloride) 200 mg oral tablet,2237722,MYLAN-ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) MYLAN PHARMACEUTICALS ULC
8000110,acebutolol,9000242,acebutolol (acebutolol hydrochloride) 200 mg oral tablet,2286254,ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) SANIS HEALTH INC
8000110,acebutolol,9000242,acebutolol (acebutolol hydrochloride) 200 mg oral tablet,2204525,TEVA-ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 200 mg oral tablet) TEVA CANADA LIMITED
8000110,acebutolol,9000552,acebutolol (acebutolol hydrochloride) 400 mg oral tablet,2204533,TEVA-ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 400 mg oral tablet) TEVA CANADA LIMITED
8000110,acebutolol,9000552,acebutolol (acebutolol hydrochloride) 400 mg oral tablet,2237723,MYLAN-ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 400 mg oral tablet) MYLAN PHARMACEUTICALS ULC
8000110,acebutolol,9000552,acebutolol (acebutolol hydrochloride) 400 mg oral tablet,2147629,APO-ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 400 mg oral tablet) APOTEX INC
8000110,acebutolol,9000552,acebutolol (acebutolol hydrochloride) 400 mg oral tablet,2286262,ACEBUTOLOL (acebutolol (acebutolol hydrochloride) 400 mg oral tablet) SANIS HEALTH INC
8000110,acebutolol,9000552,acebutolol (acebutolol hydrochloride) 400 mg oral tablet,2164426,ACEBUTOLOL - 400 - TAB 400MG (acebutolol (acebutolol hydrochloride) 400 mg oral tablet) PRO DOC LIMITEE
8001044,acetaminophen,9002400,acetaminophen 120 mg suppository,2046660,PMS-ACETAMINOPHEN SUPPOSITORIES 120MG (acetaminophen 120 mg suppository) PHARMASCIENCE INC
8001044,acetaminophen,9002400,acetaminophen 120 mg suppository,1919385,ABENOL (acetaminophen 120 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC
8001044,acetaminophen,9002400,acetaminophen 120 mg suppository,2230434,ACET 120 (acetaminophen 120 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC
8001044,acetaminophen,9002235,acetaminophen 16 mg per mL oral solution,792713,PDP-ACETAMINOPHEN SOLUTION 80MG/5ML (acetaminophen 16 mg per mL oral solution) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC
8001044,acetaminophen,9002508,acetaminophen 160 mg chewable tablet,2241361,CHILDREN'S TYLENOL CHEWABLES (acetaminophen 160 mg chewable tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9002508,acetaminophen 160 mg chewable tablet,2347792,CHILDREN'S TYLENOL FASTMELTS (acetaminophen 160 mg chewable tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9002508,acetaminophen 160 mg chewable tablet,2435144,CHILDREN'S TYLENOL FEVER & SORE THROAT PAIN (acetaminophen 160 mg chewable tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9002508,acetaminophen 160 mg chewable tablet,2142805,JUNIOR STRENGTH ACETAMINOPHEN TABLETS-160MG (acetaminophen 160 mg chewable tablet) VITA HEALTH PRODUCTS INC
8001044,acetaminophen,9002508,acetaminophen 160 mg chewable tablet,1996169,ACETAMINOPHENE COMPRIMES CROQUABLES 160MG (acetaminophen 160 mg chewable tablet) LABORATOIRES TRIANON INC
8001044,acetaminophen,9002508,acetaminophen 160 mg chewable tablet,2323362,ACETAMINOPHEN (acetaminophen 160 mg chewable tablet) EURO-PHARM INTERNATIONAL CANADA INC
8001044,acetaminophen,9002508,acetaminophen 160 mg chewable tablet,2263823,PEDIAPHEN CHILDREN'S ACETAMINOPHEN CHEWABLE TABLETS USP 160MG/TABLET (acetaminophen 160 mg chewable tablet) EURO-PHARM INTERNATIONAL CANADA INC
8001044,acetaminophen,9002509,acetaminophen 160 mg oral tablet,2017431,ACETAMINOPHENE 160MGCO.CROQUABLE POUR ENFANT (acetaminophen 160 mg oral tablet) LABORATOIRE RIVA INC
8001044,acetaminophen,9002509,acetaminophen 160 mg oral tablet,2230934,JUNIOR STRENGTH ACETAMINOPHEN TABLETS (acetaminophen 160 mg oral tablet) TANTA PHARMACEUTICALS INC
8001044,acetaminophen,9002509,acetaminophen 160 mg oral tablet,2237562,ACETAMINOPHENE 160MG COMPRIMES A CROQUER (acetaminophen 160 mg oral tablet) LABORATOIRES TRIANON INC
8001044,acetaminophen,9002401,acetaminophen 160 mg per 5 mL oral liquid,2226871,ACETAMINOPHENE - LIQ 160 MG/5 ML (acetaminophen 160 mg per 5 mL oral liquid) LABORATOIRE RIVA INC
8001044,acetaminophen,9002330,acetaminophen 160 mg per 5 mL oral solution,1958836,ACETAMINOPHEN ORAL SOL FOR CHILDREN USP (acetaminophen 160 mg per 5 mL oral solution) LABORATOIRES TRIANON INC
8001044,acetaminophen,9002330,acetaminophen 160 mg per 5 mL oral solution,2263831,PEDIAPHEN CHILDREN'S ACETAMINOPHEN ORAL SOLUTION USP 160MG/5ML (acetaminophen 160 mg per 5 mL oral solution) EURO-PHARM INTERNATIONAL CANADA INC
8001044,acetaminophen,9002330,acetaminophen 160 mg per 5 mL oral solution,833223,CHILDREN'S ACETAMINOPHEN ELX 160MG (acetaminophen 160 mg per 5 mL oral solution) TANTA PHARMACEUTICALS INC
8001044,acetaminophen,9002330,acetaminophen 160 mg per 5 mL oral solution,2309815,ACETAMINOPHEN (acetaminophen 160 mg per 5 mL oral solution) EURO-PHARM INTERNATIONAL CANADA INC
8001044,acetaminophen,9002402,acetaminophen 160 mg per 5 mL oral suspension,2046040,CHILDREN'S TYLENOL ACETAMINOPHEN SUS LIQ (acetaminophen 160 mg per 5 mL oral suspension) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9002402,acetaminophen 160 mg per 5 mL oral suspension,2236728,CHILDREN'S ACETAMINOPHEN SUSPENSION (acetaminophen 160 mg per 5 mL oral suspension) PERRIGO INTERNATIONAL
8001044,acetaminophen,9002402,acetaminophen 160 mg per 5 mL oral suspension,2371138,CHILDREN'S FEVER FROM COLDS OR FLU (acetaminophen 160 mg per 5 mL oral suspension) PERRIGO INTERNATIONAL
8001044,acetaminophen,9002402,acetaminophen 160 mg per 5 mL oral suspension,2330741,PAIN AND FEVER (acetaminophen 160 mg per 5 mL oral suspension) ACCUDIAL PHARMACEUTICAL INC
8001044,acetaminophen,9002038,acetaminophen 160 mg per 5 mL syrup,875996,TEMPRA DOUBLE STRENGTH CHILDREN'S SYRUP (acetaminophen 160 mg per 5 mL syrup) PALADIN LABS INC
8001044,acetaminophen,9002510,acetaminophen 160 mg suppository,2046679,PMS-ACETAMINOPHEN SUPPOSITORIES 160MG (acetaminophen 160 mg suppository) PHARMASCIENCE INC
8001044,acetaminophen,9002510,acetaminophen 160 mg suppository,2230435,ACET 160 (acetaminophen 160 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC
8001044,acetaminophen,9002236,acetaminophen 32 mg per mL oral solution,792691,PDP-ACETAMINOPHEN SOLUTION 160MG/5ML (acetaminophen 32 mg per mL oral solution) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC
8001044,acetaminophen,9002236,acetaminophen 32 mg per mL oral solution,2027798,PEDIATRIX (acetaminophen 32 mg per mL oral solution) TEVA CANADA LIMITED
8001044,acetaminophen,9005981,acetaminophen 325 mg oral capsule,2407612,TYLENOL LIQUID GELS (acetaminophen 325 mg oral capsule) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9005981,acetaminophen 325 mg oral capsule,2450917,ACETAMINOPHEN LIQUID GEL CAPSULES (acetaminophen 325 mg oral capsule) APOTEX INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,2229873,APO-ACETAMINOPHEN CAPLETS 325MG (acetaminophen 325 mg oral tablet) APOTEX INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,2451018,M-ACETAMINOPHEN 325MG (acetaminophen 325 mg oral tablet) MANTRA PHARMA INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,2447479,ACETAMINOPHEN 325 MG (acetaminophen 325 mg oral tablet) PHARMETICS (2011) INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,2022214,ACÉTAMINOPHÈNE COMPRIMÉ TABLET 325 (acetaminophen 325 mg oral tablet) LABORATOIRE RIVA INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,789801,ACETAMINOPHEN TAB 325MG USP (acetaminophen 325 mg oral tablet) LABORATOIRES TRIANON INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,389218,NOVO-GESIC (acetaminophen 325 mg oral tablet) TEVA CANADA LIMITED
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,605751,ACETAMINOPHEN TABLETS 325 MG (acetaminophen 325 mg oral tablet) VITA HEALTH PRODUCTS INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,2362341,ACETAMINOPHEN CAPLETS 325 MG (acetaminophen 325 mg oral tablet) APOTEX INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,2447452,ACETAMINOPHEN 325 MG TABLETS (acetaminophen 325 mg oral tablet) PHARMETICS (2011) INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,2332647,REGULAR STRENGTH ACETAMINOPHEN (acetaminophen 325 mg oral tablet) TEVA CANADA LIMITED
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,891177,PMS-ACETAMINOPHEN TAB 325MG (acetaminophen 325 mg oral tablet) PHARMASCIENCE INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,2252805,ACETAMINOPHEN 325MG TABLETS REGULAR STRENGTH (acetaminophen 325 mg oral tablet) PHARMETICS (2011) INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,743542,ACETAMINOPHEN 325 MG USP REGULAR STRENGTH (acetaminophen 325 mg oral tablet) PHARMETICS (2011) INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,723894,TYLENOL REGULAR STRENGTH CAPLETS 325MG (acetaminophen 325 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,544981,APO ACETAMINOPHEN TAB 325MG (acetaminophen 325 mg oral tablet) APOTEX INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,559393,TYLENOL REGULAR STRENGTH TAB 325MG (acetaminophen 325 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,1938088,ACETAMINOPHEN 325MG TAB (acetaminophen 325 mg oral tablet) JAMP PHARMA CORPORATION
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,382752,ACETAMINOPHENE 325TAB (acetaminophen 325 mg oral tablet) PRO DOC LIMITEE
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,2362198,ACÉTAMINOPHÈNE CAPLET 325 (acetaminophen 325 mg oral tablet) LABORATOIRE RIVA INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,1977415,ACETAMINOPHEN CAPLET 325MG USP (acetaminophen 325 mg oral tablet) LABORATOIRES TRIANON INC
8001044,acetaminophen,9001583,acetaminophen 325 mg oral tablet,2362422,ACETAMINOPHEN TABLETS USP 325 MG (acetaminophen 325 mg oral tablet) APOTEX INC
8001044,acetaminophen,9002404,acetaminophen 325 mg suppository,1919393,ABENOL (acetaminophen 325 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC
8001044,acetaminophen,9002404,acetaminophen 325 mg suppository,2230436,ACET 325 (acetaminophen 325 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC
8001044,acetaminophen,9002404,acetaminophen 325 mg suppository,2046687,PMS-ACETAMINOPHEN SUPPOSITORIES 325MG (acetaminophen 325 mg suppository) PHARMASCIENCE INC
8001044,acetaminophen,9012407,acetaminophen 500 mg oral capsule,2454556,EXTRA STRENGTH ACETAMINOPHEN LIQUID GEL CAPSULES (acetaminophen 500 mg oral capsule) APOTEX INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2229977,APO-ACETAMINOPHEN CAPLETS 500MG (acetaminophen 500 mg oral tablet) APOTEX INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,1977474,ACETAMINOPHEN CAPLET 500MG (acetaminophen 500 mg oral tablet) LABORATOIRES TRIANON INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,723908,TYLENOL EXTRA-STRENGTH CAPLETS 500MG (acetaminophen 500 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2252813,ACETAMINOPHEN 500MG TABLETS EXTRA STRENGTH (acetaminophen 500 mg oral tablet) PHARMETICS (2011) INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2241058,COUNTERACT ACETAMINOPHEN E-S (acetaminophen 500 mg oral tablet) MELALEUCA OF CANADA INC.
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2319942,RAPID ACTION (acetaminophen 500 mg oral tablet) TEVA CANADA LIMITED
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,559407,TYLENOL EXTRA STRENGTH TAB 500MG (acetaminophen 500 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,1904132,ACETAMINOPHEN TABLETS EXTRA STRENGTH (acetaminophen 500 mg oral tablet) TANTA PHARMACEUTICALS INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2326698,EXTRA STRENGTH ACETAMINOPHEN CAPLETS (acetaminophen 500 mg oral tablet) TEVA CANADA LIMITED
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2362244,ACETAMINOPHEN TABLETS USP 500 MG (acetaminophen 500 mg oral tablet) APOTEX INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2144514,PAINAID FREE ACETAMINOPHEN TABLETS - 500MG (acetaminophen 500 mg oral tablet) ZEE MEDICAL
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,386626,ACETAMINOPHENE 500TAB (acetaminophen 500 mg oral tablet) PRO DOC LIMITEE
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2355299,JAMP - ACETAMINOPHEN BLAZON 500MG TABLETS (acetaminophen 500 mg oral tablet) JAMP PHARMA CORPORATION
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,789798,ACETAMINOPHEN TAB 500MG USP (acetaminophen 500 mg oral tablet) LABORATOIRES TRIANON INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,892505,PMS-ACETAMINOPHEN TAB 500MG (acetaminophen 500 mg oral tablet) PHARMASCIENCE INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2285797,EXTRA STRENGTH ACETAMINOPHEN (acetaminophen 500 mg oral tablet) VITA HEALTH PRODUCTS INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2369729,ATASOL FORTE CAP 500 MG (acetaminophen 500 mg oral tablet) CHURCH & DWIGHT CANADA CORP
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2244676,FORTOLIN (acetaminophen 500 mg oral tablet) FORTUNE PHARMACAL CO. LTD.
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2447460,ACETAMINOPHEN 500 MG (acetaminophen 500 mg oral tablet) PHARMETICS (2011) INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2362368,ACETAMINOPHEN CAPLETS 500 MG (acetaminophen 500 mg oral tablet) APOTEX INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,545007,APO ACETAMINOPHEN TAB 500MG (acetaminophen 500 mg oral tablet) APOTEX INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2255251,ACETAMINOPHEN 500 MG TABLETS EXTRA STRENGTH EASY TO SWALLOW (acetaminophen 500 mg oral tablet) PHARMETICS (2011) INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,1939122,ACETAMINOPHEN EXTRA STRENGTH TAB 500MG USP (acetaminophen 500 mg oral tablet) JAMP PHARMA CORPORATION
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,13668,ATASOL FORTE TAB 500MG (acetaminophen 500 mg oral tablet) CHURCH & DWIGHT CANADA CORP
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2216817,EXTRA STRENGTH ACETAMINOPHEN CAPLETS (acetaminophen 500 mg oral tablet) PERRIGO INTERNATIONAL
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,1962353,ACETAMINOPHEN CAPLETS EXTRA STRENGTH (acetaminophen 500 mg oral tablet) TANTA PHARMACEUTICALS INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,605778,EXTRA STRENGTH ACETAMINOPHEN TABLETS 500 MG (acetaminophen 500 mg oral tablet) VITA HEALTH PRODUCTS INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2362201,ACÉTAMINOPHÈNE BLASON SHIELD 500 (acetaminophen 500 mg oral tablet) LABORATOIRE RIVA INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2313081,PMS-ACETAMINOPHEN E (acetaminophen 500 mg oral tablet) PHARMASCIENCE INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2451123,M-ACETAMINOPHEN 500MG (acetaminophen 500 mg oral tablet) MANTRA PHARMA INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2447444,ACETAMINOPHEN 500 MG TABLETS (acetaminophen 500 mg oral tablet) PHARMETICS (2011) INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,482323,NOVO-GESIC FORTE (acetaminophen 500 mg oral tablet) TEVA CANADA LIMITED
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,863270,TYLENOL EXTRA STRENGTH GELCAPS TAB 500MG (acetaminophen 500 mg oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2362228,ACÉTAMINOPHÈNE CAPLET 500 (acetaminophen 500 mg oral tablet) LABORATOIRE RIVA INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2022222,ACÉTAMINOPHÈNE COMPRIMÉ TABLET 500 (acetaminophen 500 mg oral tablet) LABORATOIRE RIVA INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2407507,RAPID ACTION (acetaminophen 500 mg oral tablet) TANTA PHARMACEUTICALS INC
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,2244331,TAMINOL CAPLETS (acetaminophen 500 mg oral tablet) VIVA PHARMACEUTICAL INC.
8001044,acetaminophen,9001728,acetaminophen 500 mg oral tablet,549703,ACETAMINOPHEN 500 MG TABLETS USP EXTRA STRENGTH (acetaminophen 500 mg oral tablet) PHARMETICS (2011) INC
8001044,acetaminophen,9003431,acetaminophen 650 mg prolonged-release oral tablet,2272482,ACETAMINOPHEN ARTHRITIS PAIN (acetaminophen 650 mg prolonged-release oral tablet) PERRIGO INTERNATIONAL
8001044,acetaminophen,9003431,acetaminophen 650 mg prolonged-release oral tablet,2286653,ARTHRITIS PAIN EXTENDED RELIEF (acetaminophen 650 mg prolonged-release oral tablet) VITA HEALTH PRODUCTS INC
8001044,acetaminophen,9003431,acetaminophen 650 mg prolonged-release oral tablet,2455560,MUSCLE ACHES AND BODY PAIN RELIEF (acetaminophen 650 mg prolonged-release oral tablet) VITA HEALTH PRODUCTS INC
8001044,acetaminophen,9003431,acetaminophen 650 mg prolonged-release oral tablet,2283433,RAN-ACETAMINOPHEN 8 HOUR (acetaminophen 650 mg prolonged-release oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.
8001044,acetaminophen,9003431,acetaminophen 650 mg prolonged-release oral tablet,2246060,TYLENOL MUSCLE ACHES & BODY PAIN (acetaminophen 650 mg prolonged-release oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9003431,acetaminophen 650 mg prolonged-release oral tablet,2371146,ARTHRITIS PAIN RELIEF (acetaminophen 650 mg prolonged-release oral tablet) VITA HEALTH PRODUCTS INC
8001044,acetaminophen,9003431,acetaminophen 650 mg prolonged-release oral tablet,2333171,MUSCLE ACHES & BODY PAIN (acetaminophen 650 mg prolonged-release oral tablet) VITA HEALTH PRODUCTS INC
8001044,acetaminophen,9003431,acetaminophen 650 mg prolonged-release oral tablet,2238885,TYLENOL ARTHRITIS PAIN 8 HOUR (acetaminophen 650 mg prolonged-release oral tablet) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC
8001044,acetaminophen,9002407,acetaminophen 650 mg suppository,2230437,ACET 650 (acetaminophen 650 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC
8001044,acetaminophen,9002407,acetaminophen 650 mg suppository,2046695,PMS-ACETAMINOPHEN SUPPOSITORIES 650MG (acetaminophen 650 mg suppository) PHARMASCIENCE INC
8001044,acetaminophen,9002407,acetaminophen 650 mg suppository,1919407,ABENOL (acetaminophen 650 mg suppository) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC
8001044,acetaminophen,9002512,acetaminophen 80 mg chewable tablet,2017458,ACETAMINOPHENE 80MGCO.CROQUABLE POUR ENFANT (acetaminophen 80 mg chewable tablet) LABORATOIRE RIVA INC
8001044,acetaminophen,9002512,acetaminophen 80 mg chewable tablet,2129957,CHILDREN'S CHEWABLE ACETAMINOPHEN TABLETS 80MG (acetaminophen 80 mg chewable tablet) VITA HEALTH PRODUCTS INC
