"ccdd","tm_code","tm_formal_name","n_dins","n_ntps","tm_status","tm_status_effective_time"
TRUE,8000235,"atorvastatin",80,1,"active","19970305"
TRUE,8000236,"pantoprazole",39,2,"active","19970305"
TRUE,8000237,"cetirizine",20,4,"active","19970306"
TRUE,8000238,"clobazam",5,1,"active","19970324"
TRUE,8000239,"ramipril",76,2,"active","19970324"
TRUE,8000240,"topiramate",59,2,"active","19970325"
TRUE,8000053,"betamethasone (base)",1,1,"active","19970401"
TRUE,8000244,"latanoprost",8,1,"active","19970728"
TRUE,8000246,"donepezil",48,2,"active","19970820"
TRUE,8000247,"terazosin",24,1,"active","19970926"
TRUE,8000248,"quetiapine",113,2,"active","19971210"
TRUE,8000249,"valsartan",54,2,"active","19971215"
TRUE,8000250,"trandolapril",4,1,"active","19980107"
TRUE,8000251,"olopatadine",9,1,"active","19980209"
TRUE,8000253,"pramipexole",42,1,"active","19980226"
TRUE,8000254,"venlafaxine",48,1,"active","19980304"
TRUE,8000173,"fluticasone",12,3,"active","19980402"
TRUE,8000256,"cyproterone and ethinyl estradiol",5,1,"active","19980408"
TRUE,8000257,"bupropion",18,1,"active","19980505"
TRUE,8000259,"irbesartan",58,1,"active","19980622"
TRUE,8000261,"montelukast",49,3,"active","19980821"
TRUE,8000262,"hydrochlorothiazide and quinapril",6,1,"active","19981001"
TRUE,8000263,"clopidogrel",20,1,"active","19981013"
TRUE,8000265,"tolterodine",16,2,"active","19981123"
TRUE,8000266,"candesartan",58,1,"active","19981207"
TRUE,8000267,"citalopram",75,1,"active","19990308"
TRUE,8000268,"sildenafil",47,2,"active","19990309"
TRUE,8000269,"amiodarone",16,2,"active","19990329"
TRUE,8000271,"celecoxib",42,1,"active","19990419"
TRUE,8000272,"dorzolamide and timolol",11,1,"active","19990527"
TRUE,8000273,"repaglinide",21,1,"active","19990621"
TRUE,8000276,"rizatriptan",37,2,"active","19990831"
TRUE,8000277,"telmisartan",30,1,"active","19990901"
TRUE,8000278,"risedronate",25,2,"active","19990907"
TRUE,8000279,"fluticasone and salmeterol",5,2,"active","19990924"
TRUE,8000284,"hydrochlorothiazide and irbesartan",42,1,"active","20000316"
TRUE,8000285,"methadone",10,2,"active","20000505"
TRUE,8000286,"hydrochlorothiazide and valsartan",38,1,"active","20000510"
TRUE,8000287,"rivastigmine",44,3,"active","20000515"
TRUE,8000776,"butorphanol",2,1,"active","20000801"
TRUE,8000289,"pioglitazone",45,1,"active","20000828"
TRUE,8000290,"meloxicam",20,1,"active","20000926"
TRUE,8000291,"moxifloxacin",17,3,"active","20001020"
TRUE,8000298,"mirtazapine",32,2,"active","20010524"
TRUE,8000300,"candesartan and hydrochlorothiazide",19,1,"active","20010626"
TRUE,8000301,"hydrochlorothiazide and telmisartan",26,1,"active","20010816"
TRUE,8000302,"betahistine",12,1,"active","20010817"
TRUE,8000303,"esomeprazole",18,3,"active","20010820"
TRUE,8000780,"brompheniramine and guaifenesin and hydrocodone and phenylephrine",1,1,"active","20010906"
TRUE,8000307,"insulin aspart",6,1,"active","20011031"
TRUE,8000312,"alendronic acid",36,1,"active","20020214"
TRUE,8000313,"alfuzosin",7,1,"active","20020221"
TRUE,8000314,"rabeprazole",23,1,"active","20020402"
TRUE,8000315,"bimatoprost",4,2,"active","20020524"
TRUE,8000317,"insulin glargine",6,1,"active","20020724"
TRUE,8000320,"tiotropium",2,2,"active","20021121"
TRUE,8000321,"indapamide and perindopril",3,1,"active","20021219"
TRUE,8000322,"rosuvastatin",82,1,"active","20030219"
TRUE,8000325,"bisoprolol",16,1,"active","20030424"
TRUE,8000326,"ezetimibe",17,1,"active","20030615"
TRUE,8000328,"levetiracetam",49,1,"active","20030723"
TRUE,8000329,"carvedilol",44,1,"active","20030804"
TRUE,8000330,"dutasteride",12,1,"active","20031114"
TRUE,8000331,"tadalafil",53,1,"active","20031125"
TRUE,8000332,"fosinopril",16,1,"active","20031205"
TRUE,8000334,"ethinyl estradiol and norelgestromin",1,1,"active","20031224"
TRUE,8000338,"ciprofloxacin and dexamethasone (base)",1,1,"active","20040513"
TRUE,8000343,"ethinyl estradiol and etonogestrel",1,1,"active","20041202"
TRUE,8000345,"drospirenone and ethinyl estradiol",8,1,"active","20041222"
TRUE,8000346,"escitalopram",42,2,"active","20050214"
TRUE,8000347,"atomoxetine",57,1,"active","20050224"
TRUE,8000348,"pregabalin",87,1,"active","20050718"
TRUE,8000349,"acetaminophen and tramadol",14,1,"active","20050722"
TRUE,8000352,"tamsulosin",10,2,"active","20051011"
TRUE,8000353,"insulin detemir",2,1,"active","20051114"
TRUE,8000413,"alendronic acid and vitamin D3 (cholecalciferol)",7,1,"active","20060313"
TRUE,8000360,"solifenacin",26,1,"active","20060623"
TRUE,8000367,"ciclesonide",4,2,"active","20060927"
TRUE,8000368,"hydrochlorothiazide and ramipril",17,1,"active","20061116"
TRUE,8000369,"tramadol",20,3,"active","20061207"
TRUE,8000371,"varenicline",3,2,"active","20070411"
TRUE,8000372,"buprenorphine and naloxone",6,1,"active","20071126"
TRUE,8000374,"sitagliptin",3,1,"active","20080102"
TRUE,8000375,"duloxetine",28,1,"active","20080118"
TRUE,8000378,"dabigatran",3,1,"active","20080703"
TRUE,8000379,"rivaroxaban",4,1,"active","20080916"
TRUE,8000381,"travoprost",5,1,"active","20081110"
TRUE,8000382,"hydrochlorothiazide and olmesartan",12,1,"active","20081222"
TRUE,8000383,"olmesartan",14,1,"active","20081222"
TRUE,8000385,"desvenlafaxine",2,1,"active","20090305"
TRUE,8000387,"lisdexamfetamine",7,1,"active","20090804"
TRUE,8000389,"aripiprazole",8,2,"active","20090930"
TRUE,8000390,"metformin and sitagliptin",6,2,"active","20091008"
TRUE,8000391,"saxagliptin",2,1,"active","20091029"
TRUE,8000775,"buprenorphine",4,1,"active","20100526"
TRUE,8000394,"dexlansoprazole",2,1,"active","20100805"
TRUE,8000783,"naloxone and oxycodone",4,1,"active","20101005"
TRUE,8000396,"galantamine",24,1,"active","20101112"
TRUE,8000398,"esomeprazole and naproxen",4,1,"active","20110204"
TRUE,8000789,"tapentadol",8,2,"active","20120320"
TRUE,8000793,"triamcinolone hexacetonide",1,1,"inactive","20170705"
TRUE,8000137,"dexamethasone sodium phosphate",2,1,"inactive","20170801"
FALSE,NA,"air",1,1,"active","19111231"
FALSE,NA,"carbon dioxide",3,1,"active","19111231"
FALSE,NA,"carbon dioxide and oxygen",6,1,"active","19111231"
FALSE,NA,"helium",3,1,"active","19111231"
FALSE,NA,"helium and oxygen",5,1,"active","19111231"
FALSE,NA,"nitrogen",9,2,"active","19111231"
FALSE,NA,"nitrous oxide",3,1,"active","19111231"
FALSE,NA,"oxygen",23,1,"active","19111231"
FALSE,NA,"gold sodium thiomalate",6,1,"active","19351231"
FALSE,NA,"chloroxylenol",29,4,"active","19381231"
FALSE,NA,"pitcher plant",1,1,"active","19421231"
FALSE,NA,"NA",75,14,"active","19441231"
FALSE,NA,"primaquine phosphate",1,1,"active","19451231"
FALSE,NA,"propylthiouracil",2,1,"active","19451231"
FALSE,NA,"dihydroergotamine mesylate",3,2,"active","19461231"
FALSE,NA,"bismuth dipropylacetate",1,1,"active","19501231"
FALSE,NA,"acetylsalicylic acid",69,4,"active","19511231"
FALSE,NA,"bacitracin",5,2,"active","19511231"
FALSE,NA,"benzalkonium",54,7,"active","19511231"
FALSE,NA,"calcium chloride and dextrose and potassium chloride and sodium chloride and sodium lactate",5,1,"active","19511231"
FALSE,NA,"calcium chloride and potassium chloride and sodium chloride and sodium lactate",6,2,"active","19511231"
FALSE,NA,"camphor and diphenylpyraline hydrochloride and guaiacol carbonate",2,1,"active","19511231"
FALSE,NA,"dexpanthenol and lidocaine hydrochloride and nicotinamide and pyridoxine hydrochloride and vitamin B1 and vitamin B2 (riboflavin 5'-phosphate sodium)",1,1,"active","19511231"
FALSE,NA,"dextrose",20,2,"active","19511231"
FALSE,NA,"dextrose and sodium chloride",17,2,"active","19511231"
FALSE,NA,"dimenhydrinate",31,8,"active","19511231"
FALSE,NA,"gentian violet",1,1,"active","19511231"
FALSE,NA,"iothalamate meglumine",4,2,"active","19511231"
FALSE,NA,"lidocaine hydrochloride",36,11,"active","19511231"
FALSE,NA,"methylene blue",6,2,"active","19511231"
FALSE,NA,"mineral oil",8,4,"active","19511231"
FALSE,NA,"papaverine hydrochloride",1,1,"active","19511231"
FALSE,NA,"petrolatum",11,3,"active","19511231"
FALSE,NA,"potassium chloride",7,3,"active","19511231"
FALSE,NA,"sodium chloride",31,4,"active","19511231"
FALSE,NA,"thiamazole",3,1,"active","19511231"
FALSE,NA,"thyroid",3,1,"active","19511231"
FALSE,NA,"tropicamide",5,1,"active","19511231"
FALSE,NA,"water",19,3,"active","19511231"
FALSE,NA,"ethopropazine (ethopropazine hydrochloride)",1,1,"active","19521231"
FALSE,NA,"succinylcholine chloride",4,1,"active","19521231"
FALSE,NA,"crotamiton",1,1,"active","19531231"
FALSE,NA,"busulfan",2,2,"active","19541231"
FALSE,NA,"epinephrine and lidocaine hydrochloride",17,1,"active","19541231"
FALSE,NA,"lidocaine",15,5,"active","19541231"
FALSE,NA,"mercaptopurine",2,1,"active","19541231"
FALSE,NA,"acenocoumarol",2,1,"active","19571231"
FALSE,NA,"clioquinol and hydrocortisone",1,1,"active","19571231"
FALSE,NA,"phenobarbital",5,2,"active","19571231"
FALSE,NA,"spiramycin",2,1,"active","19571231"
FALSE,NA,"amphotericin b",3,2,"active","19581231"
FALSE,NA,"bisacodyl",22,3,"active","19581231"
FALSE,NA,"methocarbamol",5,2,"active","19581231"
FALSE,NA,"methotrimeprazine (methotrimeprazine hydrochloride)",1,1,"active","19581231"
FALSE,NA,"chloramphenicol (chloramphenicol sodium succinate)",1,1,"active","19591231"
FALSE,NA,"pilocarpine hydrochloride",7,2,"active","19591231"
FALSE,NA,"trimeprazine (trimeprazine tartrate)",2,1,"active","19591231"
FALSE,NA,"atropine sulfate and diphenoxylate hydrochloride",1,1,"active","19601231"
FALSE,NA,"codeine and pseudoephedrine hydrochloride and triprolidine hydrochloride",3,1,"active","19601231"
FALSE,NA,"ethosuximide",2,2,"active","19601231"
FALSE,NA,"hydrochlorothiazide and spironolactone",4,1,"active","19601231"
FALSE,NA,"methylprednisolone",2,1,"active","19601231"
FALSE,NA,"methylprednisolone acetate",9,2,"active","19601231"
FALSE,NA,"tetrahydrozoline hydrochloride",3,1,"active","19601231"
FALSE,NA,"xylometazoline hydrochloride",17,2,"active","19601231"
FALSE,NA,"chlordiazepoxide hydrochloride and clidinium bromide",2,1,"active","19611231"
FALSE,NA,"sodium polystyrene sulfonate",5,3,"active","19611231"
FALSE,NA,"clofedanol hydrochloride",1,1,"active","19621231"
FALSE,NA,"aluminum hydroxide (dried aluminum hydroxide gel) and magnesium hydroxide and simethicone",3,2,"active","19631231"
FALSE,NA,"aluminum hydroxide-magnesium carbonate-co dried gel and magnesium hydroxide and simethicone",1,1,"active","19631231"
FALSE,NA,"dactinomycin",1,1,"active","19631231"
FALSE,NA,"dexamethasone (base) and neomycin (neomycin sulfate) and polymyxin b sulfate",3,2,"active","19631231"
FALSE,NA,"glycerine and phenol and sodium chloride",1,1,"active","19631231"
FALSE,NA,"mannitol",6,2,"active","19631231"
FALSE,NA,"non pollen",4,1,"active","19631231"
FALSE,NA,"phenol and sodium chloride",2,1,"active","19631231"
FALSE,NA,"pollen",3,1,"active","19631231"
FALSE,NA,"simethicone",16,7,"active","19631231"
FALSE,NA,"atropine sulfate",12,2,"active","19641231"
FALSE,NA,"d-penicillamine",1,1,"active","19641231"
FALSE,NA,"aluminum chlorohydrate and methylprednisolone acetate and neomycin sulfate and sulfur",1,1,"active","19651231"
FALSE,NA,"magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium gluconate",4,1,"active","19651231"
FALSE,NA,"tolnaftate",15,7,"active","19651231"
FALSE,NA,"ephedrine sulfate",2,1,"active","19661231"
FALSE,NA,"flecainide acetate",6,1,"active","19661231"
FALSE,NA,"mefenamic acid",4,1,"active","19661231"
FALSE,NA,"chlorpheniramine maleate",4,2,"active","19671231"
FALSE,NA,"chlorpromazine (chlorpromazine hydrochloride)",3,1,"active","19671231"
FALSE,NA,"carbon monoxide and neon and nitrogen and oxygen",2,1,"active","19681231"
FALSE,NA,"chloroquine diphosphate",1,1,"active","19681231"
FALSE,NA,"clioquinol and flumethasone pivalate",2,2,"active","19681231"
FALSE,NA,"dextran and dextrose",1,1,"active","19681231"
FALSE,NA,"dextran and sodium chloride",1,1,"active","19681231"
FALSE,NA,"ergoloid mesylates",1,1,"active","19681231"
FALSE,NA,"ethacrynic acid (ethacrynate sodium)",1,1,"active","19681231"
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium chloride",3,3,"active","19691231"
FALSE,NA,"citric acid and magnesium oxide and sodium carbonate (anhydrous)",2,1,"active","19691231"
FALSE,NA,"hypromellose",7,1,"active","19691231"
FALSE,NA,"periciazine",4,2,"active","19691231"
FALSE,NA,"acetylsalicylic acid and butalbital and caffeine and codeine",6,1,"active","19701231"
FALSE,NA,"acetylsalicylic acid and caffeine and codeine",7,1,"active","19701231"
FALSE,NA,"betamethasone valerate and gentamicin (gentamicin sulfate)",2,2,"active","19701231"
FALSE,NA,"chloroxylenol and coal tar and menthol",5,1,"active","19701231"
FALSE,NA,"doxepin (doxepin hydrochloride)",16,2,"active","19701231"
FALSE,NA,"methylprednisolone (methylprednisolone sodium succinate)",10,2,"active","19701231"
FALSE,NA,"naphazoline hydrochloride",8,1,"active","19701231"
FALSE,NA,"octinoxate and oxybenzone",50,9,"active","19701231"
FALSE,NA,"procarbazine (procarbazine hydrochloride)",1,1,"active","19701231"
FALSE,NA,"acetylsalicylic acid and butalbital and caffeine",6,2,"active","19711231"
FALSE,NA,"chlorobutanol and dichlorobenzene and oil of turpentine and peanut oil",1,1,"active","19711231"
FALSE,NA,"daunorubicin (daunorubicin hydrochloride)",2,1,"active","19711231"
FALSE,NA,"imipramine hydrochloride",10,1,"active","19711231"
FALSE,NA,"chlorhexidine",46,10,"active","19721231"
FALSE,NA,"cyclopentolate",5,1,"active","19721231"
FALSE,NA,"danazol",3,1,"active","19721231"
FALSE,NA,"ethambutol hydrochloride",2,1,"active","19721231"
FALSE,NA,"fluorometholone",2,1,"active","19721231"
FALSE,NA,"isoniazid",9,4,"active","19721231"
FALSE,NA,"ketamine (ketamine hydrochloride)",5,1,"active","19721231"
FALSE,NA,"magnesium hydroxide and mineral oil",1,1,"active","19721231"
FALSE,NA,"trometamol",1,1,"active","19721231"
FALSE,NA,"amylase and lipase and protease",12,4,"active","19731231"
FALSE,NA,"arginine hydrochloride",1,1,"active","19731231"
FALSE,NA,"clomipramine hydrochloride",3,1,"active","19731231"
FALSE,NA,"coal tar and salicylic acid and triclosan",1,1,"active","19731231"
FALSE,NA,"cortisone acetate",1,1,"active","19731231"
FALSE,NA,"lidocaine hydrochloride and methylprednisolone acetate",1,1,"active","19731231"
FALSE,NA,"pyrantel (pyrantel pamoate)",8,3,"active","19731231"
FALSE,NA,"pyrazinamide",2,1,"active","19731231"
FALSE,NA,"tetracosactide (tetracosactide zinc hydroxide)",1,1,"active","19731231"
FALSE,NA,"triclosan",70,5,"active","19731231"
FALSE,NA,"alanine and arginine and glycine and histidine and isoleucine and leucine and l-lysine (l-lysine hydrochloride) and magnesium chloride and methionine and phenylalanine and potassium phosphate dibasic and proline and sodium acetate and sodium chloride and threonine and tryptophan and tyrosine and valine",1,1,"active","19741231"
FALSE,NA,"chlorpropamide",2,1,"active","19741231"
FALSE,NA,"colistin (colistimethate sodium)",3,1,"active","19741231"
FALSE,NA,"dicyclomine hydrochloride",9,4,"active","19741231"
FALSE,NA,"dinoprost (dinoprost tromethamine)",1,1,"active","19741231"
FALSE,NA,"metolazone",1,1,"active","19741231"
FALSE,NA,"miconazole nitrate",14,5,"active","19741231"
FALSE,NA,"prednisolone and sulfacetamide sodium",4,2,"active","19741231"
FALSE,NA,"silver sulfadiazine",1,1,"active","19741231"
FALSE,NA,"sodium bicarbonate",13,3,"active","19741231"
FALSE,NA,"tetracosactide",1,1,"active","19741231"
FALSE,NA,"pizotifen (pizotifen malate)",2,1,"active","19750101"
FALSE,NA,"benzylpenicilloyl-polylysine",1,1,"active","19751231"
FALSE,NA,"carmustine",1,1,"active","19751231"
FALSE,NA,"cloxacillin (cloxacillin sodium)",6,2,"active","19751231"
FALSE,NA,"coal tar",10,6,"active","19751231"
FALSE,NA,"docusate sodium and sennosides (senna)",1,1,"active","19751231"
FALSE,NA,"fluorouracil",4,2,"active","19751231"
FALSE,NA,"hydrocortisone and zinc sulfate",12,2,"active","19751231"
FALSE,NA,"magnesium sulfate",5,1,"active","19751231"
FALSE,NA,"pimozide",6,1,"active","19751231"
FALSE,NA,"purified protein derivative of tuberculin",1,1,"active","19751231"
FALSE,NA,"tolbutamide",1,1,"active","19751231"
FALSE,NA,"trifluoperazine (trifluoperazine hydrochloride)",5,1,"active","19751231"
FALSE,NA,"chlorthalidone",2,1,"active","19761231"
FALSE,NA,"hyoscine butylbromide",3,2,"active","19761231"
FALSE,NA,"lomustine",3,1,"active","19761231"
FALSE,NA,"methyldopa",3,1,"active","19761231"
FALSE,NA,"metronidazole and nystatin",2,2,"active","19761231"
FALSE,NA,"perphenazine",9,2,"active","19761231"
FALSE,NA,"aluminum chloride and oxyquinoline sulfate",1,1,"active","19771231"
FALSE,NA,"benserazide (benserazide hydrochloride) and levodopa",3,1,"active","19771231"
FALSE,NA,"camphor and eucalyptol and guaiacol and guaiacol carbonate",2,1,"active","19771231"
FALSE,NA,"corbadrine (corbadrine hydrochloride) and mepivacaine hydrochloride",3,1,"active","19771231"
FALSE,NA,"cytarabine",8,2,"active","19771231"
FALSE,NA,"dinoprostone",5,4,"active","19771231"
FALSE,NA,"epinephrine and prilocaine hydrochloride",2,1,"active","19771231"
