mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name
"77701159","FINLIUS (ustekinumab 45 mg per 0.5 mL solution for injection syringe) JANSSEN INC","NA","FINLIUS (ustékinumab 45 mg par 0,5 mL solution injectable seringue) JANSSEN INC","Active","20240702","CCDD","02537303","FINLIUS"
"02537257","FINLIUS (ustekinumab 90 mg per 1 mL solution for injection syringe) JANSSEN INC","NA","FINLIUS (ustékinumab 90 mg par 1 mL solution injectable seringue) JANSSEN INC","Active","20240702","DIN","02537257","FINLIUS"
"02537311","FINLIUS I.V. (ustekinumab 130 mg per 26 mL solution for injection vial) JANSSEN INC","NA","FINLIUS I.V. (ustékinumab 130 mg par 26 mL solution injectable fiole) JANSSEN INC","Active","20240702","DIN","02537311","FINLIUS I.V."
"02542269","VYEPTI (eptinezumab 300 mg per 3 mL solution for injection vial) LUNDBECK CANADA INC","NA","VYEPTI (eptinézumab 300 mg par 3 mL solution injectable fiole) LUNDBECK CANADA INC","Active","20240701","DIN","02542269","VYEPTI"
"02532972","ZINC SULFATE INJECTION, USP (zinc (zinc sulfate) 10 mg per 10 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","ZINC SULFATE INJECTION, USP (zinc (sulfate de zinc) 10 mg par 10 mL solution injectable fiole) FRESENIUS KABI CANADA LTD","Active","20240705","DIN","02532972","ZINC SULFATE INJECTION, USP"
"02545764","WYOST (denosumab 120 mg per 1.7 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","WYOST (dénosumab 120 mg par 1,7 mL solution injectable fiole) SANDOZ CANADA INCORPORATED","Active","20240626","DIN","02545764","WYOST"
"02546205","AWIQLI (insulin icodec 700 unit per mL solution for injection 1 mL pen) NOVO NORDISK CANADA INC","NA","AWIQLI (insuline icodec 700 unité par mL solution injectable 1 mL stylo) NOVO NORDISK CANADA INC","Active","20240613","DIN","02546205","AWIQLI"
"02540193","ADTRALZA (tralokinumab 300 mg per 2 mL solution for injection pen) LEO PHARMA INC","NA","ADTRALZA (tralokinumab 300 mg par 2 mL solution injectable stylo) LEO PHARMA INC","Active","20240603","DIN","02540193","ADTRALZA"
"02547473","APRETUDE (cabotegravir 600 mg per 3 mL prolonged-release suspension for injection vial) VIIV HEALTHCARE ULC","NA","APRETUDE (cabotégravir 600 mg par 3 mL suspension injectable à libération prolongée fiole) VIIV HEALTHCARE ULC","Active","20240619","DIN","02547473","APRETUDE"
"02513978","DEXMEDETOMIDINE HYDROCHLORIDE FOR INJECTION, USP (dexmedetomidine (dexmedetomidine hydrochloride) 200 mcg per 2 mL solution for injection vial) BAXTER CORPORATION","NA","DEXMEDETOMIDINE HYDROCHLORIDE FOR INJECTION, USP (dexmédétomidine (chlorhydrate de dexmédétomidine) 200 mcg par 2 mL solution injectable fiole) BAXTER CORPORATION","Active","20240605","DIN","02513978","DEXMEDETOMIDINE HYDROCHLORIDE FOR INJECTION, USP"
"02508419","HYOSCINE BUTYLBROMIDE INJECTION BP (hyoscine butylbromide 20 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LIMITED","NA","HYOSCINE BUTYLBROMIDE INJECTION BP (butylbromure d'hyoscine 20 mg par 1 mL solution injectable fiole) OMEGA LABORATORIES LIMITED","Active","20240604","DIN","02508419","HYOSCINE BUTYLBROMIDE INJECTION BP"
"02531747","METOCLOPRAMIDE HYDROCHLORIDE INJECTION (metoclopramide hydrochloride 10 mg per 2 mL solution for injection vial) BAXTER CORPORATION","NA","METOCLOPRAMIDE HYDROCHLORIDE INJECTION (chlorhydrate de métoclopramide 10 mg par 2 mL solution injectable fiole) BAXTER CORPORATION","Active","20240604","DIN","02531747","METOCLOPRAMIDE HYDROCHLORIDE INJECTION"
"77701154","IRINOTECAN HYDROCHLORIDE INJECTION, USP (irinotecan hydrochloride (irinotecan hydrochloride trihydrate) 40 mg per 2 mL solution for injection vial) GENERIC MEDICAL PARTNERS INC","NA","IRINOTECAN HYDROCHLORIDE INJECTION, USP (chlorhydrate d'irinotécan (chlorhydrate trihydraté d'irinotécan) 40 mg par 2 mL solution injectable fiole) GENERIC MEDICAL PARTNERS INC","Active","20240522","CCDD","02452421","IRINOTECAN HYDROCHLORIDE INJECTION, USP"
"77701155","IRINOTECAN HYDROCHLORIDE INJECTION, USP (irinotecan hydrochloride (irinotecan hydrochloride trihydrate) 100 mg per 5 mL solution for injection vial) GENERIC MEDICAL PARTNERS INC","NA","IRINOTECAN HYDROCHLORIDE INJECTION, USP (chlorhydrate d'irinotécan (chlorhydrate trihydraté d'irinotécan) 100 mg par 5 mL solution injectable fiole) GENERIC MEDICAL PARTNERS INC","Active","20240522","CCDD","02452421","IRINOTECAN HYDROCHLORIDE INJECTION, USP"
"77701156","IRINOTECAN HYDROCHLORIDE INJECTION, USP (irinotecan hydrochloride (irinotecan hydrochloride trihydrate) 300 mg per 15 mL solution for injection vial) GENERIC MEDICAL PARTNERS INC","NA","IRINOTECAN HYDROCHLORIDE INJECTION, USP (chlorhydrate d'irinotécan (chlorhydrate trihydraté d'irinotécan) 300 mg par 15 mL solution injectable fiole) GENERIC MEDICAL PARTNERS INC","Active","20240522","CCDD","02452421","IRINOTECAN HYDROCHLORIDE INJECTION, USP"
"77701157","IRINOTECAN HYDROCHLORIDE INJECTION, USP (irinotecan hydrochloride (irinotecan hydrochloride trihydrate) 500 mg per 25 mL solution for injection vial) GENERIC MEDICAL PARTNERS INC","NA","IRINOTECAN HYDROCHLORIDE INJECTION, USP (chlorhydrate d'irinotécan (chlorhydrate trihydraté d'irinotécan) 500 mg par 25 mL solution injectable fiole) GENERIC MEDICAL PARTNERS INC","Active","20240522","CCDD","02452421","IRINOTECAN HYDROCHLORIDE INJECTION, USP"
"02541343","LACOSAMIDE INJECTION, USP (lacosamide 200 mg per 20 mL solution for injection vial) HIKMA CANADA LIMITED","NA","LACOSAMIDE INJECTION, USP (lacosamide 200 mg par 20 mL solution injectable fiole) HIKMA CANADA LIMITED","Active","20240517","DIN","02541343","LACOSAMIDE INJECTION, USP"
"02540630","NOREPINEPHRINE BITARTRATE INJECTION (norepinephrine (norepinephrine bitartrate) 4 mg per 4 mL solution for injection vial) JUNO PHARMACEUTICALS CORP.","NA","NOREPINEPHRINE BITARTRATE INJECTION (norépinéphrine (bitartrate de norépinéphrine) 4 mg par 4 mL solution injectable fiole) JUNO PHARMACEUTICALS CORP.","Active","20240430","DIN","02540630","NOREPINEPHRINE BITARTRATE INJECTION"
"02540819","EPTIFIBATIDE INJECTION (eptifibatide 75 mg per 100 mL solution for injection vial) JUNO PHARMACEUTICALS CORP.","NA","EPTIFIBATIDE INJECTION (eptifibatide 75 mg par 100 mL solution injectable fiole) JUNO PHARMACEUTICALS CORP.","Active","20240516","DIN","02540819","EPTIFIBATIDE INJECTION"
"02540827","EPTIFIBATIDE INJECTION (eptifibatide 20 mg per 10 mL solution for injection vial) JUNO PHARMACEUTICALS CORP.","NA","EPTIFIBATIDE INJECTION (eptifibatide 20 mg par 10 mL solution injectable fiole) JUNO PHARMACEUTICALS CORP.","Active","20240516","DIN","02540827","EPTIFIBATIDE INJECTION"
"02542358","HYRIMOZ (adalimumab 80 mg per 0.8 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","NA","HYRIMOZ (adalimumab 80 mg par 0,8 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","Active","20240515","DIN","02542358","HYRIMOZ"
"02541505","LABETALOL HYDROCHLORIDE INJECTION USP (labetalol hydrochloride 100 mg per 20 mL solution for injection vial) JAMP PHARMA CORPORATION","NA","LABETALOL HYDROCHLORIDE INJECTION USP (chlorhydrate de labétalol 100 mg par 20 mL solution injectable fiole) JAMP PHARMA CORPORATION","Active","20240524","DIN","02541505","LABETALOL HYDROCHLORIDE INJECTION USP"
"02546310","TECENTRIQ SC (atezolizumab 1875 mg per 15 mL solution for injection vial) HOFFMANN-LA ROCHE LIMITED","NA","TECENTRIQ SC (atézolizumab 1875 mg par 15 mL solution injectable fiole) HOFFMANN-LA ROCHE LIMITED","Active","20240516","DIN","02546310","TECENTRIQ SC"
"02533103","TOBRAMYCIN INJECTION USP (tobramycin (tobramycin sulfate) 80 mg per 2 mL solution for injection vial) JAMP PHARMA CORPORATION","NA","TOBRAMYCIN INJECTION USP (tobramycine (sulfate de tobramycine) 80 mg par 2 mL solution injectable fiole) JAMP PHARMA CORPORATION","Active","20240516","DIN","02533103","TOBRAMYCIN INJECTION USP"
"02527715","POTELIGEO (mogamulizumab 20 mg per 5 mL solution for injection vial) KYOWA KIRIN, INC.","NA","POTELIGEO (mogamulizumab 20 mg par 5 mL solution injectable fiole) KYOWA KIRIN, INC.","Active","20240327","DIN","02527715","POTELIGEO"
"02530309","RYMTI 1 ML SINGLE-USE PRE-FILLED AUTO-INJECTOR PEN (etanercept 50 mg per 1 mL solution for injection syringe) LUPIN PHARMA CANADA LIMITED","NA","RYMTI 1 ML SINGLE-USE PRE-FILLED AUTO-INJECTOR PEN (étanercept 50 mg par 1 mL solution injectable seringue) LUPIN PHARMA CANADA LIMITED","Active","20240405","DIN","02530309","RYMTI"
"02530295","RYMTI 1 ML SINGLE-USE PRE-FILLED SYRINGE (etanercept 50 mg per 1 mL solution for injection syringe) LUPIN PHARMA CANADA LIMITED","NA","RYMTI 1 ML SINGLE-USE PRE-FILLED SYRINGE (étanercept 50 mg par 1 mL solution injectable seringue) LUPIN PHARMA CANADA LIMITED","Active","20240405","DIN","02530295","RYMTI"
"02537516","NEOSTIGMINE METHYLSULFATE INJECTION, USP (neostigmine methylsulfate 5 mg per 10 mL solution for injection vial) JAMP PHARMA CORPORATION","NA","NEOSTIGMINE METHYLSULFATE INJECTION, USP (méthylsulfate de néostigmine 5 mg par 10 mL solution injectable fiole) JAMP PHARMA CORPORATION","Active","20240328","DIN","02537516","NEOSTIGMINE METHYLSULFATE INJECTION, USP"
"02542366","HYRIMOZ (adalimumab 80 mg per 0.8 mL solution for injection pen) SANDOZ CANADA INCORPORATED","NA","HYRIMOZ (adalimumab 80 mg par 0,8 mL solution injectable stylo) SANDOZ CANADA INCORPORATED","Active","20240417","DIN","02542366","HYRIMOZ"
"02542331","HYRIMOZ (adalimumab 40 mg per 0.4 mL solution for injection pen) SANDOZ CANADA INCORPORATED","NA","HYRIMOZ (adalimumab 40 mg par 0,4 mL solution injectable stylo) SANDOZ CANADA INCORPORATED","Active","20240417","DIN","02542331","HYRIMOZ"
"02542323","HYRIMOZ (adalimumab 40 mg per 0.4 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","NA","HYRIMOZ (adalimumab 40 mg par 0,4 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","Active","20240410","DIN","02542323","HYRIMOZ"
"02542315","HYRIMOZ (adalimumab 20 mg per 0.2 mL solution for injection syringe) SANDOZ CANADA INCORPORATED","NA","HYRIMOZ (adalimumab 20 mg par 0,2 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","Active","20240405","DIN","02542315","HYRIMOZ"
"02541440","GLATIRAMER ACETATE INJECTION (glatiramer acetate 20 mg per 1 mL solution for injection syringe) MYLAN PHARMACEUTICALS ULC","NA","GLATIRAMER ACETATE INJECTION (acétate de glatiramère 20 mg par 1 mL solution injectable seringue) MYLAN PHARMACEUTICALS ULC","Active","20240411","DIN","02541440","GLATIRAMER ACETATE INJECTION"
"02538431","ACETYLCYSTEINE SOLUTION USP (acetylcysteine 200 mg per mL solution for injection 30 mL vial) STERIMAX INC","NA","ACETYLCYSTEINE SOLUTION USP (acétylcystéine 200 mg par mL solution injectable 30 mL fiole) STERIMAX INC","Active","20240308","DIN","02538431","ACETYLCYSTEINE SOLUTION USP"
"02536714","BUPIVACAINE HYDROCHLORIDE IN DEXTROSE INJECTION USP (bupivacaine hydrochloride 15 mg per 2 mL solution for injection ampoule) FORMATIVE PHARMA INC.","NA","BUPIVACAINE HYDROCHLORIDE IN DEXTROSE INJECTION USP (chlorhydrate de bupivacaïne 15 mg par 2 mL solution injectable ampoule) FORMATIVE PHARMA INC.","Active","20240319","DIN","02536714","BUPIVACAINE HYDROCHLORIDE IN DEXTROSE INJECTION USP"
"02528789","IRINOTECAN HYDROCHLORIDE INJECTION (irinotecan hydrochloride 500 mg per 25 mL solution for injection vial) EUGIA PHARMA INC.","NA","IRINOTECAN HYDROCHLORIDE INJECTION (chlorhydrate d'irinotécan 500 mg par 25 mL solution injectable fiole) EUGIA PHARMA INC.","Active","20240228","DIN","02528789","IRINOTECAN HYDROCHLORIDE INJECTION"
"02543036","JAMTEKI (ustekinumab 45 mg per 0.5 mL solution for injection syringe) JAMP PHARMA CORPORATION","NA","JAMTEKI (ustékinumab 45 mg par 0,5 mL solution injectable seringue) JAMP PHARMA CORPORATION","Active","20240301","DIN","02543036","JAMTEKI"
"02543044","JAMTEKI (ustekinumab 90 mg per 1 mL solution for injection syringe) JAMP PHARMA CORPORATION","NA","JAMTEKI (ustékinumab 90 mg par 1 mL solution injectable seringue) JAMP PHARMA CORPORATION","Active","20240301","DIN","02543044","JAMTEKI"
"02539608","PMS-METHOTREXATE INJECTION (methotrexate (methotrexate sodium) 10 mg per 0.2 mL solution for injection syringe) PHARMASCIENCE INC","NA","PMS-METHOTREXATE INJECTION (méthotrexate (méthotrexate sodique) 10 mg par 0,2 mL solution injectable seringue) PHARMASCIENCE INC","Active","20240314","DIN","02539608","PMS-METHOTREXATE INJECTION"
"02539616","PMS-METHOTREXATE INJECTION (methotrexate (methotrexate sodium) 12.5 mg per 0.25 mL solution for injection syringe) PHARMASCIENCE INC","NA","PMS-METHOTREXATE INJECTION (méthotrexate (méthotrexate sodique) 12,5 mg par 0,25 mL solution injectable seringue) PHARMASCIENCE INC","Active","20240314","DIN","02539616","PMS-METHOTREXATE INJECTION"
"02539624","PMS-METHOTREXATE INJECTION (methotrexate (methotrexate sodium) 15 mg per 0.3 mL solution for injection syringe) PHARMASCIENCE INC","NA","PMS-METHOTREXATE INJECTION (méthotrexate (méthotrexate sodique) 15 mg par 0,3 mL solution injectable seringue) PHARMASCIENCE INC","Active","20240314","DIN","02539624","PMS-METHOTREXATE INJECTION"
"02539632","PMS-METHOTREXATE INJECTION (methotrexate (methotrexate sodium) 17.5 mg per 0.35 mL solution for injection syringe) PHARMASCIENCE INC","NA","PMS-METHOTREXATE INJECTION (méthotrexate (méthotrexate sodique) 17,5 mg par 0,35 mL solution injectable seringue) PHARMASCIENCE INC","Active","20240314","DIN","02539632","PMS-METHOTREXATE INJECTION"
"02539640","PMS-METHOTREXATE INJECTION (methotrexate (methotrexate sodium) 20 mg per 0.4 mL solution for injection syringe) PHARMASCIENCE INC","NA","PMS-METHOTREXATE INJECTION (méthotrexate (méthotrexate sodique) 20 mg par 0,4 mL solution injectable seringue) PHARMASCIENCE INC","Active","20240314","DIN","02539640","PMS-METHOTREXATE INJECTION"
"02539659","PMS-METHOTREXATE INJECTION (methotrexate (methotrexate sodium) 22.5 mg per 0.45 mL solution for injection syringe) PHARMASCIENCE INC","NA","PMS-METHOTREXATE INJECTION (méthotrexate (méthotrexate sodique) 22,5 mg par 0,45 mL solution injectable seringue) PHARMASCIENCE INC","Active","20240314","DIN","02539659","PMS-METHOTREXATE INJECTION"
"02539667","PMS-METHOTREXATE INJECTION (methotrexate (methotrexate sodium) 25 mg per 0.5 mL solution for injection syringe) PHARMASCIENCE INC","NA","PMS-METHOTREXATE INJECTION (méthotrexate (méthotrexate sodique) 25 mg par 0,5 mL solution injectable seringue) PHARMASCIENCE INC","Active","20240314","DIN","02539667","PMS-METHOTREXATE INJECTION"
"02544180","WEZLANA (ustekinumab 45 mg per 0.5 mL solution for injection syringe) AMGEN CANADA INC","NA","WEZLANA (ustékinumab 45 mg par 0,5 mL solution injectable seringue) AMGEN CANADA INC","Active","20240301","DIN","02544180","WEZLANA"
"02544202","WEZLANA (ustekinumab 45 mg per 0.5 mL solution for injection vial) AMGEN CANADA INC","NA","WEZLANA (ustékinumab 45 mg par 0,5 mL solution injectable fiole) AMGEN CANADA INC","Active","20240301","DIN","02544202","WEZLANA"
"02544199","WEZLANA (ustekinumab 90 mg per 1 mL solution for injection syringe) AMGEN CANADA INC","NA","WEZLANA (ustékinumab 90 mg par 1 mL solution injectable seringue) AMGEN CANADA INC","Active","20240301","DIN","02544199","WEZLANA"
"02544210","WEZLANA I.V. (ustekinumab 130 mg per 26 mL solution for injection vial) AMGEN CANADA INC","NA","WEZLANA I.V. (ustékinumab 130 mg par 26 mL solution injectable fiole) AMGEN CANADA INC","Active","20240301","DIN","02544210","WEZLANA I.V."
"02541416","OPDUALAG (nivolumab 240 mg per 20 mL and relatlimab 80 mg per 20 mL solution for injection vial) BRISTOL-MYERS SQUIBB CANADA","NA","OPDUALAG (nivolumab 240 mg par 20 mL et rélatlimab 80 mg par 20 mL solution injectable fiole) BRISTOL-MYERS SQUIBB CANADA","Active","20240212","DIN","02541416","OPDUALAG"
"77701152","CISPLATIN INJECTION BP (cisplatin 50 mg per 50 mL solution for injection vial) HIKMA CANADA LIMITED","NA","CISPLATIN INJECTION BP (cisplatine 50 mg par 50 mL solution injectable fiole) HIKMA CANADA LIMITED","Active","20240223","CCDD","02536285","CISPLATIN INJECTION BP"
"77701153","CISPLATIN INJECTION BP (cisplatin 100 mg per 100 mL solution for injection vial) HIKMA CANADA LIMITED","NA","CISPLATIN INJECTION BP (cisplatine 100 mg par 100 mL solution injectable fiole) HIKMA CANADA LIMITED","Active","20240223","CCDD","02536285","CISPLATIN INJECTION BP"
"02543559","ELREXFIO (elranatamab 44 mg per 1.1 mL solution for injection vial) PFIZER CANADA ULC","NA","ELREXFIO (elranatamab 44 mg par 1,1 mL solution injectable fiole) PFIZER CANADA ULC","Active","20240123","DIN","02543559","ELREXFIO"
"02543567","ELREXFIO (elranatamab 76 mg per 1.9 mL solution for injection vial) PFIZER CANADA ULC","NA","ELREXFIO (elranatamab 76 mg par 1,9 mL solution injectable fiole) PFIZER CANADA ULC","Active","20240123","DIN","02543567","ELREXFIO"
"02542250","RANOPTO (ranibizumab 10 mg per mL solution for injection 0.23 mL vial) TEVA CANADA LIMITED","NA","RANOPTO (ranibizumab 10 mg par mL solution injectable 0,23 mL fiole) TEVA CANADA LIMITED","Active","20240226","DIN","02542250","RANOPTO"
"02529831","ROCURONIUM BROMIDE INJECTION (rocuronium bromide 50 mg per 5 mL solution for injection vial) JAMP PHARMA CORPORATION","NA","ROCURONIUM BROMIDE INJECTION (bromure de rocuronium 50 mg par 5 mL solution injectable fiole) JAMP PHARMA CORPORATION","Active","20240226","DIN","02529831","ROCURONIUM BROMIDE INJECTION"
"02535750","ACETAMINOPHEN INJECTION (acetaminophen 1000 mg per 100 mL solution for injection bottle) B. BRAUN MELSUNGEN AG","NA","ACETAMINOPHEN INJECTION (acétaminophène 1000 mg par 100 mL solution injectable bouteille) B. BRAUN MELSUNGEN AG","Active","20240122","DIN","02535750","ACETAMINOPHEN INJECTION"
"02538377","CARBOPROST TROMETHAMINE INJECTION USP (carboprost (carboprost tromethamine) 250 mcg per 1 mL solution for injection vial) JUNO PHARMACEUTICALS CORP.","NA","CARBOPROST TROMETHAMINE INJECTION USP (carboprost (trométhamine de carboprost) 250 mcg par 1 mL solution injectable fiole) JUNO PHARMACEUTICALS CORP.","Active","20240118","DIN","02538377","CARBOPROST TROMETHAMINE INJECTION USP"
"02539209","DAUNORUBICIN HYDROCHLORIDE INJECTION (daunorubicin (daunorubicin hydrochloride) 20 mg per 4 mL solution for injection vial) HIKMA CANADA LIMITED","NA","DAUNORUBICIN HYDROCHLORIDE INJECTION (daunorubicine (chlorhydrate de daunorubicine) 20 mg par 4 mL solution injectable fiole) HIKMA CANADA LIMITED","Active","20240131","DIN","02539209","DAUNORUBICIN HYDROCHLORIDE INJECTION"
"77701150","LIDOCAINE HYDROCHLORIDE INJECTION USP (lidocaine hydrochloride 50 mg per 5 mL solution for injection ampoule) FORMATIVE PHARMA INC.","NA","LIDOCAINE HYDROCHLORIDE INJECTION USP (chlorhydrate de lidocaïne 50 mg par 5 mL solution injectable ampoule) FORMATIVE PHARMA INC.","Active","20240220","CCDD","02534827","LIDOCAINE HYDROCHLORIDE INJECTION USP"
"77701151","LIDOCAINE HYDROCHLORIDE INJECTION USP (lidocaine hydrochloride 50 mg per 5 mL solution for injection vial) FORMATIVE PHARMA INC.","NA","LIDOCAINE HYDROCHLORIDE INJECTION USP (chlorhydrate de lidocaïne 50 mg par 5 mL solution injectable fiole) FORMATIVE PHARMA INC.","Active","20240220","CCDD","02534827","LIDOCAINE HYDROCHLORIDE INJECTION USP"
"02536315","TESTOSTERONE ENANTHATE INJECTION, USP (testosterone enanthate 1000 mg per 5 mL solution for injection vial) HIKMA CANADA LIMITED","NA","TESTOSTERONE ENANTHATE INJECTION, USP (énanthate de testostérone 1000 mg par 5 mL solution injectable fiole) HIKMA CANADA LIMITED","Active","20240130","DIN","02536315","TESTOSTERONE ENANTHATE INJECTION, USP"
"02523310","KETOROLAC TROMETHAMINE INJECTION USP (ketorolac tromethamine 30 mg per 1 mL solution for injection vial) JAMP PHARMA CORPORATION","NA","KETOROLAC TROMETHAMINE INJECTION USP (trométhamine de kétorolac 30 mg par 1 mL solution injectable fiole) JAMP PHARMA CORPORATION","Active","20240129","DIN","02523310","KETOROLAC TROMETHAMINE INJECTION USP"
"02520990","NYPOZI (filgrastim 300 mcg per 0.5 mL solution for injection syringe) TANVEX BIOPHARMA USA, INC.","NA","NYPOZI (filgrastim 300 mcg par 0,5 mL solution injectable seringue) TANVEX BIOPHARMA USA, INC.","Active","20240124","DIN","02520990","NYPOZI"
"02521008","NYPOZI (filgrastim 480 mcg per 0.8 mL solution for injection syringe) TANVEX BIOPHARMA USA, INC.","NA","NYPOZI (filgrastim 480 mcg par 0,8 mL solution injectable seringue) TANVEX BIOPHARMA USA, INC.","Active","20240124","DIN","02521008","NYPOZI"
"02543656","NUVAXOVID (SARS-CoV-2 recombinant spike protein 5 mcg per 0.5 mL suspension for injection 2.5 mL vial) NOVAVAX INC.","NA","NUVAXOVID (protéine de spicule du SRAS-CoV-2 recombinante 5 mcg par 0,5 mL suspension injectable 2,5 mL fiole) NOVAVAX INC.","Active","20231208","DIN","02543656","NUVAXOVID"
