mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"00723770","XANAX (alprazolam 1 mg comprimé oral) UPJOHN CANADA ULC","alprazolam 1 mg comprimé oral","alprazolam","mp_fr_description: ""XANAX TAB 1MG (alprazolam 1 mg comprimé oral) PFIZER CANADA ULC"" -> ""XANAX (alprazolam 1 mg comprimé oral) UPJOHN CANADA ULC"""
"00771376","AA-DILTIAZ (chlorhydrate de diltiazem 30 mg comprimé oral) AA PHARMA INC","chlorhydrate de diltiazem 30 mg comprimé oral","diltiazem","mp_fr_description: ""APO-DILTIAZ (chlorhydrate de diltiazem 30 mg comprimé oral) APOTEX INC"" -> ""AA-DILTIAZ (chlorhydrate de diltiazem 30 mg comprimé oral) AA PHARMA INC"""
"00771384","AA-DILTIAZ (chlorhydrate de diltiazem 60 mg comprimé oral) AA PHARMA INC","chlorhydrate de diltiazem 60 mg comprimé oral","diltiazem","mp_fr_description: ""APO-DILTIAZ (chlorhydrate de diltiazem 60 mg comprimé oral) APOTEX INC"" -> ""AA-DILTIAZ (chlorhydrate de diltiazem 60 mg comprimé oral) AA PHARMA INC"""
"00813958","XANAX TS (alprazolam 2 mg comprimé oral) UPJOHN CANADA ULC","alprazolam 2 mg comprimé oral","alprazolam","mp_fr_description: ""XANAX TS (alprazolam 2 mg comprimé oral) PFIZER CANADA ULC"" -> ""XANAX TS (alprazolam 2 mg comprimé oral) UPJOHN CANADA ULC"""
"00878928","NORVASC (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) UPJOHN CANADA ULC","amlodipine (bésylate d'amlodipine) 5 mg comprimé oral","amlodipine","mp_fr_description: ""NORVASC (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) PFIZER CANADA ULC"" -> ""NORVASC (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) UPJOHN CANADA ULC"""
"00878936","NORVASC (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) UPJOHN CANADA ULC","amlodipine (bésylate d'amlodipine) 10 mg comprimé oral","amlodipine","mp_fr_description: ""NORVASC (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) PFIZER CANADA ULC"" -> ""NORVASC (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) UPJOHN CANADA ULC"""
"01962779","ZOLOFT (sertraline (chlorhydrate de sertraline) 100 mg capsule orale) UPJOHN CANADA ULC","sertraline (chlorhydrate de sertraline) 100 mg capsule orale","sertraline","mp_fr_description: ""ZOLOFT CAP 100MG (sertraline (chlorhydrate de sertraline) 100 mg capsule orale) PFIZER CANADA ULC"" -> ""ZOLOFT (sertraline (chlorhydrate de sertraline) 100 mg capsule orale) UPJOHN CANADA ULC"""
"01962817","ZOLOFT (sertraline (chlorhydrate de sertraline) 50 mg capsule orale) UPJOHN CANADA ULC","sertraline (chlorhydrate de sertraline) 50 mg capsule orale","sertraline","mp_fr_description: ""ZOLOFT CAP 50MG (sertraline (chlorhydrate de sertraline) 50 mg capsule orale) PFIZER CANADA ULC"" -> ""ZOLOFT (sertraline (chlorhydrate de sertraline) 50 mg capsule orale) UPJOHN CANADA ULC"""
"01966294","ULONE (chlorhydrate de clofédanol 25 mg par 5 mL sirop) BAUSCH HEALTH, CANADA INC.","chlorhydrate de clofédanol 25 mg par 5 mL sirop","clofédanol","mp_fr_description: ""ULONE (chlorhydrate de clofédanol 25 mg par 5 mL sirop) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ULONE (chlorhydrate de clofédanol 25 mg par 5 mL sirop) BAUSCH HEALTH, CANADA INC."""
"02084260","NEURONTIN (gabapentine 100 mg capsule orale) UPJOHN CANADA ULC","gabapentine 100 mg capsule orale","gabapentine","mp_fr_description: ""NEURONTIN CAP 100MG (gabapentine 100 mg capsule orale) PFIZER CANADA ULC"" -> ""NEURONTIN (gabapentine 100 mg capsule orale) UPJOHN CANADA ULC"""
"02084279","NEURONTIN (gabapentine 300 mg capsule orale) UPJOHN CANADA ULC","gabapentine 300 mg capsule orale","gabapentine","mp_fr_description: ""NEURONTIN CAP 300MG (gabapentine 300 mg capsule orale) PFIZER CANADA ULC"" -> ""NEURONTIN (gabapentine 300 mg capsule orale) UPJOHN CANADA ULC"""
"02084287","NEURONTIN (gabapentine 400 mg capsule orale) UPJOHN CANADA ULC","gabapentine 400 mg capsule orale","gabapentine","mp_fr_description: ""NEURONTIN CAP 400MG (gabapentine 400 mg capsule orale) PFIZER CANADA ULC"" -> ""NEURONTIN (gabapentine 400 mg capsule orale) UPJOHN CANADA ULC"""
"02132702","ZOLOFT (sertraline (chlorhydrate de sertraline) 25 mg capsule orale) UPJOHN CANADA ULC","sertraline (chlorhydrate de sertraline) 25 mg capsule orale","sertraline","mp_fr_description: ""ZOLOFT (sertraline (chlorhydrate de sertraline) 25 mg capsule orale) PFIZER CANADA ULC"" -> ""ZOLOFT (sertraline (chlorhydrate de sertraline) 25 mg capsule orale) UPJOHN CANADA ULC"""
"02153513","ONCOTICE (bacille de Calmette-Guérin sous-souche TICE 800000000 unité par fiole poudre pour solution injectable) MERCK CANADA INC","bacille de Calmette-Guérin sous-souche TICE 800000000 unité par fiole poudre pour solution injectable","bacille de Calmette-Guérin sous-souche TICE","ADDED"
"02230711","LIPITOR (atorvastatine (atorvastatine calcique) 10 mg comprimé oral) UPJOHN CANADA ULC","atorvastatine (atorvastatine calcique) 10 mg comprimé oral","atorvastatine","mp_fr_description: ""LIPITOR (atorvastatine (atorvastatine calcique) 10 mg comprimé oral) PFIZER CANADA ULC"" -> ""LIPITOR (atorvastatine (atorvastatine calcique) 10 mg comprimé oral) UPJOHN CANADA ULC"""
"02230713","LIPITOR (atorvastatine (atorvastatine calcique) 20 mg comprimé oral) UPJOHN CANADA ULC","atorvastatine (atorvastatine calcique) 20 mg comprimé oral","atorvastatine","mp_fr_description: ""LIPITOR (atorvastatine (atorvastatine calcique) 20 mg comprimé oral) PFIZER CANADA ULC"" -> ""LIPITOR (atorvastatine (atorvastatine calcique) 20 mg comprimé oral) UPJOHN CANADA ULC"""
"02230714","LIPITOR (atorvastatine (atorvastatine calcique) 40 mg comprimé oral) UPJOHN CANADA ULC","atorvastatine (atorvastatine calcique) 40 mg comprimé oral","atorvastatine","mp_fr_description: ""LIPITOR (atorvastatine (atorvastatine calcique) 40 mg comprimé oral) PFIZER CANADA ULC"" -> ""LIPITOR (atorvastatine (atorvastatine calcique) 40 mg comprimé oral) UPJOHN CANADA ULC"""
"02231493","XALATAN (latanoprost 50 mcg par mL gouttes ophtalmiques) UPJOHN CANADA ULC","latanoprost 50 mcg par mL gouttes ophtalmiques","latanoprost","mp_fr_description: ""XALATAN (latanoprost 50 mcg par mL gouttes ophtalmiques) PFIZER CANADA ULC"" -> ""XALATAN (latanoprost 50 mcg par mL gouttes ophtalmiques) UPJOHN CANADA ULC"""
"02236951","SEROQUEL (quétiapine (fumarate de quétiapine) 25 mg comprimé oral) ASTRAZENECA CANADA INC","quétiapine (fumarate de quétiapine) 25 mg comprimé oral","quétiapine","mp_fr_description: ""SEROQUEL TAB 25MG (quétiapine (fumarate de quétiapine) 25 mg comprimé oral) ASTRAZENECA CANADA INC"" -> ""SEROQUEL (quétiapine (fumarate de quétiapine) 25 mg comprimé oral) ASTRAZENECA CANADA INC"""
"02236952","SEROQUEL (quétiapine (fumarate de quétiapine) 100 mg comprimé oral) ASTRAZENECA CANADA INC","quétiapine (fumarate de quétiapine) 100 mg comprimé oral","quétiapine","mp_fr_description: ""SEROQUEL TAB 100MG (quétiapine (fumarate de quétiapine) 100 mg comprimé oral) ASTRAZENECA CANADA INC"" -> ""SEROQUEL (quétiapine (fumarate de quétiapine) 100 mg comprimé oral) ASTRAZENECA CANADA INC"""
"02236953","SEROQUEL (quétiapine (fumarate de quétiapine) 200 mg comprimé oral) ASTRAZENECA CANADA INC","quétiapine (fumarate de quétiapine) 200 mg comprimé oral","quétiapine","mp_fr_description: ""SEROQUEL TAB 200MG (quétiapine (fumarate de quétiapine) 200 mg comprimé oral) ASTRAZENECA CANADA INC"" -> ""SEROQUEL (quétiapine (fumarate de quétiapine) 200 mg comprimé oral) ASTRAZENECA CANADA INC"""
"02237279","EFFEXOR XR (venlafaxine (chlorhydrate de venlafaxine) 37,5 mg capsule orale à libération prolongée) UPJOHN CANADA ULC","venlafaxine (chlorhydrate de venlafaxine) 37,5 mg capsule orale à libération prolongée","venlafaxine","mp_fr_description: ""EFFEXOR XR (venlafaxine (chlorhydrate de venlafaxine) 37,5 mg capsule orale à libération prolongée) PFIZER CANADA ULC"" -> ""EFFEXOR XR (venlafaxine (chlorhydrate de venlafaxine) 37,5 mg capsule orale à libération prolongée) UPJOHN CANADA ULC"""
"02237280","EFFEXOR XR (venlafaxine (chlorhydrate de venlafaxine) 75 mg capsule orale à libération prolongée) UPJOHN CANADA ULC","venlafaxine (chlorhydrate de venlafaxine) 75 mg capsule orale à libération prolongée","venlafaxine","mp_fr_description: ""EFFEXOR XR (venlafaxine (chlorhydrate de venlafaxine) 75 mg capsule orale à libération prolongée) PFIZER CANADA ULC"" -> ""EFFEXOR XR (venlafaxine (chlorhydrate de venlafaxine) 75 mg capsule orale à libération prolongée) UPJOHN CANADA ULC"""
"02237282","EFFEXOR XR (venlafaxine (chlorhydrate de venlafaxine) 150 mg capsule orale à libération prolongée) UPJOHN CANADA ULC","venlafaxine (chlorhydrate de venlafaxine) 150 mg capsule orale à libération prolongée","venlafaxine","mp_fr_description: ""EFFEXOR XR (venlafaxine (chlorhydrate de venlafaxine) 150 mg capsule orale à libération prolongée) PFIZER CANADA ULC"" -> ""EFFEXOR XR (venlafaxine (chlorhydrate de venlafaxine) 150 mg capsule orale à libération prolongée) UPJOHN CANADA ULC"""
"02239717","NEURONTIN (gabapentine 600 mg comprimé oral) UPJOHN CANADA ULC","gabapentine 600 mg comprimé oral","gabapentine","mp_fr_description: ""NEURONTIN 600MG (gabapentine 600 mg comprimé oral) PFIZER CANADA ULC"" -> ""NEURONTIN (gabapentine 600 mg comprimé oral) UPJOHN CANADA ULC"""
"02239718","NEURONTIN (gabapentine 800 mg comprimé oral) UPJOHN CANADA ULC","gabapentine 800 mg comprimé oral","gabapentine","mp_fr_description: ""NEURONTIN 800MG (gabapentine 800 mg comprimé oral) PFIZER CANADA ULC"" -> ""NEURONTIN (gabapentine 800 mg comprimé oral) UPJOHN CANADA ULC"""
"02239766","VIAGRA (sildénafil (citrate de sildénafil) 25 mg comprimé oral) UPJOHN CANADA ULC","sildénafil (citrate de sildénafil) 25 mg comprimé oral","sildénafil","mp_fr_description: ""VIAGRA (sildénafil (citrate de sildénafil) 25 mg comprimé oral) PFIZER CANADA ULC"" -> ""VIAGRA (sildénafil (citrate de sildénafil) 25 mg comprimé oral) UPJOHN CANADA ULC"""
"02239767","VIAGRA (sildénafil (citrate de sildénafil) 50 mg comprimé oral) UPJOHN CANADA ULC","sildénafil (citrate de sildénafil) 50 mg comprimé oral","sildénafil","mp_fr_description: ""VIAGRA (sildénafil (citrate de sildénafil) 50 mg comprimé oral) PFIZER CANADA ULC"" -> ""VIAGRA (sildénafil (citrate de sildénafil) 50 mg comprimé oral) UPJOHN CANADA ULC"""
"02239768","VIAGRA (sildénafil (citrate de sildénafil) 100 mg comprimé oral) UPJOHN CANADA ULC","sildénafil (citrate de sildénafil) 100 mg comprimé oral","sildénafil","mp_fr_description: ""VIAGRA (sildénafil (citrate de sildénafil) 100 mg comprimé oral) PFIZER CANADA ULC"" -> ""VIAGRA (sildénafil (citrate de sildénafil) 100 mg comprimé oral) UPJOHN CANADA ULC"""
"02239941","CELEBREX (célécoxib 100 mg capsule orale) UPJOHN CANADA ULC","célécoxib 100 mg capsule orale","célécoxib","mp_fr_description: ""CELEBREX (célécoxib 100 mg capsule orale) PFIZER CANADA ULC"" -> ""CELEBREX (célécoxib 100 mg capsule orale) UPJOHN CANADA ULC"""
"02239942","CELEBREX (célécoxib 200 mg capsule orale) UPJOHN CANADA ULC","célécoxib 200 mg capsule orale","célécoxib","mp_fr_description: ""CELEBREX (célécoxib 200 mg capsule orale) PFIZER CANADA ULC"" -> ""CELEBREX (célécoxib 200 mg capsule orale) UPJOHN CANADA ULC"""
"02242367","VISUDYNE (vertéporfine 15 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH","vertéporfine 15 mg par fiole poudre pour solution injectable","vertéporfine","mp_fr_description: ""VISUDYNE (vertéporfine 15 mg par fiole poudre pour solution injectable) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""VISUDYNE (vertéporfine 15 mg par fiole poudre pour solution injectable) CHEPLAPHARM ARZNEIMITTEL GMBH"""
"02243097","LIPITOR (atorvastatine (atorvastatine calcique) 80 mg comprimé oral) UPJOHN CANADA ULC","atorvastatine (atorvastatine calcique) 80 mg comprimé oral","atorvastatine","mp_fr_description: ""LIPITOR (atorvastatine (atorvastatine calcique) 80 mg comprimé oral) PFIZER CANADA ULC"" -> ""LIPITOR (atorvastatine (atorvastatine calcique) 80 mg comprimé oral) UPJOHN CANADA ULC"""
"02243835","ARGATROBAN (argatroban 250 mg par 2,5 mL solution injectable fiole) SANDOZ CANADA INCORPORATED","argatroban 250 mg par 2,5 mL solution injectable fiole","argatroban","mp_fr_description: ""ARGATROBAN (argatroban 250 mg par 2,5 mL solution injectable fiole) NOVARTIS PHARMACEUTICALS CANADA INC"" -> ""ARGATROBAN (argatroban 250 mg par 2,5 mL solution injectable fiole) SANDOZ CANADA INCORPORATED"""
"02244107","SEROQUEL (quétiapine (fumarate de quétiapine) 300 mg comprimé oral) ASTRAZENECA CANADA INC","quétiapine (fumarate de quétiapine) 300 mg comprimé oral","quétiapine","mp_fr_description: ""SEROQUEL 300 MG (quétiapine (fumarate de quétiapine) 300 mg comprimé oral) ASTRAZENECA CANADA INC"" -> ""SEROQUEL (quétiapine (fumarate de quétiapine) 300 mg comprimé oral) ASTRAZENECA CANADA INC"""
"02246619","XALACOM (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) UPJOHN CANADA ULC","latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques","latanoprost et timolol","mp_fr_description: ""XALACOM (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) PFIZER CANADA ULC"" -> ""XALACOM (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) UPJOHN CANADA ULC"""
"02248686","ACT ETIDRONATE (étidronate disodique 200 mg comprimé oral) TEVA CANADA LIMITED","étidronate disodique 200 mg comprimé oral","étidronate","mp_fr_description: ""ACT ETIDRONATE (étidronate disodique 200 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT ETIDRONATE (étidronate disodique 200 mg comprimé oral) TEVA CANADA LIMITED"""
"02256290","RELPAX (élétriptan (bromhydrate d'élétriptan) 20 mg comprimé oral) UPJOHN CANADA ULC","élétriptan (bromhydrate d'élétriptan) 20 mg comprimé oral","élétriptan","mp_fr_description: ""RELPAX (élétriptan (bromhydrate d'élétriptan) 20 mg comprimé oral) PFIZER CANADA ULC"" -> ""RELPAX (élétriptan (bromhydrate d'élétriptan) 20 mg comprimé oral) UPJOHN CANADA ULC"""
"02256304","RELPAX (élétriptan (bromhydrate d'élétriptan) 40 mg comprimé oral) UPJOHN CANADA ULC","élétriptan (bromhydrate d'élétriptan) 40 mg comprimé oral","élétriptan","mp_fr_description: ""RELPAX (élétriptan (bromhydrate d'élétriptan) 40 mg comprimé oral) PFIZER CANADA ULC"" -> ""RELPAX (élétriptan (bromhydrate d'élétriptan) 40 mg comprimé oral) UPJOHN CANADA ULC"""
"02268418","LYRICA (prégabaline 25 mg capsule orale) UPJOHN CANADA ULC","prégabaline 25 mg capsule orale","prégabaline","mp_fr_description: ""LYRICA (prégabaline 25 mg capsule orale) PFIZER CANADA ULC"" -> ""LYRICA (prégabaline 25 mg capsule orale) UPJOHN CANADA ULC"""
"02268426","LYRICA (prégabaline 50 mg capsule orale) UPJOHN CANADA ULC","prégabaline 50 mg capsule orale","prégabaline","mp_fr_description: ""LYRICA (prégabaline 50 mg capsule orale) PFIZER CANADA ULC"" -> ""LYRICA (prégabaline 50 mg capsule orale) UPJOHN CANADA ULC"""
"02268434","LYRICA (prégabaline 75 mg capsule orale) UPJOHN CANADA ULC","prégabaline 75 mg capsule orale","prégabaline","mp_fr_description: ""LYRICA (prégabaline 75 mg capsule orale) PFIZER CANADA ULC"" -> ""LYRICA (prégabaline 75 mg capsule orale) UPJOHN CANADA ULC"""
"02268450","LYRICA (prégabaline 150 mg capsule orale) UPJOHN CANADA ULC","prégabaline 150 mg capsule orale","prégabaline","mp_fr_description: ""LYRICA (prégabaline 150 mg capsule orale) PFIZER CANADA ULC"" -> ""LYRICA (prégabaline 150 mg capsule orale) UPJOHN CANADA ULC"""
"02268477","LYRICA (prégabaline 225 mg capsule orale) UPJOHN CANADA ULC","prégabaline 225 mg capsule orale","prégabaline","mp_fr_description: ""LYRICA (prégabaline 225 mg capsule orale) PFIZER CANADA ULC"" -> ""LYRICA (prégabaline 225 mg capsule orale) UPJOHN CANADA ULC"""
"02268485","LYRICA (prégabaline 300 mg capsule orale) UPJOHN CANADA ULC","prégabaline 300 mg capsule orale","prégabaline","mp_fr_description: ""LYRICA (prégabaline 300 mg capsule orale) PFIZER CANADA ULC"" -> ""LYRICA (prégabaline 300 mg capsule orale) UPJOHN CANADA ULC"""
"02271931","ACT ZOPICLONE (zopiclone 5 mg comprimé oral) TEVA CANADA LIMITED","zopiclone 5 mg comprimé oral","zopiclone","mp_fr_description: ""ACT ZOPICLONE (zopiclone 5 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT ZOPICLONE (zopiclone 5 mg comprimé oral) TEVA CANADA LIMITED"""
"02271958","ACT ZOPICLONE (zopiclone 7,5 mg comprimé oral) TEVA CANADA LIMITED","zopiclone 7,5 mg comprimé oral","zopiclone","mp_fr_description: ""ACT ZOPICLONE (zopiclone 7,5 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT ZOPICLONE (zopiclone 7,5 mg comprimé oral) TEVA CANADA LIMITED"""
"02273233","CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral) UPJOHN CANADA ULC","amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral","amlodipine et atorvastatine","mp_fr_description: ""CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral) PFIZER CANADA ULC"" -> ""CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral) UPJOHN CANADA ULC"""
"02273241","CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral) UPJOHN CANADA ULC","amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral","amlodipine et atorvastatine","mp_fr_description: ""CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral) PFIZER CANADA ULC"" -> ""CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral) UPJOHN CANADA ULC"""
"02273268","CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral) UPJOHN CANADA ULC","amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral","amlodipine et atorvastatine","mp_fr_description: ""CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral) PFIZER CANADA ULC"" -> ""CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral) UPJOHN CANADA ULC"""
"02273276","CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 80 mg comprimé oral) UPJOHN CANADA ULC","amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 80 mg comprimé oral","amlodipine et atorvastatine","mp_fr_description: ""CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 80 mg comprimé oral) PFIZER CANADA ULC"" -> ""CADUET (amlodipine (bésylate d'amlodipine) 5 mg et atorvastatine (atorvastatine calcique) 80 mg comprimé oral) UPJOHN CANADA ULC"""
"02273284","CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral) UPJOHN CANADA ULC","amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral","amlodipine et atorvastatine","mp_fr_description: ""CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral) PFIZER CANADA ULC"" -> ""CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 10 mg comprimé oral) UPJOHN CANADA ULC"""
"02273292","CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral) UPJOHN CANADA ULC","amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral","amlodipine et atorvastatine","mp_fr_description: ""CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral) PFIZER CANADA ULC"" -> ""CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 20 mg comprimé oral) UPJOHN CANADA ULC"""
"02273306","CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral) UPJOHN CANADA ULC","amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral","amlodipine et atorvastatine","mp_fr_description: ""CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral) PFIZER CANADA ULC"" -> ""CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 40 mg comprimé oral) UPJOHN CANADA ULC"""
"02273314","CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 80 mg comprimé oral) UPJOHN CANADA ULC","amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 80 mg comprimé oral","amlodipine et atorvastatine","mp_fr_description: ""CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 80 mg comprimé oral) PFIZER CANADA ULC"" -> ""CADUET (amlodipine (bésylate d'amlodipine) 10 mg et atorvastatine (atorvastatine calcique) 80 mg comprimé oral) UPJOHN CANADA ULC"""
"02296349","ACT ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 4 mg comprimé oral) TEVA CANADA LIMITED","ondansétron (chlorhydrate d'ondansétron) 4 mg comprimé oral","ondansétron","mp_fr_description: ""ACT ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 4 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT ONDANSETRON (ondansétron (chlorhydrate d'ondansétron dihydraté) 4 mg comprimé oral) TEVA CANADA LIMITED"""
