drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"106991","11253","ADDED","approved","PYRANTEL (PYRANTEL PAMOATE)","82.14","MG","02567504"
"107007","20570","ADDED","approved","DENOSUMAB","120","MG","02567687"
"106717","1205","ADDED","approved","DICLOFENAC POTASSIUM","50","MG","02564475"
"106990","2092","ADDED","approved","PRAZIQUANTEL","14.25","MG","02567490"
"106997","11336","ADDED","approved","VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","75","MG","02567563"
"107004","93","ADDED","approved","CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)","750","MG","02567652"
"107014","1205","ADDED","approved","DICLOFENAC POTASSIUM","50","MG","02567768"
"106948","1188","ADDED","approved","CARVEDILOL","25","MG","02567024"
"106994","22924","ADDED","approved","LOTILANER","900","MG","02567539"
"106990","225","ADDED","approved","MOXIDECTIN","0.05625","MG","02567490"
"106989","20570","ADDED","approved","DENOSUMAB","60","MG","02567482"
"107027","424","ADDED","approved","AZITHROMYCIN (AZITHROMYCIN DIHYDRATE)","600","MG","02567903"
"106992","11253","ADDED","approved","PYRANTEL (PYRANTEL PAMOATE)","164.28","MG","02567512"
"106957","13352","ADDED","approved","CINACALCET (CINACALCET HYDROCHLORIDE)","90","MG","02567113"
"106964","1840","ADDED","approved","DOMPERIDONE (DOMPERIDONE MALEATE)","10","MG","02567199"
"107029","13352","ADDED","approved","CINACALCET (CINACALCET HYDROCHLORIDE)","60","MG","02567938"
"107013","270","ADDED","approved","ACETAMINOPHEN","325","MG","02567741"
"106368","1205","ADDED","approved","DICLOFENAC POTASSIUM","50","MG","02560631"
"106990","22924","ADDED","approved","LOTILANER","56.25","MG","02567490"
"107021","16200","ADDED","approved","BEVACIZUMAB","100","MG","02567830"
"107009","11764","ADDED","approved","MELOXICAM","5","MG","02567709"
"107000","2041","ADDED","approved","ATENOLOL","100","MG","02567601"
"107002","93","ADDED","approved","CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)","250","MG","02567636"
"107037","22925","ADDED","approved","SEMAGLUTIDE","1.34","MG","02568012"
"106951","5891","ADDED","approved","THIOTEPA","200","MG","02567059"
