mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name
"77700362","MYLAN-IPRATROPIUM SOLUTION (ipratropium bromide 500 mcg per 2 mL inhalation solution unit dose vial) MYLAN PHARMACEUTICALS ULC","NA","NA","Active","19981204","CCDD","02239131","MYLAN-IPRATROPIUM SOLUTION"
"02126222","APO-IPRAVENT SOLUTION - INH 250MCG/ML (ipratropium bromide 250 mcg per mL inhalation solution 20 mL bottle) APOTEX INC","NA","NA","Active","19941231","DIN","02126222","APO-IPRAVENT SOLUTION - INH 250MCG/ML"
"02097176","RATIO-IPRATROPIUM UDV (ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial) TEVA CANADA LIMITED","NA","NA","Inactive","20180518","DIN","02097176","RATIO-IPRATROPIUM UDV"
"02231135","PMS-IPRATROPIUM (ipratropium bromide 250 mcg per 2 mL inhalation solution unit dose vial) PHARMASCIENCE INC","NA","NA","Active","19971029","DIN","02231135","PMS-IPRATROPIUM"
"77700092","AMIODARONE HYDROCHLORIDE FOR INJECTION (amiodarone hydrochloride 150 mg per 3 mL solution for injection vial) PFIZER CANADA ULC","NA","NA","Active","20020829","CCDD","02245696","AMIODARONE HYDROCHLORIDE FOR INJECTION"
"77700093","AMIODARONE HYDROCHLORIDE FOR INJECTION (amiodarone hydrochloride 300 mg per 6 mL solution for injection vial) PFIZER CANADA ULC","NA","NA","Active","20020829","CCDD","02245696","AMIODARONE HYDROCHLORIDE FOR INJECTION"
"02236916","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 500 mg per 20 mL solution for injection vial) PFIZER CANADA ULC","NA","NA","Active","19980318","DIN","02236916","ACYCLOVIR SODIUM INJECTION"
"77700065","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 500 mg per 10 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","NA","Active","19980508","CCDD","02236926","ACYCLOVIR SODIUM INJECTION"
"77700066","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 1000 mg per 20 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","NA","Active","19980508","CCDD","02236926","ACYCLOVIR SODIUM INJECTION"
"02131048","LIORESAL INTRATHECAL 0.05MG/ML (baclofen 0.05 mg per 1 mL solution for injection ampoule) NOVARTIS PHARMACEUTICALS CANADA INC","NA","NA","Active","19941231","DIN","02131048","LIORESAL INTRATHECAL 0.05MG/ML"
"02413620","BACLOFEN INJECTION (baclofen 0.05 mg per 1 mL solution for injection ampoule) STERIMAX INC","NA","NA","Active","20140606","DIN","02413620","BACLOFEN INJECTION"
"02131056","LIORESAL INTRATHECAL 0.5MG/ML (baclofen 10 mg per 20 mL solution for injection ampoule) NOVARTIS PHARMACEUTICALS CANADA INC","NA","NA","Active","19941231","DIN","02131056","LIORESAL INTRATHECAL 0.5MG/ML"
"02413639","BACLOFEN INJECTION (baclofen 10 mg per 20 mL solution for injection ampoule) STERIMAX INC","NA","NA","Active","20140606","DIN","02413639","BACLOFEN INJECTION"
"02131064","LIORESAL INTRATHECAL 2MG/ML (baclofen 10 mg per 5 mL solution for injection ampoule) NOVARTIS PHARMACEUTICALS CANADA INC","NA","NA","Active","19941231","DIN","02131064","LIORESAL INTRATHECAL 2MG/ML"
"02413647","BACLOFEN INJECTION (baclofen 10 mg per 5 mL solution for injection ampoule) STERIMAX INC","NA","NA","Active","20140606","DIN","02413647","BACLOFEN INJECTION"
"02238903","BENZTROPINE OMEGA (benztropine mesylate 2 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD","NA","NA","Active","19990528","DIN","02238903","BENZTROPINE OMEGA"
"02245686","CALCITRIOL INJECTION (calcitriol 1 mcg per 1 mL solution for injection ampoule) FRESENIUS KABI CANADA LTD","NA","NA","Inactive","20150703","DIN","02245686","CALCITRIOL INJECTION"
"02399334","CALCITRIOL INJECTION USP (calcitriol 1 mcg per 1 mL solution for injection ampoule) STERIMAX INC","NA","NA","Active","20150327","DIN","02399334","CALCITRIOL INJECTION USP"
"02399342","CALCITRIOL INJECTION USP (calcitriol 4 mcg per 2 mL solution for injection ampoule) STERIMAX INC","NA","NA","Inactive","20171018","DIN","02399342","CALCITRIOL INJECTION USP"
"00497282","CODEINE PHOSPHATE INJ 30MG/ML (codeine phosphate 30 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE ULC","NA","NA","Inactive","20180921","DIN","00497282","CODEINE PHOSPHATE INJ 30MG/ML"
"00544884","CODEINE PHOSPHATE INJECTION USP (codeine phosphate 30 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","19781231","DIN","00544884","CODEINE PHOSPHATE INJECTION USP"
"00497290","CODEINE PHOSPHATE INJ 60MG/ML (codeine phosphate 60 mg per 1 mL solution for injection ampoule) HOSPIRA HEALTHCARE ULC","NA","NA","Inactive","20180921","DIN","00497290","CODEINE PHOSPHATE INJ 60MG/ML"
"00399728","DIAZEPAM INJECTION USP (diazepam 10 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","19801231","DIN","00399728","DIAZEPAM INJECTION USP"
"02243240","DIAZEPAM AUTOINJECTOR (diazepam 10 mg per 2 mL solution for injection syringe) MERIDIAN MEDICAL TECHNOLOGIES INC.","NA","NA","Inactive","20170705","DIN","02243240","DIAZEPAM AUTOINJECTOR"
"02385392","DIAZEPAM INJECTION USP (diazepam 10 mg per 2 mL solution for injection ampoule) TELIGENT OU","NA","NA","Active","20170316","DIN","02385392","DIAZEPAM INJECTION USP"
"02386143","DIAZEPAM INJECTION SDZ (diazepam 10 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803","DIN","02386143","DIAZEPAM INJECTION SDZ"
"02048272","PEDIATRIC DIGOXIN INJECTION C.S.D. (digoxin 0.05 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803","DIN","02048272","PEDIATRIC DIGOXIN INJECTION C.S.D."
"02048264","DIGOXIN INJECTION C.S.D. (digoxin 0.5 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","19941231","DIN","02048264","DIGOXIN INJECTION C.S.D."
"77700058","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 25 mg per 5 mL solution for injection vial) TEVA CANADA LIMITED","NA","NA","Inactive","20180517","CCDD","02230274","DILTIAZEM HYDROCHLORIDE INJECTION"
"77700059","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 50 mg per 10 mL solution for injection vial) TEVA CANADA LIMITED","NA","NA","Inactive","20180517","CCDD","02230274","DILTIAZEM HYDROCHLORIDE INJECTION"
"77700086","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 25 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20020109","CCDD","02244728","DILTIAZEM HYDROCHLORIDE INJECTION"
"77700087","DILTIAZEM HYDROCHLORIDE INJECTION (diltiazem hydrochloride 50 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20020109","CCDD","02244728","DILTIAZEM HYDROCHLORIDE INJECTION"
"01923846","VASOTEC IV (enalaprilat 2.5 mg per 2 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19921231","DIN","01923846","VASOTEC IV"
"77700621","ENALAPRILAT INJECTION USP (enalaprilat 1.25 mg per 1 mL solution for injection vial) STERIMAX INC","NA","NA","Active","20120910","CCDD","02388499","ENALAPRILAT INJECTION USP"
"77700622","ENALAPRILAT INJECTION USP (enalaprilat 2.5 mg per 2 mL solution for injection vial) STERIMAX INC","NA","NA","Active","20120910","CCDD","02388499","ENALAPRILAT INJECTION USP"
"77700516","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) PFIZER CANADA ULC","NA","NA","Inactive","20181003","CCDD","00888346","FENTANYL CITRATE INJECTION USP"
"77700517","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection ampoule) PFIZER CANADA ULC","NA","NA","Inactive","20181003","CCDD","00888346","FENTANYL CITRATE INJECTION USP"
"77700518","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) PFIZER CANADA ULC","NA","NA","Inactive","20181003","CCDD","00888346","FENTANYL CITRATE INJECTION USP"
"77700519","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection ampoule) PFIZER CANADA ULC","NA","NA","Inactive","20181003","CCDD","00888346","FENTANYL CITRATE INJECTION USP"
"77700520","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial) PFIZER CANADA ULC","NA","NA","Inactive","20181003","CCDD","00888346","FENTANYL CITRATE INJECTION USP"
"77700521","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) PFIZER CANADA ULC","NA","NA","Inactive","20181003","CCDD","00888346","FENTANYL CITRATE INJECTION USP"
"77700447","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20000210","CCDD","02240434","FENTANYL CITRATE INJECTION USP"
"77700448","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 250 mcg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20000210","CCDD","02240434","FENTANYL CITRATE INJECTION USP"
"77700449","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20000210","CCDD","02240434","FENTANYL CITRATE INJECTION USP"
"77700450","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 1000 mcg per 20 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20000210","CCDD","02240434","FENTANYL CITRATE INJECTION USP"
"77700451","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 2500 mcg per 50 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20000210","CCDD","02240434","FENTANYL CITRATE INJECTION USP"
"77700486","FENTANYL CITRATE INJECTION SDZ (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20130221","CCDD","02384124","FENTANYL CITRATE INJECTION SDZ"
"77700487","FENTANYL CITRATE INJECTION SDZ (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20130221","CCDD","02384124","FENTANYL CITRATE INJECTION SDZ"
"77700488","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) TELIGENT OU","NA","NA","Active","20160418","CCDD","02385406","FENTANYL CITRATE INJECTION USP"
"77700489","FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) TELIGENT OU","NA","NA","Active","20160418","CCDD","02385406","FENTANYL CITRATE INJECTION USP"
"00401633","FUROSEMIDE SPECIAL (furosemide 250 mg per 25 mL solution for injection 25 mL vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19911231","DIN","00401633","FUROSEMIDE SPECIAL"
"77700284","FUROSEMIDE INJ USP (furosemide 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","19811231","CCDD","00527033","FUROSEMIDE INJ USP"
"77700285","FUROSEMIDE INJ USP (furosemide 40 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","19811231","CCDD","00527033","FUROSEMIDE INJ USP"
"77700280","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection ampoule) HOSPIRA HEALTHCARE ULC","NA","NA","Inactive","20180801","CCDD","00565040","FUROSEMIDE INJECTION USP"
"77700282","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection ampoule) HOSPIRA HEALTHCARE ULC","NA","NA","Inactive","20180801","CCDD","00565040","FUROSEMIDE INJECTION USP"
"77700281","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection syringe) HOSPIRA HEALTHCARE ULC","NA","NA","Inactive","20180801","CCDD","00565040","FUROSEMIDE INJECTION USP"
"77700283","FUROSEMIDE INJECTION USP (furosemide 40 mg per 4 mL solution for injection syringe) HOSPIRA HEALTHCARE ULC","NA","NA","Inactive","20180801","CCDD","00565040","FUROSEMIDE INJECTION USP"
"77700276","FUROSEMIDE INJECTION (furosemide 20 mg per 2 mL solution for injection vial) OMEGA LABORATORIES LTD","NA","NA","Inactive","20180727","CCDD","02360365","FUROSEMIDE INJECTION"
"77700277","FUROSEMIDE INJECTION (furosemide 40 mg per 4 mL solution for injection vial) OMEGA LABORATORIES LTD","NA","NA","Inactive","20180727","CCDD","02360365","FUROSEMIDE INJECTION"
"02360446","FUROSEMIDE SPECIAL INJECTION (furosemide 250 mg per 25 mL solution for injection 25 mL vial) OMEGA LABORATORIES LTD","NA","NA","Inactive","20180727","DIN","02360446","FUROSEMIDE SPECIAL INJECTION"
"77700278","FUROSEMIDE INJECTION SDZ (furosemide 20 mg per 2 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20120726","CCDD","02382539","FUROSEMIDE INJECTION SDZ"
"77700279","FUROSEMIDE INJECTION SDZ (furosemide 40 mg per 4 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","20120726","CCDD","02382539","FUROSEMIDE INJECTION SDZ"
"02384094","FUROSEMIDE INJECTION USP (furosemide 20 mg per 2 mL solution for injection ampoule) TELIGENT OU","NA","NA","Active","20130822","DIN","02384094","FUROSEMIDE INJECTION USP"
"77700024","HALOPERIDOL LA (haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","19941231","CCDD","02130300","HALOPERIDOL LA"
"77700025","HALOPERIDOL LA (haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19941231","CCDD","02130300","HALOPERIDOL LA"
"77700167","PMS-HALOPERIDOL-LA (haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial) PHARMASCIENCE INC","NA","NA","Inactive","20170803","CCDD","02230708","PMS-HALOPERIDOL-LA"
"77700168","PMS-HALOPERIDOL-LA (haloperidol (haloperidol decanoate) 500 mg per 5 mL solution for injection vial) PHARMASCIENCE INC","NA","NA","Inactive","20170803","CCDD","02230708","PMS-HALOPERIDOL-LA"
"02130297","HALOPERIDOL LA (haloperidol (haloperidol decanoate) 250 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803","DIN","02130297","HALOPERIDOL LA"
"02230707","PMS-HALOPERIDOL-LA (haloperidol (haloperidol decanoate) 250 mg per 5 mL solution for injection vial) PHARMASCIENCE INC","NA","NA","Inactive","20170803","DIN","02230707","PMS-HALOPERIDOL-LA"
"00808652","HALOPERIDOL INJ 5MG/ML USP (haloperidol 5 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","19891231","DIN","00808652","HALOPERIDOL INJ 5MG/ML USP"
"02366010","HALOPERIDOL INJECTION (haloperidol 5 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD","NA","NA","Active","20110919","DIN","02366010","HALOPERIDOL INJECTION"
"77700123","HALOPERIDOL INJECTION, USP (haloperidol 5 mg per 1 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","NA","Active","20141020","CCDD","02406411","HALOPERIDOL INJECTION, USP"
"77700124","HALOPERIDOL INJECTION, USP (haloperidol 50 mg per 10 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","NA","Active","20141020","CCDD","02406411","HALOPERIDOL INJECTION, USP"
"02239640","HALOPERIDOL-LA OMEGA (haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial) OMEGA LABORATORIES LTD","NA","NA","Inactive","20170804","DIN","02239640","HALOPERIDOL-LA OMEGA"
"02239639","HALOPERIDOL-LA OMEGA (haloperidol (haloperidol decanoate) 250 mg per 5 mL solution for injection vial) OMEGA LABORATORIES LTD","NA","NA","Inactive","20170804","DIN","02239639","HALOPERIDOL-LA OMEGA"
"77700291","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231","CCDD","02145928","HYDROMORPHONE HP 10"
"77700293","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231","CCDD","02145928","HYDROMORPHONE HP 10"
"77700290","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 100 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231","CCDD","02145928","HYDROMORPHONE HP 10"
"77700292","HYDROMORPHONE HP 10 (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231","CCDD","02145928","HYDROMORPHONE HP 10"
"77700303","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial) PFIZER CANADA ULC","NA","NA","Active","20140611","CCDD","02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP"
"77700305","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial) PFIZER CANADA ULC","NA","NA","Active","20140611","CCDD","02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP"
"77700304","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 10 mg per mL solution for injection 50 mL vial) PFIZER CANADA ULC","NA","NA","Active","20140611","CCDD","02382636","HYDROMORPHONE HYDROCHLORIDE INJECTION USP"
"77700302","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10 (hydromorphone hydrochloride 10 mg per 1 mL solution for injection ampoule) STERIMAX INC","NA","NA","Active","20170206","CCDD","02460610","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10"
"77700301","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10 (hydromorphone hydrochloride 100 mg per 10 mL solution for injection ampoule) STERIMAX INC","NA","NA","Active","20170206","CCDD","02460610","HYDROMORPHONE HYDROCHLORIDE INJECTION HP 10"
"02244797","HYDROMORPHONE HP FORTE INJECTION (hydromorphone hydrochloride 1000 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20011210","DIN","02244797","HYDROMORPHONE HP FORTE INJECTION"
"02145901","HYDROMORPHONE HYDROCHLORIDE INJECTION USP (hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231","DIN","02145901","HYDROMORPHONE HYDROCHLORIDE INJECTION USP"
"02460602","HYDROMORPHONE HYDROCHLORIDE INJECTION (hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule) STERIMAX INC","NA","NA","Active","20170206","DIN","02460602","HYDROMORPHONE HYDROCHLORIDE INJECTION"
"77700299","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231","CCDD","02146126","HYDROMORPHONE HP 50"
"77700297","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 250 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231","CCDD","02146126","HYDROMORPHONE HP 50"
"77700298","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 500 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231","CCDD","02146126","HYDROMORPHONE HP 50"
"77700300","HYDROMORPHONE HP 50 (hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19951231","CCDD","02146126","HYDROMORPHONE HP 50"
"02162644","TORADOL IM (ketorolac tromethamine 10 mg per 1 mL solution for injection ampoule) ATNAHS PHARMA UK LIMITED","NA","NA","Active","19961016","DIN","02162644","TORADOL IM"
"02239944","KETOROLAC TROMETHAMINE INJECTION USP (ketorolac tromethamine 30 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","19990521","DIN","02239944","KETOROLAC TROMETHAMINE INJECTION USP"
"77700088","KETOROLAC TROMETHAMINE INJECTION, USP (ketorolac tromethamine 30 mg per 1 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","NA","Active","20020523","CCDD","02244947","KETOROLAC TROMETHAMINE INJECTION, USP"
"77700089","KETOROLAC TROMETHAMINE INJECTION, USP (ketorolac tromethamine 60 mg per 2 mL solution for injection vial) FRESENIUS KABI CANADA LTD","NA","NA","Active","20020523","CCDD","02244947","KETOROLAC TROMETHAMINE INJECTION, USP"
"02390582","KETOROLAC TROMETHAMINE INJECTION USP (ketorolac tromethamine 30 mg per 1 mL solution for injection vial) PFIZER CANADA ULC","NA","NA","Active","20140529","DIN","02390582","KETOROLAC TROMETHAMINE INJECTION USP"
"02443376","KETOROLAC TROMETHAMINE INJECTION, USP (ketorolac tromethamine 30 mg per 1 mL solution for injection vial) MDA INC.","NA","NA","Active","20160426","DIN","02443376","KETOROLAC TROMETHAMINE INJECTION, USP"
"02243989","APO-KETOROLAC INJECTABLE (ketorolac tromethamine 30 mg per 1 mL solution for injection vial) APOTEX INC","NA","NA","Inactive","20170804","DIN","02243989","APO-KETOROLAC INJECTABLE"
"02438704","LORAZEPAM INJECTION USP (lorazepam 2 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20151112","DIN","02438704","LORAZEPAM INJECTION USP"
"02243278","LORAZEPAM INJECTION USP (lorazepam 4 mg per 1 mL solution for injection vial) SANDOZ CANADA INCORPORATED","NA","NA","Active","20010606","DIN","02243278","LORAZEPAM INJECTION USP"
"02388669","LORAZEPAM INJECTION USP (lorazepam 4 mg per 1 mL solution for injection vial) PFIZER CANADA ULC","NA","NA","Active","20140610","DIN","02388669","LORAZEPAM INJECTION USP"
"00585092","DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML (medroxyprogesterone acetate 150 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC","NA","NA","Active","19951231","DIN","00585092","DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML"
