drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"106317","11776","ADDED","approved","IRBESARTAN","150","MG","02560089"
"106362","719","ADDED","approved","SIMETHICONE","125","MG","02560577"
"106353","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02560461"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"106344","20387","ADDED","approved","RIVAROXABAN","20","MG","02560372"
"106330","5927","ADDED","approved","CYCLOPHOSPHAMIDE","2000","MG","02560224"
"106337","1255","ADDED","approved","OCTREOTIDE (OCTREOTIDE ACETATE)","500","MCG","02560291"
"106343","20387","ADDED","approved","RIVAROXABAN","15","MG","02560364"
"106376","6850","ADDED","approved","BENZOYL PEROXIDE","5","%","02560720"
"106327","12371","ADDED","approved","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE)","40","MG","02560194"
"106305","5325","ADDED","approved","LEVOTHYROXINE SODIUM","112","MCG","02559943"
"106306","5325","ADDED","approved","LEVOTHYROXINE SODIUM","125","MCG","02559951"
"106300","20097","ADDED","approved","VARENICLINE (VARENICLINE TARTRATE)","0.5","MG","02559897"
"6823","7610","ADDED","inactive","BETAMETHASONE (BETAMETHASONE VALERATE)","0.1","%","00653217"
"106342","20387","ADDED","approved","RIVAROXABAN","10","MG","02560356"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"106351","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02560445"
"106350","1950","ADDED","approved","ACYCLOVIR","5","%","02560437"
"106364","11984","ADDED","approved","OXCARBAZEPINE","150","MG","02560593"
"106389","7218","ADDED","approved","IODINE","1","%","02560879"
"106326","12371","ADDED","approved","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE)","20","MG","02560186"
"106380","10219","ADDED","approved","PROPYLENE GLYCOL","100","%","02560763"
"106308","5325","ADDED","approved","LEVOTHYROXINE SODIUM","175","MCG","02559986"
"106328","5927","ADDED","approved","CYCLOPHOSPHAMIDE","500","MG","02560208"
"106332","1255","ADDED","approved","OCTREOTIDE (OCTREOTIDE ACETATE)","100","MCG","02560240"
"106348","11899","ADDED","approved","RIZATRIPTAN (RIZATRIPTAN BENZOATE)","10","MG","02560410"
