"ntp_formal_name","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code"
"amoxicillin 250 mg oral capsule",TRUE,10,FALSE,1979-12-31,9000116
"amoxicillin 250 mg per 5 mL granules for oral suspension",TRUE,4,FALSE,1979-12-31,9000117
"amoxicillin 500 mg oral capsule",TRUE,11,FALSE,1979-12-31,9000118
"betamethasone (betamethasone valerate) 0.05 % cutaneous cream",TRUE,3,FALSE,1979-12-31,9000119
"betamethasone (betamethasone valerate) 0.05 % cutaneous ointment",TRUE,2,FALSE,1979-12-31,9000120
"betamethasone (betamethasone valerate) 0.1 % lotion",TRUE,5,FALSE,1979-12-31,9000121
"betamethasone valerate 0.1 % cutaneous cream",TRUE,1,FALSE,1979-12-31,9000122
"calcitriol 0.25 mcg oral capsule",TRUE,2,FALSE,1979-12-31,9000123
"calcitriol 0.5 mcg oral capsule",TRUE,2,FALSE,1979-12-31,9000124
"carbidopa 10 mg and levodopa 100 mg oral tablet",TRUE,4,FALSE,1979-12-31,9000125
"cephalexin 250 mg oral capsule",TRUE,1,FALSE,1979-12-31,9000126
"cephalexin 500 mg oral capsule",TRUE,1,FALSE,1979-12-31,9000127
"diazepam 2 mg oral tablet",TRUE,3,FALSE,1979-12-31,9000128
"hydrochlorothiazide 100 mg oral tablet",TRUE,2,FALSE,1979-12-31,9000129
"lithium carbonate 150 mg oral capsule",TRUE,4,FALSE,1979-12-31,9000130
"metronidazole 500 mg oral capsule",TRUE,3,FALSE,1979-12-31,9000131
"nystatin 100000 unit per g cutaneous cream",TRUE,2,FALSE,1979-12-31,9000132
"nystatin 100000 unit per g cutaneous ointment",TRUE,2,FALSE,1979-12-31,9000133
"nystatin 25000 unit per g vaginal cream",TRUE,1,FALSE,1979-12-31,9000134
"oxazepam 10 mg oral tablet",TRUE,6,FALSE,1979-12-31,9000135
"oxazepam 15 mg oral tablet",TRUE,6,FALSE,1979-12-31,9000136
"oxazepam 30 mg oral tablet",TRUE,6,FALSE,1979-12-31,9000137
"sulfamethoxazole 100 mg and trimethoprim 20 mg oral tablet",TRUE,1,FALSE,1979-12-31,9000138
"sulfamethoxazole 400 mg and trimethoprim 80 mg oral tablet",TRUE,2,FALSE,1979-12-31,9000139
"sulfamethoxazole 800 mg and trimethoprim 160 mg oral tablet",TRUE,3,FALSE,1979-12-31,9000140
"timolol (timolol maleate) 0.5 % ophthalmic drops",TRUE,8,FALSE,1979-12-31,9000141
"triamcinolone acetonide 0.025 % cutaneous cream",TRUE,1,FALSE,1979-12-31,9000142
"triamcinolone acetonide 0.1 % cutaneous cream",TRUE,2,FALSE,1979-12-31,9000143
"carbidopa 25 mg and levodopa 100 mg oral tablet",TRUE,6,FALSE,1980-12-31,9000144
"diazepam 20 mg per 2 mL solution for injection ampoule",TRUE,3,FALSE,1980-12-31,9000145
"diclofenac sodium 50 mg gastro-resistant tablet",TRUE,7,FALSE,1980-12-31,9000146
"epinephrine 0.3 mg per 0.3 mL solution for injection syringe",TRUE,2,FALSE,1980-12-31,9000147
"ethinyl estradiol 0.035 mg and norethindrone 1 mg oral tablet",TRUE,6,FALSE,1980-12-31,9000148
"haloperidol 0.5 mg oral tablet",TRUE,2,FALSE,1980-12-31,9000149
"haloperidol 1 mg oral tablet",TRUE,2,FALSE,1980-12-31,9000150
"indomethacin 25 mg oral capsule",TRUE,3,FALSE,1980-12-31,9000151
"indomethacin 50 mg oral capsule",TRUE,3,FALSE,1980-12-31,9000152
"oxycodone hydrochloride 10 mg oral tablet",TRUE,4,FALSE,1980-12-31,9000153
"propranolol hydrochloride 10 mg oral tablet",TRUE,3,FALSE,1980-12-31,9000154
"propranolol hydrochloride 40 mg oral tablet",TRUE,3,FALSE,1980-12-31,9000155
"propranolol hydrochloride 80 mg oral tablet",TRUE,3,FALSE,1980-12-31,9000156
"temazepam 15 mg oral capsule",TRUE,5,FALSE,1980-12-31,9000157
"temazepam 30 mg oral capsule",TRUE,5,FALSE,1980-12-31,9000158
"allopurinol 100 mg oral tablet",TRUE,5,FALSE,1981-12-31,9000159
"allopurinol 200 mg oral tablet",TRUE,5,FALSE,1981-12-31,9000160
"alprazolam 0.25 mg oral tablet",TRUE,9,FALSE,1981-12-31,9000161
"alprazolam 0.5 mg oral tablet",TRUE,9,FALSE,1981-12-31,9000162
"betamethasone (betamethasone valerate) 0.1 % cutaneous cream",TRUE,3,FALSE,1981-12-31,9000163
"bromazepam 3 mg oral tablet",TRUE,4,FALSE,1981-12-31,9000164
"bromazepam 6 mg oral tablet",TRUE,4,FALSE,1981-12-31,9000165
"codeine phosphate 60 mg per 1 mL solution for injection ampoule",TRUE,1,FALSE,1981-12-31,9000166
"erythromycin (erythromycin stearate) 250 mg oral tablet",TRUE,1,FALSE,1981-12-31,9000167
"flurazepam hydrochloride 15 mg oral capsule",TRUE,5,FALSE,1981-12-31,9000168
"flurazepam hydrochloride 30 mg oral capsule",TRUE,4,FALSE,1981-12-31,9000169
"furosemide 20 mg per 2 mL solution for injection ampoule",TRUE,4,FALSE,1981-12-31,9000170
"furosemide 40 mg per 4 mL solution for injection ampoule",TRUE,3,FALSE,1981-12-31,9000171
"hydrochlorothiazide 25 mg and triamterene 50 mg oral tablet",TRUE,3,FALSE,1981-12-31,9000172
"propranolol hydrochloride 120 mg oral tablet",TRUE,2,FALSE,1981-12-31,9000173
"acyclovir 5 % cutaneous ointment",TRUE,1,FALSE,1982-12-31,9000174
"furosemide 20 mg per 2 mL solution for injection syringe",TRUE,1,FALSE,1982-12-31,9000175
"furosemide 40 mg per 4 mL solution for injection syringe",TRUE,1,FALSE,1982-12-31,9000176
"indapamide 2.5 mg oral tablet",TRUE,11,FALSE,1982-12-31,9000177
"naproxen 125 mg oral tablet",TRUE,1,FALSE,1982-12-31,9000178
"naproxen 250 mg oral tablet",TRUE,4,FALSE,1982-12-31,9000179
"sulfamethoxazole 400 mg per 5 mL and trimethoprim 80 mg per 5 mL solution for injection ampoule",TRUE,1,FALSE,1982-12-31,9000180
"codeine phosphate 15 mg oral tablet",TRUE,3,FALSE,1983-12-31,9000181
"codeine phosphate 30 mg oral tablet",TRUE,3,FALSE,1983-12-31,9000182
"conjugated estrogens 1.25 mg oral tablet",TRUE,3,FALSE,1983-12-31,9000183
"erythromycin 250 mg gastro-resistant capsule",TRUE,1,FALSE,1983-12-31,9000184
"ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norethindrone 0.5 mg and norethindrone 0.75 mg and norethindrone 1 mg oral tablet",TRUE,2,TRUE,1983-12-31,9000185
"haloperidol 2 mg per mL oral solution",TRUE,2,FALSE,1983-12-31,9000186
"hydrocortisone 2.5 % cutaneous cream",TRUE,1,FALSE,1983-12-31,9000187
"hydrocortisone acetate 10 % rectal foam",TRUE,1,FALSE,1983-12-31,9000188
"ibuprofen 300 mg oral tablet",TRUE,3,FALSE,1983-12-31,9000189
"ibuprofen 400 mg oral tablet",TRUE,16,FALSE,1983-12-31,9000190
"metoprolol tartrate 200 mg prolonged-release oral tablet",TRUE,4,FALSE,1983-12-31,9000191
"naproxen 375 mg oral tablet",TRUE,4,FALSE,1983-12-31,9000192
"naproxen 500 mg oral tablet",TRUE,4,FALSE,1983-12-31,9000193
"acetaminophen 300 mg and codeine phosphate 30 mg oral tablet",TRUE,5,FALSE,1984-12-31,9000194
"acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet",TRUE,1,FALSE,1984-12-31,9000195
"amoxicillin 125 mg per 5 mL powder for oral suspension",TRUE,4,FALSE,1984-12-31,9000196
"amoxicillin 250 mg per 5 mL powder for oral suspension",TRUE,4,FALSE,1984-12-31,9000197
"epinephrine 0.15 mg per 0.3 mL solution for injection syringe",TRUE,2,FALSE,1984-12-31,9000198
"fusidic acid 2 % cutaneous cream",TRUE,1,FALSE,1984-12-31,9000199
"haloperidol 5 mg oral tablet",TRUE,2,FALSE,1984-12-31,9000200
"hydromorphone hydrochloride 10 mg per 1 mL solution for injection vial",TRUE,3,FALSE,1984-12-31,9000201
"hydromorphone hydrochloride 2 mg oral tablet",TRUE,4,FALSE,1984-12-31,9000202
"hydromorphone hydrochloride 2 mg per 1 mL solution for injection ampoule",TRUE,3,FALSE,1984-12-31,9000203
"hydromorphone hydrochloride 4 mg oral tablet",TRUE,4,FALSE,1984-12-31,9000204
"hydromorphone hydrochloride 500 mg per 50 mL solution for injection vial",TRUE,3,FALSE,1984-12-31,9000205
"hydromorphone hydrochloride 50 mg per 5 mL solution for injection vial",TRUE,3,FALSE,1984-12-31,9000206
"ibuprofen 600 mg oral tablet",TRUE,3,FALSE,1984-12-31,9000207
"methylphenidate hydrochloride 20 mg prolonged-release oral tablet",TRUE,3,FALSE,1984-12-31,9000208
"morphine hydrochloride 1 mg per mL syrup",TRUE,2,FALSE,1984-12-31,9000209
"morphine sulfate 1 mg per mL syrup",TRUE,1,FALSE,1984-12-31,9000210
"morphine sulfate 20 mg per mL oral drops",TRUE,1,FALSE,1984-12-31,9000211
"morphine sulfate 5 mg per mL syrup",TRUE,1,FALSE,1984-12-31,9000212
"procyclidine hydrochloride 2.5 mg per 5 mL oral solution",TRUE,1,FALSE,1984-12-31,9000213
"valproic acid (divalproex sodium) 125 mg gastro-resistant tablet",TRUE,8,FALSE,1984-12-31,9000214
"valproic acid (divalproex sodium) 250 mg gastro-resistant tablet",TRUE,8,FALSE,1984-12-31,9000215
"valproic acid (divalproex sodium) 500 mg gastro-resistant tablet",TRUE,8,FALSE,1984-12-31,9000216
"amoxicillin 250 mg per 5 mL powder for oral solution",TRUE,1,FALSE,1985-12-31,9000217
"baclofen 20 mg oral tablet",TRUE,10,FALSE,1985-12-31,9000218
"carbamazepine 100 mg chewable tablet",TRUE,4,FALSE,1985-12-31,9000219
"carbamazepine 200 mg chewable tablet",TRUE,4,FALSE,1985-12-31,9000220
"diclofenac sodium 100 mg prolonged-release oral tablet",TRUE,6,FALSE,1985-12-31,9000221
"diclofenac sodium 100 mg suppository",TRUE,4,FALSE,1985-12-31,9000222
"diclofenac sodium 50 mg suppository",TRUE,4,FALSE,1985-12-31,9000223
"lorazepam 0.5 mg oral tablet",TRUE,8,FALSE,1985-12-31,9000224
"lorazepam 1 mg oral tablet",TRUE,8,FALSE,1985-12-31,9000225
"lorazepam 2 mg oral tablet",TRUE,8,FALSE,1985-12-31,9000226
"metoprolol tartrate 100 mg prolonged-release oral tablet",TRUE,4,FALSE,1985-12-31,9000227
"morphine hydrochloride 5 mg per mL syrup",TRUE,2,FALSE,1985-12-31,9000228
"morphine sulfate 10 mg oral tablet",TRUE,2,FALSE,1985-12-31,9000229
"morphine sulfate 10 mg suppository",TRUE,1,FALSE,1985-12-31,9000230
"morphine sulfate 20 mg suppository",TRUE,1,FALSE,1985-12-31,9000231
"morphine sulfate 25 mg oral tablet",TRUE,1,FALSE,1985-12-31,9000232
"morphine sulfate 5 mg oral tablet",TRUE,2,FALSE,1985-12-31,9000233
"nitroglycerin 2 % cutaneous ointment",TRUE,1,FALSE,1985-12-31,9000234
"penicillin v potassium 200000 unit per 5 mL powder for oral solution",TRUE,1,FALSE,1985-12-31,9000235
"penicillin v potassium 480000 unit oral tablet",TRUE,1,FALSE,1985-12-31,9000236
"penicillin v potassium 480000 unit per 5 mL powder for oral solution",TRUE,1,FALSE,1985-12-31,9000237
"procyclidine hydrochloride 2.5 mg oral tablet",TRUE,1,FALSE,1985-12-31,9000238
"procyclidine hydrochloride 5 mg oral tablet",TRUE,1,FALSE,1985-12-31,9000239
"codeine phosphate 5 mg per mL syrup",TRUE,1,FALSE,1986-12-18,9000240
"acebutolol (acebutolol hydrochloride) 100 mg oral tablet",TRUE,7,FALSE,1986-12-31,9000241
"acebutolol (acebutolol hydrochloride) 200 mg oral tablet",TRUE,7,FALSE,1986-12-31,9000242
"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet",TRUE,9,FALSE,1986-12-31,9000243
"betamethasone (betamethasone valerate) 0.05 % lotion",TRUE,1,FALSE,1986-12-31,9000244
"dexamethasone phosphate (dexamethasone sodium phosphate) 4 mg per mL solution for injection",TRUE,3,FALSE,1986-12-31,9000245
"erythromycin 250 mg oral tablet",TRUE,1,FALSE,1986-12-31,9000246
"erythromycin (erythromycin ethylsuccinate) 600 mg oral tablet",TRUE,1,FALSE,1986-12-31,9000247
"erythromycin (erythromycin stearate) 500 mg oral tablet",TRUE,1,FALSE,1986-12-31,9000248
"furosemide 80 mg oral tablet",TRUE,4,FALSE,1986-12-31,9000249
"glyburide 5 mg oral tablet",TRUE,11,FALSE,1986-12-31,9000250
"haloperidol 10 mg oral tablet",TRUE,2,FALSE,1986-12-31,9000251
"haloperidol 2 mg oral tablet",TRUE,2,FALSE,1986-12-31,9000252
"hydromorphone hydrochloride 1 mg oral tablet",TRUE,4,FALSE,1986-12-31,9000253
"hydroxyzine hydrochloride 10 mg oral capsule",TRUE,3,FALSE,1986-12-31,9000254
"hydroxyzine hydrochloride 25 mg oral capsule",TRUE,3,FALSE,1986-12-31,9000255
"hydroxyzine hydrochloride 50 mg oral capsule",TRUE,3,FALSE,1986-12-31,9000256
"meperidine hydrochloride 10 mg per mL solution for injection",TRUE,1,FALSE,1986-12-31,9000257
"morphine hydrochloride 10 mg per mL syrup",TRUE,1,FALSE,1986-12-31,9000258
"morphine hydrochloride 20 mg per mL syrup",TRUE,1,FALSE,1986-12-31,9000259
"morphine sulfate 150 mg per 30 mL solution for injection vial",TRUE,1,FALSE,1986-12-31,9000260
"morphine sulfate 25 mg per mL solution for injection",TRUE,1,FALSE,1986-12-31,9000261
"morphine sulfate 30 mg per 30 mL solution for injection vial",TRUE,1,FALSE,1986-12-31,9000262
"morphine sulfate 50 mg oral tablet",TRUE,1,FALSE,1986-12-31,9000263
"morphine sulfate 50 mg per mL oral drops",TRUE,1,FALSE,1986-12-31,9000264
"propranolol hydrochloride 20 mg oral tablet",TRUE,2,FALSE,1986-12-31,9000265
"acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet",TRUE,3,FALSE,1987-12-31,9000266
"benztropine mesylate 1 mg oral tablet",TRUE,1,FALSE,1987-12-31,9000267
"doxycycline (doxycycline hyclate) 100 mg oral capsule",TRUE,5,FALSE,1987-12-31,9000268
"enalapril sodium 16 mg oral tablet",TRUE,9,FALSE,1987-12-31,9000269
"enalapril sodium 4 mg oral tablet",TRUE,9,FALSE,1987-12-31,9000270
"enalapril sodium 8 mg oral tablet",TRUE,9,FALSE,1987-12-31,9000271
"epinephrine 1 mg per 10 mL solution for injection syringe",TRUE,1,FALSE,1987-12-31,9000272
"ethinyl estradiol 30 mcg and ethinyl estradiol 30 mcg and ethinyl estradiol 40 mcg and levonorgestrel 125 mcg and levonorgestrel 50 mcg and levonorgestrel 75 mcg oral tablet",TRUE,2,TRUE,1987-12-31,9000273
"hydroxyzine hydrochloride 50 mg per 1 mL solution for injection vial",TRUE,1,FALSE,1987-12-31,9000274
"medroxyprogesterone acetate 10 mg oral tablet",TRUE,3,FALSE,1987-12-31,9000275
"meperidine (meperidine hydrochloride) 50 mg per mL solution for injection",TRUE,1,FALSE,1987-12-31,9000276
"meperidine (meperidine hydrochloride) 75 mg per mL solution for injection",TRUE,1,FALSE,1987-12-31,9000277
"metoprolol tartrate 5 mg per 5 mL solution for injection ampoule",TRUE,1,FALSE,1987-12-31,9000278
"metronidazole 500 mg per 100 mL solution for injection bag",TRUE,2,FALSE,1987-12-31,9000279
"morphine sulfate 10 mg per mL syrup",TRUE,1,FALSE,1987-12-31,9000280
"morphine sulfate 50 mg per mL solution for injection",TRUE,2,FALSE,1987-12-31,9000281
"ranitidine (ranitidine hydrochloride) 150 mg oral tablet",TRUE,19,FALSE,1987-12-31,9000282
"ranitidine (ranitidine hydrochloride) 300 mg oral tablet",TRUE,13,FALSE,1987-12-31,9000283
"sulfamethoxazole 40 mg per mL and trimethoprim 8 mg per mL oral suspension",TRUE,1,FALSE,1987-12-31,9000284
"atenolol 100 mg oral tablet",TRUE,16,FALSE,1988-12-31,9000285
"atenolol 50 mg oral tablet",TRUE,16,FALSE,1988-12-31,9000286
"betamethasone valerate 0.1 % cutaneous ointment",TRUE,1,FALSE,1988-12-31,9000287
"carbamazepine 200 mg prolonged-release oral tablet",TRUE,6,FALSE,1988-12-31,9000288
"carbamazepine 400 mg prolonged-release oral tablet",TRUE,6,FALSE,1988-12-31,9000289
