mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"02291371","ROBITUSSIN TOTAL COUGH, COLD & FLU NIGHTTIME EXTRA STRENGTH (acétaminophène 1000 mg par 30 mL et maléate de chlorphéniramine 4 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et chlorhydrate de pseudoéphédrine 60 mg par 30 mL solution orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC","acétaminophène 1000 mg par 30 mL et maléate de chlorphéniramine 4 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et chlorhydrate de pseudoéphédrine 60 mg par 30 mL solution orale","acétaminophène et chlorphéniramine et dextrométhorphane et pseudoéphédrine","mp_fr_description: ""ROBITUSSIN TOTAL COUGH COLD & FLU EXTRA STRENGTH (acétaminophène 1000 mg par 30 mL et maléate de chlorphéniramine 4 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et chlorhydrate de pseudoéphédrine 60 mg par 30 mL solution orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"" -> ""ROBITUSSIN TOTAL COUGH, COLD & FLU NIGHTTIME EXTRA STRENGTH (acétaminophène 1000 mg par 30 mL et maléate de chlorphéniramine 4 mg par 30 mL et bromhydrate de dextrométhorphane 30 mg par 30 mL et chlorhydrate de pseudoéphédrine 60 mg par 30 mL solution orale) PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA ULC"""
"02309459","IBUPROFEN (ibuprofène 400 mg comprimé oral) JAMP PHARMA CORPORATION","ibuprofène 400 mg comprimé oral","ibuprofène","ADDED"
"02312360","ALLERGY FORMULA (chlorhydrate de diphenhydramine 25 mg comprimé oral) CELLCHEM PHARMACEUTICALS INC.","chlorhydrate de diphenhydramine 25 mg comprimé oral","diphenhydramine","mp_fr_description: ""ALLERGY FORMULA (chlorhydrate de diphenhydramine 25 mg comprimé oral) PHARMETICS (2011) INC"" -> ""ALLERGY FORMULA (chlorhydrate de diphenhydramine 25 mg comprimé oral) CELLCHEM PHARMACEUTICALS INC."""
"02313707","TARO-ATORVASTATIN (atorvastatine (atorvastatine calcique) 10 mg comprimé oral) SUN PHARMA CANADA INC","atorvastatine (atorvastatine calcique) 10 mg comprimé oral","atorvastatine","mp_fr_description: ""RAN-ATORVASTATIN (atorvastatine (atorvastatine calcique) 10 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-ATORVASTATIN (atorvastatine (atorvastatine calcique) 10 mg comprimé oral) SUN PHARMA CANADA INC"""
"02313715","TARO-ATORVASTATIN (atorvastatine (atorvastatine calcique) 20 mg comprimé oral) SUN PHARMA CANADA INC","atorvastatine (atorvastatine calcique) 20 mg comprimé oral","atorvastatine","mp_fr_description: ""RAN-ATORVASTATIN (atorvastatine (atorvastatine calcique) 20 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-ATORVASTATIN (atorvastatine (atorvastatine calcique) 20 mg comprimé oral) SUN PHARMA CANADA INC"""
"02313723","TARO-ATORVASTATIN (atorvastatine (atorvastatine calcique) 40 mg comprimé oral) SUN PHARMA CANADA INC","atorvastatine (atorvastatine calcique) 40 mg comprimé oral","atorvastatine","mp_fr_description: ""RAN-ATORVASTATIN (atorvastatine (atorvastatine calcique) 40 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-ATORVASTATIN (atorvastatine (atorvastatine calcique) 40 mg comprimé oral) SUN PHARMA CANADA INC"""
"02313758","TARO-ATORVASTATIN (atorvastatine (atorvastatine calcique) 80 mg comprimé oral) SUN PHARMA CANADA INC","atorvastatine (atorvastatine calcique) 80 mg comprimé oral","atorvastatine","mp_fr_description: ""RAN-ATORVASTATIN (atorvastatine (atorvastatine calcique) 80 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-ATORVASTATIN (atorvastatine (atorvastatine calcique) 80 mg comprimé oral) SUN PHARMA CANADA INC"""
"02316080","ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 25 mg comprimé oral) TEVA CANADA LIMITED","quétiapine (fumarate de quétiapine) 25 mg comprimé oral","quétiapine","mp_fr_description: ""ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 25 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 25 mg comprimé oral) TEVA CANADA LIMITED"""
"02316099","ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 100 mg comprimé oral) TEVA CANADA LIMITED","quétiapine (fumarate de quétiapine) 100 mg comprimé oral","quétiapine","mp_fr_description: ""ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 100 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 100 mg comprimé oral) TEVA CANADA LIMITED"""
"02316110","ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 200 mg comprimé oral) TEVA CANADA LIMITED","quétiapine (fumarate de quétiapine) 200 mg comprimé oral","quétiapine","mp_fr_description: ""ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 200 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 200 mg comprimé oral) TEVA CANADA LIMITED"""
"02316129","ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 300 mg comprimé oral) TEVA CANADA LIMITED","quétiapine (fumarate de quétiapine) 300 mg comprimé oral","quétiapine","mp_fr_description: ""ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 300 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT QUETIAPINE (quétiapine (fumarate de quétiapine) 300 mg comprimé oral) TEVA CANADA LIMITED"""
"02316846","ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 0,25 mg comprimé oral) TEVA CANADA LIMITED","ropinirole (chlorhydrate de ropinirole) 0,25 mg comprimé oral","ropinirole","mp_fr_description: ""ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 0,25 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 0,25 mg comprimé oral) TEVA CANADA LIMITED"""
"02316854","ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 1 mg comprimé oral) TEVA CANADA LIMITED","ropinirole (chlorhydrate de ropinirole) 1 mg comprimé oral","ropinirole","mp_fr_description: ""ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 1 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 1 mg comprimé oral) TEVA CANADA LIMITED"""
"02316862","ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 2 mg comprimé oral) TEVA CANADA LIMITED","ropinirole (chlorhydrate de ropinirole) 2 mg comprimé oral","ropinirole","mp_fr_description: ""ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 2 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 2 mg comprimé oral) TEVA CANADA LIMITED"""
"02316870","ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 5 mg comprimé oral) TEVA CANADA LIMITED","ropinirole (chlorhydrate de ropinirole) 5 mg comprimé oral","ropinirole","mp_fr_description: ""ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 5 mg comprimé oral) ACTAVIS PHARMA COMPANY"" -> ""ACT ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 5 mg comprimé oral) TEVA CANADA LIMITED"""
"02318148","DENTICARE PRO-FREEZE (benzocaïne 18 % et chlorhydrate de tétracaïne 2 % gel buccal) AMD MEDICOM INC","benzocaïne 18 % et chlorhydrate de tétracaïne 2 % gel buccal","benzocaïne et tétracaïne","mp_fr_description: ""DENTI-CARE PRO-FREEZE (benzocaïne 18 % et chlorhydrate de tétracaïne 2 % gel buccal) AMD MEDICOM INC"" -> ""DENTICARE PRO-FREEZE (benzocaïne 18 % et chlorhydrate de tétracaïne 2 % gel buccal) AMD MEDICOM INC"""
"02346451","BUCKLEY'S COUGH, MUCOUS & PHLEGM (guaïfénésine 100 mg par 5 mL et menthol 10 mg par 5 mL sirop) THE BUCKLEY'S COMPANY","guaïfénésine 100 mg par 5 mL et menthol 10 mg par 5 mL sirop","guaïfénésine et menthol","mp_fr_description: ""BUCKLEY'S COUGH MUCOUS & PHLEGM (guaïfénésine 100 mg par 5 mL et menthol 10 mg par 5 mL sirop) THE BUCKLEY'S COMPANY"" -> ""BUCKLEY'S COUGH, MUCOUS & PHLEGM (guaïfénésine 100 mg par 5 mL et menthol 10 mg par 5 mL sirop) THE BUCKLEY'S COMPANY"""
"02385244","COUGH, COLD & FLU (acétaminophène 650 mg et bromhydrate de dextrométhorphane 30 mg et chlorhydrate de pseudoéphédrine 60 mg comprimé oral avec acétaminophène 650 mg et chlorhydrate de diphenhydramine 50 mg et chlorhydrate de pseudoéphédrine 60 mg comprimé oral) VITA HEALTH PRODUCTS INC","acétaminophène 650 mg et bromhydrate de dextrométhorphane 30 mg et chlorhydrate de pseudoéphédrine 60 mg comprimé oral avec acétaminophène 650 mg et chlorhydrate de diphenhydramine 50 mg et chlorhydrate de pseudoéphédrine 60 mg comprimé oral","acétaminophène et dextrométhorphane et diphenhydramine et pseudoéphédrine","mp_fr_description: ""COUGH COLD & FLU (acétaminophène 650 mg et bromhydrate de dextrométhorphane 30 mg et chlorhydrate de pseudoéphédrine 60 mg comprimé oral avec acétaminophène 650 mg et chlorhydrate de diphenhydramine 50 mg et chlorhydrate de pseudoéphédrine 60 mg comprimé oral) VITA HEALTH PRODUCTS INC"" -> ""COUGH, COLD & FLU (acétaminophène 650 mg et bromhydrate de dextrométhorphane 30 mg et chlorhydrate de pseudoéphédrine 60 mg comprimé oral avec acétaminophène 650 mg et chlorhydrate de diphenhydramine 50 mg et chlorhydrate de pseudoéphédrine 60 mg comprimé oral) VITA HEALTH PRODUCTS INC"""
"02387549","CALCIUM CHLORIDE FOR HAEMODIALYSIS (chlorure de calcium 7,45 g par fiole poudre pour solution à diluer pour solution pour hémodialyse) CHIEF MEDICAL SUPPLIES LTD","chlorure de calcium 7,45 g par fiole poudre pour solution à diluer pour solution pour hémodialyse","chlorure de calcium","ADDED"
"02387697","FLU, COUGH & COLD COMPLETE DAY AND NIGHT (acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg et guaïfénésine 100 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de diphenhydramine 25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC","acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg et guaïfénésine 100 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de diphenhydramine 25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral","acétaminophène et dextrométhorphane et diphenhydramine et guaïfénésine et pseudoéphédrine","mp_fr_description: ""FLU COUGH & COLD COMPLETE DAY AND NIGHT (acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg et guaïfénésine 100 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de diphenhydramine 25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC"" -> ""FLU, COUGH & COLD COMPLETE DAY AND NIGHT (acétaminophène 500 mg et bromhydrate de dextrométhorphane 15 mg et guaïfénésine 100 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral avec acétaminophène 500 mg et chlorhydrate de diphenhydramine 25 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) VITA HEALTH PRODUCTS INC"""
"02414252","SATINIQUE ANTI-DANDRUFF SHAMPOO (pyrithione zincique 0,95 % shampoing) AMWAY CANADA CORPORATION","pyrithione zincique 0,95 % shampoing","pyrithione zincique","ADDED"
"02420678","RODAN+FIELDS UNBLEMISH (peroxyde de benzoyle 2,5 % kit) RODAN & FIELDS LLC","peroxyde de benzoyle 2,5 % kit","peroxyde de benzoyle","ADDED"
"02427176","SNS-ASA EC (acide acétylsalicylique 80 mg comprimé gastrorésistant) SANIS HEALTH INC","acide acétylsalicylique 80 mg comprimé gastrorésistant","acide acétylsalicylique","mp_fr_description: ""ASA EC (acide acétylsalicylique 80 mg comprimé gastrorésistant) SANIS HEALTH INC"" -> ""SNS-ASA EC (acide acétylsalicylique 80 mg comprimé gastrorésistant) SANIS HEALTH INC"""
"02435721","VANCOMYCIN HYDROCHLORIDE FOR INJECTION USP (vancomycine (chlorhydrate de vancomycine) 1 g par fiole poudre pour solution injectable) GENERIC MEDICAL PARTNERS INC","vancomycine (chlorhydrate de vancomycine) 1 g par fiole poudre pour solution injectable","vancomycine","ADDED"
"02437317","M-DOCUSATE SODIUM 100 MG (docusate sodique 100 mg capsule orale) MANTRA PHARMA INC","docusate sodique 100 mg capsule orale","docusate","ADDED"
"02437988","TARO-SOLIFENACIN (succinate de solifénacine 5 mg comprimé oral) SUN PHARMA CANADA INC","succinate de solifénacine 5 mg comprimé oral","solifénacine","mp_fr_description: ""RAN-SOLIFENACIN (succinate de solifénacine 5 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-SOLIFENACIN (succinate de solifénacine 5 mg comprimé oral) SUN PHARMA CANADA INC"""
"02437996","TARO-SOLIFENACIN (succinate de solifénacine 10 mg comprimé oral) SUN PHARMA CANADA INC","succinate de solifénacine 10 mg comprimé oral","solifénacine","mp_fr_description: ""RAN-SOLIFENACIN (succinate de solifénacine 10 mg comprimé oral) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-SOLIFENACIN (succinate de solifénacine 10 mg comprimé oral) SUN PHARMA CANADA INC"""
"02440644","ACH-PRAVASTATIN (pravastatine sodique 10 mg comprimé oral) ACCORD HEALTHCARE INC","pravastatine sodique 10 mg comprimé oral","pravastatine","ADDED"
"02441551","CLENZIDERM ACNE THERAPEUTIC SYSTEM (peroxyde de benzoyle 5 % kit) OBAGI MEDICAL PRODUCTS A DIV OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC","peroxyde de benzoyle 5 % kit","peroxyde de benzoyle","ADDED"
"02448319","ACT DEXTROAMPHETAMINE SR (sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée) TEVA CANADA LIMITED","sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée","dextroamphétamine","mp_fr_description: ""ACT DEXTROAMPHETAMINE SR (sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée) ACTAVIS PHARMA COMPANY"" -> ""ACT DEXTROAMPHETAMINE SR (sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"""
"02448327","ACT DEXTROAMPHETAMINE SR (sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée) TEVA CANADA LIMITED","sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée","dextroamphétamine","mp_fr_description: ""ACT DEXTROAMPHETAMINE SR (sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée) ACTAVIS PHARMA COMPANY"" -> ""ACT DEXTROAMPHETAMINE SR (sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée) TEVA CANADA LIMITED"""
"02453134","TICKLY THROAT COUGH SYRUP (bromhydrate de dextrométhorphane 15 mg par 5 mL sirop) CELLCHEM PHARMACEUTICALS INC.","bromhydrate de dextrométhorphane 15 mg par 5 mL sirop","dextrométhorphane","mp_fr_description: ""TICKLY THROAT COUGH SYRUP (bromhydrate de dextrométhorphane 15 mg par 5 mL sirop) PHARMETICS (2011) INC"" -> ""TICKLY THROAT COUGH SYRUP (bromhydrate de dextrométhorphane 15 mg par 5 mL sirop) CELLCHEM PHARMACEUTICALS INC."""
"02453347","JAMP-DORZOLAMIDE (dorzolamide (chlorhydrate de dorzolamide) 2 % gouttes ophtalmiques) JAMP PHARMA CORPORATION","dorzolamide (chlorhydrate de dorzolamide) 2 % gouttes ophtalmiques","dorzolamide","ADDED"
"02453908","ACT BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 2 mg et naloxone (chlorhydrate dihydraté de naloxone) 0,5 mg comprimé sublingual) TEVA CANADA LIMITED","buprénorphine (chlorhydrate de buprénorphine) 2 mg et naloxone (chlorhydrate de naloxone) 0,5 mg comprimé sublingual","buprénorphine et naloxone","mp_fr_description: ""ACT BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 2 mg et naloxone (chlorhydrate dihydraté de naloxone) 0,5 mg comprimé sublingual) ACTAVIS PHARMA COMPANY"" -> ""ACT BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 2 mg et naloxone (chlorhydrate dihydraté de naloxone) 0,5 mg comprimé sublingual) TEVA CANADA LIMITED"""
"02453916","ACT BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 8 mg et naloxone (chlorhydrate dihydraté de naloxone) 2 mg comprimé sublingual) TEVA CANADA LIMITED","buprénorphine (chlorhydrate de buprénorphine) 8 mg et naloxone (chlorhydrate de naloxone) 2 mg comprimé sublingual","buprénorphine et naloxone","mp_fr_description: ""ACT BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 8 mg et naloxone (chlorhydrate dihydraté de naloxone) 2 mg comprimé sublingual) ACTAVIS PHARMA COMPANY"" -> ""ACT BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 8 mg et naloxone (chlorhydrate dihydraté de naloxone) 2 mg comprimé sublingual) TEVA CANADA LIMITED"""
"02454505","MED-LATANOPROST-TIMOLOL (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) GENERIC MEDICAL PARTNERS INC","latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques","latanoprost et timolol","ADDED"
"02457539","JAMP DORZOLAMIDE-TIMOLOL (dorzolamide (chlorhydrate de dorzolamide) 20 mg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) JAMP PHARMA CORPORATION","dorzolamide (chlorhydrate de dorzolamide) 20 mg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques","dorzolamide et timolol","ADDED"
"02463229","TEVA-EVEROLIMUS (évérolimus 2,5 mg comprimé oral) TEVA CANADA LIMITED","évérolimus 2,5 mg comprimé oral","évérolimus","ADDED"
"02463237","TEVA-EVEROLIMUS (évérolimus 5 mg comprimé oral) TEVA CANADA LIMITED","évérolimus 5 mg comprimé oral","évérolimus","ADDED"
"02463253","TEVA-EVEROLIMUS (évérolimus 10 mg comprimé oral) TEVA CANADA LIMITED","évérolimus 10 mg comprimé oral","évérolimus","ADDED"
"02466198","TEVA-FEBUXOSTAT (fébuxostat (hémihydrate de fébuxostat) 80 mg comprimé oral) TEVA CANADA LIMITED","fébuxostat 80 mg comprimé oral","fébuxostat","ADDED"
"02467534","PERIOGARD (gluconate de chlorhexidine 0,12 % solution pour bain de bouche) COLGATE-PALMOLIVE CANADA INC","gluconate de chlorhexidine 0,12 % solution pour bain de bouche","chlorhexidine","mp_fr_description: ""CHLORHEXIDINE GLUCONATE ORAL RINSE (gluconate de chlorhexidine 0,12 % solution pour bain de bouche) COLGATE-PALMOLIVE CANADA INC"" -> ""PERIOGARD (gluconate de chlorhexidine 0,12 % solution pour bain de bouche) COLGATE-PALMOLIVE CANADA INC"""
"02469146","JELIDO (chlorhydrate de lidocaïne 20 mg par mL gel cutané) PENDOPHARM DIVISION OF PHARMASCIENCE INC","chlorhydrate de lidocaïne 20 mg par mL gel cutané","lidocaïne","ADDED"
"02469715","MYLAN-FINGOLIMOD (fingolimod (chlorhydrate de fingolimod) 0,5 mg capsule orale) MYLAN PHARMACEUTICALS ULC","fingolimod (chlorhydrate de fingolimod) 0,5 mg capsule orale","fingolimod","ADDED"
"02469871","ADMELOG SOLOSTAR (insuline lispro 100 unité par mL solution injectable 3 mL stylo) SANOFI-AVENTIS CANADA INC","insuline lispro 100 unité par mL solution injectable 3 mL stylo","insuline lispro","ADDED"
"02469898","ADMELOG (insuline lispro 100 unité par mL solution injectable 3 mL cartouche) SANOFI-AVENTIS CANADA INC","insuline lispro 100 unité par mL solution injectable 3 mL cartouche","insuline lispro","ADDED"
"02469901","ADMELOG (insuline lispro 100 unité par mL solution injectable 10 mL fiole) SANOFI-AVENTIS CANADA INC","insuline lispro 100 unité par mL solution injectable 10 mL fiole","insuline lispro","ADDED"
"02473119","HYDRALAX (polyéthylèneglycol 3350 17 g poudre pour solution orale) JUNO OTC INC","polyéthylèneglycol 3350 17 g poudre pour solution orale","polyéthylèneglycol 3350","ADDED"
"02475472","RADICAVA (édavarone 30 mg par 100 mL solution injectable sac) MITSUBISHI TANABE PHARMA CORPORATION","édavarone 30 mg par 100 mL solution injectable sac","édavarone","ADDED"
"02475669","ACH-FINGOLIMOD (fingolimod (chlorhydrate de fingolimod) 0,5 mg capsule orale) ACCORD HEALTHCARE INC","fingolimod (chlorhydrate de fingolimod) 0,5 mg capsule orale","fingolimod","ADDED"
