drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"101651","22430","ADDED","active","ESLICARBAZEPINE ACETATE","800","MG","02527464"
"106034","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","60","MG","02556979"
"106101","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE)","50","MG","02557711"
"104308","22816","ADDED","active","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","30","MG","02554216"
"106102","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE)","50","MG","02557738"
"106079","1970","ADDED","approved","HOMOSALATE","8","%","02557479"
"88070","196","Changed","active","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","3","%","02395622"
"104236","22816","ADDED","active","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","30","MG","02553422"
"106079","7289","ADDED","approved","ZINC OXIDE","7","%","02557479"
"104307","22816","ADDED","active","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","15","MG","02554208"
"106061","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","15","MG","02557274"
"106113","5280","ADDED","approved","CHLORHEXIDINE ACETATE","0.0133","%","02557835"
"106134","1970","ADDED","approved","HOMOSALATE","10","%","02558041"
"106070","623","ADDED","approved","IVERMECTIN","1","%","02557363"
"104237","22816","ADDED","active","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","60","MG","02553430"
"106081","11561","ADDED","approved","OLOPATADINE (OLOPATADINE HYDROCHLORIDE)","0.1","%","02557495"
"106104","7289","ADDED","approved","ZINC OXIDE","9.3","%","02557754"
"106090","7567","ADDED","approved","BECLOMETHASONE DIPROPIONATE","100","MCG","02557592"
"106090","12633","ADDED","approved","FORMOTEROL FUMARATE DIHYDRATE","6","MCG","02557592"
"106063","22816","ADDED","active","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","60","MG","02557290"
"93364","7289","ADDED","approved","ZINC OXIDE","7","%","02447959"
"106033","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","30","MG","02556960"
"22943","4803","Changed","inactive","CALCIUM (EGG SHELL)","80","MG","01959840"
"106109","8282","ADDED","approved","PHENOBARBITAL","30","MG","02557797"
"106126","20435","ADDED","approved","ARIPIPRAZOLE","20","MG","02557975"
"106108","8282","ADDED","approved","PHENOBARBITAL","15","MG","02557789"
"106111","8282","ADDED","approved","PHENOBARBITAL","100","MG","02557819"
"106134","755","ADDED","approved","AVOBENZONE","3","%","02558041"
"101649","22430","ADDED","active","ESLICARBAZEPINE ACETATE","400","MG","02527448"
"106127","20435","ADDED","approved","ARIPIPRAZOLE","30","MG","02557983"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"106104","1970","ADDED","approved","HOMOSALATE","5","%","02557754"
"106093","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","60","MG","02557622"
"106090","21481","ADDED","approved","GLYCOPYRRONIUM (GLYCOPYRRONIUM BROMIDE)","10","MCG","02557592"
"104309","22816","ADDED","active","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","60","MG","02554224"
"106103","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE)","50","MG","02557746"
"106092","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","30","MG","02557614"
"93364","1970","ADDED","approved","HOMOSALATE","7.3","%","02447959"
"106066","22643","ADDED","approved","NIVOLUMAB","120","MG","02557320"
"104235","22816","ADDED","active","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","15","MG","02553414"
"106032","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","15","MG","02556952"
"106084","23805","ADDED","approved","TIRZEPATIDE","7.5","MG","02557525"
"106134","20446","ADDED","approved","BISOCTRIZOLE","2","%","02558041"
"106101","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02557711"
"106124","20435","ADDED","approved","ARIPIPRAZOLE","10","MG","02557959"
"106086","23805","ADDED","approved","TIRZEPATIDE","12.5","MG","02557541"
"106097","11084","ADDED","approved","CISATRACURIUM (CISATRACURIUM BESYLATE)","2","MG","02557665"
"106079","12048","ADDED","approved","OCTISALATE","5","%","02557479"
"106134","12048","ADDED","approved","OCTISALATE","5","%","02558041"
"106134","2280","ADDED","approved","OCTOCRYLENE","8","%","02558041"
"106113","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.0399","%","02557835"
"106098","12371","ADDED","approved","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM)","20","MG","02557673"
"106102","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02557738"
"106087","23805","ADDED","approved","TIRZEPATIDE","15","MG","02557568"
"106079","2280","ADDED","approved","OCTOCRYLENE","5","%","02557479"
