drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"99537","104","TOPICAL (HOUSEHOLD)","ADDED","02506017"
"99564","104","TOPICAL (HOUSEHOLD)","ADDED","02506300"
"99539","8","DISINFECTANT (Food Premises)","ADDED","02506033"
"99573","94","DISINFECTANT (Institutional/Industrial)","ADDED","02506386"
"99638","22","INTRAMUSCULAR","ADDED","02506963"
"99230","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02502755"
"99543","56","ORAL","ADDED","02506084"
"99649","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02507080"
"99616","56","ORAL","ADDED","02506807"
"99595","22","INTRAMUSCULAR","ADDED","02506599"
"98758","49","INTRAVENOUS","ADDED","02497786"
"99622","56","ORAL","ADDED","02506874"
"99586","49","INTRAVENOUS","ADDED","02506491"
"99370","8","DISINFECTANT (Food Premises)","ADDED","02504278"
"99636","8","DISINFECTANT (Food Premises)","ADDED","02506947"
"99586","65","SUBCUTANEOUS","ADDED","02506491"
"99652","56","ORAL","ADDED","02507110"
"98758","65","SUBCUTANEOUS","ADDED","02497786"
"99573","93","DISINFECTANT (Domestic)","ADDED","02506386"
"99598","56","ORAL","ADDED","02506629"
"99669","93","DISINFECTANT (Domestic)","ADDED","02507293"
"99567","70","TOPICAL","ADDED","02506319"
"99618","56","ORAL","ADDED","02506823"
"99519","56","ORAL","ADDED","02505819"
"99647","2","DISINFECTANT (Barn)","ADDED","02507064"
"99568","56","ORAL","ADDED","02506327"
"99539","93","DISINFECTANT (Domestic)","ADDED","02506033"
"99637","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02506955"
"99609","56","ORAL","ADDED","02506734"
"99682","70","TOPICAL","ADDED","02507420"
"99596","56","ORAL","ADDED","02506602"
"99451","56","ORAL","ADDED","02505169"
"99370","93","DISINFECTANT (Domestic)","ADDED","02504278"
"99490","2","DISINFECTANT (Barn)","ADDED","02505525"
"69699","94","DISINFECTANT (Institutional/Industrial)","ADDED","02245600"
"99636","93","DISINFECTANT (Domestic)","ADDED","02506947"
"99230","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502755"
"99649","94","DISINFECTANT (Institutional/Industrial)","ADDED","02507080"
"87212","56","ORAL","ADDED","02386550"
"99587","65","SUBCUTANEOUS","ADDED","02506505"
"98052","49","INTRAVENOUS","ADDED","02490463"
"99573","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02506386"
"99517","56","ORAL","ADDED","02505797"
"99669","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02507293"
"98757","65","SUBCUTANEOUS","ADDED","02497778"
"99588","49","INTRAVENOUS","ADDED","02506513"
"99636","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02506947"
"99540","104","TOPICAL (HOUSEHOLD)","ADDED","02506041"
"99545","56","ORAL","ADDED","02506106"
"99584","65","SUBCUTANEOUS","ADDED","02506475"
"98459","49","INTRAVENOUS","ADDED","02494590"
"99589","2","DISINFECTANT (Barn)","ADDED","02506521"
"99396","49","INTRAVENOUS","ADDED","02504545"
"99648","2","DISINFECTANT (Barn)","ADDED","02507072"
"99642","56","ORAL","ADDED","02507005"
"99664","56","ORAL","ADDED","02507250"
"99607","56","ORAL","ADDED","02506726"
"99230","8","DISINFECTANT (Food Premises)","ADDED","02502755"
"99649","8","DISINFECTANT (Food Premises)","ADDED","02507080"
"99539","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02506033"
"99637","93","DISINFECTANT (Domestic)","ADDED","02506955"
"99594","56","ORAL","ADDED","02506580"
"99554","70","TOPICAL","ADDED","02506203"
"99653","56","ORAL","ADDED","02507129"
"99621","56","ORAL","ADDED","02506866"
"98744","70","TOPICAL","ADDED","02497646"
"99590","93","DISINFECTANT (Domestic)","ADDED","02506548"
"99647","8","DISINFECTANT (Food Premises)","ADDED","02507064"
"99581","49","INTRAVENOUS","ADDED","02506440"
"99603","56","ORAL","ADDED","02506661"
"99606","56","ORAL","ADDED","02506718"
"99490","8","DISINFECTANT (Food Premises)","ADDED","02505525"
"99593","65","SUBCUTANEOUS","ADDED","02506572"
"99509","94","DISINFECTANT (Institutional/Industrial)","ADDED","02505711"
"99547","70","TOPICAL","ADDED","02506122"
"99651","94","DISINFECTANT (Institutional/Industrial)","ADDED","02507102"
"99648","94","DISINFECTANT (Institutional/Industrial)","ADDED","02507072"
"99582","65","SUBCUTANEOUS","ADDED","02506459"
