"ntp_code"|"formal_description_ntp"|"en_display"|"fr_display"|"status"|"ntp_status_effective_time"
9001233|"azathioprine (azathioprine sodium) 50 mg per vial powder for solution for injection"|NA|NA|"active"|"20160705"
9001242|"azithromycin (azithromycin dihydrate) 250 mg oral tablet"|NA|NA|"active"|"20140502"
9001251|"azithromycin (azithromycin monohydrate) 250 mg oral tablet"|NA|NA|"active"|"20150505"
9001254|"azithromycin (azithromycin monohydrate) 600 mg oral tablet"|NA|NA|"active"|"20150505"
9001253|"azithromycin (azithromycin monohydrate) 500 mg per vial powder for solution for injection"|NA|NA|"active"|"20111103"
9001287|"baclofen 10 mg oral tablet"|NA|NA|"active"|"20081017"
9001289|"baclofen 20 mg oral tablet"|NA|NA|"active"|"20081017"
9001292|"beclomethasone dipropionate 0.025 % cutaneous cream"|NA|NA|"active"|"20160726"
9001294|"beclomethasone dipropionate 50 mcg per act nasal spray, suspension"|NA|NA|"active"|"20100816"
9001296|"beclomethasone dipropionate 50 mcg per spray nasal spray, suspension"|NA|NA|"active"|"20141202"
9001293|"beclomethasone dipropionate 100 mcg per act pressurised inhalation"|NA|NA|"active"|"20140609"
9001295|"beclomethasone dipropionate 50 mcg per act pressurised inhalation"|NA|NA|"active"|"20100816"
9001380|"benzoyl peroxide 3 % per w/w and clindamycin (clindamycin phosphate) 1 % per w/w cutaneous gel"|NA|NA|"active"|"20130823"
9001382|"benzoyl peroxide 5 % and clindamycin (clindamycin phosphate) 1 % cutaneous gel"|NA|NA|"active"|"20121219"
9001387|"benzoyl peroxide 5 % per w/w and clindamycin (clindamycin phosphate) 1 % per w/w cutaneous gel"|NA|NA|"active"|"20151026"
9001396|"benzoyl peroxide 50 mg per g and clindamycin (clindamycin phosphate) 10 mg per g cutaneous gel"|NA|NA|"active"|"20130619"
9001399|"benztropine mesylate 1 mg oral tablet"|NA|NA|"active"|"20150911"
9001401|"benztropine mesylate 2 mg oral tablet"|NA|NA|"active"|"20090127"
9001410|"betahistine hydrochloride 16 mg oral tablet"|NA|NA|"active"|"20140127"
9001411|"betahistine hydrochloride 24 mg oral tablet"|NA|NA|"active"|"20140127"
9001412|"betahistine hydrochloride 8 mg oral tablet"|NA|NA|"active"|"20160525"
9001419|"betamethasone (betamethasone dipropionate) 0.05 % per w/w cutaneous cream"|NA|NA|"active"|"20150429"
9001427|"betamethasone (betamethasone dipropionate) 0.5 mg per g cutaneous cream"|NA|NA|"active"|"20130108"
9001433|"betamethasone (betamethasone valerate) 0.05 % cutaneous cream"|NA|NA|"active"|"20100722"
9001437|"betamethasone (betamethasone valerate) 0.1 % cutaneous cream"|NA|NA|"active"|"20150429"
9001444|"betamethasone dipropionate 0.05 % cutaneous cream"|NA|NA|"active"|"20121114"
9001447|"betamethasone dipropionate 0.05 % per % cutaneous cream"|NA|NA|"active"|"20040716"
9001450|"betamethasone dipropionate 0.5 mg per g cutaneous cream"|NA|NA|"active"|"20060124"
9001451|"betamethasone valerate 0.1 % cutaneous cream"|NA|NA|"active"|"20131021"
9001452|"betamethasone valerate 0.1 % per % cutaneous cream"|NA|NA|"active"|"20030810"
9001453|"betamethasone valerate 0.12 % cutaneous foam"|NA|NA|"active"|"20131204"
9001420|"betamethasone (betamethasone dipropionate) 0.05 % per w/w cutaneous ointment"|NA|NA|"active"|"20150429"
9001428|"betamethasone (betamethasone dipropionate) 0.5 mg per g cutaneous ointment"|NA|NA|"active"|"20130325"
9001434|"betamethasone (betamethasone valerate) 0.05 % cutaneous ointment"|NA|NA|"active"|"20150429"
9001438|"betamethasone (betamethasone valerate) 0.1 % cutaneous ointment"|NA|NA|"active"|"20150429"
9001441|"betamethasone (betamethasone valerate) 0.5 mg per g cutaneous ointment"|NA|NA|"active"|"20060224"
9001445|"betamethasone dipropionate 0.05 % cutaneous ointment"|NA|NA|"active"|"20121114"
9001448|"betamethasone dipropionate 0.05 % per % cutaneous ointment"|NA|NA|"active"|"20040716"
9001454|"betamethasone valerate 1 mg per g cutaneous ointment"|NA|NA|"active"|"20060124"
9001456|"betamethasone valerate 2.25 mg cutaneous patch"|NA|NA|"active"|"20161116"
9001418|"betamethasone (betamethasone dipropionate) 0.05 % per % lotion"|NA|NA|"active"|"20070918"
9001421|"betamethasone (betamethasone dipropionate) 0.05 % per w/w lotion"|NA|NA|"active"|"20150429"
9001429|"betamethasone (betamethasone dipropionate) 0.5 mg per g lotion"|NA|NA|"active"|"20130513"
9001435|"betamethasone (betamethasone valerate) 0.05 % lotion"|NA|NA|"active"|"20150429"
9001439|"betamethasone (betamethasone valerate) 0.1 % lotion"|NA|NA|"active"|"20150429"
9001440|"betamethasone (betamethasone valerate) 0.1 % per % lotion"|NA|NA|"active"|"20040716"
9001446|"betamethasone dipropionate 0.05 % lotion"|NA|NA|"active"|"20121114"
9001449|"betamethasone dipropionate 0.05 % per % lotion"|NA|NA|"active"|"20040716"
9001455|"betamethasone valerate 1.22 mg per g lotion"|NA|NA|"active"|"20060124"
9001470|"bimatoprost 0.03 % per w/v cutaneous solution"|NA|NA|"active"|"20130222"
9001468|"bimatoprost 0.01 % per w/v opthalmic drops, solution"|NA|NA|"active"|"20110615"
9001469|"bimatoprost 0.03 % opthalmic drops, solution"|NA|NA|"active"|"20080915"
9001471|"bimatoprost 0.03 % per w/v opthalmic drops, solution"|NA|NA|"active"|"20160615"
9001496|"bisoprolol fumarate 10 mg oral tablet"|NA|NA|"active"|"20061211"
9001497|"bisoprolol fumarate 5 mg oral tablet"|NA|NA|"active"|"20061211"
9001521|"bromazepam 1.5 mg oral tablet"|NA|NA|"active"|"20080506"
9001522|"bromazepam 3 mg oral tablet"|NA|NA|"active"|"20060307"
9001523|"bromazepam 6 mg oral tablet"|NA|NA|"active"|"20060307"
9001548|"budesonide 100 mcg per act inhalation powder"|NA|NA|"active"|"20060307"
9001555|"budesonide 200 mcg per act inhalation powder"|NA|NA|"active"|"20080812"
9001559|"budesonide 400 mcg per act inhalation powder"|NA|NA|"active"|"20060307"
9001562|"budesonide 9 mg modified release tablet"|NA|NA|"active"|"20160811"
9001549|"budesonide 100 mcg per act nasal spray"|NA|NA|"active"|"20100816"
9001561|"budesonide 64 mcg per act nasal spray"|NA|NA|"active"|"20070312"
9001550|"budesonide 100 mcg per act pressurised inhalation"|NA|NA|"active"|"20060307"
9001556|"budesonide 200 mcg per act pressurised inhalation"|NA|NA|"active"|"20080812"
9001560|"budesonide 400 mcg per act pressurised inhalation"|NA|NA|"active"|"20060307"
9001558|"budesonide 3 mg prolonged release oral capsule"|NA|NA|"active"|"20160714"
9001576|"buprenorphine (buprenorphine hydrochloride) 2 mg and naloxone (naloxone hydrochloride dihydrate) 0.5 mg oral tablet"|NA|NA|"active"|"20150925"
9001577|"buprenorphine (buprenorphine hydrochloride) 8 mg and naloxone (naloxone hydrochloride dihydrate) 2 mg oral tablet"|NA|NA|"active"|"20150925"
9001582|"bupropion hydrochloride 100 mg prolonged release oral tablet"|NA|NA|"active"|"20081208"
9001583|"bupropion hydrochloride 150 mg prolonged release oral tablet"|NA|NA|"active"|"20081208"
9001584|"bupropion hydrochloride 300 mg prolonged release oral tablet"|NA|NA|"active"|"20131021"
9001610|"calcitriol 3 mcg per g cutaneous ointment"|NA|NA|"active"|"20100507"
9001606|"calcitriol 0.25 mcg oral capsule"|NA|NA|"active"|"20100930"
9001607|"calcitriol 0.5 mcg oral capsule"|NA|NA|"active"|"20091201"
9001709|"candesartan cilexetil 16 mg oral tablet"|NA|NA|"active"|"20100114"
9001712|"candesartan cilexetil 32 mg oral tablet"|NA|NA|"active"|"20100114"
9001713|"candesartan cilexetil 4 mg oral tablet"|NA|NA|"active"|"20100114"
9001714|"candesartan cilexetil 8 mg oral tablet"|NA|NA|"active"|"20100114"
9001708|"candesartan cilexetil 16 mg and hydrochlorothiazide 12.5 mg oral tablet"|NA|NA|"active"|"20121015"
9001710|"candesartan cilexetil 32 mg and hydrochlorothiazide 12.5 mg oral tablet"|NA|NA|"active"|"20090929"
9001711|"candesartan cilexetil 32 mg and hydrochlorothiazide 25 mg oral tablet"|NA|NA|"active"|"20090929"
9001727|"carbamazepine 100 mg chewable tablet"|NA|NA|"active"|"20150505"
9001730|"carbamazepine 200 mg chewable tablet"|NA|NA|"active"|"20080424"
9001728|"carbamazepine 100 mg oral tablet"|NA|NA|"active"|"20070808"
9001731|"carbamazepine 200 mg oral tablet"|NA|NA|"active"|"20020517"
9001732|"carbamazepine 200 mg per srt prolonged release oral tablet"|NA|NA|"active"|"20040129"
9001733|"carbamazepine 200 mg prolonged release oral tablet"|NA|NA|"active"|"20060509"
9001734|"carbamazepine 400 mg per srt prolonged release oral tablet"|NA|NA|"active"|"20040427"
9001735|"carbamazepine 400 mg prolonged release oral tablet"|NA|NA|"active"|"20060509"
9001738|"carbidopa 10 mg and levodopa 100 mg oral tablet"|NA|NA|"active"|"20080509"
9001742|"carbidopa 25 mg and levodopa 100 mg oral tablet"|NA|NA|"active"|"20080509"
9001744|"carbidopa 25 mg and levodopa 250 mg oral tablet"|NA|NA|"active"|"20080509"
9001743|"carbidopa 25 mg and levodopa 100 mg prolonged release oral tablet"|NA|NA|"active"|"20100907"
9001747|"carbidopa 50 mg and levodopa 200 mg prolonged release oral tablet"|NA|NA|"active"|"20100907"
9001765|"carvedilol 12.5 mg oral tablet"|NA|NA|"active"|"20041006"
9001766|"carvedilol 25 mg oral tablet"|NA|NA|"active"|"20041006"
9001767|"carvedilol 3.125 mg oral tablet"|NA|NA|"active"|"20041006"
9001768|"carvedilol 6.25 mg oral tablet"|NA|NA|"active"|"20040507"
9001803|"cefprozil 250 mg oral tablet"|NA|NA|"active"|"20080527"
9001806|"cefprozil 500 mg oral tablet"|NA|NA|"active"|"20080328"
9001827|"celecoxib 100 mg oral capsule"|NA|NA|"active"|"20131219"
9001828|"celecoxib 200 mg oral capsule"|NA|NA|"active"|"20131219"
9001837|"cephalexin 250 mg oral tablet"|NA|NA|"active"|"20020306"
9001840|"cephalexin 500 mg oral tablet"|NA|NA|"active"|"20020306"
9001843|"cetirizine hydrochloride 10 mg oral capsule"|NA|NA|"active"|"20130529"
9001844|"cetirizine hydrochloride 10 mg oral tablet"|NA|NA|"active"|"20111104"
9001846|"cetirizine hydrochloride 20 mg oral tablet"|NA|NA|"active"|"20090601"
9001848|"cetirizine hydrochloride 5 mg oral tablet"|NA|NA|"active"|"20120711"
9001845|"cetirizine hydrochloride 10 mg orodispersible tablet"|NA|NA|"active"|"20140611"
9001918|"chlorhexidine gluconate 2 % per % cutaneous gel"|NA|NA|"active"|"20160510"
9001936|"chlorhexidine gluconate 4 % per % cutaneous gel"|NA|NA|"active"|"20160510"
9001938|"chlorhexidine gluconate 4 % per w/v cutaneous gel"|NA|NA|"active"|"20130417"
9001892|"chlorhexidine gluconate 0.05 % cutaneous liquid"|NA|NA|"active"|"20150429"
9001915|"chlorhexidine gluconate 2 % cutaneous liquid"|NA|NA|"active"|"20120428"
9001928|"chlorhexidine gluconate 2 % per w/w cutaneous liquid"|NA|NA|"active"|"20091026"
9001930|"chlorhexidine gluconate 20 % cutaneous liquid"|NA|NA|"active"|"20160201"
9001931|"chlorhexidine gluconate 20 % per % cutaneous liquid"|NA|NA|"active"|"20160510"
9001934|"chlorhexidine gluconate 4 % cutaneous liquid"|NA|NA|"active"|"20160510"
9001937|"chlorhexidine gluconate 4 % per % cutaneous liquid"|NA|NA|"active"|"20060308"
9001893|"chlorhexidine gluconate 0.05 % cutaneous solution"|NA|NA|"active"|"20120213"
9001905|"chlorhexidine gluconate 0.5 % cutaneous solution"|NA|NA|"active"|"20080214"
9001916|"chlorhexidine gluconate 2 % cutaneous solution"|NA|NA|"active"|"20110616"
9001932|"chlorhexidine gluconate 20 % per w/v cutaneous solution"|NA|NA|"active"|"20150429"
9001935|"chlorhexidine gluconate 4 % cutaneous solution"|NA|NA|"active"|"20110616"
9001939|"chlorhexidine gluconate 4 % per w/v cutaneous solution"|NA|NA|"active"|"20160711"
9001890|"chlorhexidine acetate 10 % dental solution"|NA|NA|"active"|"20150505"
9001896|"chlorhexidine gluconate 0.12 % gargle/mouthwash"|NA|NA|"active"|"20030810"
9001899|"chlorhexidine gluconate 0.12 % per w/w gargle/mouthwash"|NA|NA|"active"|"20160318"
9001891|"chlorhexidine acetate 10 % kit"|NA|NA|"active"|"20150505"
9001917|"chlorhexidine gluconate 2 % lotion"|NA|NA|"active"|"20120711"
9001940|"chlorhexidine gluconate 4 % per w/v lotion"|NA|NA|"active"|"20140108"
9001897|"chlorhexidine gluconate 0.12 % mouthwash"|NA|NA|"active"|"20030810"
9001898|"chlorhexidine gluconate 0.12 % oral liquid"|NA|NA|"active"|"20030810"
9001900|"chlorhexidine gluconate 0.12 % per w/w oral liquid"|NA|NA|"active"|"20160318"
9001941|"chlorhexidine gluconate 4 % per w/v pressurised inhalation"|NA|NA|"active"|"20150429"
9001894|"chlorhexidine gluconate 0.05 % per w/v sponge"|NA|NA|"active"|"20140529"
9001925|"chlorhexidine gluconate 2 % per w/v sponge"|NA|NA|"active"|"20140311"
9001942|"chlorhexidine gluconate 4 % per w/v sponge"|NA|NA|"active"|"20150312"
9001926|"chlorhexidine gluconate 2 % per w/v swab"|NA|NA|"active"|"20151119"
9001927|"chlorhexidine gluconate 2 % per w/v wipe"|NA|NA|"active"|"20151119"
9001929|"chlorhexidine gluconate 2 % wipe"|NA|NA|"active"|"20060925"
9006359|"vitamin d3 (cholecalciferol) 10000 unit oral capsule"|NA|NA|"active"|"20160819"
9002011|"ciclesonide 50 mcg per act nasal spray"|NA|NA|"active"|"20170123"
9002013|"ciclesonide 50 mcg per spray nasal spray"|NA|NA|"active"|"20161128"
9002009|"ciclesonide 100 mcg per act pressurised inhalation"|NA|NA|"active"|"20170123"
9002010|"ciclesonide 200 mcg per act pressurised inhalation"|NA|NA|"active"|"20170123"
9002012|"ciclesonide 50 mcg per act pressurised inhalation"|NA|NA|"active"|"20160705"
9002015|"ciclopirox olamine 1 % cutaneous cream"|NA|NA|"active"|"20150505"
9002014|"ciclopirox 8 % per w/w cutaneous solution"|NA|NA|"active"|"20100416"
9002016|"ciclopirox olamine 1 % lotion"|NA|NA|"active"|"20130314"
9002017|"ciclopirox olamine 1.5 % shampoo"|NA|NA|"active"|"20150505"
9002038|"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % ophthalmic ointment"|NA|NA|"active"|"20160219"
9002039|"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % opthalmic drops, solution"|NA|NA|"active"|"20061110"
9002040|"ciprofloxacin (ciprofloxacin hydrochloride) 250 mg oral tablet"|NA|NA|"active"|"20040404"
9002041|"ciprofloxacin (ciprofloxacin hydrochloride) 500 mg oral tablet"|NA|NA|"active"|"20040404"
9002042|"ciprofloxacin (ciprofloxacin hydrochloride) 750 mg oral tablet"|NA|NA|"active"|"20040404"
9002045|"ciprofloxacin (ciprofloxacin lactate) 0.2 % solution for injection"|NA|NA|"active"|"20160601"
9002037|"ciprofloxacin (ciprofloxacin hydrochloride) 0.3 % and dexamethasone 0.1 % otic drops, suspension"|NA|NA|"active"|"20061214"
9002052|"citalopram (citalopram hydrobromide) 10 mg oral tablet"|NA|NA|"active"|"20060308"
9002053|"citalopram (citalopram hydrobromide) 20 mg oral tablet"|NA|NA|"active"|"20040503"
9002054|"citalopram (citalopram hydrobromide) 30 mg oral tablet"|NA|NA|"active"|"20120104"
9002055|"citalopram (citalopram hydrobromide) 40 mg oral tablet"|NA|NA|"active"|"20040503"
9002063|"clarithromycin 250 mg oral tablet"|NA|NA|"active"|"20070823"
9002065|"clarithromycin 500 mg oral tablet"|NA|NA|"active"|"20070823"
9002066|"clarithromycin 500 mg prolonged release oral tablet"|NA|NA|"active"|"20140909"
9002070|"clindamycin (clindamycin phosphate) 1 % cutaneous solution"|NA|NA|"active"|"20060320"
9002068|"clindamycin (clindamycin hydrochloride) 150 mg oral capsule"|NA|NA|"active"|"20060303"
9002069|"clindamycin (clindamycin hydrochloride) 300 mg oral capsule"|NA|NA|"active"|"20060303"
9002076|"clindamycin hydrochloride 150 mg oral capsule"|NA|NA|"active"|"20170118"
9002077|"clindamycin hydrochloride 300 mg oral capsule"|NA|NA|"active"|"20170118"
9002071|"clindamycin (clindamycin phosphate) 1 % pad"|NA|NA|"active"|"20150505"
9002075|"clindamycin (clindamycin phosphate) 20 mg per g vaginal cream"|NA|NA|"active"|"20070614"
9002082|"clobazam 10 mg oral tablet"|NA|NA|"active"|"20140929"
9002083|"clobetasol propionate 0.05 % cutaneous cream"|NA|NA|"active"|"20020119"
9002089|"clobetasol propionate 0.05 % per % cutaneous cream"|NA|NA|"active"|"20040422"
9002091|"clobetasol propionate 0.05 % per w/w cutaneous cream"|NA|NA|"active"|"20130102"
9002084|"clobetasol propionate 0.05 % cutaneous foam"|NA|NA|"active"|"20130207"
9002085|"clobetasol propionate 0.05 % cutaneous liquid"|NA|NA|"active"|"20021007"
9002086|"clobetasol propionate 0.05 % cutaneous ointment"|NA|NA|"active"|"20020119"
9002090|"clobetasol propionate 0.05 % per % cutaneous ointment"|NA|NA|"active"|"20040422"
9002092|"clobetasol propionate 0.05 % per w/w cutaneous ointment"|NA|NA|"active"|"20130102"
9002087|"clobetasol propionate 0.05 % cutaneous solution"|NA|NA|"active"|"20040503"
9002088|"clobetasol propionate 0.05 % lotion"|NA|NA|"active"|"20100408"
9002093|"clobetasol propionate 0.05 % shampoo"|NA|NA|"active"|"20061229"
9002104|"clonazepam 0.25 mg oral tablet"|NA|NA|"active"|"20060918"
9002105|"clonazepam 0.5 mg oral tablet"|NA|NA|"active"|"20020223"
9002106|"clonazepam 1 mg oral tablet"|NA|NA|"active"|"20060330"
9002107|"clonazepam 2 mg oral tablet"|NA|NA|"active"|"20020307"
9002108|"clonidine hydrochloride 0.025 mg oral tablet"|NA|NA|"active"|"20061229"
9002109|"clonidine hydrochloride 0.1 mg oral tablet"|NA|NA|"active"|"20030716"
9002110|"clonidine hydrochloride 0.2 mg oral tablet"|NA|NA|"active"|"20030716"
9002111|"clopidogrel (clopidogrel bisulfate) 300 mg oral tablet"|NA|NA|"active"|"20091016"
9002112|"clopidogrel (clopidogrel bisulfate) 75 mg oral tablet"|NA|NA|"active"|"20090409"
9002150|"clozapine 100 mg oral tablet"|NA|NA|"active"|"20091102"
9002151|"clozapine 200 mg oral tablet"|NA|NA|"active"|"20101221"
9002152|"clozapine 25 mg oral tablet"|NA|NA|"active"|"20101221"
9002153|"clozapine 50 mg oral tablet"|NA|NA|"active"|"20101221"
9002192|"codeine phosphate 0.2 % per % oral liquid"|NA|NA|"active"|"20121022"
9002196|"codeine phosphate 15 mg oral tablet"|NA|NA|"active"|"20011220"
9002199|"codeine phosphate 30 mg oral tablet"|NA|NA|"active"|"20020215"
9002203|"colchicine 0.6 mg oral tablet"|NA|NA|"active"|"20090709"
9002249|"cyclobenzaprine hydrochloride 10 mg oral tablet"|NA|NA|"active"|"20081017"
9002273|"cyproterone acetate 2 mg and ethinyl estradiol 0.035 mg oral tablet"|NA|NA|"active"|"20150505"
9002274|"cyproterone acetate 2 mg and ethinyl estradiol 35 mcg oral tablet"|NA|NA|"active"|"20100621"
9002287|"dabigatran etexilate (dabigatran etexilate mesilate) 110 mg oral capsule"|NA|NA|"active"|"20150323"
9002288|"dabigatran etexilate (dabigatran etexilate mesilate) 150 mg oral capsule"|NA|NA|"active"|"20130523"
