"drug_code","extract_current","extract_previous","company_name_current","company_name_previous","drug_identification_number"
60953,"approved","approved","LONZA LLC.","LONZA INC.","02237614"
61803,"approved","approved","LONZA LLC.","LONZA INC.","02238390"
62148,"approved","approved","LONZA LLC.","LONZA INC.","02238716"
66132,"approved","approved","LONZA LLC.","LONZA INC.","02242420"
67561,"approved","approved","LONZA LLC.","LONZA INC.","02243635"
69442,"approved","approved","LONZA LLC.","LONZA INC.","02245398"
70173,"approved","approved","LONZA LLC.","LONZA INC.","02246042"
70566,"approved","approved","LONZA LLC.","LONZA INC.","02246396"
71447,"approved","approved","LONZA LLC.","LONZA INC.","02247205"
71516,"approved","approved","LONZA LLC.","LONZA INC.","02247273"
71518,"approved","approved","LONZA LLC.","LONZA INC.","02247275"
71520,"approved","approved","LONZA LLC.","LONZA INC.","02247277"
71710,"approved","approved","LONZA LLC.","LONZA INC.","02247462"
71711,"approved","approved","LONZA LLC.","LONZA INC.","02247463"
71928,"approved","approved","LONZA LLC.","LONZA INC.","02247665"
71982,"approved","approved","LONZA LLC.","LONZA INC.","02247710"
73393,"approved","approved","LONZA LLC.","LONZA INC.","02249065"
74103,"approved","approved","CELLCHEM PHARMACEUTICALS INC.","PHARMETICS (2011) INC","02255847"
80848,"approved","approved","LONZA LLC.","LONZA INC.","02322994"
92721,"approved","approved","CELLCHEM PHARMACEUTICALS INC.","PHARMETICS (2011) INC","02442795"
95173,"approved","approved","LONZA LLC.","LONZA INC.","02463636"
95198,"approved","approved","LONZA LLC.","LONZA INC.","02463881"
95335,"approved","approved","LONZA LLC.","LONZA INC.","02465140"
95336,"approved","approved","LONZA LLC.","LONZA INC.","02465159"
95338,"approved","approved","LONZA LLC.","LONZA INC.","02465175"
96007,"approved","approved","LONZA LLC.","LONZA INC.","02470977"
97117,"approved","approved","LONZA LLC.","LONZA INC.","02480646"
97119,"approved","approved","LONZA LLC.","LONZA INC.","02480662"
97638,"approved","approved","STRIDES PHARMA CANADA INC","GENERIC PARTNERS (CANADA) INC.","02486156"
98182,"approved","approved","LONZA LLC.","LONZA INC.","02491826"
