"extract","drug_code","active_ingredient_code","ingredient","strength","strength_unit","status","drug_identification_number"
"approved",97960,11101,"AMOXICILLIN (AMOXICILLIN TRIHYDRATE)","300","MG","ADDED","02489511"
"approved",97960,11247,"CLAVULANIC ACID (POTASSIUM CLAVULANATE)","75","MG","ADDED","02489511"
"approved",97964,10225,"LIDOCAINE HYDROCHLORIDE","40","MG","ADDED","02489554"
"approved",97965,11458,"LATANOPROST","50","MCG","ADDED","02489570"
"approved",97967,23263,"ROMOSOZUMAB","105","MG","NEW","02489597"
"approved",97968,96,"ANTI-INHIBITOR COAGULANT COMPLEX","650","UNIT","ADDED","02489600"
"approved",97969,22684,"Coagulation Factor IX (Recombinant), Albumin Fusion Protein (rIX-FP)","3500","UNIT","NEW","02489627"
"approved",97970,7558,"CLOBETASOL PROPIONATE","0.05","%","ADDED","02489619"
"approved",97974,11336,"VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","37.5","MG","ADDED","02489678"
"approved",97975,11336,"VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","75","MG","ADDED","02489686"
"approved",97976,11336,"VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE)","150","MG","ADDED","02489694"
"approved",97982,196,"ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","0.15","%","ADDED","02489740"
"approved",97982,197,"BENZALKONIUM CHLORIDE","0.15","%","ADDED","02489740"
"approved",97994,197,"BENZALKONIUM CHLORIDE","0.1212","%","ADDED","02489872"
"approved",97994,2218,"OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","0.0909","%","ADDED","02489872"
"approved",97994,2232,"DIOCTYL DIMETHYL AMMONIUM CHLORIDE","0.0364","%","ADDED","02489872"
"approved",97994,2730,"DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.0545","%","ADDED","02489872"
"approved",98000,2730,"DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.33","%","ADDED","02489929"
"approved",98000,8890,"ALCOHOL ANHYDROUS","72.5","%","ADDED","02489929"
