drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"104098","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02552302"
"104148","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","20","MG","02552515"
"104063","22707","ADDED","approved","BILASTINE","20","MG","02551934"
"104158","7218","ADDED","approved","IODINE (POTASSIUM IODIDE)","0.15","MG","02552639"
"104154","10225","ADDED","approved","LIDOCAINE HYDROCHLORIDE","4","%","02552590"
"104163","7289","ADDED","approved","ZINC OXIDE","16","%","02552663"
"104158","331","ADDED","approved","ZINC (ZINC OXIDE)","15","MG","02552639"
"104158","11169","ADDED","approved","VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE)","10","MG","02552639"
"104160","9197","ADDED","approved","SODIUM BICARBONATE","1.69","G","02552612"
"103978","22925","ADDED","approved","SEMAGLUTIDE","4","MG","02551020"
"104169","6417","ADDED","approved","METHADONE HYDROCHLORIDE","10","MG","02552736"
"104160","698","ADDED","approved","POLYETHYLENE GLYCOL 3350","59.55","G","02552612"
"104160","7247","ADDED","approved","SODIUM SULFATE","5.74","G","02552612"
"103292","22707","ADDED","active","BILASTINE","20","MG","02544369"
"104099","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02552310"
"104158","11171","ADDED","approved","VITAMIN B2 (RIBOFLAVIN)","3.4","MG","02552639"
"103730","22707","ADDED","active","BILASTINE","20","MG","02548410"
"104158","701","ADDED","approved","VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE)","13.5","MG","02552639"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"104157","781","ADDED","approved","VITAMIN B12 (CYANOCOBALAMIN)","12","MCG","02552620"
"104043","12634","ADDED","approved","ENSULIZOLE","2.7","%","02551713"
"104043","12049","ADDED","approved","OCTINOXATE","6.7","%","02551713"
"104157","4803","ADDED","approved","CALCIUM (CALCIUM CARBONATE)","300","MG","02552620"
"50696","11384","ADDED","inactive","TOPIRAMATE","50","MG","02231385"
"104143","20590","ADDED","approved","TOCILIZUMAB","200","MG","02552469"
"104043","12048","ADDED","approved","OCTISALATE","4.5","%","02551713"
"100204","22160","ADDED","approved","AFATINIB (AFATINIB DIMALEATE)","30","MG","02512785"
"104153","10224","ADDED","approved","DOXYLAMINE SUCCINATE","10","MG","02552574"
"100205","22160","ADDED","approved","AFATINIB (AFATINIB DIMALEATE)","40","MG","02512793"
"104149","24015","ADDED","approved","TROFINETIDE","200","MG","02552523"
"104147","23201","ADDED","approved","RISANKIZUMAB","180","MG","02552507"
"104094","11987","ADDED","approved","RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)","3","MG","02552264"
"104157","4991","ADDED","approved","FOLIC ACID","1.1","MG","02552620"
"50698","11384","ADDED","inactive","TOPIRAMATE","400","MG","02231387"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"104105","22686","ADDED","approved","SUGAMMADEX (SUGAMMADEX SODIUM)","500","MG","02552388"
"103550","10021","ADDED","approved","CITRIC ACID","4.5","%","02546825"
"104091","270","ADDED","approved","ACETAMINOPHEN","650","MG","02552221"
"104158","11079","ADDED","approved","BETA-CAROTENE","2","MG","02552639"
"104104","22686","ADDED","approved","SUGAMMADEX (SUGAMMADEX SODIUM)","200","MG","02552361"
"104160","10193","ADDED","approved","BISACODYL","5","MG","02552612"
"104091","10247","ADDED","approved","DEXTROMETHORPHAN HYDROBROMIDE","20","MG","02552221"
"104158","582","ADDED","approved","COPPER (CUPRIC OXIDE)","2","MG","02552639"
"104158","5015","ADDED","approved","NICOTINAMIDE","20","MG","02552639"
"104103","22686","ADDED","approved","SUGAMMADEX (SUGAMMADEX SODIUM)","100","MG","02552353"
"104163","1970","ADDED","approved","HOMOSALATE","10","%","02552663"
"104157","5000","ADDED","approved","D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE)","6","MG","02552620"
"104100","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02552329"
"104161","12048","ADDED","approved","OCTISALATE","5","%","02552647"
"104139","197","ADDED","approved","BENZALKONIUM CHLORIDE","0.045","%","02552442"
"104157","645","ADDED","approved","ASCORBIC ACID","120","MG","02552620"
"104157","6487","ADDED","approved","MAGNESIUM (MAGNESIUM OXIDE)","50","MG","02552620"
"104157","11170","ADDED","approved","VITAMIN B1 (THIAMINE MONONITRATE)","3","MG","02552620"
"104139","2730","ADDED","approved","DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.24","%","02552442"
"104157","309","ADDED","approved","IRON (FERROUS FUMARATE)","35","MG","02552620"
"104157","4922","ADDED","approved","VITAMIN D3 (CHOLECALCIFEROL)","600","UNIT","02552620"
"104098","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02552302"
