ccdd,mp_code,mp_formal_name,mp_en_description,mp_fr_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name
NA,"01934171","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 125 mg per 5 mL oral suspension) TEVA CANADA LIMITED","NA","NA","Active","19941231","DIN","01934171","NOVAMOXIN"
NA,"01934163","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED","NA","NA","Active","19941231","DIN","01934163","NOVAMOXIN"
NA,"00452130","NOVAMOXIN (amoxicillin (amoxicillin trihydrate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED","NA","NA","Active","19791231","DIN","00452130","NOVAMOXIN"
NA,"02377209","NOVORAPID (insulin aspart 100 unit per mL solution for injection 3 mL cartridge) NOVO NORDISK CANADA INC","NA","NA","Active","20120504","DIN","02377209","NOVORAPID"
NA,"02244353","NOVORAPID (insulin aspart 100 unit per mL solution for injection 3 mL cartridge) NOVO NORDISK CANADA INC","NA","NA","Active","20011031","DIN","02244353","NOVORAPID"
NA,"02265532","ONDANSETRON INJECTION (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) TEVA CANADA LIMITED","NA","NA","Inactive","20170901","DIN","02265532","ONDANSETRON INJECTION"
NA,"02265524","ONDANSETRON INJECTION (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) TEVA CANADA LIMITED","NA","NA","Active","20060518","DIN","02265524","ONDANSETRON INJECTION"
NA,"02390051","ONDANSETRON INJECTION, USP (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) MYLAN PHARMACEUTICALS ULC","NA","NA","Active","20130509","DIN","02390051","ONDANSETRON INJECTION, USP"
NA,"02390019","ONDANSETRON INJECTION, USP (ondansetron (ondansetron hydrochloride dihydrate) 2 mg per mL solution for injection) MYLAN PHARMACEUTICALS ULC","NA","NA","Active","20130509","DIN","02390019","ONDANSETRON INJECTION, USP"
NA,"02284529","PMS-ASA EC (acetylsalicylic acid 325 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Active","20060831","DIN","02284529","PMS-ASA EC"
NA,"02285371","PMS-ASA EC (acetylsalicylic acid 325 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Active","20060928","DIN","02285371","PMS-ASA EC"
NA,"02313448","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170803","DIN","02313448","PMS-ATORVASTATIN"
NA,"02399377","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 10 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20130326","DIN","02399377","PMS-ATORVASTATIN"
NA,"02313456","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20100519","DIN","02313456","PMS-ATORVASTATIN"
NA,"02399385","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 20 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20130326","DIN","02399385","PMS-ATORVASTATIN"
NA,"02313464","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170803","DIN","02313464","PMS-ATORVASTATIN"
NA,"02399393","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 40 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20130326","DIN","02399393","PMS-ATORVASTATIN"
NA,"02313472","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170803","DIN","02313472","PMS-ATORVASTATIN"
NA,"02399407","PMS-ATORVASTATIN (atorvastatin (atorvastatin calcium) 80 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20130326","DIN","02399407","PMS-ATORVASTATIN"
NA,"02231502","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170803","DIN","02231502","PMS-DICLOFENAC"
NA,"02302616","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Active","20080512","DIN","02302616","PMS-DICLOFENAC"
NA,"02302624","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Active","20080512","DIN","02302624","PMS-DICLOFENAC"
NA,"02231503","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170803","DIN","02231503","PMS-DICLOFENAC"
NA,"02294427","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 100 mg oral capsule) PHARMASCIENCE INC","NA","NA","Active","20071001","DIN","02294427","PMS-MINOCYCLINE"
NA,"02239239","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 100 mg oral capsule) PHARMASCIENCE INC","NA","NA","Inactive","20170930","DIN","02239239","PMS-MINOCYCLINE"
NA,"02239238","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC","NA","NA","Inactive","20170930","DIN","02239238","PMS-MINOCYCLINE"
NA,"02294419","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC","NA","NA","Active","20071001","DIN","02294419","PMS-MINOCYCLINE"
NA,"02270862","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC","NA","NA","Inactive","20170803","DIN","02270862","PMS-MOMETASONE"
NA,"02244769","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC","NA","NA","Inactive","20170825","DIN","02244769","PMS-MOMETASONE"
NA,"02252635","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170930","DIN","02252635","PMS-SIMVASTATIN"
NA,"02269260","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20051103","DIN","02269260","PMS-SIMVASTATIN"
NA,"02252643","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170930","DIN","02252643","PMS-SIMVASTATIN"
NA,"02269279","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20051103","DIN","02269279","PMS-SIMVASTATIN"
NA,"02269287","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20051103","DIN","02269287","PMS-SIMVASTATIN"
NA,"02252651","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170930","DIN","02252651","PMS-SIMVASTATIN"
NA,"02269252","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20051103","DIN","02269252","PMS-SIMVASTATIN"
NA,"02252619","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170930","DIN","02252619","PMS-SIMVASTATIN"
NA,"02269295","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20051103","DIN","02269295","PMS-SIMVASTATIN"
NA,"02252678","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC","NA","NA","Inactive","20170930","DIN","02252678","PMS-SIMVASTATIN"
NA,"02240807","PMS-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20000214","DIN","02240807","PMS-TERBINAFINE"
NA,"02294273","PMS-TERBINAFINE (terbinafine (terbinafine hydrochloride) 250 mg oral tablet) PHARMASCIENCE INC","NA","NA","Active","20090619","DIN","02294273","PMS-TERBINAFINE"
NA,"02469405","PREVYMIS (letermovir 20 mg per mL solution for injection) MERCK CANADA INC","NA","NA","Active","20171220","DIN","02469405","PREVYMIS"
NA,"02469367","PREVYMIS (letermovir 20 mg per mL solution for injection) MERCK CANADA INC","NA","NA","Active","20171220","DIN","02469367","PREVYMIS"
NA,"02417340","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED","NA","NA","Active","20140319","DIN","02417340","SANDOZ CANDESARTAN"
NA,"02392267","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED","NA","NA","Inactive","20170803","DIN","02392267","SANDOZ CANDESARTAN"
NA,"02463792","TARO-TESTOSTERONE GEL (testosterone 1 % cutaneous gel) TARO PHARMACEUTICALS INC","NA","NA","Active","20171031","DIN","02463792","TARO-TESTOSTERONE GEL"
NA,"02463806","TARO-TESTOSTERONE GEL (testosterone 1 % cutaneous gel) TARO PHARMACEUTICALS INC","NA","NA","Active","20171031","DIN","02463806","TARO-TESTOSTERONE GEL"
NA,"00842656","TEVA-METOPROLOL (metoprolol tartrate 100 mg oral tablet) TEVA CANADA LIMITED","NA","NA","Active","19891231","DIN","00842656","TEVA-METOPROLOL"
NA,"00648043","TEVA-METOPROLOL (metoprolol tartrate 100 mg oral tablet) TEVA CANADA LIMITED","NA","NA","Active","19861231","DIN","00648043","TEVA-METOPROLOL"
NA,"00842648","TEVA-METOPROLOL (metoprolol tartrate 50 mg oral tablet) TEVA CANADA LIMITED","NA","NA","Active","19891231","DIN","00842648","TEVA-METOPROLOL"
NA,"00648035","TEVA-METOPROLOL (metoprolol tartrate 50 mg oral tablet) TEVA CANADA LIMITED","NA","NA","Active","19861231","DIN","00648035","TEVA-METOPROLOL"
NA,"02216205","TRUSOPT (dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops) PURDUE PHARMA","NA","NA","Active","19961231","DIN","02216205","TRUSOPT"
NA,"02269090","TRUSOPT (dorzolamide (dorzolamide hydrochloride) 2 % ophthalmic drops) PURDUE PHARMA","NA","NA","Active","20060201","DIN","02269090","TRUSOPT"
