mp_code,mp_formal_name,ntp_code,ntp_formal_name,tm_code,tm_formal_name
"02476282","M-PRAVASTATIN (pravastatin sodium 20 mg oral tablet) MANTRA PHARMA INC","9000368","pravastatin sodium 20 mg oral tablet","8000141","pravastatin"
"02473534","M-RANITIDINE (ranitidine (ranitidine hydrochloride) 150 mg oral tablet) MANTRA PHARMA INC","9000282","ranitidine (ranitidine hydrochloride) 150 mg oral tablet","8000120","ranitidine"
"02473542","M-RANITIDINE (ranitidine (ranitidine hydrochloride) 300 mg oral tablet) MANTRA PHARMA INC","9000283","ranitidine (ranitidine hydrochloride) 300 mg oral tablet","8000120","ranitidine"
"02469987","PHARMA-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC","9000369","simvastatin 10 mg oral tablet","8000142","simvastatin"
"02469995","PHARMA-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC","9000545","simvastatin 20 mg oral tablet","8000142","simvastatin"
"02470004","PHARMA-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC","9000643","simvastatin 40 mg oral tablet","8000142","simvastatin"
"02470012","PHARMA-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC","9001011","simvastatin 80 mg oral tablet","8000142","simvastatin"
"02483327","ACTEMRA PREFILLED AUTOINJECTOR (tocilizumab 162 mg per 0.9 mL solution for injection syringe) HOFFMANN-LA ROCHE LIMITED","9013363","tocilizumab 162 mg per 0.9 mL solution for injection syringe","8001966","tocilizumab"
"02482800","M-ZOPICLONE (zopiclone 3.75 mg oral tablet) MANTRA PHARMA INC","9000995","zopiclone 3.75 mg oral tablet","8000143","zopiclone"
"02468115","MAR-ZOPICLONE (zopiclone 3.75 mg oral tablet) MARCAN PHARMACEUTICALS INC","9000995","zopiclone 3.75 mg oral tablet","8000143","zopiclone"
