drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"106229","11107","ADDED","approved","DOXEPIN (DOXEPIN HYDROCHLORIDE)","50","MG","02559102"
"106247","196","ADDED","approved","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","5","%","02559307"
"106228","11107","ADDED","approved","DOXEPIN (DOXEPIN HYDROCHLORIDE)","25","MG","02559099"
"106203","20554","ADDED","approved","AZACITIDINE","150","MG","02558815"
"22943","4803","Changed","inactive","CALCIUM (EGG SHELL)","80","MG","01959840"
"106271","11188","ADDED","approved","MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)","2.5","MG","02559579"
"106299","11344","ADDED","approved","AMLODIPINE (AMLODIPINE BESYLATE)","10","MG","02559889"
"106296","11907","ADDED","approved","TELMISARTAN","40","MG","02559854"
"106211","23592","ADDED","approved","TILDRAKIZUMAB","100","MG","02558904"
"106299","11907","ADDED","approved","TELMISARTAN","80","MG","02559889"
"106296","11344","ADDED","approved","AMLODIPINE (AMLODIPINE BESYLATE)","5","MG","02559854"
"106263","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","60","MG","02559471"
"106273","11188","ADDED","approved","MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)","7.5","MG","02559595"
"106232","22915","ADDED","approved","GUSELKUMAB","200","MG","02559137"
"106314","755","ADDED","approved","AVOBENZONE","3","%","02560054"
"106310","755","ADDED","approved","AVOBENZONE","3","%","02560003"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"106281","27074","ADDED","approved","DEUTIVACAFTOR","125","MG","02559684"
"106279","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02559668"
"106242","11107","ADDED","approved","DOXEPIN (DOXEPIN HYDROCHLORIDE)","10","MG","02559250"
"104306","22163","ADDED","active","AFLIBERCEPT","2","MG","02554194"
"106283","182","ADDED","approved","DIPHENHYDRAMINE HYDROCHLORIDE","50","MG","02559706"
"102467","22163","ADDED","active","AFLIBERCEPT","2","MG","02535858"
"106220","21066","ADDED","approved","PRUCALOPRIDE (PRUCALOPRIDE SUCCINATE)","1","MG","02559005"
"106221","21066","ADDED","approved","PRUCALOPRIDE (PRUCALOPRIDE SUCCINATE)","2","MG","02559013"
"106310","12634","ADDED","approved","ENSULIZOLE","2","%","02560003"
"106310","12048","ADDED","approved","OCTISALATE","5","%","02560003"
"106314","12634","ADDED","approved","ENSULIZOLE","2","%","02560054"
"106297","11344","ADDED","approved","AMLODIPINE (AMLODIPINE BESYLATE)","10","MG","02559862"
"106287","1966","ADDED","approved","NIFEDIPINE","60","MG","02559749"
"106314","12048","ADDED","approved","OCTISALATE","5","%","02560054"
"106310","2280","ADDED","approved","OCTOCRYLENE","7","%","02560003"
"106277","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02559633"
"106314","2280","ADDED","approved","OCTOCRYLENE","7","%","02560054"
"106274","11188","ADDED","approved","MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)","10","MG","02559609"
"106262","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","50","MG","02559463"
"106226","22549","ADDED","approved","DAPAGLIFLOZIN","10","MG","02559072"
"106297","11907","ADDED","approved","TELMISARTAN","40","MG","02559862"
"106234","22915","ADDED","approved","GUSELKUMAB","200","MG","02559153"
"106272","11188","ADDED","approved","MIDAZOLAM (MIDAZOLAM HYDROCHLORIDE)","5","MG","02559587"
"106259","6186","ADDED","approved","METHYLPHENIDATE HYDROCHLORIDE","30","MG","02559439"
"106225","22549","ADDED","approved","DAPAGLIFLOZIN","5","MG","02559064"
"106280","27075","ADDED","approved","VANZACAFTOR  (VANZACAFTOR CALCIUM)","4","MG","02559676"
