drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"107080","22702","ADDED","approved","BRIVARACETAM","75","MG","02568497"
"107117","626","ADDED","approved","CHLORHEXIDINE GLUCONATE","40","MG","02568896"
"107170","118","ADDED","approved","MYCOPHENOLATE MOFETIL","250","MG","02569469"
"107154","12048","ADDED","approved","OCTISALATE","4.5","%","02569280"
"107173","2564","ADDED","approved","CLONIDINE HYDROCHLORIDE","0.2","MG","02569493"
"107152","167","ADDED","approved","TACROLIMUS","0.1","%","02569264"
"107084","2414","ADDED","approved","NAPROXEN","250","MG","02568535"
"107140","7289","ADDED","approved","ZINC OXIDE","10","%","02569132"
"107168","13107","ADDED","approved","LEVETIRACETAM","750","MG","02569442"
"107091","232","ADDED","approved","PERINDOPRIL ERBUMINE","4","MG","02568616"
"107087","1","ADDED","approved","OLANZAPINE (OLANZAPINE TARTRATE)","10","MG","02568578"
"107108","4068","ADDED","approved","LEVODOPA","100","MG","02568799"
"107114","470","ADDED","approved","GABAPENTIN","300","MG","02568853"
"107109","4068","ADDED","approved","LEVODOPA","100","MG","02568802"
"107192","4028","ADDED","approved","SODIUM POLYSTYRENE SULFONATE","250","MG","02569701"
"107119","27149","ADDED","approved","DEPEMOKIMAB","100","MG","02568926"
"107169","13107","ADDED","approved","LEVETIRACETAM","1000","MG","02569450"
"107103","23001","ADDED","approved","DORAVIRINE","100","MG","02568748"
"107140","20447","ADDED","approved","BEMOTRIZINOL","3","%","02569132"
"107099","22626","ADDED","approved","VILAZODONE HYDROCHLORIDE","20","MG","02568691"
"107107","2609","ADDED","approved","IBUPROFEN","40","MG","02568780"
"107115","470","ADDED","approved","GABAPENTIN","400","MG","02568861"
"107098","22626","ADDED","approved","VILAZODONE HYDROCHLORIDE","10","MG","02568683"
"107171","118","ADDED","approved","MYCOPHENOLATE MOFETIL","500","MG","02569477"
"107085","2414","ADDED","approved","NAPROXEN","375","MG","02568543"
"107155","11923","ADDED","approved","TEMOZOLOMIDE","5","MG","02569299"
"107140","2280","ADDED","approved","OCTOCRYLENE","6","%","02569132"
"107079","22702","ADDED","approved","BRIVARACETAM","25","MG","02568489"
"107161","12713","ADDED","approved","GANIRELIX (GANIRELIX ACETATE)","250","MCG","02569353"
"107092","232","ADDED","approved","PERINDOPRIL ERBUMINE","8","MG","02568624"
"107139","22083","ADDED","approved","ENZALUTAMIDE","40","MG","02569124"
"107147","21018","ADDED","approved","DIENOGEST","2","MG","02569205"
"107116","626","ADDED","approved","CHLORHEXIDINE GLUCONATE","40","MG","02568888"
"107137","2493","ADDED","approved","BUPIVACAINE HYDROCHLORIDE","5","MG","02569108"
"107145","21078","ADDED","approved","APIXABAN","2.5","MG","02569183"
"107149","22614","ADDED","approved","NINTEDANIB (NINTEDANIB ESILATE)","100","MG","02569221"
"107103","27147","ADDED","approved","ISLATRAVIR","0.25","MG","02568748"
