drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"99063","93","DISINFECTANT (Domestic)","ADDED","02500981"
"99096","93","DISINFECTANT (Domestic)","ADDED","02501333"
"99123","2","DISINFECTANT (Barn)","ADDED","02501619"
"99201","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502437"
"99099","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501376"
"99218","65","SUBCUTANEOUS","ADDED","02502615"
"99207","8","DISINFECTANT (Food Premises)","ADDED","02502518"
"99057","56","ORAL","ADDED","02500914"
"99203","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02502453"
"99170","56","ORAL","ADDED","02502119"
"99073","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501082"
"99160","93","DISINFECTANT (Domestic)","ADDED","02502003"
"99147","62","RECTAL","ADDED","02501864"
"98556","70","TOPICAL","ADDED","02495678"
"99118","8","DISINFECTANT (Food Premises)","ADDED","02501570"
"99109","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501465"
"99190","3","BUCCAL","ADDED","02502321"
"99208","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02502585"
"99204","56","ORAL","ADDED","02502461"
"99093","56","ORAL","ADDED","02501309"
"99147","56","ORAL","ADDED","02501864"
"99148","56","ORAL","ADDED","02501872"
"99171","56","ORAL","ADDED","02502127"
"99115","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501546"
"99084","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501201"
"99168","93","DISINFECTANT (Domestic)","ADDED","02502089"
"99114","8","DISINFECTANT (Food Premises)","ADDED","02501538"
"99115","8","DISINFECTANT (Food Premises)","ADDED","02501546"
"99084","8","DISINFECTANT (Food Premises)","ADDED","02501201"
"99187","56","ORAL","ADDED","02502291"
"99114","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501538"
"98770","104","TOPICAL (HOUSEHOLD)","ADDED","02497905"
"99164","104","TOPICAL (HOUSEHOLD)","ADDED","02502100"
"99109","8","DISINFECTANT (Food Premises)","ADDED","02501465"
"99192","3","BUCCAL","ADDED","02502356"
"99195","22","INTRAMUSCULAR","ADDED","02502372"
"99046","56","ORAL","ADDED","02500809"
"99151","56","ORAL","ADDED","02501902"
"99062","104","TOPICAL (HOUSEHOLD)","ADDED","02500965"
"99065","8","DISINFECTANT (Food Premises)","ADDED","02501007"
"99219","49","INTRAVENOUS","ADDED","02502623"
"99158","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501988"
"99161","93","DISINFECTANT (Domestic)","ADDED","02502011"
"99047","56","ORAL","ADDED","02500817"
"99086","8","DISINFECTANT (Food Premises)","ADDED","02501236"
"99186","56","ORAL","ADDED","02502283"
"99123","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501619"
"99201","2","DISINFECTANT (Barn)","ADDED","02502437"
"98564","8","DISINFECTANT (Food Premises)","ADDED","02495740"
"99159","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501996"
"99184","104","TOPICAL (HOUSEHOLD)","ADDED","02502267"
"99105","8","DISINFECTANT (Food Premises)","ADDED","02501422"
"99208","93","DISINFECTANT (Domestic)","ADDED","02502585"
"98564","94","DISINFECTANT (Institutional/Industrial)","ADDED","02495740"
"99245","93","DISINFECTANT (Domestic)","ADDED","02502925"
"99234","56","ORAL","ADDED","02502801"
"99123","8","DISINFECTANT (Food Premises)","ADDED","02501619"
"99042","56","ORAL","ADDED","02500760"
"99207","2","DISINFECTANT (Barn)","ADDED","02502518"
"99159","8","DISINFECTANT (Food Premises)","ADDED","02501996"
"99105","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501422"
"99172","49","INTRAVENOUS","ADDED","02502135"
"99040","56","ORAL","ADDED","02500744"
"99065","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501007"
"99086","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501236"
"99118","2","DISINFECTANT (Barn)","ADDED","02501570"
"99065","93","DISINFECTANT (Domestic)","ADDED","02501007"
"99162","56","ORAL","ADDED","02502038"
"99114","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501538"
"99150","56","ORAL","ADDED","02501899"
"99139","49","INTRAVENOUS","ADDED","02501783"
"99194","22","INTRAMUSCULAR","ADDED","02502364"
"98564","93","DISINFECTANT (Domestic)","ADDED","02495740"
"99105","93","DISINFECTANT (Domestic)","ADDED","02501422"
"98380","56","ORAL","ADDED","02493802"
"99123","93","DISINFECTANT (Domestic)","ADDED","02501619"
"99208","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502585"
"99109","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501465"
"99163","56","ORAL","ADDED","02502046"
"99159","93","DISINFECTANT (Domestic)","ADDED","02501996"
"99121","56","ORAL","ADDED","02501600"
"99219","65","SUBCUTANEOUS","ADDED","02502623"
"42609","70","TOPICAL","REMOVED","02184672"
"99140","65","SUBCUTANEOUS","ADDED","02501791"
"99220","56","ORAL","ADDED","02502631"
"99160","2","DISINFECTANT (Barn)","ADDED","02502003"
"99115","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501546"
"99161","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502011"
"99084","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501201"
"99157","104","TOPICAL (HOUSEHOLD)","ADDED","02501961"
"99105","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501422"
"99205","2","DISINFECTANT (Barn)","ADDED","02502496"
"99045","56","ORAL","ADDED","02500795"
"99176","2","DISINFECTANT (Barn)","ADDED","02502186"
"99191","66","SUBLINGUAL","ADDED","02502348"
"99158","8","DISINFECTANT (Food Premises)","ADDED","02501988"
"76537","93","DISINFECTANT (Domestic)","REMOVED","02279789"
"99086","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501236"
"99065","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501007"
"99116","7","EPIDURAL","ADDED","02501554"
"99114","93","DISINFECTANT (Domestic)","ADDED","02501538"
"99084","93","DISINFECTANT (Domestic)","ADDED","02501201"
"99158","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501988"
"99115","93","DISINFECTANT (Domestic)","ADDED","02501546"
"99203","2","DISINFECTANT (Barn)","ADDED","02502453"
"99175","70","TOPICAL","ADDED","02502178"
"99168","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502089"
"99073","2","DISINFECTANT (Barn)","ADDED","02501082"
"99116","22","INTRAMUSCULAR","ADDED","02501554"
"99090","49","INTRAVENOUS","ADDED","02501279"
"99099","2","DISINFECTANT (Barn)","ADDED","02501376"
"99159","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501996"
"99109","93","DISINFECTANT (Domestic)","ADDED","02501465"
"99218","22","INTRAMUSCULAR","ADDED","02502615"
"99092","49","INTRAVENOUS","ADDED","02501295"
"99110","49","INTRAVENOUS","ADDED","02501473"
"99123","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501619"
"99189","3","BUCCAL","ADDED","02502313"
"99098","70","TOPICAL","ADDED","02501368"
"99088","70","TOPICAL","ADDED","02501252"
"99138","49","INTRAVENOUS","ADDED","02501775"
"99067","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501023"
"99160","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502003"
"99119","8","DISINFECTANT (Food Premises)","ADDED","02501589"
"99201","93","DISINFECTANT (Domestic)","ADDED","02502437"
"99095","56","ORAL","ADDED","02501325"
"99149","56","ORAL","ADDED","02501880"
"99207","93","DISINFECTANT (Domestic)","ADDED","02502518"
"99131","93","DISINFECTANT (Domestic)","ADDED","02501708"
"99069","56","ORAL","ADDED","02501031"
"99066","65","SUBCUTANEOUS","ADDED","02501015"
"42609","92","0-UNASSIGNED","ADDED","02184672"
"99220","62","RECTAL","ADDED","02502631"
"99158","2","DISINFECTANT (Barn)","ADDED","02501988"
"99073","94","DISINFECTANT (Institutional/Industrial)","ADDED","02501082"
"8606","94","DISINFECTANT (Institutional/Industrial)","ADDED","00638862"
"99191","3","BUCCAL","ADDED","02502348"
"99083","70","TOPICAL","ADDED","02501198"
"99118","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02501570"
"99176","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502186"
"99203","8","DISINFECTANT (Food Premises)","ADDED","02502453"
"99099","8","DISINFECTANT (Food Premises)","ADDED","02501376"
"99205","94","DISINFECTANT (Institutional/Industrial)","ADDED","02502496"
