"mp_code"|"formal_description_mp"|"formal_description_ntp"|"ntp_code"
"02286246"|"ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 100 mg oral tablet] SANIS HEALTH INC"|"acebutolol (acebutolol hydrochloride) 100 mg oral tablet"|9000015
"02286254"|"ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 200 mg oral tablet] SANIS HEALTH INC"|"acebutolol (acebutolol hydrochloride) 200 mg oral tablet"|9000016
"02286262"|"ACEBUTOLOL [acebutolol (acebutolol hydrochloride) 400 mg oral tablet] SANIS HEALTH INC"|"acebutolol (acebutolol hydrochloride) 400 mg oral tablet"|9000017
"00293490"|"ATASOL 8 TAB [acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet] CHURCH & DWIGHT CANADA CORP"|"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet"|9000059
"00293504"|"ATASOL 15 TAB [acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet] CHURCH & DWIGHT CANADA CORP"|"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet"|9000057
"00293512"|"ATASOL 30 TAB [acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet] CHURCH & DWIGHT CANADA CORP"|"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet"|9000058
"00653233"|"RATIO-LENOLTEC NO 1 [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] TEVA CANADA LIMITED"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000049
"00653241"|"RATIO-LENOLTEC NO 2 [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet] TEVA CANADA LIMITED"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet"|9000047
"00653276"|"RATIO-LENOLTEC NO 3 [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet] TEVA CANADA LIMITED"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet"|9000048
"00706221"|"ACETAMINOPHEN 325 MG WITH 15 MG CAFFEINE AND 8 MG CODEINE PHOSPHATE [acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] VITA HEALTH PRODUCTS INC"|"acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000055
"00852163"|"TRIATEC-8 [acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] LABORATOIRE RIVA INC"|"acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000055
"01977881"|"TRIATEC-8 FORT [acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet] LABORATOIRE RIVA INC"|"acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet"|9000098
"01996541"|"ACETAMINOPHENE CODEINE ET CAFEINE CAPLETS [acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet] LABORATOIRE RIVA INC"|"acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet"|9000059
"01996568"|"ACETAMINOPHENE CODEINE ET CAFEINE FORT [acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet] LABORATOIRE RIVA INC"|"acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet"|9000098
"02025337"|"ACETAMINOPHEN, CAFFEINE & CODEINE [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] PHARMASCIENCE INC"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000049
"02028174"|"ACETAMINOPHEN, CAFFEINE & CODEINE [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] PHARMASCIENCE INC"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000049
"02143933"|"ACETAMINOPHEN WITH CODEINE - CAPLET [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] TEVA CANADA LIMITED"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000049
"02154234"|"ACETAMINOPHEN 300 MG WITH 15 MG CAFFEINE AND 8 MG CODEINE PHOSPHATE [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] VITA HEALTH PRODUCTS INC"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000049
"02163926"|"TYLENOL WITH CODEINE NO. 3 - TAB [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet] JANSSEN INC"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet"|9000048
"02163934"|"TYLENOL WITH CODEINE NO. 2 - TAB [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet] JANSSEN INC"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet"|9000047
"02237420"|"ACETAMINOPHEN, CAFFEINE & 8MG CODEINE PHOSPHATE [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] PHARMASCIENCE INC"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000049
"02246085"|"ACETAMINOPHEN, CAFFEINE & 8MG CODEINE PHOSPHATE TABLETS [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] JAMP PHARMA CORPORATION"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000049
"02248817"|"ACETAMINOPHEN, CAFFEINE AND 8 MG OF CODEINE PHOSPHATE TABLETS [acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] PHARMETICS (2011) INC"|"acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000055
"02251914"|"ACETAMINOPHEN, CAFFEINE, AND 8MG OF CODEINE PHOSPHATE TABLETS [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] PHARMETICS (2011) INC"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000049
"02453703"|"WAMPOLE-ACETAMINOPHEN/CODEINE/CAFFEINE [acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet] JAMP PHARMA CORPORATION"|"acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet"|9000049
"00816027"|"PMS-ACETAMINOPHEN W CODEINE ELIXIR [acetaminophen 160 mg per 5 and codeine phosphate 8 mg per 5 oral solution] PHARMASCIENCE INC"|"acetaminophen 160 mg per 5 and codeine phosphate 8 mg per 5 oral solution"|9000033
"00608882"|"RATIO-EMTEC-30 [acetaminophen 300 mg and codeine phosphate 30 mg oral tablet] TEVA CANADA LIMITED"|"acetaminophen 300 mg and codeine phosphate 30 mg oral tablet"|9000052
"00621463"|"RATIO-LENOLTEC NO 4 [acetaminophen 300 mg and codeine phosphate 60 mg oral tablet] TEVA CANADA LIMITED"|"acetaminophen 300 mg and codeine phosphate 60 mg oral tablet"|9000053
"00789828"|"TRIATEC-30 [acetaminophen 300 mg and codeine phosphate 30 mg oral tablet] LABORATOIRE RIVA INC"|"acetaminophen 300 mg and codeine phosphate 30 mg oral tablet"|9000052
"01999648"|"ACET CODEINE 30 TAB [acetaminophen 300 mg and codeine phosphate 30 mg oral tablet] PHARMASCIENCE INC"|"acetaminophen 300 mg and codeine phosphate 30 mg oral tablet"|9000052
"01999656"|"ACET CODEINE 60 TAB [acetaminophen 300 mg and codeine phosphate 60 mg oral tablet] PHARMASCIENCE INC"|"acetaminophen 300 mg and codeine phosphate 60 mg oral tablet"|9000053
"02163918"|"TYLENOL WITH CODEINE NO. 4 - TAB [acetaminophen 300 mg and codeine phosphate 60 mg oral tablet] JANSSEN INC"|"acetaminophen 300 mg and codeine phosphate 60 mg oral tablet"|9000053
"02232658"|"PROCET-30 [acetaminophen 300 mg and codeine phosphate 30 mg oral tablet] PRO DOC LIMITEE"|"acetaminophen 300 mg and codeine phosphate 30 mg oral tablet"|9000052
"02254263"|"PHL-ACET-CODEINE 60 [acetaminophen 300 mg and codeine phosphate 60 mg oral tablet] PHARMEL INC"|"acetaminophen 300 mg and codeine phosphate 60 mg oral tablet"|9000053
"02254271"|"PHL-ACET-CODEINE 30 [acetaminophen 300 mg and codeine phosphate 30 mg oral tablet] PHARMEL INC"|"acetaminophen 300 mg and codeine phosphate 30 mg oral tablet"|9000052
"00608165"|"RATIO-OXYCOCET [acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet] TEVA CANADA LIMITED"|"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet"|9000079
"01916475"|"PERCOCET [acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet] BRISTOL-MYERS SQUIBB CANADA"|"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet"|9000079
"01916491"|"PERCOCET-DEMI [acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet] BRISTOL-MYERS SQUIBB CANADA"|"acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet"|9000078
"01916548"|"ENDOCET [acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet] BRISTOL-MYERS SQUIBB CANADA"|"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet"|9000079
"02242468"|"RIVACOCET [acetaminophen 325 mg and oxycodone (oxycodone hydrochloride) 5 mg oral tablet] LABORATOIRE RIVA INC"|"acetaminophen 325 mg and oxycodone (oxycodone hydrochloride) 5 mg oral tablet"|9000077
"02245758"|"PMS-OXYCODONE - ACETAMINOPHEN [acetaminophen 325 mg and oxycodone (oxycodone hydrochloride) 5 mg oral tablet] PHARMASCIENCE INC"|"acetaminophen 325 mg and oxycodone (oxycodone hydrochloride) 5 mg oral tablet"|9000077
"02307898"|"SANDOZ OXYCODONE/ACETAMINOPHEN [acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet] SANDOZ CANADA INCORPORATED"|"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet"|9000079
"02324628"|"APO-OXYCODONE/ACET [acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet] APOTEX INC"|"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet"|9000079
"02327171"|"OXYCODONE-ACET [acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet] PRO DOC LIMITEE"|"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet"|9000079
"02361361"|"OXYCODONE/ACET [acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet] SANIS HEALTH INC"|"acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet"|9000079
"02264846"|"TRAMACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] JANSSEN INC"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02336790"|"APO-TRAMADOL/ACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] APOTEX INC"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02347180"|"TEVA-TRAMADOL/ACETAMINOPHEN [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] TEVA CANADA LIMITED"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02383209"|"ACT TRAMADOL/ACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] ACTAVIS PHARMA COMPANY"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02388197"|"RAN-TRAMADOL/ACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02388308"|"JAMP-ACET-TRAMADOL [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] JAMP PHARMA CORPORATION"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02388324"|"MAR-TRAMADOL/ACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] MARCAN PHARMACEUTICALS INC"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02389800"|"MINT-TRAMADOL/ACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] MINT PHARMACEUTICALS INC"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02391554"|"PRIVA-TRAMADOL/ACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] PHARMAPAR INC"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02401657"|"PMS-TRAMADOL-ACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] PHARMASCIENCE INC"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02417502"|"TRAMADOL-ACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] PRO DOC LIMITEE"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02425599"|"MYLAN-TRAMADOL/ACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02426803"|"TRAMADOL/ACET [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] SANIS HEALTH INC"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02429969"|"TRAMADOL / ACETAMINOPHEN [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02439050"|"AURO-TRAMADOL/ACETAMINOPHEN [acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet] AURO PHARMA INC"|"acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet"|9000083
"02039524"|"ZOVIRAX [acyclovir 5 % cutaneous cream] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"acyclovir 5 % cutaneous cream"|9000356
"00569771"|"ZOVIRAX [acyclovir 5 % cutaneous ointment] VALEANT CANADA LP/VALEANT CANADA S.E.C."|"acyclovir 5 % cutaneous ointment"|9000357
"00886157"|"ZOVIRAX [acyclovir 200 mg per 5 oral suspension] GLAXOSMITHKLINE INC"|"acyclovir 200 mg per 5 oral suspension"|9000353
"02078627"|"RATIO-ACYCLOVIR [acyclovir 200 mg oral tablet] TEVA CANADA LIMITED"|"acyclovir 200 mg oral tablet"|9000352
"02078635"|"RATIO-ACYCLOVIR [acyclovir 400 mg oral tablet] TEVA CANADA LIMITED"|"acyclovir 400 mg oral tablet"|9000354
"02078651"|"RATIO-ACYCLOVIR [acyclovir 800 mg oral tablet] TEVA CANADA LIMITED"|"acyclovir 800 mg oral tablet"|9000358
"02207621"|"APO-ACYCLOVIR - TAB 200MG [acyclovir 200 mg oral tablet] APOTEX INC"|"acyclovir 200 mg oral tablet"|9000352
"02207648"|"APO-ACYCLOVIR - TAB 400MG [acyclovir 400 mg oral tablet] APOTEX INC"|"acyclovir 400 mg oral tablet"|9000354
"02207656"|"APO-ACYCLOVIR - TAB 800MG [acyclovir 800 mg oral tablet] APOTEX INC"|"acyclovir 800 mg oral tablet"|9000358
"02242463"|"MYLAN-ACYCLOVIR [acyclovir 400 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"acyclovir 400 mg oral tablet"|9000354
"02242464"|"MYLAN-ACYCLOVIR [acyclovir 800 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"acyclovir 800 mg oral tablet"|9000358
"02242784"|"MYLAN-ACYCLOVIR [acyclovir 200 mg oral tablet] MYLAN PHARMACEUTICALS ULC"|"acyclovir 200 mg oral tablet"|9000352
"02285959"|"TEVA-ACYCLOVIR [acyclovir 200 mg oral tablet] TEVA CANADA LIMITED"|"acyclovir 200 mg oral tablet"|9000352
"02285967"|"TEVA-ACYCLOVIR [acyclovir 400 mg oral tablet] TEVA CANADA LIMITED"|"acyclovir 400 mg oral tablet"|9000354
"02285975"|"TEVA-ACYCLOVIR [acyclovir 800 mg oral tablet] TEVA CANADA LIMITED"|"acyclovir 800 mg oral tablet"|9000358
"02286564"|"ACYCLOVIR [acyclovir 400 mg oral tablet] SANIS HEALTH INC"|"acyclovir 400 mg oral tablet"|9000354
"02231190"|"ACYCLOVIR SODIUM FOR INJECTION [acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection] NOVOPHARM LIMITED"|"acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection"|9000351
"02236916"|"ACYCLOVIR SODIUM INJECTION [acyclovir (acyclovir sodium) 25 mg per mL solution for injection] HOSPIRA HEALTHCARE CORPORATION"|"acyclovir (acyclovir sodium) 25 mg per ml solution for injection"|NA
"02236926"|"ACYCLOVIR SODIUM INJECTION [acyclovir (acyclovir sodium) 50 mg per mL solution for injection] FRESENIUS KABI CANADA LTD"|"acyclovir (acyclovir sodium) 50 mg per ml solution for injection"|NA
"02245329"|"FOSAMAX [alendronic acid (alendronate sodium) 70 mg oral tablet] MERCK CANADA INC"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02247373"|"TEVA-ALENDRONATE [alendronic acid (alendronate sodium) 10 mg oral tablet] TEVA CANADA LIMITED"|"alendronic acid (alendronate sodium) 10 mg oral tablet"|9000424
"02248251"|"TEVA-ALENDRONATE [alendronic acid (alendronate sodium) 5 mg oral tablet] TEVA CANADA LIMITED"|"alendronic acid (alendronate sodium) 5 mg oral tablet"|9000425
"02248727"|"APO-ALENDRONATE [alendronic acid (alendronate sodium) 5 mg oral tablet] APOTEX INC"|"alendronic acid (alendronate sodium) 5 mg oral tablet"|9000425
"02248728"|"APO-ALENDRONATE [alendronic acid (alendronate sodium) 10 mg oral tablet] APOTEX INC"|"alendronic acid (alendronate sodium) 10 mg oral tablet"|9000424
"02248730"|"APO-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] APOTEX INC"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02261715"|"TEVA-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] TEVA CANADA LIMITED"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02273179"|"PMS-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] PHARMASCIENCE INC"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02282763"|"DOM-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] DOMINION PHARMACAL"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02284006"|"PMS-ALENDRONATE-FC [alendronic acid (alendronate sodium) 70 mg oral tablet] PHARMASCIENCE INC"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02288087"|"SANDOZ ALENDRONATE [alendronic acid (alendronate sodium) 10 mg oral tablet] SANDOZ CANADA INCORPORATED"|"alendronic acid (alendronate sodium) 10 mg oral tablet"|9000424
"02288109"|"SANDOZ ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] SANDOZ CANADA INCORPORATED"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02299712"|"ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] SIVEM PHARMACEUTICALS ULC"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02303078"|"ALENDRONATE-70 [alendronic acid (alendronate sodium) 70 mg oral tablet] PRO DOC LIMITEE"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02381478"|"ACH-ALENDRONATE [alendronic acid (alendronate sodium) 5 mg oral tablet] ACCORD HEALTHCARE INC"|"alendronic acid (alendronate sodium) 5 mg oral tablet"|9000425
"02381486"|"ACH-ALENDRONATE [alendronic acid (alendronate sodium) 10 mg oral tablet] ACCORD HEALTHCARE INC"|"alendronic acid (alendronate sodium) 10 mg oral tablet"|9000424
"02381494"|"ACH-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] ACCORD HEALTHCARE INC"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02384698"|"RAN-ALENDRONATE [alendronic acid (alendronate sodium) 5 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"alendronic acid (alendronate sodium) 5 mg oral tablet"|9000425
"02384701"|"RAN-ALENDRONATE [alendronic acid (alendronate sodium) 10 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"alendronic acid (alendronate sodium) 10 mg oral tablet"|9000424
"02384728"|"RAN-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] RANBAXY PHARMACEUTICALS CANADA INC."|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02385031"|"JAMP-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] JAMP PHARMA CORPORATION"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02388545"|"AURO-ALENDRONATE [alendronic acid (alendronate sodium) 10 mg oral tablet] AURO PHARMA INC"|"alendronic acid (alendronate sodium) 10 mg oral tablet"|9000424
"02388553"|"AURO-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] AURO PHARMA INC"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02394863"|"MINT-ALENDRONATE [alendronic acid (alendronate sodium) 10 mg oral tablet] MINT PHARMACEUTICALS INC"|"alendronic acid (alendronate sodium) 10 mg oral tablet"|9000424
"02394871"|"MINT-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] MINT PHARMACEUTICALS INC"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02401126"|"ACCEL-ALENDRONATE [alendronic acid (alendronate sodium) 10 mg oral tablet] ACCEL PHARMA INC"|"alendronic acid (alendronate sodium) 10 mg oral tablet"|9000424
"02401134"|"ACCEL-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] ACCEL PHARMA INC"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
"02428717"|"VAN-ALENDRONATE [alendronic acid (alendronate sodium) 5 mg oral tablet] VANC PHARMACEUTICALS INC"|"alendronic acid (alendronate sodium) 5 mg oral tablet"|9000425
"02428725"|"VAN-ALENDRONATE [alendronic acid (alendronate sodium) 10 mg oral tablet] VANC PHARMACEUTICALS INC"|"alendronic acid (alendronate sodium) 10 mg oral tablet"|9000424
"02428733"|"VAN-ALENDRONATE [alendronic acid (alendronate sodium) 70 mg oral tablet] VANC PHARMACEUTICALS INC"|"alendronic acid (alendronate sodium) 70 mg oral tablet"|9000428
