"extract","drug_code","active_ingredient_code","ingredient","strength","strength_unit","status","drug_identification_number"
"approved",98007,23307,"DOTATATE","40","MCG","NEW","02490005"
"approved",98008,2730,"DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.33","%","ADDED","02490013"
"approved",98008,8890,"ALCOHOL ANHYDROUS","72.5","%","ADDED","02490013"
"approved",98011,10225,"LIDOCAINE HYDROCHLORIDE","10","MG","ADDED","02490048"
"approved",98012,10225,"LIDOCAINE HYDROCHLORIDE","20","MG","ADDED","02490056"
"approved",98013,23316,"ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, B-DOMAIN TRUNCATED), PEGYLATED","500","UNIT","NEW","02490064"
"approved",98014,23316,"ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, B-DOMAIN TRUNCATED), PEGYLATED","1000","UNIT","NEW","02490072"
"approved",98015,23316,"ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, B-DOMAIN TRUNCATED), PEGYLATED","1500","UNIT","NEW","02490080"
"approved",98016,23316,"ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, B-DOMAIN TRUNCATED), PEGYLATED","2000","UNIT","NEW","02490099"
"approved",98017,23316,"ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, B-DOMAIN TRUNCATED), PEGYLATED","3000","UNIT","NEW","02490102"
"approved",98018,10187,"AMITRIPTYLINE HYDROCHLORIDE","10","MG","ADDED","02490110"
"approved",98019,10187,"AMITRIPTYLINE HYDROCHLORIDE","25","MG","ADDED","02490129"
"approved",98020,10187,"AMITRIPTYLINE HYDROCHLORIDE","50","MG","ADDED","02490137"
"approved",98021,10187,"AMITRIPTYLINE HYDROCHLORIDE","75","MG","ADDED","02490145"
"approved",98022,11987,"RIVASTIGMINE","4.6","MG","ADDED","02490153"
"approved",98023,11987,"RIVASTIGMINE","9.5","MG","ADDED","02490161"
"approved",98025,11987,"RIVASTIGMINE","13.3","MG","ADDED","02490188"
"approved",98026,2609,"IBUPROFEN","200","MG","ADDED","02490196"
"approved",98027,2609,"IBUPROFEN","400","MG","ADDED","02490218"
"approved",98028,20437,"LISDEXAMFETAMINE DIMESYLATE","10","MG","ADDED","02490226"
"approved",98029,20437,"LISDEXAMFETAMINE DIMESYLATE","20","MG","ADDED","02490234"
"approved",98030,20437,"LISDEXAMFETAMINE DIMESYLATE","30","MG","ADDED","02490242"
"approved",98031,20437,"LISDEXAMFETAMINE DIMESYLATE","40","MG","ADDED","02490250"
"approved",98032,20437,"LISDEXAMFETAMINE DIMESYLATE","50","MG","ADDED","02490269"
"approved",98033,20437,"LISDEXAMFETAMINE DIMESYLATE","60","MG","ADDED","02490277"
"approved",98034,6850,"BENZOYL PEROXIDE","5","%","ADDED","02490285"
"approved",98037,23320,"LAROTRECTINIB (LAROTRECTINIB SULFATE)","25","MG","NEW","02490315"
"approved",98038,23320,"LAROTRECTINIB (LAROTRECTINIB SULFATE)","100","MG","NEW","02490323"
"approved",98039,23320,"LAROTRECTINIB (LAROTRECTINIB SULFATE)","20","MG","NEW","02490331"
"approved",98041,23041,"DECITABINE","50","MG","ADDED","02490366"
"approved",98046,20171,"DULOXETINE (DULOXETINE HYDROCHLORIDE)","60","MG","ADDED","02490420"
"approved",98047,20171,"DULOXETINE (DULOXETINE HYDROCHLORIDE)","30","MG","ADDED","02490412"
"approved",98048,13107,"LEVETIRACETAM","100","MG","ADDED","02490439"
"approved",98049,13107,"LEVETIRACETAM","100","MG","ADDED","02490447"
"approved",98053,10258,"PHENYLEPHRINE HYDROCHLORIDE","10","MG","ADDED","02490471"
"approved",98053,270,"ACETAMINOPHEN","650","MG","ADDED","02490471"
"approved",98054,10258,"PHENYLEPHRINE HYDROCHLORIDE","10","MG","ADDED","02490498"
"approved",98054,182,"DIPHENHYDRAMINE HYDROCHLORIDE","25","MG","ADDED","02490498"
"approved",98054,270,"ACETAMINOPHEN","650","MG","ADDED","02490498"
"approved",98056,9782,"DIMENHYDRINATE","50","MG","ADDED","02490528"
"approved",98057,23331,"NERATINIB (NERATINIB MALEATE)","40","MG","NEW","02490536"
"approved",98058,20636,"LACOSAMIDE","50","MG","ADDED","02490544"
"approved",98059,20636,"LACOSAMIDE","100","MG","ADDED","02490552"
"approved",98060,20636,"LACOSAMIDE","150","MG","ADDED","02490560"
"approved",98061,20636,"LACOSAMIDE","200","MG","ADDED","02490579"
"approved",98062,12580,"DUTASTERIDE","0.5","MG","ADDED","02490587"
"approved",98066,11130,"FLUOXETINE (FLUOXETINE HYDROCHLORIDE)","10","MG","ADDED","02490595"
"approved",98067,11130,"FLUOXETINE (FLUOXETINE HYDROCHLORIDE)","20","MG","ADDED","02490609"
"approved",98068,11104,"ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","4","MG","ADDED","02490617"
"approved",98069,9107,"METHIMAZOLE","5","MG","ADDED","02490625"
"approved",98070,9107,"METHIMAZOLE","10","MG","ADDED","02490633"
"approved",98072,1196,"CLOZAPINE","50","MG","ADDED","02490668"
"approved",98073,1196,"CLOZAPINE","200","MG","ADDED","02490676"
"approved",98075,1250,"OMEPRAZOLE (OMEPRAZOLE MAGNESIUM)","20","MG","ADDED","02490692"
"approved",98076,7558,"CLOBETASOL PROPIONATE","0.05","%","ADDED","02490706"
"approved",98077,23336,"SODIUM ZIRCONIUM CYCLOSILICATE","5","G","NEW","02490714"
"approved",98078,23336,"SODIUM ZIRCONIUM CYCLOSILICATE","10","G","NEW","02490722"
"approved",98079,197,"BENZALKONIUM CHLORIDE","0.08","%","ADDED","02490730"
"approved",98079,2218,"OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","0.06","%","ADDED","02490730"
"approved",98079,2232,"DIOCTYL DIMETHYL AMMONIUM CHLORIDE","0.03","%","ADDED","02490730"
"approved",98079,2730,"DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.03","%","ADDED","02490730"
"approved",98083,13153,"ERTAPENEM (ERTAPENEM SODIUM)","1","G","ADDED","02490773"
"approved",98084,11344,"AMLODIPINE (AMLODIPINE BESYLATE)","2.5","MG","ADDED","02490781"
"approved",98085,11344,"AMLODIPINE (AMLODIPINE BESYLATE)","5","MG","ADDED","02490803"
"approved",98086,11344,"AMLODIPINE (AMLODIPINE BESYLATE)","10","MG","ADDED","02490811"
"approved",98091,13271,"FEBUXOSTAT","80","MG","ADDED","02490870"
"approved",98092,20171,"DULOXETINE (DULOXETINE HYDROCHLORIDE)","30","MG","ADDED","02490889"
"approved",98093,20171,"DULOXETINE (DULOXETINE HYDROCHLORIDE)","60","MG","ADDED","02490897"
"approved",98096,2375,"CLOTRIMAZOLE","2","%","ADDED","02490927"
"approved",98097,1204,"FLUCONAZOLE","150","MG","ADDED","02490935"
"approved",98097,2375,"CLOTRIMAZOLE","2","%","ADDED","02490935"
"approved",98098,182,"DIPHENHYDRAMINE HYDROCHLORIDE","50","MG","ADDED","02490943"
"approved",98099,10021,"CITRIC ACID","2.5","%","ADDED","02490951"
"approved",98099,197,"BENZALKONIUM CHLORIDE","0.32","%","ADDED","02490951"
"approved",98099,2218,"OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","0.24","%","ADDED","02490951"
"approved",98099,2232,"DIOCTYL DIMETHYL AMMONIUM CHLORIDE","0.12","%","ADDED","02490951"
"approved",98099,2730,"DIDECYL DIMETHYL AMMONIUM CHLORIDE","0.12","%","ADDED","02490951"
"approved",98101,12429,"IMATINIB (IMATINIB MESYLATE)","100","MG","ADDED","02490986"
"approved",98102,12429,"IMATINIB (IMATINIB MESYLATE)","400","MG","ADDED","02490994"
"approved",98109,10247,"DEXTROMETHORPHAN HYDROBROMIDE","30","MG","ADDED","02491079"
"approved",98109,10259,"CHLORPHENIRAMINE MALEATE","4","MG","ADDED","02491079"
"approved",98109,270,"ACETAMINOPHEN","1000","MG","ADDED","02491079"
"approved",98109,6492,"PSEUDOEPHEDRINE HYDROCHLORIDE","60","MG","ADDED","02491079"
"approved",98112,8502,"BACITRACIN","50000","UNIT","ADDED","02491109"
