"drug_code","extract_current","extract_previous","company_name_current","company_name_previous","drug_identification_number"
97292,"approved","approved","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02482479"
97294,"approved","approved","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02482495"
97320,"approved","approved","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02482797"
97934,"approved","approved","TELIGENT CANADA INC","TELIGENT PHARMA, INC","02489260"
97945,"approved","approved","TELIGENT CANADA INC","TELIGENT PHARMA, INC","02489368"
97965,"approved","approved","TELIGENT CANADA INC","TELIGENT PHARMA, INC","02489570"
1471,"active","active","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C.","00247960"
1472,"active","active","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C.","00247979"
2863,"active","active","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C.","00343617"
11135,"active","active","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C.","00869953"
13834,"active","active","CHEPLAPHARM ARZNEIMITTEL GMBH GERMANY","HOFFMANN-LA ROCHE LIMITED","01911481"
13835,"active","active","CHEPLAPHARM ARZNEIMITTEL GMBH GERMANY","HOFFMANN-LA ROCHE LIMITED","01911473"
18012,"active","active","PFIZER CANADA ULC","HOSPIRA HEALTHCARE ULC","01901982"
63101,"active","active","BGP PHARMA ULC","NOVARTIS PHARMACEUTICALS CANADA INC","02239630"
71848,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02247591"
72370,"active","active","SUNOVION PHARMACEUTICALS CANADA INC","TEVA CANADA LIMITED","02248050"
74867,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02263289"
74871,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02263327"
74897,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02263599"
74903,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02263653"
76834,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02282704"
78465,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02299267"
78509,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02299720"
79438,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02308762"
79817,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02312646"
80245,"active","active","JANSSEN INC","PATRIOT A DIVISION OF JANSSEN INC","02316951"
80246,"active","active","JANSSEN INC","PATRIOT A DIVISION OF JANSSEN INC","02316978"
84738,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02362376"
85559,"active","active","BAUSCH HEALTH, CANADA INC.","VALEANT CANADA LP/VALEANT CANADA S.E.C.","02370433"
86037,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02374951"
88896,"active","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02404176"
92086,"active","active","APOPHARMA, A DIVISION OF APOTEX INC.","APOPHARMA INC","02436523"
92087,"active","active","APOPHARMA, A DIVISION OF APOTEX INC.","APOPHARMA INC","02436531"
16244,"dormant","dormant","PHARMA STULLN INC.","EBERTH PHARMACEUTICALS INC","02023822"
76966,"dormant","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02284103"
77078,"dormant","dormant","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02285274"
97253,"dormant","active","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02482088"
78074,"approved","approved","SUNOVION PHARMACEUTICALS CANADA INC","TEVA CANADA LIMITED","02295431"
86038,"approved","approved","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02374978"
87146,"approved","approved","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02385856"
97290,"approved","approved","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02482452"
97291,"approved","approved","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02482460"
97293,"approved","approved","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL A DIVISION OF AGRISAN INC","AGRISAN SPECIALTY CHEMICAL & PHARMACEUTICAL","02482487"
97964,"approved","approved","TELIGENT PHARMA, INC","TELIGENT OU","02489554"
