mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
02230369,"CLONAPAM (clonazépam 2 mg comprimé oral) BAUSCH HEALTH, CANADA INC.",clonazépam 2 mg comprimé oral,clonazépam,"mp_fr_description: ""CLONAPAM (clonazépam 2 mg comprimé oral) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""CLONAPAM (clonazépam 2 mg comprimé oral) BAUSCH HEALTH, CANADA INC."""
02230641,SELEGILINE (chlorhydrate de sélégiline 5 mg comprimé oral) AA PHARMA INC,chlorhydrate de sélégiline 5 mg comprimé oral,sélégiline,"mp_fr_description: ""APO-SELEGILINE (chlorhydrate de sélégiline 5 mg comprimé oral) APOTEX INC"" -> ""SELEGILINE (chlorhydrate de sélégiline 5 mg comprimé oral) AA PHARMA INC"""
02237825,"WELLBUTRIN SR (chlorhydrate de bupropion 150 mg comprimé oral à libération prolongée) BAUSCH HEALTH, CANADA INC.",chlorhydrate de bupropion 150 mg comprimé oral à libération prolongée,bupropion,"mp_fr_description: ""WELLBUTRIN SR (chlorhydrate de bupropion 150 mg comprimé oral à libération prolongée) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""WELLBUTRIN SR (chlorhydrate de bupropion 150 mg comprimé oral à libération prolongée) BAUSCH HEALTH, CANADA INC."""
02238704,"ESTROGEL (estradiol (hémihydrate d'estradiol) 0,06 % gel transdermique) ORGANON CANADA INC.","estradiol 0,06 % gel transdermique",estradiol,"mp_fr_description: ""ESTROGEL (estradiol (hémihydrate d'estradiol) 0,06 % gel transdermique) MERCK CANADA INC"" -> ""ESTROGEL (estradiol (hémihydrate d'estradiol) 0,06 % gel transdermique) ORGANON CANADA INC."""
02243659,"CLINDA-T (clindamycine (phosphate de clindamycine) 1 % solution pour application cutanée) BAUSCH HEALTH, CANADA INC.",clindamycine (phosphate de clindamycine) 1 % solution pour application cutanée,clindamycine,"mp_fr_description: ""CLINDA-T (clindamycine (phosphate de clindamycine) 1 % solution pour application cutanée) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""CLINDA-T (clindamycine (phosphate de clindamycine) 1 % solution pour application cutanée) BAUSCH HEALTH, CANADA INC."""
02250624,"LACRISERT (hyprolose 5 mg insert ophtalmique) BAUSCH HEALTH, CANADA INC.",hyprolose 5 mg insert ophtalmique,hyprolose,"mp_fr_description: ""LACRISERT (hyprolose 5 mg insert ophtalmique) ATON PHARMA INC DIVISION OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC"" -> ""LACRISERT (hyprolose 5 mg insert ophtalmique) BAUSCH HEALTH, CANADA INC."""
02283131,"ALTACE HCT (hydrochlorothiazide 12,5 mg et ramipril 2,5 mg comprimé oral) BAUSCH HEALTH, CANADA INC.","hydrochlorothiazide 12,5 mg et ramipril 2,5 mg comprimé oral",hydrochlorothiazide et ramipril,"mp_fr_description: ""ALTACE HCT (hydrochlorothiazide 12,5 mg et ramipril 2,5 mg comprimé oral) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ALTACE HCT (hydrochlorothiazide 12,5 mg et ramipril 2,5 mg comprimé oral) BAUSCH HEALTH, CANADA INC."""
02283158,"ALTACE HCT (hydrochlorothiazide 12,5 mg et ramipril 5 mg comprimé oral) BAUSCH HEALTH, CANADA INC.","hydrochlorothiazide 12,5 mg et ramipril 5 mg comprimé oral",hydrochlorothiazide et ramipril,"mp_fr_description: ""ALTACE HCT (hydrochlorothiazide 12,5 mg et ramipril 5 mg comprimé oral) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ALTACE HCT (hydrochlorothiazide 12,5 mg et ramipril 5 mg comprimé oral) BAUSCH HEALTH, CANADA INC."""
02283166,"ALTACE HCT (hydrochlorothiazide 12,5 mg et ramipril 10 mg comprimé oral) BAUSCH HEALTH, CANADA INC.","hydrochlorothiazide 12,5 mg et ramipril 10 mg comprimé oral",hydrochlorothiazide et ramipril,"mp_fr_description: ""ALTACE HCT (hydrochlorothiazide 12,5 mg et ramipril 10 mg comprimé oral) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ALTACE HCT (hydrochlorothiazide 12,5 mg et ramipril 10 mg comprimé oral) BAUSCH HEALTH, CANADA INC."""
02283174,"ALTACE HCT (hydrochlorothiazide 25 mg et ramipril 5 mg comprimé oral) BAUSCH HEALTH, CANADA INC.",hydrochlorothiazide 25 mg et ramipril 5 mg comprimé oral,hydrochlorothiazide et ramipril,"mp_fr_description: ""ALTACE HCT (hydrochlorothiazide 25 mg et ramipril 5 mg comprimé oral) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ALTACE HCT (hydrochlorothiazide 25 mg et ramipril 5 mg comprimé oral) BAUSCH HEALTH, CANADA INC."""
02283182,"ALTACE HCT (hydrochlorothiazide 25 mg et ramipril 10 mg comprimé oral) BAUSCH HEALTH, CANADA INC.",hydrochlorothiazide 25 mg et ramipril 10 mg comprimé oral,hydrochlorothiazide et ramipril,"mp_fr_description: ""ALTACE HCT (hydrochlorothiazide 25 mg et ramipril 10 mg comprimé oral) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""ALTACE HCT (hydrochlorothiazide 25 mg et ramipril 10 mg comprimé oral) BAUSCH HEALTH, CANADA INC."""
02392623,JAMP PANTOPRAZOLE SODIUM (pantoprazole (pantoprazole sodique sesquihydrate) 40 mg comprimé gastrorésistant) JAMP PHARMA CORPORATION,pantoprazole (pantoprazole sodique) 40 mg comprimé gastrorésistant,pantoprazole,ADDED
02398958,DIACOMIT (stiripentol 250 mg capsule orale) BIOCODEX SAS,stiripentol 250 mg capsule orale,stiripentol,"mp_fr_description: ""DIACOMIT (stiripentol 250 mg capsule orale) BIOCODEX SA"" -> ""DIACOMIT (stiripentol 250 mg capsule orale) BIOCODEX SAS"""
02398966,DIACOMIT (stiripentol 500 mg capsule orale) BIOCODEX SAS,stiripentol 500 mg capsule orale,stiripentol,"mp_fr_description: ""DIACOMIT (stiripentol 500 mg capsule orale) BIOCODEX SA"" -> ""DIACOMIT (stiripentol 500 mg capsule orale) BIOCODEX SAS"""
02398974,DIACOMIT (stiripentol 250 mg par sachet poudre pour suspension orale) BIOCODEX SAS,stiripentol 250 mg par sachet poudre pour suspension orale,stiripentol,"mp_fr_description: ""DIACOMIT (stiripentol 250 mg par sachet poudre pour suspension orale) BIOCODEX SA"" -> ""DIACOMIT (stiripentol 250 mg par sachet poudre pour suspension orale) BIOCODEX SAS"""
02401967,TRI-CIRA LO 21 (éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral) APOTEX INC,éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral,éthinylestradiol et norgestimate,"mp_fr_description: ""TRICIRA LO (éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral) APOTEX INC"" -> ""TRI-CIRA LO 21 (éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral) APOTEX INC"""
02401975,TRI-CIRA LO 28 (éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral) APOTEX INC,éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral,éthinylestradiol et norgestimate,"mp_fr_description: ""TRICIRA LO (éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral) APOTEX INC"" -> ""TRI-CIRA LO 28 (éthinylestradiol 25 mcg et norgestimate 180 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 215 mcg comprimé oral avec éthinylestradiol 25 mcg et norgestimate 250 mcg comprimé oral avec lactose comprimé oral) APOTEX INC"""
02407485,ACH-TELMISARTAN (telmisartan 40 mg comprimé oral) ACCORD HEALTHCARE INC,telmisartan 40 mg comprimé oral,telmisartan,"mp_fr_description: ""TELMISARTAN TABLETS (telmisartan 40 mg comprimé oral) ACCORD HEALTHCARE INC"" -> ""ACH-TELMISARTAN (telmisartan 40 mg comprimé oral) ACCORD HEALTHCARE INC"""
02407493,ACH-TELMISARTAN (telmisartan 80 mg comprimé oral) ACCORD HEALTHCARE INC,telmisartan 80 mg comprimé oral,telmisartan,"mp_fr_description: ""TELMISARTAN TABLETS (telmisartan 80 mg comprimé oral) ACCORD HEALTHCARE INC"" -> ""ACH-TELMISARTAN (telmisartan 80 mg comprimé oral) ACCORD HEALTHCARE INC"""
02412373,TARO-CELECOXIB (célécoxib 100 mg capsule orale) SUN PHARMA CANADA INC,célécoxib 100 mg capsule orale,célécoxib,"mp_fr_description: ""RAN-CELECOXIB (célécoxib 100 mg capsule orale) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-CELECOXIB (célécoxib 100 mg capsule orale) SUN PHARMA CANADA INC"""
02412381,TARO-CELECOXIB (célécoxib 200 mg capsule orale) SUN PHARMA CANADA INC,célécoxib 200 mg capsule orale,célécoxib,"mp_fr_description: ""RAN-CELECOXIB (célécoxib 200 mg capsule orale) RANBAXY PHARMACEUTICALS CANADA INC."" -> ""TARO-CELECOXIB (célécoxib 200 mg capsule orale) SUN PHARMA CANADA INC"""
02426900,GLN-URSODIOL (ursodiol 250 mg comprimé oral) GLENMARK PHARMACEUTICALS CANADA INC.,ursodiol 250 mg comprimé oral,ursodiol,"mp_fr_description: ""URSODIOL TABLETS USP (ursodiol 250 mg comprimé oral) GLENMARK PHARMACEUTICALS CANADA INC."" -> ""GLN-URSODIOL (ursodiol 250 mg comprimé oral) GLENMARK PHARMACEUTICALS CANADA INC."""
02426919,GLN-URSODIOL (ursodiol 500 mg comprimé oral) GLENMARK PHARMACEUTICALS CANADA INC.,ursodiol 500 mg comprimé oral,ursodiol,"mp_fr_description: ""URSODIOL TABLETS USP (ursodiol 500 mg comprimé oral) GLENMARK PHARMACEUTICALS CANADA INC."" -> ""GLN-URSODIOL (ursodiol 500 mg comprimé oral) GLENMARK PHARMACEUTICALS CANADA INC."""
02427419,"TEVA-BETAMETHASONE/ CALCIPOTRIOL (bétaméthasone (dipropionate de bétaméthasone) 0,5 mg par g et calcipotriol 50 mcg par g pommade cutanée) TEVA CANADA LIMITED","bétaméthasone (dipropionate de bétaméthasone) 0,5 mg par g et calcipotriol 50 mcg par g pommade cutanée",dipropionate de bétaméthasone et calcipotriol,ADDED
02431920,RIXUBIS (nonacog gamma 250 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC,nonacog gamma 250 unité par fiole poudre pour solution injectable avec solution diluante,nonacog gamma,"mp_fr_description: ""RIXUBIS (nonacog gamma 250 unité par fiole poudre pour solution injectable avec solution diluante) SHIRE PHARMA CANADA ULC"" -> ""RIXUBIS (nonacog gamma 250 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC"""
02431939,RIXUBIS (nonacog gamma 500 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC,nonacog gamma 500 unité par fiole poudre pour solution injectable avec solution diluante,nonacog gamma,"mp_fr_description: ""RIXUBIS (nonacog gamma 500 unité par fiole poudre pour solution injectable avec solution diluante) SHIRE PHARMA CANADA ULC"" -> ""RIXUBIS (nonacog gamma 500 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC"""
02431947,RIXUBIS (nonacog gamma 1000 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC,nonacog gamma 1000 unité par fiole poudre pour solution injectable avec solution diluante,nonacog gamma,"mp_fr_description: ""RIXUBIS (nonacog gamma 1000 unité par fiole poudre pour solution injectable avec solution diluante) SHIRE PHARMA CANADA ULC"" -> ""RIXUBIS (nonacog gamma 1000 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC"""
02431955,RIXUBIS (nonacog gamma 2000 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC,nonacog gamma 2000 unité par fiole poudre pour solution injectable avec solution diluante,nonacog gamma,"mp_fr_description: ""RIXUBIS (nonacog gamma 2000 unité par fiole poudre pour solution injectable avec solution diluante) SHIRE PHARMA CANADA ULC"" -> ""RIXUBIS (nonacog gamma 2000 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC"""
02431963,RIXUBIS (nonacog gamma 3000 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC,nonacog gamma 3000 unité par fiole poudre pour solution injectable avec solution diluante,nonacog gamma,"mp_fr_description: ""RIXUBIS (nonacog gamma 3000 unité par fiole poudre pour solution injectable avec solution diluante) SHIRE PHARMA CANADA ULC"" -> ""RIXUBIS (nonacog gamma 3000 unité par fiole poudre pour solution injectable avec solution diluante) TAKEDA CANADA INC"""
02453908,"TEVA-BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 2 mg et naloxone (chlorhydrate dihydraté de naloxone) 0,5 mg comprimé sublingual) TEVA CANADA LIMITED","buprénorphine (chlorhydrate de buprénorphine) 2 mg et naloxone (chlorhydrate de naloxone) 0,5 mg comprimé sublingual",buprénorphine et naloxone,"mp_fr_description: ""ACT BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 2 mg et naloxone (chlorhydrate dihydraté de naloxone) 0,5 mg comprimé sublingual) TEVA CANADA LIMITED"" -> ""TEVA-BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 2 mg et naloxone (chlorhydrate dihydraté de naloxone) 0,5 mg comprimé sublingual) TEVA CANADA LIMITED"""
02453916,TEVA-BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 8 mg et naloxone (chlorhydrate dihydraté de naloxone) 2 mg comprimé sublingual) TEVA CANADA LIMITED,buprénorphine (chlorhydrate de buprénorphine) 8 mg et naloxone (chlorhydrate de naloxone) 2 mg comprimé sublingual,buprénorphine et naloxone,"mp_fr_description: ""ACT BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 8 mg et naloxone (chlorhydrate dihydraté de naloxone) 2 mg comprimé sublingual) TEVA CANADA LIMITED"" -> ""TEVA-BUPRENORPHINE/NALOXONE (buprénorphine (chlorhydrate de buprénorphine) 8 mg et naloxone (chlorhydrate dihydraté de naloxone) 2 mg comprimé sublingual) TEVA CANADA LIMITED"""
02458187,"NARCAN NASAL SPRAY (chlorhydrate de naloxone 4 mg par 0,1 mL vaporisation nasale) EMERGENT OPERATIONS IRELAND LIMITED","chlorhydrate de naloxone 4 mg par 0,1 mL vaporisation nasale",naloxone,"mp_fr_description: ""NARCAN NASAL SPRAY (chlorhydrate de naloxone 4 mg par 0,1 mL vaporisation nasale) ADAPT PHARMA OPERATIONS LIMITED"" -> ""NARCAN NASAL SPRAY (chlorhydrate de naloxone 4 mg par 0,1 mL vaporisation nasale) EMERGENT OPERATIONS IRELAND LIMITED"""
02459299,"AMGEVITA SINGLE-USE PREFILLED SYRINGE (40MG/0.8ML) (adalimumab 40 mg par 0,8 mL solution injectable seringue) AMGEN CANADA INC","adalimumab 40 mg par 0,8 mL solution injectable seringue",adalimumab,ADDED
02459302,"AMGEVITA SINGLE-USE PREFILLED AUTOINJECTOR (40MG/0.8ML) (adalimumab 40 mg par 0,8 mL solution injectable seringue) AMGEN CANADA INC","adalimumab 40 mg par 0,8 mL solution injectable seringue",adalimumab,ADDED
02459310,"AMGEVITA (adalimumab 20 mg par 0,4 mL solution injectable seringue) AMGEN CANADA INC","adalimumab 20 mg par 0,4 mL solution injectable seringue",adalimumab,ADDED
02462850,ERELZI SENSOREADY PEN. SINGLE USE. (étanercept 50 mg par 1 mL solution injectable seringue) SANDOZ CANADA INCORPORATED,étanercept 50 mg par 1 mL solution injectable seringue,étanercept,"mp_fr_description: ""ERELZI SENSOREADY PEN. SINGLE USE.  (étanercept 50 mg par 1 mL solution injectable seringue) SANDOZ CANADA INCORPORATED"" -> ""ERELZI SENSOREADY PEN. SINGLE USE. (étanercept 50 mg par 1 mL solution injectable seringue) SANDOZ CANADA INCORPORATED"""
02468603,"SANDOZ SAXAGLIPTIN (saxagliptine (chlorhydrate de saxagliptine) 2,5 mg comprimé oral) SANDOZ CANADA INCORPORATED","saxagliptine (chlorhydrate de saxagliptine) 2,5 mg comprimé oral",saxagliptine,ADDED
02468611,SANDOZ SAXAGLIPTIN (saxagliptine (chlorhydrate de saxagliptine) 5 mg comprimé oral) SANDOZ CANADA INCORPORATED,saxagliptine (chlorhydrate de saxagliptine) 5 mg comprimé oral,saxagliptine,ADDED
02469677,PINAVERIUM (bromure de pinavérium 50 mg comprimé oral) AA PHARMA INC,bromure de pinavérium 50 mg comprimé oral,pinavérium,"mp_fr_description: ""APO-PINAVERIUM (bromure de pinavérium 50 mg comprimé oral) APOTEX INC"" -> ""PINAVERIUM (bromure de pinavérium 50 mg comprimé oral) AA PHARMA INC"""
02469685,PINAVERIUM (bromure de pinavérium 100 mg comprimé oral) AA PHARMA INC,bromure de pinavérium 100 mg comprimé oral,pinavérium,"mp_fr_description: ""APO-PINAVERIUM (bromure de pinavérium 100 mg comprimé oral) APOTEX INC"" -> ""PINAVERIUM (bromure de pinavérium 100 mg comprimé oral) AA PHARMA INC"""
02472821,MINT-ZOLPIDEM ODT (tartrate de zolpidem 5 mg comprimé orodispersible) MINT PHARMACEUTICALS INC,tartrate de zolpidem 5 mg comprimé orodispersible,zolpidem,ADDED
02472848,MINT-ZOLPIDEM ODT (tartrate de zolpidem 10 mg comprimé orodispersible) MINT PHARMACEUTICALS INC,tartrate de zolpidem 10 mg comprimé orodispersible,zolpidem,ADDED
02473097,"HADLIMA (adalimumab 40 mg par 0,8 mL solution injectable seringue) SAMSUNG BIOEPIS CO., LTD","adalimumab 40 mg par 0,8 mL solution injectable seringue",adalimumab,ADDED
02473100,"HADLIMA PUSHTOUCH (adalimumab 40 mg par 0,8 mL solution injectable seringue) SAMSUNG BIOEPIS CO., LTD","adalimumab 40 mg par 0,8 mL solution injectable seringue",adalimumab,ADDED
02480026,TARO-MELPHALAN (melphalan (chlorhydrate de melphalan) 50 mg par fiole poudre pour solution injectable avec solution diluante) TARO PHARMACEUTICALS INC,melphalan (chlorhydrate de melphalan) 50 mg par fiole poudre pour solution injectable avec solution diluante,melphalan,ADDED
02480948,TAKHZYRO (lanadélumab 300 mg par 2 mL solution injectable fiole) TAKEDA CANADA INC,lanadélumab 300 mg par 2 mL solution injectable fiole,lanadélumab,"mp_fr_description: ""TAKHZYRO (lanadélumab 300 mg par 2 mL solution injectable fiole) SHIRE PHARMA CANADA ULC"" -> ""TAKHZYRO (lanadélumab 300 mg par 2 mL solution injectable fiole) TAKEDA CANADA INC"""
02492156,"HYRIMOZ (adalimumab 40 mg par 0,8 mL solution injectable stylo) SANDOZ CANADA INCORPORATED","adalimumab 40 mg par 0,8 mL solution injectable stylo",adalimumab,ADDED
02492164,"HYRIMOZ (adalimumab 40 mg par 0,8 mL solution injectable seringue) SANDOZ CANADA INCORPORATED","adalimumab 40 mg par 0,8 mL solution injectable seringue",adalimumab,ADDED
02493349,MEROPENEM FOR INJECTION (méropénem (méropénem trihydraté) 1 g par fiole poudre pour solution injectable) STERIMAX INC,méropénem 1 g par fiole poudre pour solution injectable,méropénem,ADDED
02493489,JAMP PRUCALOPRIDE (prucalopride (succinate de prucalopride) 1 mg comprimé oral) JAMP PHARMA CORPORATION,prucalopride (succinate de prucalopride) 1 mg comprimé oral,prucalopride,ADDED
02493497,JAMP PRUCALOPRIDE (prucalopride (succinate de prucalopride) 2 mg comprimé oral) JAMP PHARMA CORPORATION,prucalopride (succinate de prucalopride) 2 mg comprimé oral,prucalopride,ADDED
02493764,SANDOZ TRAMADOL (chlorhydrate de tramadol 50 mg comprimé oral) SANDOZ CANADA INCORPORATED,chlorhydrate de tramadol 50 mg comprimé oral,tramadol,ADDED
02494353,IBUPROFEN LIQUID GELS (ibuprofène 200 mg capsule orale) PHARMASCIENCE INC,ibuprofène 200 mg capsule orale,ibuprofène,ADDED
02494639,CREON MINIMICROSPHERES 35 (amylase 35700 unité et lipase 35000 unité et protéase 2240 unité capsule gastrorésistante) BGP PHARMA ULC,amylase 35700 unité et lipase 35000 unité et protéase 2240 unité capsule gastrorésistante,pancrelipase,ADDED
02496852,BENDAMUSTINE HYDROCHLORIDE FOR INJECTION (chlorhydrate de bendamustine 25 mg par fiole poudre pour solution injectable) ACCORD HEALTHCARE INC,chlorhydrate de bendamustine 25 mg par fiole poudre pour solution injectable,bendamustine,ADDED
02496860,BENDAMUSTINE HYDROCHLORIDE FOR INJECTION (chlorhydrate de bendamustine 100 mg par fiole poudre pour solution injectable) ACCORD HEALTHCARE INC,chlorhydrate de bendamustine 100 mg par fiole poudre pour solution injectable,bendamustine,ADDED
02496887,NAT-BENDAMUSTINE (chlorhydrate de bendamustine 25 mg par fiole poudre pour solution injectable) NATCO PHARMA (CANADA) INC,chlorhydrate de bendamustine 25 mg par fiole poudre pour solution injectable,bendamustine,ADDED
02496895,NAT-BENDAMUSTINE (chlorhydrate de bendamustine 100 mg par fiole poudre pour solution injectable) NATCO PHARMA (CANADA) INC,chlorhydrate de bendamustine 100 mg par fiole poudre pour solution injectable,bendamustine,ADDED
02498294,"DRIXORAL NO DRIP NASAL CONGESTION (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) BAYER INC","chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale",oxymétazoline,ADDED
02498308,"DRIXORAL NO DRIP NASAL CONGESTION WITH MENTHOL (chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale) BAYER INC","chlorhydrate d'oxymétazoline 0,05 % vaporisation nasale",oxymétazoline,ADDED
02499509,NEXPLANON (étonogestrel 68 mg implant) ORGANON CANADA INC.,étonogestrel 68 mg implant,étonogestrel,"mp_fr_description: ""NEXPLANON (étonogestrel 68 mg implant) MERCK CANADA INC"" -> ""NEXPLANON (étonogestrel 68 mg implant) ORGANON CANADA INC."""
