ntp_code,ntp_formal_name,ntp_fr_description,changes
9015036,magnesium chloride 20.5 g per bottle powder for concentrate for solution for haemodialysis,"chlorure de magnésium 20,5 g par bouteille poudre pour solution à diluer pour solution pour hémodialyse",ADDED
9004208,paclitaxel 100 mg per vial powder for suspension for injection,paclitaxel 100 mg par fiole poudre pour suspension injectable,ADDED
9013032,alprostadil 20 mcg per vial powder for solution for injection,alprostadil 20 mcg par fiole poudre pour solution injectable,ADDED
eaa7e3b046ed5a2606acf4f6dd627219,lorazepam 4 mg per mL solution for injection,lorazépam 4 mg par mL solution injectable,ADDED
5b190a9727e23954b5cc0e5e988a56fd,garadacimab 200 mg per 1.2 mL solution for injection,"garadacimab 200 mg par 1,2 mL solution injectable",ADDED
9004611,sodium bicarbonate 650 g per cartridge powder for concentrate for solution for haemodialysis,bicarbonate de sodium 650 g par cartouche poudre pour solution à diluer pour solution pour hémodialyse,ADDED
9014307,doxorubicin hydrochloride 2 mg per mL suspension for injection,chlorhydrate de doxorubicine 2 mg par mL suspension injectable,ADDED
9013417,buserelin (buserelin acetate) 6.3 mg implant,"buséréline (acétate de buséréline) 6,3 mg implant",DELETED
9013936,sodium (sodium acetate) 4 mmol per mL solution for injection 50 mL vial,sodium (acétate de sodium) 4 mmol par mL solution injectable 50 mL fiole,ADDED
9013084,doxorubicin hydrochloride 10 mg per 5 mL solution for injection vial,chlorhydrate de doxorubicine 10 mg par 5 mL solution injectable fiole,ADDED
080457d0f1f153e17dd67def59489563,osilodrostat (osilodrostat phosphate) 5 mg oral tablet,osilodrostat (phosphate d’osilodrostat) 5 mg comprimé oral,ADDED
9014986,raxtozinameran 30 mcg per 0.3 mL suspension for injection 1.8 mL vial,"raxtozinaméran 30 mcg par 0,3 mL suspension injectable 1,8 mL fiole",DELETED
9002030,potassium phosphate dibasic 236 mg per mL and potassium phosphate monobasic 224 mg per mL solution for injection,phosphate de potassium dibasique 236 mg par mL et phosphate de potassium monobasique 224 mg par mL solution injectable,ADDED
9001952,polyvinyl alcohol 1.4 % ophthalmic drops,"alcool polyvinylique 1,4 % gouttes ophtalmiques","ntp_status_effective_time: ""19821231"" -> ""19951231"""
9006134,chloroxylenol 1 % cutaneous solution,chloroxylénol 1 % solution pour application cutanée,ADDED
9013938,sodium bicarbonate 5 mmol per 10 mL solution for injection syringe,bicarbonate de sodium 5 mmol par 10 mL solution injectable seringue,ADDED
9000186,haloperidol 2 mg per mL oral solution,halopéridol 2 mg par mL solution orale,"ntp_status_effective_time: ""20190504"" -> ""20250704"""
9014303,benzalkonium chloride 0.15 % cutaneous solution,"chlorure de benzalkonium 0,15 % solution pour application cutanée",ADDED
9013425,chloroxylenol 4.8 % cutaneous solution,"chloroxylénol 4,8 % solution pour application cutanée",ADDED
9014936,andusomeran 0.1 mg per mL dispersion for injection 2.5 mL vial,"andusoméran 0,1 mg par mL dispersion injectable 2,5 mL fiole",DELETED
9004093,triclosan 0.3 % cutaneous solution,"triclosan 0,3 % solution pour application cutanée",ADDED
9013088,doxorubicin hydrochloride 50 mg per 25 mL solution for injection vial,chlorhydrate de doxorubicine 50 mg par 25 mL solution injectable fiole,ADDED
9001076,NA,NA,"ntp_formal_name: ""ciprofloxacin (ciprofloxacin, ciprofloxacin hydrochloride) 1000 mg prolonged-release oral tablet"" -> NULL
ntp_fr_description: ""ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 1000 mg comprimé oral à libération prolongée"" -> NULL"
9013892,paclitaxel 100 mg per 16.7 mL solution for injection vial,"paclitaxel 100 mg par 16,7 mL solution injectable fiole",ADDED
9014802,cytarabine 100 mg and daunorubicin 44 mg powder for solution for injection,cytarabine 100 mg et daunorubicine 44 mg poudre pour solution injectable,ADDED
9014984,raxtozinameran 10 mcg per 0.3 mL suspension for injection 1.8 mL vial,"raxtozinaméran 10 mcg par 0,3 mL suspension injectable 1,8 mL fiole",DELETED
9000741,haloperidol (haloperidol decanoate) 100 mg per 1 mL solution for injection vial,halopéridol (décanoate d'halopéridol) 100 mg par 1 mL solution injectable fiole,"ntp_status_effective_time: ""20170804"" -> ""20250704"""
864ab7da2e73a928b627823bda3128c5,tolvaptan 30 mg and tolvaptan 15 mg oral tablet,tolvaptan 30 mg et tolvaptan 15 mg comprimé oral,ADDED
9014560,triclosan 0.4 % NA,"triclosan 0,4 % NA",ADDED
7766ebe44c9242f0d51acb126e852391,osilodrostat (osilodrostat phosphate) 1 mg oral tablet,osilodrostat (phosphate d’osilodrostat) 1 mg comprimé oral,ADDED
9014837,baclofen 0.05 mg per 1 mL solution for injection syringe,"baclofène 0,05 mg par 1 mL solution injectable seringue",DELETED
4c938997d25b1d3906e3c5484dbed8b1,tolvaptan 15 mg and tolvaptan 15 mg oral tablet,tolvaptan 15 mg et tolvaptan 15 mg comprimé oral,ADDED
a90858467104a62f92c3474e4590f5e4,nivolumab 600 mg per 5 mL solution for injection vial,nivolumab 600 mg par 5 mL solution injectable fiole,ADDED
9014651,potassium chloride 20 meq per 100 mL solution for injection,chlorure de potassium 20 meq par 100 mL solution injectable,ADDED
c842e5100d71fc0e16d8a0e53b6dfd7a,acetaminophen 650 mg per sachet and dextromethorphan hydrobromide 20 mg per sachet powder for oral solution,acétaminophène 650 mg par sachet et bromhydrate de dextrométhorphane 20 mg par sachet poudre pour solution orale,ADDED
9014531,sodium bicarbonate 900 g per bag powder for concentrate for solution for haemodialysis,bicarbonate de sodium 900 g par sac poudre pour solution à diluer pour solution pour hémodialyse,ADDED
9014832,magnesium chloride 5.15 g per vial powder for concentrate for solution for haemodialysis,"chlorure de magnésium 5,15 g par fiole poudre pour solution à diluer pour solution pour hémodialyse",ADDED
9002321,potassium chloride 251.6 g per l solution for haemodialysis,"chlorure de potassium 251,6 g par l solution pour hémodialyse",ADDED
9006409,benzoyl peroxide 5 % and salicylic acid 2 % NA,peroxyde de benzoyle 5 % et acide salicylique 2 % NA,ADDED
bf412ad967df892caa120d6986c73c13,efgartigimod alfa 200 mg per mL solution for injection,efgartigimod alfa 200 mg par mL solution injectable,ADDED
9014530,sodium bicarbonate 650 g per bag powder for concentrate for solution for haemodialysis,bicarbonate de sodium 650 g par sac poudre pour solution à diluer pour solution pour hémodialyse,ADDED
9013927,phosphorus (potassium phosphate dibasic and potassium phosphate monobasic) 30 mmol per 10 mL and potassium (potassium phosphate dibasic and potassium phosphate monobasic) 44 mmol per 10 mL solution for injection vial,phosphore (phosphate de potassium dibasique et phosphate de potassium monobasique) 30 mmol par 10 mL et potassium (phosphate de potassium dibasique et phosphate de potassium monobasique) 44 mmol par 10 mL solution injectable fiole,ADDED
9012906,benzethonium chloride 0.2 % cutaneous cream,"chlorure de benzéthonium 0,2 % crème cutanée",ADDED
7343f60a7705fe08991c7eb45b9efd6a,acetaminophen 1000 mg per sachet and dextromethorphan hydrobromide 30 mg per sachet powder for oral solution,acétaminophène 1000 mg par sachet et bromhydrate de dextrométhorphane 30 mg par sachet poudre pour solution orale,ADDED
9014968,coagulation factor ii (human) 1520 unit per vial and coagulation factor IX human 1000 unit per vial and coagulation factor vii (human) 960 unit per vial and coagulation factor x (human) 1200 unit per vial and protein c 1240 unit per vial and protein s 1280 unit per vial NA,facteur II de coagulation humain 1520 unité par fiole et facteur IX de coagulation humain 1000 unité par fiole et facteur VII de coagulation humain 960 unité par fiole et facteur X de coagulation humain 1200 unité par fiole et protéine c 1240 unité par fiole et protéine s 1280 unité par fiole NA,ADDED
9002902,sodium acetate 328 mg per mL solution for injection,acétate de sodium 328 mg par mL solution injectable,ADDED
9014665,fibrinogen human 400 mg per 5 mL and thrombin human 2500 unit per 5 mL cutaneous solution,fibrinogène humaine 400 mg par 5 mL et thrombine humaine 2500 unité par 5 mL solution pour application cutanée,ADDED
8b3e498214601cfe86b6403ca2e5816c,dextromethorphan hydrobromide 30 mg per sachet and pheniramine maleate 20 mg per sachet and phenylephrine hydrochloride 10 mg per sachet powder for oral solution,bromhydrate de dextrométhorphane 30 mg par sachet et maléate de phéniramine 20 mg par sachet et chlorhydrate de phényléphrine 10 mg par sachet poudre pour solution orale,ADDED
9005208,calcium chloride 7.45 g per vial powder for concentrate for solution for haemodialysis,"chlorure de calcium 7,45 g par fiole poudre pour solution à diluer pour solution pour hémodialyse",ADDED
0859f1576763f7cc715e07c265d189b2,argatroban 100 mg per mL solution for injection,argatroban 100 mg par mL solution injectable,ADDED
9014891,fibrinogen human 80 mg per 1 mL and thrombin human 500 unit per 1 mL cutaneous solution,fibrinogène humaine 80 mg par 1 mL et thrombine humaine 500 unité par 1 mL solution pour application cutanée,ADDED
9001867,benzalkonium chloride 0.1 % cutaneous liquid,"chlorure de benzalkonium 0,1 % liquide cutané",ADDED
9014486,chloroxylenol 1 % cutaneous gel,chloroxylénol 1 % gel cutané,ADDED
9004094,benzalkonium chloride 0.15 % cutaneous liquid,"chlorure de benzalkonium 0,15 % liquide cutané",ADDED
9014985,raxtozinameran 30 mcg per 0.3 mL suspension for injection 0.3 mL vial,"raxtozinaméran 30 mcg par 0,3 mL suspension injectable 0,3 mL fiole",DELETED
9014197,sevelamer carbonate 0.8 g per sachet powder for oral suspension,"carbonate de sévélamer 0,8 g par sachet poudre pour suspension orale",DELETED
9001523,potassium chloride 149 mg per mL solution for injection,chlorure de potassium 149 mg par mL solution injectable,ADDED
9005800,benzalkonium chloride 0.13 % lotion,"chlorure de benzalkonium 0,13 % lotion",ADDED
967439cdf32200287ae9f3e0048c352a,mirvetuximab soravtansine 100 mg per 20 mL solution for injection,mirvétuximab soravtansine 100 mg par 20 mL solution injectable,ADDED
9014139,potassium chloride 200 meq per 100 mL solution for injection,chlorure de potassium 200 meq par 100 mL solution injectable,ADDED
6106557c01fa0f00ed921948666bd316,tolvaptan 15 mg and tolvaptan 45 mg oral tablet,tolvaptan 15 mg et tolvaptan 45 mg comprimé oral,ADDED
9005024,benzalkonium chloride 0.13 % cutaneous spray,"chlorure de benzalkonium 0,13 % vaporisation cutanée",ADDED
4a9c609eb8165ad4a87629ff506c0f22,acetaminophen 1000 mg per sachet and chlorpheniramine maleate 4 mg per sachet and dextromethorphan hydrobromide 30 mg per sachet powder for oral solution,acétaminophène 1000 mg par sachet et maléate de chlorphéniramine 4 mg par sachet et bromhydrate de dextrométhorphane 30 mg par sachet poudre pour solution orale,ADDED
9014969,coagulation factor ii (human) 1600 unit and coagulation factor IX human 1240 unit and coagulation factor vii (human) 1000 unit and coagulation factor x (human) 2040 unit and protein c 1640 unit and protein s 1360 unit powder for solution for injection,facteur II de coagulation humain 1600 unité et facteur IX de coagulation humain 1240 unité et facteur VII de coagulation humain 1000 unité et facteur X de coagulation humain 2040 unité et protéine c 1640 unité et protéine s 1360 unité poudre pour solution injectable,ADDED
9014785,potassium chloride 7.55 g per vial powder for concentrate for solution for haemodialysis,"chlorure de potassium 7,55 g par fiole poudre pour solution à diluer pour solution pour hémodialyse",ADDED
9002180,chloroxylenol 0.6 % cutaneous liquid,"chloroxylénol 0,6 % liquide cutané",ADDED
9004407,benzethonium chloride 0.3 % wipe,"chlorure de benzéthonium 0,3 % lingette",ADDED
9014085,chloroxylenol 0.5 % NA,"chloroxylénol 0,5 % NA",ADDED
9014970,coagulation factor ii (human) 760 unit per vial and coagulation factor IX human 500 unit per vial and coagulation factor vii (human) 480 unit per vial and coagulation factor x (human) 600 unit per vial and protein c 620 unit per vial and protein s 640 unit per vial NA,facteur II de coagulation humain 760 unité par fiole et facteur IX de coagulation humain 500 unité par fiole et facteur VII de coagulation humain 480 unité par fiole et facteur X de coagulation humain 600 unité par fiole et protéine c 620 unité par fiole et protéine s 640 unité par fiole NA,ADDED
9013943,benzalkonium chloride 0.13 % NA,"chlorure de benzalkonium 0,13 % NA",ADDED
9001515,lidocaine hydrochloride 20 mg per mL cutaneous gel,chlorhydrate de lidocaïne 20 mg par mL gel cutané,ADDED
9005343,sodium bicarbonate 720 g per cartridge powder for concentrate for solution for haemodialysis,bicarbonate de sodium 720 g par cartouche poudre pour solution à diluer pour solution pour hémodialyse,ADDED
9003565,chloroxylenol 1 % cutaneous liquid,chloroxylénol 1 % liquide cutané,ADDED
f7bb81cf36ccac7a8122f557223bfb27,efanesoctocog alfa 2000 unit per vial powder for solution for injection with diluent solution syringe,efanesoctocog alfa 2000 unité par fiole poudre pour solution injectable avec solution diluante seringue,ADDED
9011416,pindolol 5 mg oral tablet,pindolol 5 mg comprimé oral,"ntp_status_effective_time: ""19781231"" -> ""19881231"""
9004334,benzalkonium chloride 0.13 % cutaneous solution,"chlorure de benzalkonium 0,13 % solution pour application cutanée",ADDED
9002392,triclosan 0.3 % cutaneous liquid,"triclosan 0,3 % liquide cutané",ADDED
9001049,NA,NA,"ntp_formal_name: ""ciprofloxacin (ciprofloxacin, ciprofloxacin hydrochloride) 500 mg prolonged-release oral tablet"" -> NULL
ntp_fr_description: ""ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 500 mg comprimé oral à libération prolongée"" -> NULL"
9003810,alcohol anhydrous 61 % and chlorhexidine gluconate 1 % lotion,alcool anhydre 61 % et gluconate de chlorhexidine 1 % lotion,ADDED
9011414,pindolol 10 mg oral tablet,pindolol 10 mg comprimé oral,"ntp_status_effective_time: ""19781231"" -> ""19881231"""
