"mp_code","mp_formal_name","Health_Canada_identifier","Health_Canada_product_name","Health_Canada_description"
"00293504","ATASOL 15 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet) CHURCH & DWIGHT CANADA CORP","00293504","ATASOL 15",NA
"00293512","ATASOL 30 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet) CHURCH & DWIGHT CANADA CORP","00293512","ATASOL 30",NA
"00653276","RATIO-LENOLTEC NO 3 (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet) TEVA CANADA LIMITED","00653276","RATIO-LENOLTEC NO 3",NA
"00653233","RATIO-LENOLTEC NO 1 (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) TEVA CANADA LIMITED","00653233","RATIO-LENOLTEC NO 1",NA
"00653241","RATIO-LENOLTEC NO 2 (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet) TEVA CANADA LIMITED","00653241","RATIO-LENOLTEC NO 2",NA
"00706221","ACETAMINOPHEN 325 MG WITH 15 MG CAFFEINE AND 8 MG CODEINE PHOSPHATE (acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) VITA HEALTH PRODUCTS INC","00706221","ACETAMINOPHEN 325 MG WITH 15 MG CAFFEINE AND 8 MG CODEINE PHOSPHATE",NA
"00852163","TRIATEC-8 (acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) LABORATOIRE RIVA INC","00852163","TRIATEC-8",NA
"02028174","ACETAMINOPHEN, CAFFEINE & CODEINE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC","02028174","ACETAMINOPHEN, CAFFEINE & CODEINE",NA
"02025337","ACETAMINOPHEN, CAFFEINE & CODEINE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC","02025337","ACETAMINOPHEN, CAFFEINE & CODEINE",NA
"02163934","TYLENOL WITH CODEINE NO. 2 - TAB (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 15 mg oral tablet) JANSSEN INC","02163934","TYLENOL WITH CODEINE NO. 2 - TAB",NA
"02163926","TYLENOL WITH CODEINE NO. 3 - TAB (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 30 mg oral tablet) JANSSEN INC","02163926","TYLENOL WITH CODEINE NO. 3 - TAB",NA
"02154234","ACETAMINOPHEN 300 MG WITH 15 MG CAFFEINE AND 8 MG CODEINE PHOSPHATE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) VITA HEALTH PRODUCTS INC","02154234","ACETAMINOPHEN 300 MG WITH 15 MG CAFFEINE AND 8 MG CODEINE PHOSPHATE",NA
"02251914","ACETAMINOPHEN, CAFFEINE, AND 8MG OF CODEINE PHOSPHATE TABLETS (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMETICS (2011) INC","02251914","ACETAMINOPHEN, CAFFEINE, AND 8MG OF CODEINE PHOSPHATE TABLETS",NA
"02453703","WAMPOLE-ACETAMINOPHEN/CODEINE/CAFFEINE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) JAMP PHARMA CORPORATION","02453703","WAMPOLE-ACETAMINOPHEN/CODEINE/CAFFEINE",NA
"01977881","TRIATEC-8 FORT (acetaminophen 500 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) LABORATOIRE RIVA INC","01977881","TRIATEC-8 FORT",NA
"01996541","ACETAMINOPHENE CODEINE ET CAFEINE CAPLETS (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet) LABORATOIRE RIVA INC","01996541","ACETAMINOPHENE CODEINE ET CAFEINE CAPLETS",NA
"01996568","ACETAMINOPHENE CODEINE ET CAFEINE FORT (acetaminophen 500 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet) LABORATOIRE RIVA INC","01996568","ACETAMINOPHENE CODEINE ET CAFEINE FORT",NA
"02143933","ACETAMINOPHEN WITH CODEINE - CAPLET (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) TEVA CANADA LIMITED","02143933","ACETAMINOPHEN WITH CODEINE - CAPLET",NA
"02246085","ACETAMINOPHEN, CAFFEINE & 8MG CODEINE PHOSPHATE TABLETS (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) JAMP PHARMA CORPORATION","02246085","ACETAMINOPHEN, CAFFEINE & 8MG CODEINE PHOSPHATE TABLETS",NA
"02248817","ACETAMINOPHEN, CAFFEINE AND 8 MG OF CODEINE PHOSPHATE TABLETS (acetaminophen 325 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMETICS (2011) INC","02248817","ACETAMINOPHEN, CAFFEINE AND 8 MG OF CODEINE PHOSPHATE TABLETS",NA
"02237420","ACETAMINOPHEN, CAFFEINE & 8MG CODEINE PHOSPHATE (acetaminophen 300 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet) PHARMASCIENCE INC","02237420","ACETAMINOPHEN, CAFFEINE & 8MG CODEINE PHOSPHATE",NA
"00608882","TEVA-EMTEC-30 (acetaminophen 300 mg and codeine phosphate 30 mg oral tablet) TEVA CANADA LIMITED","00608882","TEVA-EMTEC-30",NA
"00621463","RATIO-LENOLTEC NO 4 (acetaminophen 300 mg and codeine phosphate 60 mg oral tablet) TEVA CANADA LIMITED","00621463","RATIO-LENOLTEC NO 4",NA
"00789828","TRIATEC-30 (acetaminophen 300 mg and codeine phosphate 30 mg oral tablet) LABORATOIRE RIVA INC","00789828","TRIATEC-30",NA
"00816027","PMS-ACETAMINOPHEN W CODEINE ELIXIR (acetaminophen 160 mg per 5 mL and codeine phosphate 8 mg per 5 mL oral solution) PHARMASCIENCE INC","00816027","PMS-ACETAMINOPHEN W CODEINE ELIXIR",NA
"01999648","ACET CODEINE 30 (acetaminophen 300 mg and codeine phosphate 30 mg oral tablet) PHARMASCIENCE INC","01999648","ACET CODEINE 30",NA
"01999656","ACET CODEINE 60 (acetaminophen 300 mg and codeine phosphate 60 mg oral tablet) PHARMASCIENCE INC","01999656","ACET CODEINE 60",NA
"02163918","TYLENOL WITH CODEINE NO. 4 (acetaminophen 300 mg and codeine phosphate 60 mg oral tablet) JANSSEN INC","02163918","TYLENOL WITH CODEINE NO. 4",NA
"02232658","PROCET-30 (acetaminophen 300 mg and codeine phosphate 30 mg oral tablet) PRO DOC LIMITEE","02232658","PROCET-30",NA
"00608165","TEVA-OXYCOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED","00608165","TEVA-OXYCOCET",NA
"01916491","PERCOCET-DEMI (acetaminophen 325 mg and oxycodone hydrochloride 2.5 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","01916491","PERCOCET-DEMI",NA
"01916548","ENDOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","01916548","ENDOCET",NA
"02242468","RIVACOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) LABORATOIRE RIVA INC","02242468","RIVACOCET",NA
"02245758","PMS-OXYCODONE - ACETAMINOPHEN (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) PHARMASCIENCE INC","02245758","PMS-OXYCODONE - ACETAMINOPHEN",NA
"02307898","SANDOZ OXYCODONE/ACETAMINOPHEN (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) SANDOZ CANADA INCORPORATED","02307898","SANDOZ OXYCODONE/ACETAMINOPHEN",NA
"02324628","APO-OXYCODONE/ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) APOTEX INC","02324628","APO-OXYCODONE/ACET",NA
"02327171","OXYCODONE-ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) PRO DOC LIMITEE","02327171","OXYCODONE-ACET",NA
"02361361","OXYCODONE/ACET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) SANIS HEALTH INC","02361361","OXYCODONE/ACET",NA
"01916475","PERCOCET (acetaminophen 325 mg and oxycodone hydrochloride 5 mg oral tablet) BRISTOL-MYERS SQUIBB CANADA","01916475","PERCOCET",NA
"02264846","TRAMACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) JANSSEN INC","02264846","TRAMACET",NA
"02336790","APO-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) APOTEX INC","02336790","APO-TRAMADOL/ACET",NA
"02347180","TEVA-TRAMADOL/ACETAMINOPHEN (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) TEVA CANADA LIMITED","02347180","TEVA-TRAMADOL/ACETAMINOPHEN",NA
"02388197","RAN-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","02388197","RAN-TRAMADOL/ACET",NA
"02388308","JAMP-ACET-TRAMADOL (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) JAMP PHARMA CORPORATION","02388308","JAMP-ACET-TRAMADOL",NA
"02388324","MAR-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) MARCAN PHARMACEUTICALS INC","02388324","MAR-TRAMADOL/ACET",NA
"02389800","MINT-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) MINT PHARMACEUTICALS INC","02389800","MINT-TRAMADOL/ACET",NA
"02391554","PRIVA-TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PHARMAPAR INC","02391554","PRIVA-TRAMADOL/ACET",NA
"02401657","PMS-TRAMADOL-ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PHARMASCIENCE INC","02401657","PMS-TRAMADOL-ACET",NA
"02417502","TRAMADOL-ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) PRO DOC LIMITEE","02417502","TRAMADOL-ACET",NA
"02426803","TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) SANIS HEALTH INC","02426803","TRAMADOL/ACET",NA
"02429969","TRAMADOL / ACETAMINOPHEN (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02429969","TRAMADOL / ACETAMINOPHEN",NA
"02439050","AURO-TRAMADOL/ACETAMINOPHEN (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) AURO PHARMA INC","02439050","AURO-TRAMADOL/ACETAMINOPHEN",NA
"02383209","ACT TRAMADOL/ACET (acetaminophen 325 mg and tramadol hydrochloride 37.5 mg oral tablet) ACTAVIS PHARMA COMPANY","02383209","ACT TRAMADOL/ACET",NA
"00608157","RATIO-OXYCODAN (acetylsalicylic acid 325 mg and oxycodone hydrochloride 5 mg oral tablet) TEVA CANADA LIMITED","00608157","RATIO-OXYCODAN",NA
"00569771","ZOVIRAX (acyclovir 5 % cutaneous ointment) VALEANT CANADA LP/VALEANT CANADA S.E.C.","00569771","ZOVIRAX",NA
"00886157","ZOVIRAX (acyclovir 200 mg per 5 mL oral suspension) GLAXOSMITHKLINE INC","00886157","ZOVIRAX",NA
"02039524","ZOVIRAX (acyclovir 5 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C.","02039524","ZOVIRAX",NA
"02078635","RATIO-ACYCLOVIR (acyclovir 400 mg oral tablet) TEVA CANADA LIMITED","02078635","RATIO-ACYCLOVIR",NA
"02078627","RATIO-ACYCLOVIR (acyclovir 200 mg oral tablet) TEVA CANADA LIMITED","02078627","RATIO-ACYCLOVIR",NA
"02207621","APO-ACYCLOVIR - TAB 200MG (acyclovir 200 mg oral tablet) APOTEX INC","02207621","APO-ACYCLOVIR - TAB 200MG",NA
"02207648","APO-ACYCLOVIR - TAB 400MG (acyclovir 400 mg oral tablet) APOTEX INC","02207648","APO-ACYCLOVIR - TAB 400MG",NA
"02207656","APO-ACYCLOVIR (acyclovir 800 mg oral tablet) APOTEX INC","02207656","APO-ACYCLOVIR",NA
"02236916","ACYCLOVIR SODIUM INJECTION (acyclovir (acyclovir sodium) 500 mg per 20 mL solution for injection vial) PFIZER CANADA INC","02236916","ACYCLOVIR SODIUM INJECTION","SINGLE USE VIAL"
"02242463","MYLAN-ACYCLOVIR (acyclovir 400 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02242463","MYLAN-ACYCLOVIR",NA
"02242464","MYLAN-ACYCLOVIR (acyclovir 800 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02242464","MYLAN-ACYCLOVIR",NA
"02242784","MYLAN-ACYCLOVIR (acyclovir 200 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02242784","MYLAN-ACYCLOVIR",NA
"02285959","TEVA-ACYCLOVIR (acyclovir 200 mg oral tablet) TEVA CANADA LIMITED","02285959","TEVA-ACYCLOVIR",NA
"02285967","TEVA-ACYCLOVIR (acyclovir 400 mg oral tablet) TEVA CANADA LIMITED","02285967","TEVA-ACYCLOVIR",NA
"02285975","TEVA-ACYCLOVIR (acyclovir 800 mg oral tablet) TEVA CANADA LIMITED","02285975","TEVA-ACYCLOVIR",NA
"02286564","ACYCLOVIR (acyclovir 400 mg oral tablet) SANIS HEALTH INC","02286564","ACYCLOVIR",NA
"02078651","RATIO-ACYCLOVIR (acyclovir 800 mg oral tablet) TEVA CANADA LIMITED","02078651","RATIO-ACYCLOVIR",NA
"02231190","ACYCLOVIR SODIUM FOR INJECTION (acyclovir (acyclovir sodium) 500 mg per vial powder for solution for injection) NOVOPHARM LIMITED","02231190","ACYCLOVIR SODIUM FOR INJECTION",NA
"00507407","DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE ATLAS INC","00507407","DALMACOL",NA
"02230769","DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE RIVA INC","02230769","DALMACOL",NA
"02245329","FOSAMAX (alendronic acid (alendronate sodium) 70 mg oral tablet) MERCK CANADA INC","02245329","FOSAMAX",NA
"02247373","TEVA-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) TEVA CANADA LIMITED","02247373","TEVA-ALENDRONATE",NA
"02248251","TEVA-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) TEVA CANADA LIMITED","02248251","TEVA-ALENDRONATE",NA
"02248727","APO-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) APOTEX INC","02248727","APO-ALENDRONATE",NA
"02248728","APO-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) APOTEX INC","02248728","APO-ALENDRONATE",NA
"02248730","APO-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) APOTEX INC","02248730","APO-ALENDRONATE",NA
"02258102","ACT ALENDRONATE (alendronic acid (alendronate sodium trihydrate) 40 mg oral tablet) ACTAVIS PHARMA COMPANY","02258102","ACT ALENDRONATE",NA
"02258110","ACT ALENDRONATE (alendronic acid (alendronate sodium trihydrate) 70 mg oral tablet) ACTAVIS PHARMA COMPANY","02258110","ACT ALENDRONATE",NA
"02261715","TEVA-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) TEVA CANADA LIMITED","02261715","TEVA-ALENDRONATE",NA
"02270889","RIVA-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) LABORATOIRE RIVA INC","02270889","RIVA-ALENDRONATE",NA
"02282763","DOM-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) DOMINION PHARMACAL","02282763","DOM-ALENDRONATE",NA
"02284006","PMS-ALENDRONATE-FC (alendronic acid (alendronate sodium) 70 mg oral tablet) PHARMASCIENCE INC","02284006","PMS-ALENDRONATE-FC",NA
"02286335","MYLAN-ALENDRONATE (alendronic acid (alendronate sodium trihydrate) 70 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02286335","MYLAN-ALENDRONATE",NA
"02288087","SANDOZ ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) SANDOZ CANADA INCORPORATED","02288087","SANDOZ ALENDRONATE",NA
"02288109","SANDOZ ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) SANDOZ CANADA INCORPORATED","02288109","SANDOZ ALENDRONATE",NA
"02299712","ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) SIVEM PHARMACEUTICALS ULC","02299712","ALENDRONATE",NA
"02303078","ALENDRONATE-70 (alendronic acid (alendronate sodium) 70 mg oral tablet) PRO DOC LIMITEE","02303078","ALENDRONATE-70",NA
"02352966","ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) SANIS HEALTH INC","02352966","ALENDRONATE",NA
"02381478","ACH-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) ACCORD HEALTHCARE INC","02381478","ACH-ALENDRONATE",NA
"02381486","ACH-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) ACCORD HEALTHCARE INC","02381486","ACH-ALENDRONATE",NA
"02381494","ACH-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) ACCORD HEALTHCARE INC","02381494","ACH-ALENDRONATE",NA
"02384728","RAN-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","02384728","RAN-ALENDRONATE",NA
"02385031","JAMP-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) JAMP PHARMA CORPORATION","02385031","JAMP-ALENDRONATE",NA
"02388545","AURO-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) AURO PHARMA INC","02388545","AURO-ALENDRONATE",NA
"02388553","AURO-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) AURO PHARMA INC","02388553","AURO-ALENDRONATE",NA
"02394863","MINT-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) MINT PHARMACEUTICALS INC","02394863","MINT-ALENDRONATE",NA
"02394871","MINT-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) MINT PHARMACEUTICALS INC","02394871","MINT-ALENDRONATE",NA
"02428725","VAN-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) VANC PHARMACEUTICALS INC","02428725","VAN-ALENDRONATE",NA
"02428733","VAN-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) VANC PHARMACEUTICALS INC","02428733","VAN-ALENDRONATE",NA
"02270129","MYLAN-ALENDRONATE (alendronic acid (alendronate sodium trihydrate) 10 mg oral tablet) MYLAN PHARMACEUTICALS ULC","02270129","MYLAN-ALENDRONATE",NA
"02401126","ACCEL-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) ACCEL PHARMA INC","02401126","ACCEL-ALENDRONATE",NA
"02401134","ACCEL-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) ACCEL PHARMA INC","02401134","ACCEL-ALENDRONATE",NA
"02273179","PMS-ALENDRONATE (alendronic acid (alendronate sodium) 70 mg oral tablet) PHARMASCIENCE INC","02273179","PMS-ALENDRONATE",NA
"02384698","RAN-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","02384698","RAN-ALENDRONATE",NA
"02384701","RAN-ALENDRONATE (alendronic acid (alendronate sodium) 10 mg oral tablet) RANBAXY PHARMACEUTICALS CANADA INC.","02384701","RAN-ALENDRONATE",NA
"02428717","VAN-ALENDRONATE (alendronic acid (alendronate sodium) 5 mg oral tablet) VANC PHARMACEUTICALS INC","02428717","VAN-ALENDRONATE",NA
"02276429","FOSAVANCE (alendronic acid (alendronate sodium trihydrate) 70 mg and vitamin D3 (cholecalciferol) 2800 unit oral tablet) MERCK CANADA INC","02276429","FOSAVANCE",NA
"02314940","FOSAVANCE (alendronic acid (alendronate sodium trihydrate) 70 mg and vitamin D3 (cholecalciferol) 5600 unit oral tablet) MERCK CANADA INC","02314940","FOSAVANCE",NA
"02403633","TEVA-ALENDRONATE/CHOLECALCIFEROL (alendronic acid (alendronate sodium) 70 mg and vitamin D3 (cholecalciferol) 2800 unit oral tablet) TEVA CANADA LIMITED","02403633","TEVA-ALENDRONATE/CHOLECALCIFEROL",NA
"02403641","TEVA-ALENDRONATE/CHOLECALCIFEROL (alendronic acid (alendronate sodium) 70 mg and vitamin D3 (cholecalciferol) 5600 unit oral tablet) TEVA CANADA LIMITED","02403641","TEVA-ALENDRONATE/CHOLECALCIFEROL",NA
"02429160","SANDOZ ALENDRONATE/CHOLECALCIFEROL (alendronic acid (alendronate sodium trihydrate) 70 mg and vitamin D3 (cholecalciferol) 5600 unit oral tablet) SANDOZ CANADA INCORPORATED","02429160","SANDOZ ALENDRONATE/CHOLECALCIFEROL",NA
"02454467","APO-ALENDRONATE/VITAMIN D3 (alendronic acid (alendronate sodium) 70 mg and vitamin D3 (cholecalciferol) 2800 unit oral tablet) APOTEX INC","02454467","APO-ALENDRONATE/VITAMIN D3",NA
"02454475","APO-ALENDRONATE/VITAMIN D3 (alendronic acid (alendronate sodium) 70 mg and vitamin D3 (cholecalciferol) 5600 unit oral tablet) APOTEX INC","02454475","APO-ALENDRONATE/VITAMIN D3",NA
"02245565","XATRAL (alfuzosin hydrochloride 10 mg prolonged-release oral tablet) SANOFI-AVENTIS CANADA INC","02245565","XATRAL",NA
"02304678","SANDOZ ALFUZOSIN (alfuzosin hydrochloride 10 mg prolonged-release oral tablet) SANDOZ CANADA INCORPORATED","02304678","SANDOZ ALFUZOSIN",NA
"02314282","TEVA-ALFUZOSIN PR (alfuzosin hydrochloride 10 mg prolonged-release oral tablet) TEVA CANADA LIMITED","02314282","TEVA-ALFUZOSIN PR",NA
"02315866","APO-ALFUZOSIN (alfuzosin hydrochloride 10 mg prolonged-release oral tablet) APOTEX INC","02315866","APO-ALFUZOSIN",NA
"02414759","ALFUZOSIN (alfuzosin hydrochloride 10 mg prolonged-release oral tablet) PRO DOC LIMITEE","02414759","ALFUZOSIN",NA
"02443201","AURO-ALFUZOSIN (alfuzosin hydrochloride 10 mg prolonged-release oral tablet) AURO PHARMA INC","02443201","AURO-ALFUZOSIN",NA
"02447576","ALFUZOSIN (alfuzosin hydrochloride 10 mg prolonged-release oral tablet) SIVEM PHARMACEUTICALS ULC","02447576","ALFUZOSIN",NA
"00402818","ZYLOPRIM (allopurinol 100 mg oral tablet) AA PHARMA INC","00402818","ZYLOPRIM",NA
"00402796","ZYLOPRIM (allopurinol 300 mg oral tablet) AA PHARMA INC","00402796","ZYLOPRIM",NA
"00479799","ZYLOPRIM (allopurinol 200 mg oral tablet) AA PHARMA INC","00479799","ZYLOPRIM",NA
"00555681","ALLOPURINOL-100 (allopurinol 100 mg oral tablet) PRO DOC LIMITEE","00555681","ALLOPURINOL-100",NA
"00555703","ALLOPURINOL-300 (allopurinol 300 mg oral tablet) PRO DOC LIMITEE","00555703","ALLOPURINOL-300",NA
"02130157","ALLOPURINOL-200 (allopurinol 200 mg oral tablet) PRO DOC LIMITEE","02130157","ALLOPURINOL-200",NA
"02396327","MAR-ALLOPURINOL (allopurinol 100 mg oral tablet) MARCAN PHARMACEUTICALS INC","02396327","MAR-ALLOPURINOL",NA
