mp_code,mp_formal_name,ntp_code,ntp_formal_name,tm_code,tm_formal_name
02481456,SCOTT FOAM HAND SANITIZER (benzalkonium chloride 0.13 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC,9004334,benzalkonium chloride 0.13 % cutaneous solution,8000796,benzalkonium
02406802,SOFTSOAP ANTIBACTERIAL (benzalkonium chloride 0.13 % cutaneous solution) COLGATE-PALMOLIVE CANADA INC,9004334,benzalkonium chloride 0.13 % cutaneous solution,8000796,benzalkonium
02432749,SANIMOR ASSAINISSEUR MOUSSANT SANS ALCOOL POUR LES MAINS | SANIMOR ALCOHOL FREE FOAMING HAND SANITIZER (benzalkonium chloride 0.13 % cutaneous solution) AVMOR LTD,9004334,benzalkonium chloride 0.13 % cutaneous solution,8000796,benzalkonium
02473798,PEAR AB HAND SOAP (benzalkonium chloride 0.13 % cutaneous solution) ZEP MANUFACTURING COMPANY OF CANADA,9004334,benzalkonium chloride 0.13 % cutaneous solution,8000796,benzalkonium
02369575,X3 ON-THE-GO ANTISEPTIC SPRAY (benzalkonium chloride 0.13 % cutaneous spray) NATURAL ESSENTIALS INC,9005024,benzalkonium chloride 0.13 % cutaneous spray,8000796,benzalkonium
02443163,"ALOE-CARE ANTIBACTERIAL LOTION SOAP, BENZALKONIUM CHLORIDE LOTION 0.13% W/W (benzalkonium chloride 0.13 % lotion) CANADIAN CUSTOM PACKAGING COMPANY",9005800,benzalkonium chloride 0.13 % lotion,8000796,benzalkonium
02472287,ACCLAIM AB (benzalkonium chloride 0.13 % lotion) ZEP MANUFACTURING COMPANY OF CANADA,9005800,benzalkonium chloride 0.13 % lotion,8000796,benzalkonium
02354543,LORIS 0.13% BZK (benzalkonium chloride 0.13 % wipe) LERNAPHARM (LORIS) INC.,9004671,benzalkonium chloride 0.13 % wipe,8000796,benzalkonium
02355736,BENZALKONIUM CHLORIDE ANTISEPTIC TOWELETTE (benzalkonium chloride 0.13 % wipe) CANADIAN CUSTOM PACKAGING COMPANY,9004671,benzalkonium chloride 0.13 % wipe,8000796,benzalkonium
02403471,PURELL SANITIZING WIPES (benzalkonium chloride 0.13 % wipe) GOJO CANADA INC,9004671,benzalkonium chloride 0.13 % wipe,8000796,benzalkonium
02437384,PURELL HAND SANITIZING WIPES (benzalkonium chloride 0.13 % wipe) GOJO CANADA INC,9004671,benzalkonium chloride 0.13 % wipe,8000796,benzalkonium
02448882,BZK TOWELETTE (benzalkonium chloride 0.133 % wipe) INNOVATION LINE INC,9004912,benzalkonium chloride 0.133 % wipe,8000796,benzalkonium
02356112,BZK TOWELETTE (benzalkonium chloride 0.133 % wipe) DUKAL CORPORATION,9004912,benzalkonium chloride 0.133 % wipe,8000796,benzalkonium
02270420,SOAPOPULAR (benzalkonium chloride 0.15 % cutaneous liquid) SOAPOPULAR INC,9004094,benzalkonium chloride 0.15 % cutaneous liquid,8000796,benzalkonium
02248351,ANTI-MICROBE (benzalkonium chloride 0.3 % cutaneous liquid) ATOMS F.D. INC,9003880,benzalkonium chloride 0.3 % cutaneous liquid,8000796,benzalkonium
02119242,FS ANTIMICROBIAL HAND CLEANER - 2.5% LIQ (benzalkonium chloride 2.5 % cutaneous liquid) ZEP MANUFACTURING COMPANY OF CANADA,9003314,benzalkonium chloride 2.5 % cutaneous liquid,8000796,benzalkonium
02245903,SPROAM (benzethonium chloride 0.1 % cutaneous liquid) COLOPLAST A/S,9003766,benzethonium chloride 0.1 % cutaneous liquid,8001579,benzethonium
02470853,FINIPIL (benzethonium chloride 0.2 % cutaneous cream) EQUIBAL LABS INC,9012906,benzethonium chloride 0.2 % cutaneous cream,8001579,benzethonium
02481480,FINIPIL 4 MEN ONLY (benzethonium chloride 0.2 % cutaneous cream) EQUIBAL LABS INC,9012906,benzethonium chloride 0.2 % cutaneous cream,8001579,benzethonium
02470837,FINIPIL LAIT 50 (benzethonium chloride 0.2 % cutaneous cream) EQUIBAL LABS INC,9012906,benzethonium chloride 0.2 % cutaneous cream,8001579,benzethonium
02280841,GENTLE FRESH SANITIZER (benzethonium chloride 0.2 % cutaneous liquid) STATE INDUSTRIAL PRODUCTS,9003875,benzethonium chloride 0.2 % cutaneous liquid,8001579,benzethonium
02267365,INO-F-SAN INSTANT HAND SANITIZER (benzethonium chloride 0.2 % cutaneous liquid) GROUPE DISSAN INC.,9003875,benzethonium chloride 0.2 % cutaneous liquid,8001579,benzethonium
02250977,WINNING HANDS ALCOHOL FREE HAND SANITIZER (benzethonium chloride 0.2 % cutaneous liquid) BETCO CORPORATION,9003875,benzethonium chloride 0.2 % cutaneous liquid,8001579,benzethonium
02248971,ZEP FOAM SAN (benzethonium chloride 0.2 % cutaneous liquid) ZEP MANUFACTURING COMPANY OF CANADA,9003875,benzethonium chloride 0.2 % cutaneous liquid,8001579,benzethonium
02377896,FOAM SANITIZER (benzethonium chloride 0.2 % cutaneous solution) ZEP MANUFACTURING COMPANY OF CANADA,9003966,benzethonium chloride 0.2 % cutaneous solution,8001579,benzethonium
02304112,"WET ONES (benzethonium chloride 0.3 % wipe) EDGEWELL PERSONAL CARE CANADA, ULC",9004407,benzethonium chloride 0.3 % wipe,8001579,benzethonium
02402149,ACNE TREATMENT SYSTEM (benzoyl peroxide 5 % and salicylic acid 2 % NA) VIVIER CANADA INCORPORATED,9006409,benzoyl peroxide 5 % and salicylic acid 2 % NA,8001004,benzoyl peroxide and salicylic acid
77700934,INSTILLAGEL (chlorhexidine gluconate 0.05 % and lidocaine hydrochloride (lidocaine hydrochloride monohydrate) 2 % urethral gel 11 mL syringe) PENDOPHARM DIVISION OF PHARMASCIENCE INC,0b14c89b3c1f0c7cbe34d49fe2f50feb,chlorhexidine gluconate 0.05 % and lidocaine hydrochloride 2 % urethral gel 11 mL syringe,8001720,chlorhexidine and lidocaine
77700933,INSTILLAGEL (chlorhexidine gluconate 0.05 % and lidocaine hydrochloride (lidocaine hydrochloride monohydrate) 2 % urethral gel 6 mL syringe) PENDOPHARM DIVISION OF PHARMASCIENCE INC,194693d45776ab4ddfd141365fe2276a,chlorhexidine gluconate 0.05 % and lidocaine hydrochloride 2 % urethral gel 6 mL syringe,8001720,chlorhexidine and lidocaine
02241648,"MICRELL ANTIBACTERIAL LOTION SOAP WITH CHLOROXYLENOL (chloroxylenol 0.3 % cutaneous liquid) GOJO INDUSTRIES, INC.",9003511,chloroxylenol 0.3 % cutaneous liquid,8001615,chloroxylenol
02287455,"GOJO PREMIUM FOAM ANTIBACTERIAL HANDWASH (chloroxylenol 0.3 % cutaneous liquid) GOJO INDUSTRIES, INC.",9003511,chloroxylenol 0.3 % cutaneous liquid,8001615,chloroxylenol
02273527,"PRIME SOURCE ANTIMICROBIAL FOAMING HAND SOAP WITH CHLOROXYLENOL (chloroxylenol 0.3 % cutaneous liquid) GOJO INDUSTRIES, INC.",9003511,chloroxylenol 0.3 % cutaneous liquid,8001615,chloroxylenol
02251094,"GOJO ANTIBACTERIAL LUXURY FOAM HANDWASH (chloroxylenol 0.3 % cutaneous liquid) GOJO INDUSTRIES, INC.",9003511,chloroxylenol 0.3 % cutaneous liquid,8001615,chloroxylenol
02264897,"SEPTILINE II ANTIMICROBIAL LOTION SOAP (chloroxylenol 0.3 % lotion) GOJO INDUSTRIES, INC.",9004071,chloroxylenol 0.3 % lotion,8001615,chloroxylenol
02480506,APPLAUD AB ANTISEPTIC LOTIONIZED HAND SOAP (chloroxylenol 0.5 % NA) ZEP MANUFACTURING COMPANY OF CANADA,9014085,chloroxylenol 0.5 % NA,8001615,chloroxylenol
02243463,SCOTT ANTIBACTERIAL SKIN CLEANSER (chloroxylenol 0.5 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC,9003605,chloroxylenol 0.5 % cutaneous solution,8001615,chloroxylenol
02238251,VIONEX ANTIMICROBIAL LIQUID SOAP (chloroxylenol 0.52 % cutaneous liquid) METREX RESEARCH,9003280,chloroxylenol 0.52 % cutaneous liquid,8001615,chloroxylenol
02131471,VIROBEX-P (chloroxylenol 0.6 % cutaneous liquid) GERMIPHENE CORPORATION,9002180,chloroxylenol 0.6 % cutaneous liquid,8001615,chloroxylenol
01977873,GERMICIDAL HAND SOAP LIQ 0.6% (chloroxylenol 0.6 % cutaneous liquid) OSTREM CHEMICAL CO LTD.,9002180,chloroxylenol 0.6 % cutaneous liquid,8001615,chloroxylenol
02314126,PHENREX MVD (chloroxylenol 0.6 % cutaneous solution) IMREX INC.,9004599,chloroxylenol 0.6 % cutaneous solution,8001615,chloroxylenol
02242847,DIGICLEAN E FOAM HAND SOAP (chloroxylenol 1 % cutaneous liquid) ECOLAB CO,9003565,chloroxylenol 1 % cutaneous liquid,8001615,chloroxylenol
02270021,"GOJO E2 FOAM SANITIZING SOAP (chloroxylenol 1 % cutaneous liquid) GOJO INDUSTRIES, INC.",9003565,chloroxylenol 1 % cutaneous liquid,8001615,chloroxylenol
00877220,"SOFTCIDE HANDWASH (chloroxylenol 1 % cutaneous liquid) ERIE SCIENTIFIC, LLC",9003565,chloroxylenol 1 % cutaneous liquid,8001615,chloroxylenol
02449420,SOFT CARE DEFEND (chloroxylenol 1 % cutaneous solution) DIVERSEY INC,9006134,chloroxylenol 1 % cutaneous solution,8001615,chloroxylenol
02448866,SOFT CARE DEFEND FOAM (chloroxylenol 1 % cutaneous solution) DIVERSEY INC,9006134,chloroxylenol 1 % cutaneous solution,8001615,chloroxylenol
02390663,KLEENEX ANTISEPTIC SKIN CLEANSER (chloroxylenol 1.75 % cutaneous solution) KIMBERLY-CLARK GLOBAL SALES LLC,9005759,chloroxylenol 1.75 % cutaneous solution,8001615,chloroxylenol
02440458,PURKLENZ (chloroxylenol 3 % cutaneous liquid) PURKLENZ FORMULATIONS INC,9005757,chloroxylenol 3 % cutaneous liquid,8001615,chloroxylenol
00373435,DETTOL (chloroxylenol 4.8 % cutaneous solution) RB HEALTH (CANADA) INC.,9013425,chloroxylenol 4.8 % cutaneous solution,8001615,chloroxylenol
02091127,MICRO PLUS 6    (CONCENTRATE) (chromium (chromic chloride) 10 mcg per mL and copper (copper sulfate) 1 mg per mL and iodine (sodium iodide) 75 mcg per mL and manganese (manganese sulfate) 0.5 mg per mL and selenium (selenious acid) 60 mcg per mL and zinc (zinc sulfate) 5 mg per mL solution for injection) SANDOZ CANADA INCORPORATED,9002649,chromium (chromic chloride) 10 mcg per mL and copper (copper sulfate) 1 mg per mL and iodine (sodium iodide) 75 mcg per mL and manganese (manganese sulfate) 0.5 mg per mL and selenium (selenious acid) 60 mcg per mL and zinc (zinc sulfate) 5 mg per mL solution for injection,8001897,chromic chloride and copper sulfate and iodine (sodium iodide) and manganese sulfate and selenium and zinc sulfate
02091100,MICRO PLUS 6   (PEDIATRIC) (chromium (chromic chloride) 4 mcg per mL and copper (copper sulfate) 0.4 mg per mL and iodine (sodium iodide) 60 mcg per mL and manganese (manganese sulfate) 0.1 mg per mL and selenium (selenious acid) 20 mcg per mL and zinc (zinc sulfate) 3 mg per mL solution for injection) SANDOZ CANADA INCORPORATED,9002652,chromium (chromic chloride) 4 mcg per mL and copper (copper sulfate) 0.4 mg per mL and iodine (sodium iodide) 60 mcg per mL and manganese (manganese sulfate) 0.1 mg per mL and selenium (selenious acid) 20 mcg per mL and zinc (zinc sulfate) 3 mg per mL solution for injection,8001897,chromic chloride and copper sulfate and iodine (sodium iodide) and manganese sulfate and selenium and zinc sulfate
02091178,MICRO PLUS 5 CONCENTRATE (chromium (chromic chloride) 100 mcg per 10 mL and copper (copper sulfate) 10 mg per 10 mL and manganese (manganese sulfate) 5 mg per 10 mL and selenium (selenious acid) 600 mcg per 10 mL and zinc (zinc sulfate) 50 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,9013427,chromium (chromic chloride) 100 mcg per 10 mL and copper (copper sulfate) 10 mg per 10 mL and manganese (manganese sulfate) 5 mg per 10 mL and selenium (selenious acid) 600 mcg per 10 mL and zinc (zinc sulfate) 50 mg per 10 mL solution for injection vial,8001898,chromic chloride and copper sulfate and manganese sulfate and selenium and zinc sulfate
02091135,MICRO PLUS 4 REGULAR STRENGTH (chromium (chromic chloride) 20 mcg per 5 mL and copper (copper sulfate) 2 mg per 5 mL and manganese (manganese sulfate) 0.5 mg per 5 mL and zinc (zinc sulfate) 5 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED,9013049,chromium (chromic chloride) 20 mcg per 5 mL and copper (copper sulfate) 2 mg per 5 mL and manganese (manganese sulfate) 0.5 mg per 5 mL and zinc (zinc sulfate) 5 mg per 5 mL solution for injection vial,8001726,chromic chloride and copper sulfate and manganese sulfate and zinc sulfate
00569046,TRACE ELEMENTS INJECTION USP (chromic chloride 30 mcg per 5 mL and cupric chloride 2.1 mg per 5 mL and manganese chloride 1.85 mg per 5 mL and zinc chloride 8.35 mg per 5 mL solution for injection vial) PFIZER CANADA ULC,9013426,chromic chloride 30 mcg per 5 mL and cupric chloride 2.1 mg per 5 mL and manganese chloride 1.85 mg per 5 mL and zinc chloride 8.35 mg per 5 mL solution for injection vial,8001727,chromic chloride and cupric chloride and manganese chloride and zinc chloride
02434970,OCTAPLEX (coagulation factor IX human 1000 unit per vial and coagulation factor ii (human) 1520 unit per vial and coagulation factor vii (human) 960 unit per vial and coagulation factor x (human) 1200 unit per vial and protein c 1240 unit per vial and protein s 1280 unit per vial NA) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,9014087,coagulation factor IX human 1000 unit per vial and coagulation factor ii (human) 1520 unit per vial and coagulation factor vii (human) 960 unit per vial and coagulation factor x (human) 1200 unit per vial and protein c 1240 unit per vial and protein s 1280 unit per vial NA,8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s
02410826,BERIPLEX P/N 1000 (coagulation factor IX human 1240 unit and coagulation factor ii (human) 1600 unit and coagulation factor vii (human) 1000 unit and coagulation factor x (human) 2040 unit and protein c 1640 unit and protein s 1360 unit powder for solution for injection) CSL BEHRING CANADA INC,9014088,coagulation factor IX human 1240 unit and coagulation factor ii (human) 1600 unit and coagulation factor vii (human) 1000 unit and coagulation factor x (human) 2040 unit and protein c 1640 unit and protein s 1360 unit powder for solution for injection,8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s
02294664,OCTAPLEX (coagulation factor IX human 500 unit per vial and coagulation factor ii (human) 760 unit per vial and coagulation factor vii (human) 480 unit per vial and coagulation factor x (human) 600 unit per vial and protein c 620 unit per vial and protein s 640 unit per vial NA) OCTAPHARMA PHARMAZEUTIKA PRODUKTIONSGES M B H,9014090,coagulation factor IX human 500 unit per vial and coagulation factor ii (human) 760 unit per vial and coagulation factor vii (human) 480 unit per vial and coagulation factor x (human) 600 unit per vial and protein c 620 unit per vial and protein s 640 unit per vial NA,8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s
02359251,BERIPLEX P/N 500 (coagulation factor IX human 620 unit and coagulation factor ii (human) 800 unit and coagulation factor vii (human) 500 unit and coagulation factor x (human) 1020 unit and protein c 820 unit and protein s 680 unit powder for solution for injection) CSL BEHRING CANADA INC,9014091,coagulation factor IX human 620 unit and coagulation factor ii (human) 800 unit and coagulation factor vii (human) 500 unit and coagulation factor x (human) 1020 unit and protein c 820 unit and protein s 680 unit powder for solution for injection,8002278,coagulation factor IX human and coagulation factor ii (human) and coagulation factor vii (human) and coagulation factor x (human) and protein c and protein s
00786969,MICRO CU (copper (copper sulfate) 4 mg per 10 mL solution for injection vial) SANDOZ CANADA INCORPORATED,9013059,copper (copper sulfate) 4 mg per 10 mL solution for injection vial,8001733,copper sulfate
00493392,RIMSO-50 (dimethyl sulfoxide 50 % intravesical solution 50 mL vial) MYLAN PHARMACEUTICALS ULC,9014164,dimethyl sulfoxide 50 % intravesical solution 50 mL vial,8002118,dimethyl sulfoxide
77700761,DOXORUBICIN HYDROCHLORIDE INJECTION (doxorubicin hydrochloride 10 mg per 5 mL solution for injection vial) SANDOZ CANADA INCORPORATED,9013084,doxorubicin hydrochloride 10 mg per 5 mL solution for injection vial,8001757,doxorubicin
77700789,DOXORUBICIN (doxorubicin hydrochloride 10 mg per 5 mL solution for injection vial) PFIZER CANADA ULC,9013084,doxorubicin hydrochloride 10 mg per 5 mL solution for injection vial,8001757,doxorubicin
77700785,DOXORUBICIN HYDROCHLORIDE INJECTION (doxorubicin hydrochloride 10 mg per 5 mL solution for injection vial) TEVA CANADA LIMITED,9013084,doxorubicin hydrochloride 10 mg per 5 mL solution for injection vial,8001757,doxorubicin
77700772,"DOXORUBICIN INJECTION, BP (doxorubicin hydrochloride 10 mg per 5 mL solution for injection vial) ACCORD HEALTHCARE INC",9013084,doxorubicin hydrochloride 10 mg per 5 mL solution for injection vial,8001757,doxorubicin
02194457,DOXORUBICIN HYDROCHLORIDE FOR INJECTION USP (doxorubicin hydrochloride 10 mg per vial powder for solution for injection) PFIZER CANADA ULC,9003231,doxorubicin hydrochloride 10 mg per vial powder for solution for injection,8001757,doxorubicin
02194473,DOXORUBICIN HYDROCHLORIDE FOR INJECTION USP (doxorubicin hydrochloride 150 mg per vial powder for solution for injection) PFIZER CANADA ULC,9003097,doxorubicin hydrochloride 150 mg per vial powder for solution for injection,8001757,doxorubicin
77700771,"DOXORUBICIN INJECTION, BP (doxorubicin hydrochloride 2 mg per mL solution for injection 100 mL vial) ACCORD HEALTHCARE INC",9013085,doxorubicin hydrochloride 2 mg per mL solution for injection 100 mL vial,8001757,doxorubicin
77700760,DOXORUBICIN HYDROCHLORIDE INJECTION (doxorubicin hydrochloride 2 mg per mL solution for injection 100 mL vial) SANDOZ CANADA INCORPORATED,9013085,doxorubicin hydrochloride 2 mg per mL solution for injection 100 mL vial,8001757,doxorubicin
77700784,DOXORUBICIN HYDROCHLORIDE INJECTION (doxorubicin hydrochloride 2 mg per mL solution for injection 100 mL vial) TEVA CANADA LIMITED,9013085,doxorubicin hydrochloride 2 mg per mL solution for injection 100 mL vial,8001757,doxorubicin
77700790,DOXORUBICIN (doxorubicin hydrochloride 2 mg per mL solution for injection 100 mL vial) PFIZER CANADA ULC,9013085,doxorubicin hydrochloride 2 mg per mL solution for injection 100 mL vial,8001757,doxorubicin
