drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"99976","94","DISINFECTANT (Institutional/Industrial)","ADDED","02510545"
"100025","104","TOPICAL (HOUSEHOLD)","ADDED","02511002"
"100073","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511533"
"100095","93","DISINFECTANT (Domestic)","ADDED","02511762"
"100037","8","DISINFECTANT (Food Premises)","ADDED","02511142"
"100048","56","ORAL","ADDED","02511266"
"100079","93","DISINFECTANT (Domestic)","ADDED","02511606"
"100058","65","SUBCUTANEOUS","ADDED","02511363"
"99935","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02510103"
"98140","56","ORAL","ADDED","02491397"
"99950","56","ORAL","ADDED","02510278"
"100047","93","DISINFECTANT (Domestic)","ADDED","02511258"
"99112","56","ORAL","ADDED","02501503"
"100020","56","ORAL","ADDED","02510952"
"99983","56","ORAL","ADDED","02510634"
"99976","8","DISINFECTANT (Food Premises)","ADDED","02510545"
"100040","8","DISINFECTANT (Food Premises)","ADDED","02511177"
"100037","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511142"
"100090","56","ORAL","ADDED","02511711"
"99130","70","TOPICAL","ADDED","02501694"
"100067","2","DISINFECTANT (Barn)","ADDED","02511479"
"99188","56","ORAL","ADDED","02502305"
"99953","49","INTRAVENOUS","ADDED","02510308"
"100079","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511606"
"99132","70","TOPICAL","ADDED","02501724"
"100062","70","TOPICAL","ADDED","02511428"
"99982","56","ORAL","ADDED","02510626"
"100068","2","DISINFECTANT (Barn)","ADDED","02511487"
"99989","56","ORAL","ADDED","02510693"
"100049","56","ORAL","ADDED","02511274"
"96582","56","ORAL","ADDED","02475448"
"100013","56","ORAL","ADDED","02510863"
"99943","56","ORAL","ADDED","02510197"
"100047","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02511258"
"99999","22","INTRAMUSCULAR","ADDED","02510790"
"99948","70","TOPICAL","ADDED","02510243"
"99988","56","ORAL","ADDED","02510685"
"99973","56","ORAL","ADDED","02510510"
"100026","56","ORAL","ADDED","02511010"
"100027","56","ORAL","ADDED","02511029"
"99970","56","ORAL","ADDED","02510480"
"100054","56","ORAL","ADDED","02511320"
"99221","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02502658"
"99999","49","INTRAVENOUS","ADDED","02510790"
"98763","104","TOPICAL (HOUSEHOLD)","ADDED","02497832"
"99443","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02505061"
"99836","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02509040"
"99488","94","DISINFECTANT (Institutional/Industrial)","ADDED","02505509"
"99938","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02510146"
"100040","2","DISINFECTANT (Barn)","ADDED","02511177"
"100036","104","TOPICAL (HOUSEHOLD)","ADDED","02511134"
"99310","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02503654"
"100067","8","DISINFECTANT (Food Premises)","ADDED","02511479"
"99980","93","DISINFECTANT (Domestic)","ADDED","02510596"
"100068","94","DISINFECTANT (Institutional/Industrial)","ADDED","02511487"
"100085","93","DISINFECTANT (Domestic)","ADDED","02511665"
"100057","65","SUBCUTANEOUS","ADDED","02511355"
"100012","56","ORAL","ADDED","02510855"
"100110","49","INTRAVENOUS","ADDED","02511932"
