drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"101214","56","ORAL","ADDED","02523078"
"101291","49","INTRAVENOUS","ADDED","02523868"
"101249","104","TOPICAL (HOUSEHOLD)","ADDED","02523396"
"101261","2","DISINFECTANT (Barn)","ADDED","02523523"
"101250","70","TOPICAL","ADDED","02523418"
"1508","53","NASAL","REMOVED","00155365"
"101215","94","DISINFECTANT (Institutional/Industrial)","ADDED","02523086"
"101239","8","DISINFECTANT (Food Premises)","ADDED","02523280"
"101247","108","NASOGASTRIC","ADDED","02523361"
"99084","93","DISINFECTANT (Domestic)","REMOVED","02501201"
"101239","94","DISINFECTANT (Institutional/Industrial)","ADDED","02523280"
"101293","65","SUBCUTANEOUS","ADDED","02523884"
"70160","94","DISINFECTANT (Institutional/Industrial)","ADDED","02246031"
"100575","93","DISINFECTANT (Domestic)","ADDED","02516381"
"101256","22","INTRAMUSCULAR","ADDED","02523493"
"101215","8","DISINFECTANT (Food Premises)","ADDED","02523086"
"101248","104","TOPICAL (HOUSEHOLD)","ADDED","02523388"
"101283","93","DISINFECTANT (Domestic)","ADDED","02523787"
"101222","56","ORAL","ADDED","02523159"
"100982","8","DISINFECTANT (Food Premises)","ADDED","02520613"
"101290","65","SUBCUTANEOUS","ADDED","02523841"
"101253","8","DISINFECTANT (Food Premises)","ADDED","02523442"
"100592","94","DISINFECTANT (Institutional/Industrial)","ADDED","02516586"
"101205","56","ORAL","ADDED","02522977"
"66132","94","DISINFECTANT (Institutional/Industrial)","ADDED","02242420"
"101276","2","DISINFECTANT (Barn)","ADDED","02523698"
"101220","93","DISINFECTANT (Domestic)","ADDED","02523132"
"101261","8","DISINFECTANT (Food Premises)","ADDED","02523523"
"99550","56","ORAL","ADDED","02506157"
"70160","2","DISINFECTANT (Barn)","ADDED","02246031"
"100777","70","TOPICAL","ADDED","02518457"
"101239","2","DISINFECTANT (Barn)","ADDED","02523280"
"101260","56","ORAL","ADDED","02523515"
"101219","56","ORAL","ADDED","02523124"
"101236","104","TOPICAL (HOUSEHOLD)","ADDED","02523256"
"99551","56","ORAL","ADDED","02506165"
"101246","108","NASOGASTRIC","ADDED","02523353"
"101199","56","ORAL","ADDED","02522918"
"101261","93","DISINFECTANT (Domestic)","ADDED","02523523"
