mp_code,mp_formal_name,mp_fr_description,mp_en_description,mp_status,mp_status_effective_time,mp_type,Health_Canada_identifier,Health_Canada_product_name,tm_is_publishable
"02253747","DOM-SIMVASTATIN (simvastatin 5 mg oral tablet) DOMINION PHARMACAL","DOM-SIMVASTATIN (simvastatine 5 mg comprimé oral) DOMINION PHARMACAL",NA,"Inactive","20170803","DIN","02253747","DOM-SIMVASTATIN","t"
"02281619","DOM-SIMVASTATIN (simvastatin 5 mg oral tablet) DOMINION PHARMACAL","DOM-SIMVASTATIN (simvastatine 5 mg comprimé oral) DOMINION PHARMACAL",NA,"Inactive","20170803","DIN","02281619","DOM-SIMVASTATIN","t"
"02281651","DOM-SIMVASTATIN (simvastatin 80 mg oral tablet) DOMINION PHARMACAL","DOM-SIMVASTATIN (simvastatine 80 mg comprimé oral) DOMINION PHARMACAL",NA,"Inactive","20170803","DIN","02281651","DOM-SIMVASTATIN","t"
"02253798","DOM-SIMVASTATIN (simvastatin 80 mg oral tablet) DOMINION PHARMACAL","DOM-SIMVASTATIN (simvastatine 80 mg comprimé oral) DOMINION PHARMACAL",NA,"Inactive","20170803","DIN","02253798","DOM-SIMVASTATIN","t"
"02491087","EMGALITY (galcanezumab 120 mg per mL solution for injection) ELI LILLY CANADA INC","EMGALITY (galcanézumab 120 mg par mL solution injectable) ELI LILLY CANADA INC",NA,"Active","20191002","DIN","02491087","EMGALITY","f"
"02491060","EMGALITY (galcanezumab 120 mg per mL solution for injection) ELI LILLY CANADA INC","EMGALITY (galcanézumab 120 mg par mL solution injectable) ELI LILLY CANADA INC",NA,"Active","20191007","DIN","02491060","EMGALITY","f"
"02474891","METHOTREXATE INJECTION BP (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) ACCORD HEALTHCARE INC","METHOTREXATE INJECTION BP (méthotrexate (méthotrexate sodique) 1000 mg par 40 mL solution injectable fiole) ACCORD HEALTHCARE INC",NA,"Active","20190423","DIN","02474891","METHOTREXATE INJECTION BP","t"
"77700322","METHOTREXATE INJECTION BP (methotrexate (methotrexate sodium) 1000 mg per 40 mL solution for injection vial) ACCORD HEALTHCARE INC","METHOTREXATE INJECTION BP (méthotrexate (méthotrexate sodique) 1000 mg par 40 mL solution injectable fiole) ACCORD HEALTHCARE INC",NA,"Deprec","20110930","CCDD","02327236","METHOTREXATE INJECTION BP","t"
"77700323","METHOTREXATE INJECTION BP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) ACCORD HEALTHCARE INC","METHOTREXATE INJECTION BP (méthotrexate (méthotrexate sodique) 500 mg par 20 mL solution injectable fiole) ACCORD HEALTHCARE INC",NA,"Deprec","20110930","CCDD","02327236","METHOTREXATE INJECTION BP","t"
"02474735","METHOTREXATE INJECTION BP (methotrexate (methotrexate sodium) 500 mg per 20 mL solution for injection vial) ACCORD HEALTHCARE INC","METHOTREXATE INJECTION BP (méthotrexate (méthotrexate sodique) 500 mg par 20 mL solution injectable fiole) ACCORD HEALTHCARE INC",NA,"Active","20190423","DIN","02474735","METHOTREXATE INJECTION BP","t"
"02370077","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) MINT PHARMACEUTICALS INC","MINT-CITALOPRAM (citalopram (bromhydrate de citalopram) 10 mg comprimé oral) MINT PHARMACEUTICALS INC",NA,"Inactive","20180801","DIN","02370077","MINT-CITALOPRAM","t"
"02429691","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 10 mg oral tablet) MINT PHARMACEUTICALS INC","MINT-CITALOPRAM (citalopram (bromhydrate de citalopram) 10 mg comprimé oral) MINT PHARMACEUTICALS INC",NA,"Active","20151014","DIN","02429691","MINT-CITALOPRAM","t"
"02429705","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 20 mg oral tablet) MINT PHARMACEUTICALS INC","MINT-CITALOPRAM (citalopram (bromhydrate de citalopram) 20 mg comprimé oral) MINT PHARMACEUTICALS INC",NA,"Active","20151014","DIN","02429705","MINT-CITALOPRAM","t"
"02304686","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 20 mg oral tablet) MINT PHARMACEUTICALS INC","MINT-CITALOPRAM (citalopram (bromhydrate de citalopram) 20 mg comprimé oral) MINT PHARMACEUTICALS INC",NA,"Inactive","20180801","DIN","02304686","MINT-CITALOPRAM","t"
"02429713","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) MINT PHARMACEUTICALS INC","MINT-CITALOPRAM (citalopram (bromhydrate de citalopram) 40 mg comprimé oral) MINT PHARMACEUTICALS INC",NA,"Active","20151014","DIN","02429713","MINT-CITALOPRAM","t"
"02304694","MINT-CITALOPRAM (citalopram (citalopram hydrobromide) 40 mg oral tablet) MINT PHARMACEUTICALS INC","MINT-CITALOPRAM (citalopram (bromhydrate de citalopram) 40 mg comprimé oral) MINT PHARMACEUTICALS INC",NA,"Inactive","20180801","DIN","02304694","MINT-CITALOPRAM","t"
"77700991","PACLITAXEL FOR INJECTION (paclitaxel 100 mg per 16.7 mL solution for injection vial) BIOLYSE PHARMA CORPORATION","PACLITAXEL FOR INJECTION (paclitaxel 100 mg par 16,7 mL solution injectable fiole) BIOLYSE PHARMA CORPORATION",NA,"Active","20011031","CCDD","02244372","PACLITAXEL FOR INJECTION","f"
"77700992","PACLITAXEL FOR INJECTION (paclitaxel 100 mg per 16.7 mL solution for injection vial) BIOLYSE PHARMA CORPORATION","PACLITAXEL FOR INJECTION (paclitaxel 100 mg par 16,7 mL solution injectable fiole) BIOLYSE PHARMA CORPORATION",NA,"Active","20011031","CCDD","02244372","PACLITAXEL FOR INJECTION","f"
"77700993","PACLITAXEL FOR INJECTION (paclitaxel 100 mg per 16.7 mL solution for injection vial) BIOLYSE PHARMA CORPORATION","PACLITAXEL FOR INJECTION (paclitaxel 100 mg par 16,7 mL solution injectable fiole) BIOLYSE PHARMA CORPORATION",NA,"Active","20011031","CCDD","02244372","PACLITAXEL FOR INJECTION","f"
"77700998","PACLITAXEL INJECTION USP (paclitaxel 100 mg per 16.7 mL solution for injection vial) ACCORD HEALTHCARE INC","PACLITAXEL INJECTION USP (paclitaxel 100 mg par 16,7 mL solution injectable fiole) ACCORD HEALTHCARE INC",NA,"Active","20140702","CCDD","02391465","PACLITAXEL INJECTION USP","f"
"77700999","PACLITAXEL INJECTION USP (paclitaxel 100 mg per 16.7 mL solution for injection vial) ACCORD HEALTHCARE INC","PACLITAXEL INJECTION USP (paclitaxel 100 mg par 16,7 mL solution injectable fiole) ACCORD HEALTHCARE INC",NA,"Active","20140702","CCDD","02391465","PACLITAXEL INJECTION USP","f"
"77700996","PACLITAXEL INJECTION USP (paclitaxel 100 mg per 16.7 mL solution for injection vial) SANDOZ CANADA INCORPORATED","PACLITAXEL INJECTION USP (paclitaxel 100 mg par 16,7 mL solution injectable fiole) SANDOZ CANADA INCORPORATED",NA,"Active","20150331","CCDD","02320150","PACLITAXEL INJECTION USP","f"
"77700994","PACLITAXEL INJECTION USP (paclitaxel 100 mg per 16.7 mL solution for injection vial) SANDOZ CANADA INCORPORATED","PACLITAXEL INJECTION USP (paclitaxel 100 mg par 16,7 mL solution injectable fiole) SANDOZ CANADA INCORPORATED",NA,"Active","20150331","CCDD","02320150","PACLITAXEL INJECTION USP","f"
"77700997","PACLITAXEL INJECTION USP (paclitaxel 100 mg per 16.7 mL solution for injection vial) SANDOZ CANADA INCORPORATED","PACLITAXEL INJECTION USP (paclitaxel 100 mg par 16,7 mL solution injectable fiole) SANDOZ CANADA INCORPORATED",NA,"Active","20150331","CCDD","02320150","PACLITAXEL INJECTION USP","f"
"77700995","PACLITAXEL INJECTION USP (paclitaxel 100 mg per 16.7 mL solution for injection vial) SANDOZ CANADA INCORPORATED","PACLITAXEL INJECTION USP (paclitaxel 100 mg par 16,7 mL solution injectable fiole) SANDOZ CANADA INCORPORATED",NA,"Active","20150331","CCDD","02320150","PACLITAXEL INJECTION USP","f"
"02302616","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC","PMS-DICLOFENAC (diclofénac sodique 25 mg comprimé gastrorésistant) PHARMASCIENCE INC",NA,"Active","20080512","DIN","02302616","PMS-DICLOFENAC","t"
"02231502","PMS-DICLOFENAC (diclofenac sodium 25 mg gastro-resistant tablet) PHARMASCIENCE INC","PMS-DICLOFENAC (diclofénac sodique 25 mg comprimé gastrorésistant) PHARMASCIENCE INC",NA,"Inactive","20181018","DIN","02231502","PMS-DICLOFENAC","t"
"02302624","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC","PMS-DICLOFENAC (diclofénac sodique 50 mg comprimé gastrorésistant) PHARMASCIENCE INC",NA,"Active","20080512","DIN","02302624","PMS-DICLOFENAC","t"
"02231503","PMS-DICLOFENAC (diclofenac sodium 50 mg gastro-resistant tablet) PHARMASCIENCE INC","PMS-DICLOFENAC (diclofénac sodique 50 mg comprimé gastrorésistant) PHARMASCIENCE INC",NA,"Inactive","20170803","DIN","02231503","PMS-DICLOFENAC","t"
"02294419","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC","PMS-MINOCYCLINE (minocycline (chlorhydrate de minocycline) 50 mg capsule orale) PHARMASCIENCE INC",NA,"Active","20071001","DIN","02294419","PMS-MINOCYCLINE","t"
"02239238","PMS-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) PHARMASCIENCE INC","PMS-MINOCYCLINE (minocycline (chlorhydrate de minocycline) 50 mg capsule orale) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02239238","PMS-MINOCYCLINE","t"
"02270862","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC","PMS-MOMETASONE (furoate de mométasone 0,1 % pommade cutanée) PHARMASCIENCE INC",NA,"Inactive","20170803","DIN","02270862","PMS-MOMETASONE","t"
"02244769","PMS-MOMETASONE (mometasone furoate 0.1 % cutaneous ointment) PHARMASCIENCE INC","PMS-MOMETASONE (furoate de mométasone 0,1 % pommade cutanée) PHARMASCIENCE INC",NA,"Inactive","20170825","DIN","02244769","PMS-MOMETASONE","t"
"02252635","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 10 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02252635","PMS-SIMVASTATIN","t"
"02269260","PMS-SIMVASTATIN (simvastatin 10 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 10 mg comprimé oral) PHARMASCIENCE INC",NA,"Active","20051103","DIN","02269260","PMS-SIMVASTATIN","t"
"02252643","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 20 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02252643","PMS-SIMVASTATIN","t"
"02269279","PMS-SIMVASTATIN (simvastatin 20 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 20 mg comprimé oral) PHARMASCIENCE INC",NA,"Active","20051103","DIN","02269279","PMS-SIMVASTATIN","t"
"02252651","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 40 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02252651","PMS-SIMVASTATIN","t"
"02269287","PMS-SIMVASTATIN (simvastatin 40 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 40 mg comprimé oral) PHARMASCIENCE INC",NA,"Active","20051103","DIN","02269287","PMS-SIMVASTATIN","t"
"02269252","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 5 mg comprimé oral) PHARMASCIENCE INC",NA,"Active","20051103","DIN","02269252","PMS-SIMVASTATIN","t"
"02252619","PMS-SIMVASTATIN (simvastatin 5 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 5 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02252619","PMS-SIMVASTATIN","t"
"02252678","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 80 mg comprimé oral) PHARMASCIENCE INC",NA,"Inactive","20170930","DIN","02252678","PMS-SIMVASTATIN","t"
"02269295","PMS-SIMVASTATIN (simvastatin 80 mg oral tablet) PHARMASCIENCE INC","PMS-SIMVASTATIN (simvastatine 80 mg comprimé oral) PHARMASCIENCE INC",NA,"Active","20051103","DIN","02269295","PMS-SIMVASTATIN","t"
"02411636","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 10 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 10 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Active","20131023","DIN","02411636","ROSUVASTATIN","t"
"02389045","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 10 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 10 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Inactive","20171002","DIN","02389045","ROSUVASTATIN","t"
"02411644","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 20 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 20 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Active","20131023","DIN","02411644","ROSUVASTATIN","t"
"02389053","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 20 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 20 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Inactive","20171205","DIN","02389053","ROSUVASTATIN","t"
"02389061","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 40 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 40 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Inactive","20171002","DIN","02389061","ROSUVASTATIN","t"
"02411652","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 40 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 40 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Active","20131023","DIN","02411652","ROSUVASTATIN","t"
"02411628","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 5 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Active","20131023","DIN","02411628","ROSUVASTATIN","t"
"02389037","ROSUVASTATIN (rosuvastatin (rosuvastatin calcium) 5 mg oral tablet) SIVEM PHARMACEUTICALS ULC","ROSUVASTATIN (rosuvastatine (rosuvastatine calcique) 5 mg comprimé oral) SIVEM PHARMACEUTICALS ULC",NA,"Inactive","20171205","DIN","02389037","ROSUVASTATIN","t"
"02392267","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN (candésartan cilexétil 32 mg comprimé oral) SANDOZ CANADA INCORPORATED",NA,"Inactive","20180801","DIN","02392267","SANDOZ CANDESARTAN","t"
"02417340","SANDOZ CANDESARTAN (candesartan cilexetil 32 mg oral tablet) SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN (candésartan cilexétil 32 mg comprimé oral) SANDOZ CANADA INCORPORATED",NA,"Active","20140319","DIN","02417340","SANDOZ CANDESARTAN","t"
"02479486","SANDOZ FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) SANDOZ CANADA INCORPORATED","SANDOZ FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 10 mg capsule orale) SANDOZ CANADA INCORPORATED",NA,"Active","20181219","DIN","02479486","SANDOZ FLUOXETINE","t"
"02243486","SANDOZ FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 10 mg oral capsule) SANDOZ CANADA INCORPORATED","SANDOZ FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 10 mg capsule orale) SANDOZ CANADA INCORPORATED",NA,"Inactive","20180524","DIN","02243486","SANDOZ FLUOXETINE","t"
"02243487","SANDOZ FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) SANDOZ CANADA INCORPORATED","SANDOZ FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale) SANDOZ CANADA INCORPORATED",NA,"Inactive","20180524","DIN","02243487","SANDOZ FLUOXETINE","t"
"02479494","SANDOZ FLUOXETINE (fluoxetine (fluoxetine hydrochloride) 20 mg oral capsule) SANDOZ CANADA INCORPORATED","SANDOZ FLUOXETINE (fluoxétine (chlorhydrate de fluoxétine) 20 mg capsule orale) SANDOZ CANADA INCORPORATED",NA,"Active","20181219","DIN","02479494","SANDOZ FLUOXETINE","t"
"02157195","TEVA-DOMPERIDONE (domperidone (domperidone maleate) 10 mg oral tablet) TEVA CANADA LIMITED","TEVA-DOMPERIDONE (dompéridone (maléate de dompéridone) 10 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180227","DIN","02157195","TEVA-DOMPERIDONE","t"
"01912070","TEVA-DOMPERIDONE (domperidone (domperidone maleate) 10 mg oral tablet) TEVA CANADA LIMITED","TEVA-DOMPERIDONE (dompéridone (maléate de dompéridone) 10 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","19931231","DIN","01912070","TEVA-DOMPERIDONE","t"
"00750050","TEVA-ECTOSONE (betamethasone (betamethasone valerate) 0.1 % lotion) TEVA CANADA LIMITED","TEVA-ECTOSONE (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) TEVA CANADA LIMITED",NA,"Active","19871231","DIN","00750050","TEVA-ECTOSONE","t"
"00653217","TEVA-ECTOSONE (betamethasone (betamethasone valerate) 0.1 % lotion) TEVA CANADA LIMITED","TEVA-ECTOSONE (bétaméthasone (valérate de bétaméthasone) 0,1 % lotion) TEVA CANADA LIMITED",NA,"Active","19861231","DIN","00653217","TEVA-ECTOSONE","t"
"02316404","TEVA-IRBESARTAN (irbesartan 150 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 150 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20110321","DIN","02316404","TEVA-IRBESARTAN","t"
"02315998","TEVA-IRBESARTAN (irbesartan 150 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 150 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180410","DIN","02315998","TEVA-IRBESARTAN","t"
"02316005","TEVA-IRBESARTAN (irbesartan 300 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 300 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180410","DIN","02316005","TEVA-IRBESARTAN","t"
"02316412","TEVA-IRBESARTAN (irbesartan 300 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 300 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20110321","DIN","02316412","TEVA-IRBESARTAN","t"
"02315971","TEVA-IRBESARTAN (irbesartan 75 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 75 mg comprimé oral) TEVA CANADA LIMITED",NA,"Inactive","20180410","DIN","02315971","TEVA-IRBESARTAN","t"
"02316390","TEVA-IRBESARTAN (irbesartan 75 mg oral tablet) TEVA CANADA LIMITED","TEVA-IRBESARTAN (irbésartan 75 mg comprimé oral) TEVA CANADA LIMITED",NA,"Active","20110321","DIN","02316390","TEVA-IRBESARTAN","t"
