"ntp_formal_name","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code"
"morphine sulfate 250 mg per 5 mL solution for injection vial",TRUE,1,FALSE,1987-12-31,9006216
"morphine sulfate 500 mg per 10 mL solution for injection vial",TRUE,1,FALSE,1987-12-31,9006217
"morphine sulfate 50 mg per 1 mL solution for injection vial",TRUE,1,FALSE,1987-12-31,9006218
"morphine sulfate 50 mg per mL solution for injection 50 mL vial",TRUE,3,FALSE,1987-12-31,9006219
"nitroglycerin 500 mg per 10 mL solution for injection vial",TRUE,2,FALSE,1988-12-31,9006220
"dexamethasone phosphate (dexamethasone sodium phosphate) 1 mg per mL ophthalmic/otic drops",TRUE,1,FALSE,1989-12-31,9006221
"dexamethasone (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection",TRUE,1,FALSE,1990-12-31,9006222
"folic acid 50 mg per 10 mL and folic acid 50 mg per 10 mL solution for injection vial",TRUE,1,FALSE,1990-12-31,9006223
"morphine sulfate 50 mg per mL solution for injection 20 mL vial",TRUE,1,FALSE,1990-12-31,9006224
"nitroglycerin 100 mg per 10 mL solution for injection vial",TRUE,1,FALSE,1990-12-31,9006225
"furosemide 6250 mg per 25 mL solution for injection vial",TRUE,1,FALSE,1991-12-31,9006226
"mometasone furoate 0.1 % lotion",TRUE,2,FALSE,1991-12-31,9006227
"acetaminophen 500 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet",TRUE,1,FALSE,1992-12-31,9006228
"ethinyl estradiol 0.035 mg and norgestimate 0.25 mg oral tablet with lactose oral tablet",TRUE,1,FALSE,1992-12-31,9006229
"hydrocortisone acetate 2.5 % ophthalmic ointment",TRUE,1,FALSE,1992-12-31,9006230
"morphine sulfate 10 mg per 10 mL solution for injection vial",TRUE,1,FALSE,1992-12-31,9006231
"morphine sulfate 1 mg per mL solution for injection 50 mL vial",TRUE,2,FALSE,1992-12-31,9006232
"morphine sulfate 2 mg per 1 mL solution for injection vial",TRUE,2,FALSE,1992-12-31,9006233
"morphine sulfate 2 mg per mL solution for injection 50 mL vial",TRUE,2,FALSE,1992-12-31,9006234
"morphine sulfate 5 mg per 5 mL solution for injection vial",TRUE,2,FALSE,1992-12-31,9006235
"morphine sulfate 5 mg per mL solution for injection 30 mL vial",TRUE,1,FALSE,1992-12-31,9006236
"vitamin D3 (cholecalciferol) 10000 unit oral tablet",TRUE,4,FALSE,1992-12-31,9006237
"desogestrel 0.15 mg and ethinyl estradiol 0.03 mg oral tablet with lactose oral tablet",TRUE,5,FALSE,1993-12-31,9006238
"ethinyl estradiol 0.035 mg and norgestimate 0.18 mg and norgestimate 0.215 mg and norgestimate 0.25 mg oral tablet",TRUE,1,TRUE,1993-12-31,9006239
"ethinyl estradiol 0.035 mg and norgestimate 0.18 mg oral tablet with ethinyl estradiol 0.035 mg and norgestimate 0.215 mg oral tablet with ethinyl estradiol 0.035 mg and norgestimate 0.25 mg oral tablet with lactose oral tablet",TRUE,1,TRUE,1993-12-31,9006240
"amoxicillin 25 mg per mL oral suspension",TRUE,1,FALSE,1994-12-31,9006241
"amoxicillin 50 mg per mL oral suspension",TRUE,1,FALSE,1994-12-31,9006242
"dexamethasone sodium phosphate 0.1 % ophthalmic/otic drops",TRUE,1,FALSE,1994-12-31,9006243
"digoxin 1 mg per 2 mL solution for injection ampoule",TRUE,1,FALSE,1994-12-31,9006244
"epinephrine 1 mg per 1 mL solution for injection",TRUE,1,FALSE,1994-12-31,9006245
"salbutamol (salbutamol sulfate) 5 mg per mL nebuliser solution 10 mL bottle",TRUE,2,FALSE,1994-12-31,9006246
"cefprozil 125 mg per 5 mL oral suspension",TRUE,4,FALSE,1995-12-31,9006247
"cefprozil 250 mg per 5 mL oral suspension",TRUE,4,FALSE,1995-12-31,9006248
"clarithromycin 125 mg per 5 mL oral suspension",TRUE,3,FALSE,1995-12-31,9006249
"hydromorphone hydrochloride 1000 mg per 50 mL solution for injection vial",TRUE,1,FALSE,1995-12-31,9006250
"hydromorphone hydrochloride 100 mg per 5 mL solution for injection vial",TRUE,1,FALSE,1995-12-31,9006251
"hydromorphone hydrochloride 20 mg per 1 mL solution for injection vial",TRUE,1,FALSE,1995-12-31,9006252
"hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial",TRUE,1,FALSE,1995-12-31,9006253
"mesalazine 1 g per 100 mL rectal suspension",TRUE,1,FALSE,1995-12-31,9006254
"mesalazine 4 g per 100 mL rectal suspension",TRUE,1,FALSE,1995-12-31,9006255
"nifedipine 10 mg prolonged-release oral tablet",TRUE,1,FALSE,1995-12-31,9006256
"ethinyl estradiol 0.035 mg and norethindrone 1mg oral tablet with ethinyl estradiol 0.035 mg and norethindrone 500 mcg oral tablet",TRUE,1,FALSE,1996-08-14,9006257
"ethinyl estradiol 0.035 mg and norethindrone 1mg oral tablet with ethinyl estradiol 0.035 mg and norethindrone 500 mcg oral tablet with lactose oral tablet",TRUE,1,FALSE,1996-08-14,9006258
"oxybutynin chloride 5 mg per 5 mL syrup",TRUE,3,FALSE,1996-09-04,9006259
"azithromycin 100 mg per 5 mL oral suspension",TRUE,4,FALSE,1996-09-26,9006260
"azithromycin 200 mg per 5 mL oral suspension",TRUE,4,FALSE,1996-09-26,9006261
"naproxen 125 mg per 5 mL oral suspension",TRUE,1,FALSE,1996-12-31,9006262
"triamcinolone hexacetonide 20 mg per 1 mL suspension for injection vial",TRUE,1,FALSE,1997-01-20,9006263
"sumatriptan (sumatriptan hemisulfate) 20 mg per actuation nasal spray",TRUE,1,FALSE,1997-02-19,9006264
"sumatriptan (sumatriptan hemisulfate) 5 mg per actuation nasal spray",TRUE,1,FALSE,1997-02-19,9006265
"clotrimazole 1 % cutaneous cream with clotrimazole 10 % vaginal cream",TRUE,1,FALSE,1997-06-11,9006266
"benztropine mesylate 2 mg per 5 mL oral solution",TRUE,1,FALSE,1997-08-20,9006267
"ethinyl estradiol 0.02 mg and levonorgestrel 0.1 mg oral tablet",TRUE,4,FALSE,1998-01-07,9006268
"ethinyl estradiol 0.02 mg and levonorgestrel 0.1 mg oral tablet with lactose oral tablet",TRUE,4,FALSE,1998-01-07,9006269
"acyclovir (acyclovir sodium) 500 mg per 20 mL solution for injection vial",TRUE,1,FALSE,1998-03-18,9006270
"ciprofloxacin 500 mg per 5 mL oral suspension",TRUE,1,FALSE,1998-09-15,9006271
"mometasone furoate 50 mcg per actuation nasal spray",TRUE,3,FALSE,1998-09-15,9006272
"epinephrine racemic 2.25 % inhalation solution",TRUE,1,FALSE,1998-10-02,9006273
"amoxicillin 200 mg per 5 mL and clavulanic acid (potassium clavulanate) 28.5 mg per 5 mL oral suspension",TRUE,1,FALSE,1998-10-29,9006274
"amoxicillin 400 mg per 5 mL and clavulanic acid (potassium clavulanate) 57 mg per 5 mL oral suspension",TRUE,2,FALSE,1998-10-29,9006275
"clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 120 mL vial",TRUE,1,FALSE,1999-01-19,9006276
"clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 60 mL vial",TRUE,1,FALSE,1999-01-19,9006277
"dexamethasone phosphate (dexamethasone sodium phosphate) 4 mg per 1 mL solution for injection vial",TRUE,1,FALSE,1999-04-01,9006278
"dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection vial",TRUE,1,FALSE,1999-06-30,9006279
"sumatriptan (sumatriptan succinate) 6 mg per 0.5 mL solution for injection 0.5 mL syringe",TRUE,2,FALSE,1999-08-30,9006280
"fluticasone propionate 100 mcg per actuation and salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder",TRUE,1,FALSE,1999-09-24,9006281
"fluticasone propionate 250 mcg per actuation and salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder",TRUE,1,FALSE,1999-09-24,9006282
"fluticasone propionate 500 mcg per actuation and salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder",TRUE,1,FALSE,1999-09-24,9006283
"meperidine hydrochloride 100 mg per mL solution for injection 20 mL vial",TRUE,1,FALSE,2000-05-01,9006284
"ranitidine (ranitidine hydrochloride) 100 mg per 2 mL solution for injection vial",TRUE,2,FALSE,2000-05-01,9006285
"doxycycline (doxycycline hyclate) 8.8 % periodontal gel",TRUE,1,FALSE,2001-01-31,9006286
"hydromorphone hydrochloride 10000 mg per 10 mL solution for injection vial",TRUE,1,FALSE,2001-12-10,9006287
"fluticasone propionate 125 mcg per actuation and salmeterol (salmeterol xinafoate) 25 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2001-12-21,9006288
"fluticasone propionate 250 mcg per actuation and salmeterol (salmeterol xinafoate) 25 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2001-12-21,9006289
"clarithromycin 250 mg per 5 mL oral suspension",TRUE,3,FALSE,2002-05-28,9006290
"pentazocine (pentazocine lactate) 30 mg per 1 mL solution for injection",TRUE,1,FALSE,2002-11-01,9006291
"ibuprofen 50 mg chewable tablet",TRUE,1,FALSE,2003-05-14,9006292
"ethinyl estradiol 0.035 mg per 24 hours and norelgestromin 0.02 mg per 24 hours transdermal patch",TRUE,1,FALSE,2003-12-24,9006293
"isperidone 37.5 mg per vial powder for prolonged-release suspension for injection with diluent solution",TRUE,1,FALSE,2004-09-08,9006294
"ranitidine (ranitidine hydrochloride) 75 mg per 5 mL oral solution",TRUE,2,FALSE,2004-09-08,9006295
"risperidone 25 mg per vial powder for prolonged-release suspension for injection with diluent solution",TRUE,1,FALSE,2004-09-08,9006296
"risperidone 50 mg per vial powder for prolonged-release suspension for injection with diluent solution",TRUE,1,FALSE,2004-09-08,9006297
"ethinyl estradiol 15 mcg per 24 hours and etonogestrel 120 mcg per 24 hours vaginal delivery system",TRUE,1,FALSE,2004-12-02,9006298
"drospirenone 3 mg and ethinyl estradiol 0.03 mg oral tablet with lactose oral tablet",TRUE,3,FALSE,2004-12-22,9006299
"ethinyl estradiol 0.025 mg and norgestimate 0.18 mg oral tablet with ethinyl estradiol 0.025 mg and norgestimate 0.215 mg tablet with ethinyl estradiol 0.025 mg and norgestimate 0.25 mg oral tablet",TRUE,2,TRUE,2005-01-27,9006300
"ethinyl estradiol 0.025 mg and norgestimate 0.18 mg oral tablet with ethinyl estradiol 0.025 mg and norgestimate 0.215 mg tablet with ethinyl estradiol 0.025 mg and norgestimate 0.25 mg oral tablet with lactose oral tablet",TRUE,2,TRUE,2005-01-27,9006301
"vitamin D3 (cholecalciferol) 10000 unit oral capsule",TRUE,4,FALSE,2005-04-06,9006302
"alendronic acid (alendronate sodium) 70 mg and vitamin D3 (cholecalciferol) 2800 unit oral tablet",TRUE,3,FALSE,2006-03-13,9006303
"azithromycin (azithromycin hemiethanolate) 100 mg per 5 mL oral suspension",TRUE,2,FALSE,2006-04-19,9006304
"azithromycin (azithromycin hemiethanolate) 200 mg per 5 mL oral suspension",TRUE,2,FALSE,2006-04-19,9006305
"clotrimazole 1 % cutaneous cream with clotrimazole 500 mg vaginal tablet",TRUE,1,FALSE,2006-05-12,9006306
"clotrimazole 1 % cutaneous cream with clotrimazole 200 mg vaginal tablet",TRUE,1,FALSE,2006-06-02,9006307
"desogestrel 0.1 mg and estradiol 0.025 mg oral tablet with desogestrel 0.125 mg and estradiol 0.025 mg oral tablet with desogestrel 0.15 mg and ethinyl estradiol 0.025 mg oral tablet",TRUE,1,TRUE,2006-06-13,9006308
"desogestrel 0.1 mg and estradiol 0.025 mg oral tablet with desogestrel 0.125 mg and estradiol 0.025 mg oral tablet with  desogestrel 0.15 mg and ethinyl estradiol 0.025 mg oral tablet with lactose oral tablet",TRUE,1,TRUE,2006-06-13,9006309
"ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet with lactose oral tablet",TRUE,3,FALSE,2007-08-14,9006310
"risperidone 12.5 mg per vial powder for prolonged-release suspension for injection with diluent solution",TRUE,1,FALSE,2007-10-24,9006311
"alendronic acid (alendronate sodium) 70 mg and vitamin D3 (cholecalciferol) 5600 unit oral tablet",TRUE,4,FALSE,2008-09-17,9006312
"drospirenone 3 mg and ethinyl estradiol 0.02 mg oral tablet with lactose oral tablet",TRUE,2,FALSE,2009-01-06,9006313
"ethinyl estradiol 0.03 mg and levonorgestrel 0.15 mg oral tablet with ethinyl estradiol 0.01 mg oral tablet ",TRUE,1,FALSE,2011-04-18,9006314
"furosemide 250 mg per 25 mL solution for injection 25 mL vial",TRUE,1,FALSE,2011-06-08,9006315
"vitamin D3 (cholecalciferol) 50000 unit oral capsule",TRUE,3,FALSE,2011-08-09,9006316
"oxybutynin chloride 10 % cutaneous gel",TRUE,1,FALSE,2011-10-27,9006317
"ibuprofen 400 mg per 4 mL solution for injection vial",TRUE,1,FALSE,2012-06-15,9006318
"ibuprofen 800 mg per 8 mL solution for injection vial",TRUE,1,FALSE,2012-06-15,9006319
"dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection",TRUE,1,FALSE,2013-05-08,9006320
"furosemide 40 mg per 2 mL solution for injection ampoule",TRUE,1,FALSE,2013-08-22,9006321
"ethinyl estradiol 0.01 mg and norethindrone acetate 1 mg oral tablet with ethinyl estradiol 0.01 mg oral tablet with lactose oral tablet",TRUE,1,FALSE,2014-03-24,9006322
"aripiprazole 300 mg per vial powder for prolonged-release suspension for injection with diluent solution",TRUE,1,FALSE,2014-03-27,9006323
"aripiprazole 400 mg per vial powder for prolonged-release suspension for injection with diluent solution",TRUE,1,FALSE,2014-03-27,9006324
"naproxen (naproxen sodium, naproxen) 200 mg oral capsule",TRUE,1,FALSE,2015-06-19,9006325
"vitamin D3 (cholecalciferol) 2000 unit oral capsule",TRUE,1,FALSE,2015-07-31,9006326
"vitamin D3 (cholecalciferol) 25000 unit oral capsule",TRUE,1,FALSE,2015-07-31,9006327
"vitamin D3 (cholecalciferol) 5000 unit oral capsule",TRUE,1,FALSE,2015-10-20,9006328
"rivaroxaban 15 mg oral tablet with rivaroxaban 20 mg oral tablet",TRUE,1,FALSE,2015-11-02,9006329
"betamethasone valerate 1 % cutaneous patch",TRUE,1,FALSE,2016-04-05,9006330
"dexpanthenol 10 mg per mL and lidocaine hydrochloride 2 % and nicotinamide 75 mg per mL and pyridoxine hydrochloride 2 mg per mL and vitamin B1 50 mg per mL and vitamin B2 (riboflavin 5'-phosphate sodium) 7.5 mg per mL solution for injection",FALSE,1,TRUE,1951-12-31,9006331
"epinephrine (epinephrine bitartrate) 0.01 mg per mL and lidocaine hydrochloride 10 mg per mL solution for injection",FALSE,1,FALSE,1954-12-31,9006332
"epinephrine (epinephrine bitartrate) 5 mcg per mL and lidocaine hydrochloride 10 mg per mL solution for injection",FALSE,1,FALSE,1954-12-31,9006333
"lidocaine hydrochloride 20 mg per mL NA",FALSE,1,FALSE,1954-12-31,9006334
"methylprednisolone acetate 40 mg per mL NA",FALSE,2,FALSE,1960-12-31,9006335
"sodium polystyrene sulfonate 100 % powder for oral/rectal suspension",FALSE,2,FALSE,1961-12-31,9006336
"NA 100 m per mL powder for solution for injection",FALSE,1,FALSE,1964-12-31,9006337
"water 100 % NA",FALSE,1,FALSE,1964-12-31,9006338
"epinephrine (epinephrine bitartrate) 5 mcg per mL and lidocaine hydrochloride 20 mg per mL solution for injection",FALSE,1,FALSE,1965-12-31,9006339
"sodium chloride 9 mg per mL NA",FALSE,1,FALSE,1966-12-31,9006340
"NA 0.5 % and NA 0.05 % cutaneous cream",FALSE,1,FALSE,1967-12-31,9006341
"methylprednisolone acetate 80 mg per mL NA",FALSE,2,FALSE,1969-12-31,9006342
"iodine (ethiodized oil) 380 mg per g NA",FALSE,1,FALSE,1977-12-31,9006343
"bismuth subgallate 200 mg chewable tablet",FALSE,1,FALSE,1978-12-31,9006344
"vitamin B12 1 mg per mL solution for injection",FALSE,5,FALSE,1978-12-31,9006345
"calcium polystyrene sulfonate 999 mg per g powder for oral/rectal suspension",FALSE,1,FALSE,1979-12-31,9006346
"dexpanthenol 10 mg per mL and nicotinamide 100 mg per mL and pyridoxine hydrochloride 10 mg per mL and thiamine hydrochloride 100 mg per mL and vitamin B12 100 mcg per mL and vitamin B2 (riboflavin 5'-phosphate sodium) 10 mg per mL solution for injection",FALSE,1,TRUE,1979-12-31,9006347
"modified ragweed tyrosine adsorbate 210 unit per mL and modified ragweed tyrosine adsorbate 500 unit per mL and modified ragweed tyrosine adsorbate 1400 unit per mL and modified ragweed tyrosine adsorbate 4300 unit per mL solution for injection",FALSE,1,FALSE,1979-12-31,9006348
"vitamin B2 (riboflavin 5'-phosphate sodium) 50 mg per mL solution for injection",FALSE,1,FALSE,1979-12-31,9006349
"vitamin B12 (cyanocobalamin) 100 mcg per mL solution for injection",FALSE,1,FALSE,1981-12-31,9006350
"vitamin B12 (cyanocobalamin) 1 mg per mL solution for injection",FALSE,1,FALSE,1981-12-31,9006351
"vitamin K1 10 mg per mL solution for injection",FALSE,1,FALSE,1981-12-31,9006352
"vitamin K1 2 mg per mL solution for injection",FALSE,1,FALSE,1981-12-31,9006353
"aloe 2 g per 100 mL and benzoin 10 g per 100 mL and myroxylon balsamum 4 g per 100 mL and storax 8 g per 100 mL inhalation solution",FALSE,1,FALSE,1982-12-31,9006354
"benzocaine 20 % and cetylpyridinium chloride 0.1 % oromucosal solution",FALSE,1,FALSE,1982-12-31,9006355
"deoxycholic acid 30 mg and NA 30 mg and NA 150 mg oral tablet",FALSE,1,FALSE,1983-12-31,9006356
"d-pantothenic acid (calcium d-pantothenate, riboflavin-5-phosphate) 2.6 mg per mL and nicotinamide 10 mg per mL and vitamin A 1000 unit per mL and vitamin B1 (thiamine hydrochloride) 4.5 mg per mL and vitamin B2 (riboflavin-5-phosphate) 1 mg per mL and vitamin B6 (pyridoxine hydrochloride) 1.2 mg per mL and vitamin C 100 mg per mL and vitamin D 100 unit per mL and vitamin E (dl-alpha tocopheryl acetate) 1 unit per mL solution for injection",FALSE,1,TRUE,1984-12-31,9006357
"miconazole nitrate 400 mg and miconazole nitrate 2 % NA",FALSE,1,FALSE,1986-12-31,9006358
"vitamin E (dl-alpha tocopheryl acetate) 100 unit per mL solution for injection",FALSE,1,FALSE,1986-12-31,9006359
"vitamin C 500 mg per mL solution for injection",FALSE,2,FALSE,1987-12-31,9006360
"sodium polystyrene sulfonate 94.3 mg per g powder for oral/rectal suspension",FALSE,1,FALSE,1988-12-31,9006361
"gramicidin 0.025 mg per mL and neomycin (neomycin sulfate) 1.75 mg per mL and polymyxin b (polymyxin b sulfate) 10000 unit per mL ophthalmic/otic drops",FALSE,1,FALSE,1989-12-31,9006362
"tolnaftate 1 % NA",FALSE,1,FALSE,1989-12-31,9006363
"vitamin C (sodium ascorbate) 250 mg per mL solution for injection",FALSE,1,FALSE,1989-12-31,9006364
"vitamin K1 10 mg per mL emulsion for injection",FALSE,1,FALSE,1989-12-31,9006365
"vitamin K1 2 mg per mL emulsion for injection",FALSE,1,FALSE,1989-12-31,9006366
"cefixime 100 mg per 5 mL oral suspension",FALSE,1,FALSE,1990-12-31,9006367
"cetrimonium bromide 0.5 % NA",FALSE,1,FALSE,1990-12-31,9006368
"acetaminophen 80 mg per mL NA",FALSE,1,FALSE,1991-12-31,9006369
"lidocaine 2.5 % and prilocaine 2.5 % cutaneous cream",FALSE,1,FALSE,1991-12-31,9006370
"NA 40 mg per mL NA",FALSE,1,FALSE,1992-11-19,9006371
"acetaminophen 80 mg per 1 mL NA",FALSE,1,FALSE,1992-12-31,9006372
"chloramphenicol 10 mg per g and hydrocortisone acetate 10 mg per g ophthalmic/otic ointment",FALSE,1,FALSE,1992-12-31,9006373
"chloramphenicol 2 mg per mL and hydrocortisone acetate 10 mg per mL ophthalmic/otic drops",FALSE,1,FALSE,1992-12-31,9006374
"haemophilus influenzae type b-prp 10 mcg per 0.5 mL and tetanus protein 30 mcg per 0.5 mL NA",FALSE,1,FALSE,1992-12-31,9006375
"acetaminophen 325 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin C 50 mg per pck powder for oral solution",FALSE,1,FALSE,1993-12-30,9006376
"chlorhexidine acetate 10 % NA",FALSE,1,FALSE,1993-12-31,9006377
"cholestyramine resin 4 g per 5 g oral suspension",FALSE,1,FALSE,1993-12-31,9006378
"cromolyn sodium 1 % nebuliser solution",FALSE,1,FALSE,1993-12-31,9006379
"isoflurane 99.9 % NA",FALSE,1,FALSE,1993-12-31,9006380
"levocabastine (levocabastine hydrochloride) 0.5 mg per mL NA",FALSE,1,FALSE,1993-12-31,9006381
"biotin 12 mcg per mL and dexpanthenol 3 mg per mL and folic acid 80 mcg per mL and nicotinamide 8 mg per mL and pyridoxine hydrochloride 0.8 mg per mL and vitamin A 660 unit per mL and vitamin B12 (vitamin B12) 1 mcg per mL and vitamin B1 (thiamine hydrochloride) 0.6 mg per mL and vitamin B2 (riboflavin-5-phosphate) 0.72 mg per mL and vitamin C 20 mg per mL and vitamin D 40 unit per mL and vitamin E 2 unit per mL solution for injection",FALSE,1,TRUE,1994-12-31,9006382
"budesonide 2.3 mg and sodium chloride 115 mL NA",FALSE,1,FALSE,1994-12-31,9006383
"calcium chloride 0.48 mg per mL and magnesium chloride 0.3 mg per mL and potassium chloride 0.75 mg per mL and sodium acetate 3.9 mg per mL and sodium chloride 6.4 mg per mL and sodium citrate 1.7 mg per mL irrigation solution",FALSE,1,TRUE,1994-12-31,9006384
"NA 0.5 % NA",FALSE,1,FALSE,1994-12-31,9006385
"polysorbate 80 0.8 % NA",FALSE,1,FALSE,1994-12-31,9006386
"lidocaine 0.5 % NA",FALSE,1,FALSE,1995-03-17,9006387
"chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % NA",FALSE,1,FALSE,1995-12-31,9006388
"choline 2.222 mg per mL and inositol 2.222 mg per mL and nicotinamide 1.111 mg per mL and pipradrol hydrochloride 0.044 mg per mL and pyridoxine hydrochloride 0.042 mg per mL and thiamine hydrochloride 0.222 mg per mL and vitamin B2 0.111 mg per mL oral solution",FALSE,1,TRUE,1995-12-31,9006389
"dextromethorphan hydrobromide 30 mg per 23 g and pheniramine maleate 20 mg per 23 g and phenylephrine hydrochloride 10 mg per 23 g and vitamin C 50 mg per 23 g powder for oral solution",FALSE,1,FALSE,1995-12-31,9006390
"gelatin 13.3 % and pectin 13.3 % and sodium carboxymethyl cellulose 13.3 % NA",FALSE,1,FALSE,1995-12-31,9006391
"methylprednisolone acetate 20 mg per mL NA",FALSE,1,FALSE,1995-12-31,9006392
"sodium citrate 90 mg per mL and sodium lauryl sulfoacetate 9 mg per mL and sorbitol 625 mg per mL NA",FALSE,1,FALSE,1995-12-31,9006393
"cholestyramine resin 4 g per 9 g oral suspension",FALSE,1,FALSE,1996-03-15,9006394
"chlorhexidine gluconate 0.12 % NA",FALSE,2,FALSE,1996-10-30,9006395
"acetaminophen 325 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin C 50 mg per pck NA",FALSE,1,FALSE,1996-11-26,9006396
"acetaminophen 500 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin C 50 mg per pck NA",FALSE,1,FALSE,1996-11-26,9006397
"benzydamine hydrochloride 1.5 mg per mL NA",FALSE,2,FALSE,1996-12-02,9006398
"ribavirin 6 g per vial NA",FALSE,1,FALSE,1996-12-05,9006399
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone (hydrocortisone acetate) 0.5 % suppository",FALSE,1,FALSE,1996-12-30,9006400
"alteplase 100 mg and water 100 mL NA",FALSE,1,FALSE,1996-12-31,9006401
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone 0.5 % suppository",FALSE,3,FALSE,1997-01-23,9006402
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone (hydrocortisone acetate) 0.5 % rectal ointment",FALSE,1,FALSE,1997-02-03,9006403
"interferon alfa-2b 10000000 unit per vial and water 1 mL per vial NA",FALSE,1,FALSE,1997-03-12,9006404
"cetrimide 150 mg per 100 g and lidocaine 15 g per 100 g NA",FALSE,1,FALSE,1997-03-26,9006405
"cromolyn sodium 2 % NA",FALSE,1,FALSE,1997-07-28,9006406
"chorionic gonadotropin 10000 unit per vial and water 10 mL per vial NA",FALSE,1,FALSE,1997-08-13,9006407
