"ntp_formal_name","ccdd","n_mp","greater_than_5_AIs","ntp_status_effective_time","ntp_code"
"nitroglycerin 100 mg per 10 mL solution for injection vial",TRUE,1,FALSE,1990-12-31,9006224
"furosemide 6250 mg per 25 mL solution for injection vial",TRUE,2,FALSE,1991-12-31,9006225
"mometasone furoate 0.1 % lotion",TRUE,2,FALSE,1991-12-31,9006226
"acetaminophen 500 mg and caffeine 15 mg and codeine phosphate 8 mg oral tablet",TRUE,1,FALSE,1992-12-31,9006227
"budesonide 400 mcg per actuation NA",TRUE,1,FALSE,1992-12-31,9006228
"hydrocortisone acetate 2.5 % ophthalmic ointment",TRUE,1,FALSE,1992-12-31,9006229
"morphine sulfate 10 mg per 10 mL solution for injection vial",TRUE,1,FALSE,1992-12-31,9006230
"morphine sulfate 1 mg per mL solution for injection 50 mL vial",TRUE,2,FALSE,1992-12-31,9006231
"morphine sulfate 2 mg per 1 mL solution for injection vial",TRUE,2,FALSE,1992-12-31,9006232
"morphine sulfate 2 mg per mL solution for injection 50 mL vial",TRUE,2,FALSE,1992-12-31,9006233
"morphine sulfate 5 mg per 5 mL solution for injection vial",TRUE,2,FALSE,1992-12-31,9006234
"morphine sulfate 5 mg per mL solution for injection 30 mL vial",TRUE,1,FALSE,1992-12-31,9006235
"vitamin d3 (cholecalciferol) 10000 unit oral tablet",TRUE,4,FALSE,1992-12-31,9006236
"ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and ethinyl estradiol 0.035 mg and norgestimate 0.215 mg and norgestimate 0.25 mg and norgestimate 0.18 mg oral tablet",TRUE,1,TRUE,1993-12-31,9006237
"amoxicillin 25 mg per mL oral suspension",TRUE,1,FALSE,1994-12-31,9006238
"amoxicillin 50 mg per mL oral suspension",TRUE,1,FALSE,1994-12-31,9006239
"dexamethasone sodium phosphate 0.1 % ophthalmic/otic drops",TRUE,1,FALSE,1994-12-31,9006240
"digoxin 1 mg per 2 mL solution for injection ampoule",TRUE,1,FALSE,1994-12-31,9006241
"epinephrine 1 mg per 1 mL solution for injection",TRUE,1,FALSE,1994-12-31,9006242
"salbutamol (salbutamol sulfate) 5 mg per mL nebuliser solution 10 mL bottle",TRUE,2,FALSE,1994-12-31,9006243
"beclomethasone dipropionate 50 mcg per actuation NA",TRUE,1,FALSE,1995-12-31,9006244
"cefprozil 125 mg per 5 mL oral suspension",TRUE,4,FALSE,1995-12-31,9006245
"cefprozil 250 mg per 5 mL oral suspension",TRUE,4,FALSE,1995-12-31,9006246
"clarithromycin 125 mg per 5 mL oral suspension",TRUE,3,FALSE,1995-12-31,9006247
"hydromorphone hydrochloride 1000 mg per 50 mL solution for injection vial",TRUE,1,FALSE,1995-12-31,9006248
"hydromorphone hydrochloride 100 mg per 5 mL solution for injection vial",TRUE,1,FALSE,1995-12-31,9006249
"hydromorphone hydrochloride 20 mg per 1 mL solution for injection vial",TRUE,1,FALSE,1995-12-31,9006250
"hydromorphone hydrochloride 50 mg per mL solution for injection 50 mL vial",TRUE,1,FALSE,1995-12-31,9006251
"mesalazine 1 g per 100 mL rectal suspension",TRUE,1,FALSE,1995-12-31,9006252
"mesalazine 4 g per 100 mL rectal suspension",TRUE,1,FALSE,1995-12-31,9006253
"nifedipine 10 mg prolonged-release oral tablet",TRUE,1,FALSE,1995-12-31,9006254
"oxybutynin chloride 5 mg per 5 mL syrup",TRUE,3,FALSE,1996-09-04,9006255
"azithromycin 100 mg per 5 mL oral suspension",TRUE,4,FALSE,1996-09-26,9006256
"azithromycin 200 mg per 5 mL oral suspension",TRUE,4,FALSE,1996-09-26,9006257
"naproxen 125 mg per 5 mL oral suspension",TRUE,1,FALSE,1996-12-31,9006258
"triamcinolone acetonide 20 mg per 1 mL suspension for injection vial",TRUE,1,FALSE,1997-01-20,9006259
"sumatriptan (sumatriptan hemisulfate) 20 mg per actuation nasal spray",TRUE,1,FALSE,1997-02-19,9006260
"sumatriptan (sumatriptan hemisulfate) 5 mg per actuation nasal spray",TRUE,1,FALSE,1997-02-19,9006261
"triamcinolone acetonide 200 mg per 5 mL NA vial",TRUE,1,FALSE,1997-03-26,9006262
"benztropine mesylate 2 mg per 5 mL oral solution",TRUE,1,FALSE,1997-08-20,9006263
"acyclovir (acyclovir sodium) 500 mg per 20 mL solution for injection vial",TRUE,1,FALSE,1998-03-18,9006264
"betamethasone (betamethasone sodium phosphate) 3 mg per mL and betamethasone acetate 3 mg per mL NA",TRUE,1,FALSE,1998-07-02,9006265
"ciprofloxacin 500 mg per 5 mL oral suspension",TRUE,1,FALSE,1998-09-15,9006266
"mometasone furoate 50 mcg per actuation nasal spray",TRUE,3,FALSE,1998-09-15,9006267
"epinephrine racemic 2.25 % inhalation solution",TRUE,1,FALSE,1998-10-02,9006268
"amoxicillin 200 mg per 5 mL and clavulanic acid (potassium clavulanate) 28.5 mg per 5 mL oral suspension",TRUE,1,FALSE,1998-10-29,9006269
"amoxicillin 400 mg per 5 mL and clavulanic acid (potassium clavulanate) 57 mg per 5 mL oral suspension",TRUE,2,FALSE,1998-10-29,9006270
"clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 120 mL vial",TRUE,1,FALSE,1999-01-19,9006271
"clindamycin (clindamycin phosphate) 150 mg per mL solution for injection 60 mL vial",TRUE,1,FALSE,1999-01-19,9006272
"dexamethasone phosphate (dexamethasone sodium phosphate) 4 mg per 1 mL NA vial",TRUE,1,FALSE,1999-04-01,9006273
"dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection vial",TRUE,1,FALSE,1999-06-30,9006274
"sumatriptan (sumatriptan succinate) 6 mg per 0.5 mL solution for injection 0.5 mL syringe",TRUE,2,FALSE,1999-08-30,9006275
"fluticasone propionate 100 mcg per actuation and salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder",TRUE,1,FALSE,1999-09-24,9006276
"fluticasone propionate 250 mcg per actuation and salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder",TRUE,1,FALSE,1999-09-24,9006277
"fluticasone propionate 500 mcg per actuation and salmeterol (salmeterol xinafoate) 50 mcg per actuation inhalation powder",TRUE,1,FALSE,1999-09-24,9006278
"meperidine hydrochloride 100 mg per mL solution for injection 20 mL vial",TRUE,1,FALSE,2000-05-01,9006279
"ranitidine (ranitidine hydrochloride) 100 mg per 2 mL solution for injection vial",TRUE,2,FALSE,2000-05-01,9006280
"doxycycline (doxycycline hyclate) 8.8 % periodontal gel",TRUE,1,FALSE,2001-01-31,9006281
"hydromorphone hydrochloride 10000 mg per 10 mL solution for injection vial",TRUE,1,FALSE,2001-12-10,9006282
"fluticasone propionate 125 mcg per actuation and salmeterol (salmeterol xinafoate) 25 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2001-12-21,9006283
"fluticasone propionate 250 mcg per actuation and salmeterol (salmeterol xinafoate) 25 mcg per actuation pressurised inhalation",TRUE,1,FALSE,2001-12-21,9006284
"clarithromycin 250 mg per 5 mL oral suspension",TRUE,3,FALSE,2002-05-28,9006285
"pentazocine (pentazocine lactate) 30 mg per 1 mL solution for injection",TRUE,1,FALSE,2002-11-01,9006286
"ibuprofen 50 mg chewable tablet",TRUE,1,FALSE,2003-05-14,9006287
"ranitidine (ranitidine hydrochloride) 75 mg per 5 mL oral solution",TRUE,2,FALSE,2004-09-08,9006288
"risperidone 25 mg per vial NA",TRUE,1,FALSE,2004-09-08,9006289
"risperidone 37.5 mg per vial NA",TRUE,1,FALSE,2004-09-08,9006290
"risperidone 50 mg per vial NA",TRUE,1,FALSE,2004-09-08,9006291
"azithromycin (azithromycin hemiethanolate) 100 mg per 5 mL oral suspension",TRUE,2,FALSE,2006-04-19,9006292
"azithromycin (azithromycin hemiethanolate) 200 mg per 5 mL oral suspension",TRUE,2,FALSE,2006-04-19,9006293
"varenicline (varenicline tartrate) 0.5 mg and varenicline (varenicline tartrate) 1 mg NA",TRUE,1,FALSE,2007-10-02,9006294
"risperidone 12.5 mg per vial NA",TRUE,1,FALSE,2007-10-24,9006295
"dexlansoprazole 30 mg NA",TRUE,1,FALSE,2010-08-05,9006296
"dexlansoprazole 60 mg NA",TRUE,1,FALSE,2010-08-05,9006297
"vitamin d3 (cholecalciferol) 50000 unit oral capsule",TRUE,3,FALSE,2011-08-09,9006298
"oxybutynin chloride 10 % cutaneous gel",TRUE,1,FALSE,2011-10-27,9006299
"ibuprofen 400 mg per 4 mL solution for injection vial",TRUE,1,FALSE,2012-06-15,9006300
"ibuprofen 800 mg per 8 mL solution for injection vial",TRUE,1,FALSE,2012-06-15,9006301
"dexamethasone phosphate (dexamethasone sodium phosphate) 10 mg per 1 mL solution for injection",TRUE,1,FALSE,2013-05-08,9006302
"furosemide 40 mg per 2 mL solution for injection ampoule",TRUE,1,FALSE,2013-08-22,9006303
"aripiprazole 300 mg per vial NA",TRUE,1,FALSE,2014-03-27,9006304
"aripiprazole 400 mg per vial NA",TRUE,1,FALSE,2014-03-27,9006305
"vitamin d3 (cholecalciferol) 2000 unit oral capsule",TRUE,1,FALSE,2015-07-31,9006306
"vitamin d3 (cholecalciferol) 25000 unit oral capsule",TRUE,1,FALSE,2015-07-31,9006307
"vitamin d3 (cholecalciferol) 5000 unit oral capsule",TRUE,1,FALSE,2015-10-20,9006308
"betamethasone valerate 1 % cutaneous patch",TRUE,1,FALSE,2016-04-05,9006309
"epinephrine (epinephrine bitartrate) 0.01 mg per mL and lidocaine hydrochloride 10 mg per mL solution for injection",FALSE,1,FALSE,1954-12-31,9006310
"epinephrine (epinephrine bitartrate) 5 mcg per mL and lidocaine hydrochloride 10 mg per mL solution for injection",FALSE,1,FALSE,1954-12-31,9006311
"lidocaine hydrochloride 20 mg per mL NA",FALSE,1,FALSE,1954-12-31,9006312
"methylprednisolone acetate 40 mg per mL NA",FALSE,2,FALSE,1960-12-31,9006313
"sodium polystyrene sulfonate 100 % powder for oral/rectal suspension",FALSE,2,FALSE,1961-12-31,9006314
"NA 100 m per mL powder for solution for injection",FALSE,1,FALSE,1964-12-31,9006315
"water 100 % NA",FALSE,1,FALSE,1964-12-31,9006316
"epinephrine (epinephrine bitartrate) 5 mcg per mL and lidocaine hydrochloride 20 mg per mL solution for injection",FALSE,1,FALSE,1965-12-31,9006317
"sodium chloride 9 mg per mL NA",FALSE,1,FALSE,1966-12-31,9006318
"NA 0.5 % and NA 0.05 % cutaneous cream",FALSE,1,FALSE,1967-12-31,9006319
"methylprednisolone acetate 80 mg per mL NA",FALSE,2,FALSE,1969-12-31,9006320
"iodine (ethiodized oil) 380 mg per g NA",FALSE,1,FALSE,1977-12-31,9006321
"bismuth subgallate 200 mg chewable tablet",FALSE,1,FALSE,1978-12-31,9006322
"calcium polystyrene sulfonate 999 mg per g powder for oral/rectal suspension",FALSE,1,FALSE,1979-12-31,9006323
"modified ragweed tyrosine adsorbate 210 unit per mL and modified ragweed tyrosine adsorbate 500 unit per mL and modified ragweed tyrosine adsorbate 1400 unit per mL and modified ragweed tyrosine adsorbate 4300 unit per mL solution for injection",FALSE,1,FALSE,1979-12-31,9006324
"aloe 2 g per 100 mL and benzoin 10 g per 100 mL and myroxylon balsamum 4 g per 100 mL and storax 8 g per 100 mL inhalation solution",FALSE,1,FALSE,1982-12-31,9006325
"benzocaine 20 % and cetylpyridinium chloride 0.1 % oromucosal solution",FALSE,1,FALSE,1982-12-31,9006326
"deoxycholic acid 30 mg and NA 30 mg and NA 150 mg oral tablet",FALSE,1,FALSE,1983-12-31,9006327
"miconazole nitrate 400 mg and miconazole nitrate 2 % NA",FALSE,1,FALSE,1986-12-31,9006328
"sodium polystyrene sulfonate 94.3 mg per g powder for oral/rectal suspension",FALSE,1,FALSE,1988-12-31,9006329
"gramicidin 0.025 mg per mL and neomycin (neomycin sulfate) 1.75 mg per mL and polymyxin b (polymyxin b sulfate) 10000 unit per mL ophthalmic/otic drops",FALSE,1,FALSE,1989-12-31,9006330
"tolnaftate 1 % NA",FALSE,1,FALSE,1989-12-31,9006331
"cefixime 100 mg per 5 mL oral suspension",FALSE,1,FALSE,1990-12-31,9006332
"cetrimonium bromide 0.5 % NA",FALSE,1,FALSE,1990-12-31,9006333
"acetaminophen 80 mg per mL NA",FALSE,1,FALSE,1991-12-31,9006334
"lidocaine 2.5 % and prilocaine 2.5 % cutaneous cream",FALSE,1,FALSE,1991-12-31,9006335
"NA 40 mg per mL NA",FALSE,1,FALSE,1992-11-19,9006336
"acetaminophen 80 mg per 1 mL NA",FALSE,1,FALSE,1992-12-31,9006337
"chloramphenicol 10 mg per g and hydrocortisone acetate 10 mg per g ophthalmic/otic ointment",FALSE,1,FALSE,1992-12-31,9006338
"chloramphenicol 2 mg per mL and hydrocortisone acetate 10 mg per mL ophthalmic/otic drops",FALSE,1,FALSE,1992-12-31,9006339
"haemophilus influenzae type b-prp 10 mcg per 0.5 mL and tetanus protein 30 mcg per 0.5 mL NA",FALSE,1,FALSE,1992-12-31,9006340
"chlorhexidine acetate 10 % NA",FALSE,1,FALSE,1993-12-31,9006341
"cholestyramine resin 4 g per 5 g oral suspension",FALSE,1,FALSE,1993-12-31,9006342
"cromolyn sodium 1 % nebuliser solution",FALSE,1,FALSE,1993-12-31,9006343
"isoflurane 99.9 % NA",FALSE,1,FALSE,1993-12-31,9006344
"levocabastine (levocabastine hydrochloride) 0.5 mg per mL NA",FALSE,1,FALSE,1993-12-31,9006345
"budesonide 2.3 mg and sodium chloride 115 mL NA",FALSE,1,FALSE,1994-12-31,9006346
"calcium chloride 0.48 mg per mL and magnesium chloride 0.3 mg per mL and potassium chloride 0.75 mg per mL and sodium acetate 3.9 mg per mL and sodium chloride 6.4 mg per mL and sodium citrate 1.7 mg per mL irrigation solution",FALSE,1,TRUE,1994-12-31,9006347
"NA 0.5 % NA",FALSE,1,FALSE,1994-12-31,9006348
"polysorbate 80 0.8 % NA",FALSE,1,FALSE,1994-12-31,9006349
"lidocaine 0.5 % NA",FALSE,1,FALSE,1995-03-17,9006350
"chlorhexidine gluconate 0.5 % and isopropyl alcohol 70 % NA",FALSE,1,FALSE,1995-12-31,9006351
"gelatin 13.3 % and pectin 13.3 % and sodium carboxymethyl cellulose 13.3 % NA",FALSE,1,FALSE,1995-12-31,9006352
"methylprednisolone acetate 20 mg per mL NA",FALSE,1,FALSE,1995-12-31,9006353
"sodium citrate 90 mg per mL and sodium lauryl sulfoacetate 9 mg per mL and sorbitol 625 mg per mL NA",FALSE,1,FALSE,1995-12-31,9006354
"cholestyramine resin 4 g per 9 g oral suspension",FALSE,1,FALSE,1996-03-15,9006355
"chlorhexidine gluconate 0.12 % NA",FALSE,2,FALSE,1996-10-30,9006356
"acetaminophen 325 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin c 50 mg per pck NA",FALSE,1,FALSE,1996-11-26,9006357
"acetaminophen 500 mg per pck and pheniramine maleate 20 mg per pck and phenylephrine hydrochloride 10 mg per pck and vitamin c 50 mg per pck NA",FALSE,1,FALSE,1996-11-26,9006358
"benzydamine hydrochloride 1.5 mg per mL NA",FALSE,2,FALSE,1996-12-02,9006359
"ribavirin 6 g per vial NA",FALSE,1,FALSE,1996-12-05,9006360
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone (hydrocortisone acetate) 0.5 % suppository",FALSE,1,FALSE,1996-12-30,9006361
"alteplase 100 mg and water 100 mL NA",FALSE,1,FALSE,1996-12-31,9006362
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone 0.5 % suppository",FALSE,3,FALSE,1997-01-23,9006363
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone (hydrocortisone acetate) 0.5 % rectal ointment",FALSE,1,FALSE,1997-02-03,9006364
"interferon alfa-2b 10000000 unit per vial and water 1 mL per vial NA",FALSE,1,FALSE,1997-03-12,9006365
"cetrimide 150 mg per 100 g and lidocaine 15 g per 100 g NA",FALSE,1,FALSE,1997-03-26,9006366
"cromolyn sodium 2 % NA",FALSE,1,FALSE,1997-07-28,9006367
"chorionic gonadotropin 10000 unit per vial and water 10 mL per vial NA",FALSE,1,FALSE,1997-08-13,9006368
"diphtheria toxoid 15 lf per 0.5 mL and filamentous haemagglutinin 20 mcg per 0.5 mL and fimbriae 5 mcg per 0.5 mL and haemophilus influenzae type b-prp 10 mcg per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 1 mahoney 40 unit per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 2 mef1 8 unit per 0.5 mL and inactivated poliomyelitis vaccine (d.c.o.) type 3 saukett 32 unit per 0.5 mL and pertactin 3 mcg per 0.5 mL and pertussis toxoid 20 mcg per 0.5 mL and tetanus protein 30 mcg per 0.5 mL and tetanus toxoid 5 lf per 0.5 mL NA",FALSE,1,TRUE,1997-08-14,9006369
"anti-inhibitor coagulant complex 1200 unit per vial and water 20 mL per vial NA",FALSE,1,FALSE,1997-10-27,9006370
"bleomycin (bleomycin sulfate) 15 unit per vial NA",FALSE,1,FALSE,1998-03-12,9006371
"bacitracin zinc 500 unit per g and polymyxin b sulfate 10000 unit per g NA",FALSE,1,FALSE,1998-04-06,9006372
"alteplase 50 mg and water 50 mL NA",FALSE,1,FALSE,1998-04-12,9006373
"amoxicillin 500 mg and clarithromycin 500 mg and lansoprazole 30 mg NA",FALSE,1,FALSE,1998-08-18,9006374
"gramicidin 0.025 mg per mL and polymyxin b (polymyxin b sulfate) 10000 unit per mL ophthalmic/otic drops",FALSE,1,FALSE,2000-02-12,9006375
"acetylsalicylic acid 25 mg and dipyridamole 200 mg NA",FALSE,1,FALSE,2000-04-17,9006376
"conjugated estrogens 0.625 mg and medroxyprogesterone acetate 2.5 mg NA",FALSE,1,FALSE,2000-10-30,9006377
"calcium chloride 5.145 g per 1000 mL and lactic acid 5.4 g per 1000 mL and magnesium chloride 2.033 g per 1000 mL and sodium bicarbonate 3.09 g per 1000 mL and sodium chloride 6.45 g per 1000 mL NA",FALSE,1,FALSE,2001-01-01,9006378
"dibucaine hydrochloride 0.5 % and esculin 1 % and framycetin sulfate 1 % and hydrocortisone 0.5 % rectal ointment",FALSE,3,FALSE,2001-03-09,9006379
"acetylcysteine 200 mg per mL NA",FALSE,2,FALSE,2001-04-27,9006380
"diluent 3.15 mL and somatropin 12 mg NA",FALSE,1,FALSE,2001-08-28,9006381
"diluent 3.15 mL and somatropin 6 mg NA",FALSE,1,FALSE,2001-09-25,9006382
"conjugated estrogens 0.625 mg and medroxyprogesterone acetate 5 mg NA",FALSE,1,FALSE,2002-05-09,9006383
"dexamethasone (dexamethasone sodium metasulphobenzoate) 0.5 mg per mL and framycetin sulfate 5 mg per mL and gramicidin 0.05 mg per mL ophthalmic/otic drops",FALSE,2,FALSE,2002-07-26,9006384
"mycophenolate mofetil 200 mg per mL oral suspension",FALSE,1,FALSE,2002-08-27,9006385
"alteplase 2 mg per vial powder for solution for injection",FALSE,1,FALSE,2002-09-26,9006386
"diluent 3.15 mL and somatropin 24 mg NA",FALSE,1,FALSE,2003-12-08,9006387
"hepatitis a vaccine, inactivated 160 unit per 0.5 mL and salmonella typhi vi capsular polysaccharide vaccine 25 mcg per 0.5 mL NA",FALSE,1,FALSE,2005-11-09,9006388
"lactic acid 0.284 g per 1000 mL and magnesium chloride 0.108 g per 1000 mL and sodium bicarbonate 58.8 g per 1000 mL and sodium chloride 6.449 g per 1000 mL NA",FALSE,1,FALSE,2005-12-24,9006389
"calcium chloride 5.145 g per 1000 mL and dextrose anhydrous 22 g per 1000 mL and lactic acid 5.4 g per 1000 mL and magnesium chloride 2.033 g per 1000 mL and potassium chloride 0.314 g per 1000 mL and sodium bicarbonate 3.09 g per 1000 mL and sodium chloride 6.45 g per 1000 mL NA",FALSE,1,TRUE,2006-02-21,9006390
"cetylpyridinium chloride 0.05 % NA",FALSE,1,FALSE,2006-03-22,9006391
"aprepitant 125 mg and aprepitant 80 mg NA",FALSE,1,FALSE,2007-09-24,9006392
"voriconazole 3 g per bottle oral suspension",FALSE,1,FALSE,2008-07-17,9006393
"calcium (calcium carbonate) 500 mg and etidronate disodium 400 mg NA",FALSE,1,FALSE,2009-06-15,9006394
"glucagon (recombinant dna origin) (glucagon hydrochloride) 1 mg per vial NA",FALSE,2,FALSE,2009-12-23,9006395
"bisacodyl 5 mg and polyethylene glycol 3350 59.55 g per pck and potassium chloride 0.76 g per pck and sodium bicarbonate 1.69 g per pck and sodium chloride 1.46 g per pck and sodium sulfate 5.74 g per pck NA",FALSE,1,TRUE,2010-06-06,9006396
"polyethylene glycol 3350 100 % oral suspension",FALSE,1,FALSE,2010-07-02,9006397
"corynebacterium diphtheriae crm-197 protein 47 mcg per 0.5 mL and meningococcal group a oligosaccharide 10 mcg per 0.5 mL and meningococcal group c oligosaccharide 5 mcg per 0.5 mL and meningococcal group w-135 oligosaccharide 5 mcg per 0.5 mL and meningococcal group y oligosaccharide 5 mcg per 0.5 mL NA",FALSE,1,FALSE,2010-07-29,9006398
"linezolid 3 g per bottle oral suspension",FALSE,1,FALSE,2010-08-04,9006399
"fibrinogen (human) 90 mg per mL and thrombin (human) 1200 unit per mL NA",FALSE,1,FALSE,2011-03-01,9006400
"anti-inhibitor coagulant complex 3250 unit per vial and water 50 mL per vial NA",FALSE,1,FALSE,2011-04-04,9006401
"calcium chloride 40 mcmol per mL and thrombin (human) 500 unit per mL and NA 125 mg per mL and NA 3000 kiu per mL kit",FALSE,1,FALSE,2011-12-14,9006402
"calcium chloride 2.45 g per l and dextrose 9.9 g per l and magnesium chloride 1.83 g per l and potassium chloride 2.68 g per l and sodium bicarbonate 3.59 g per l and sodium chloride 6.18 g per l and sodium chloride 4.21 g per l solution for haemodialysis",FALSE,1,TRUE,2012-03-09,9006403
"acetaminophen 500 mg and acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and diphenhydramine hydrochloride 25 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,3,TRUE,2012-04-25,9006404
"epinephrine (epinephrine bitartrate) 0.005 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection",FALSE,1,FALSE,2012-04-25,9006405
"polymyxin b (polymyxin b sulfate) 50 mg per vial NA",FALSE,1,FALSE,2012-05-03,9006406
"acetaminophen 500 mg and acetaminophen 500 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,2,FALSE,2012-05-05,9006407
"acetaminophen 500 mg and acetaminophen 500 mg and diphenhydramine hydrochloride 25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,1,FALSE,2012-06-18,9006408
"acetaminophen 500 mg and acetaminophen 500 mg and chlorpheniramine maleate 2 mg and dextromethorphan hydrobromide 15 mg and dextromethorphan hydrobromide 15 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,2,TRUE,2012-06-28,9006409
"acetaminophen 325 mg and acetaminophen 325 mg and dextromethorphan hydrobromide 15 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,2,TRUE,2012-08-14,9006410
"acetaminophen 500 mg and acetaminophen 500 mg and dextromethorphan hydrobromide 15 mg and diphenhydramine hydrochloride 25 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,1,TRUE,2012-08-28,9006411
"oseltamivir (oseltamivir phosphate) 6 mg per mL oral suspension",FALSE,1,FALSE,2012-09-10,9006412
"acetaminophen 650 mg and acetaminophen 650 mg and dextromethorphan hydrobromide 30 mg and diphenhydramine hydrochloride 50 mg and pseudoephedrine hydrochloride 60 mg and pseudoephedrine hydrochloride 60 mg NA",FALSE,1,TRUE,2012-09-13,9006413
"acetaminophen 250 mg and acetaminophen 325 mg and dextromethorphan hydrobromide 10 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg and pseudoephedrine hydrochloride 30 mg NA",FALSE,1,TRUE,2012-12-10,9006414
"stiripentol 250 mg per pck oral suspension",FALSE,1,FALSE,2013-05-01,9006415
