drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"106708","10146","ADDED","approved","HALOPERIDOL (HALOPERIDOL DECANOATE)","100","MG","02564386"
"106796","27","ADDED","approved","ANASTROZOLE","1","MG","02565358"
"106703","27121","ADDED","approved","PLOZASIRAN (PLOZASIRAN SODIUM)","25","MG","02564327"
"106732","10225","ADDED","approved","LIDOCAINE HYDROCHLORIDE","4","%","02564637"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"106710","662","ADDED","approved","PYRITHIONE ZINC","1","%","02564408"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"103195","22295","ADDED","active","CANAGLIFLOZIN","300","MG","02543494"
"99960","22295","ADDED","active","CANAGLIFLOZIN","300","MG","02510375"
"103194","22295","ADDED","active","CANAGLIFLOZIN","100","MG","02543486"
"99966","22295","ADDED","approved","CANAGLIFLOZIN","300","MG","02510448"
"106769","20636","ADDED","approved","LACOSAMIDE","50","MG","02565056"
"106730","27124","ADDED","approved","ZANIDATAMAB","300","MG","02564610"
"99965","22295","ADDED","approved","CANAGLIFLOZIN","100","MG","02510421"
"84659","11323","ADDED","inactive","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","50","MG","02361515"
"106755","20422","ADDED","approved","USTEKINUMAB","45","MG","02564890"
"106701","2300","ADDED","approved","LORAZEPAM","1","MG","02564300"
"106736","27125","ADDED","approved","VOSORITIDE","1.2","MG","02564688"
"103306","22295","ADDED","approved","CANAGLIFLOZIN","100","MG","02544512"
"106754","20422","ADDED","approved","USTEKINUMAB","5","MG","02564882"
"106707","10146","ADDED","approved","HALOPERIDOL (HALOPERIDOL DECANOATE)","50","MG","02564378"
"106739","23792","ADDED","approved","FINERENONE","40","MG","02564726"
"106728","7152","ADDED","approved","CETYLPYRIDINIUM CHLORIDE","0.07","%","02564599"
"106712","7572","ADDED","approved","CYPROTERONE ACETATE","2","MG","02564424"
"106735","27125","ADDED","approved","VOSORITIDE","0.56","MG","02564661"
"106793","1810","ADDED","approved","ENALAPRIL MALEATE","20","MG","02565315"
"106694","1381","ADDED","approved","FENOFIBRATE","48","MG","02564238"
"106722","12371","ADDED","approved","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE)","20","MG","02564521"
"106349","13334","ADDED","approved","SODIUM PICOSULFATE","10","MG","02560429"
"106702","2300","ADDED","approved","LORAZEPAM","0.5","MG","02564319"
"106777","11104","ADDED","approved","ONDANSETRON","8","MG","02565137"
"106766","13365","ADDED","approved","OMALIZUMAB","300","MG","02565013"
"106761","22029","ADDED","approved","MIRABEGRON","50","MG","02564955"
"106771","20636","ADDED","approved","LACOSAMIDE","150","MG","02565072"
"106733","433","ADDED","approved","DIMETHICONE","6.6","%","02564645"
"84658","11323","ADDED","inactive","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","25","MG","02361507"
"106723","12371","ADDED","approved","ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM TRIHYDRATE)","20","MG","02564548"
"106737","12024","ADDED","approved","ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","5","MG","02564696"
"106767","13365","ADDED","approved","OMALIZUMAB","300","MG","02565021"
"106743","11560","ADDED","approved","OLOPATADINE HYDROCHLORIDE","0.2","%","02564769"
"106758","11784","ADDED","approved","MONTELUKAST (MONTELUKAST SODIUM)","5","MG","02564920"
"106790","1810","ADDED","approved","ENALAPRIL MALEATE","2.5","MG","02565285"
"106791","1810","ADDED","approved","ENALAPRIL MALEATE","5","MG","02565293"
"106770","20636","ADDED","approved","LACOSAMIDE","100","MG","02565064"
"106712","7426","ADDED","approved","ETHINYL ESTRADIOL","0.035","MG","02564424"
"106721","2564","ADDED","approved","CLONIDINE HYDROCHLORIDE","0.2","MG","02564513"
"106772","20636","ADDED","approved","LACOSAMIDE","200","MG","02565080"
