"tm_code","tm_formal_name","ntp_code","ntp_formal_name","mp_code","mp_formal_name"
"8000804","ethacrynic acid","9009370","ethacrynic acid (ethacrynate sodium) 50 mg per vial powder for solution for injection","00268313","SODIUM EDECRIN (ethacrynic acid (ethacrynate sodium) 50 mg per vial powder for solution for injection) VALEANT CANADA LP/VALEANT CANADA S.E.C."
"8000797","epinephrine and lidocaine hydrochloride","9009261","epinephrine (epinephrine bitartrate) 0.02 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection","00151874","OCTOCAINE HCL 2% EPINEPHRINE 1:50000 (epinephrine (epinephrine bitartrate) 0.02 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection) NOVOCOL PHARMACEUTICAL OF CANADA INC"
"8000797","epinephrine and lidocaine hydrochloride","9009260","epinephrine (epinephrine bitartrate) 0.01 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection","00151866","OCTOCAINE HCL 2% EPINEPHRINE 1:100000 (epinephrine (epinephrine bitartrate) 0.01 mg per mL and lidocaine hydrochloride 20 mg per mL solution for injection) NOVOCOL PHARMACEUTICAL OF CANADA INC"
"8000029","quinine sulfate","9000039","quinine sulfate 200 mg oral capsule","00021008","TEVA-QUININE (quinine sulfate 200 mg oral capsule) TEVA CANADA LIMITED"
"8000014","prednisone","9000024","prednisone 5 mg oral tablet","00156876","PREDNISONE TAB 5MG (prednisone 5 mg oral tablet) PRO DOC LIMITEE"
"8000005","phenytoin (base)","9000045","phenytoin 30 mg per 5 mL oral suspension","00023442","DILANTIN-30 SUSPENSION (phenytoin 30 mg per 5 mL oral suspension) PFIZER CANADA INC"
"8000032","carbamazepine","9000047","carbamazepine 200 mg oral tablet","00010405","TEGRETOL 200MG (carbamazepine 200 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
"8000031","hydrochlorothiazide","9000043","hydrochlorothiazide 25 mg oral tablet","00021474","TEVA-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 25 mg oral tablet) TEVA CANADA LIMITED"
"8000010","methylphenidate","9000015","methylphenidate hydrochloride 10 mg oral tablet","00005606","RITALIN 10MG (methylphenidate hydrochloride 10 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
"8000010","methylphenidate","9000023","methylphenidate hydrochloride 20 mg oral tablet","00005614","RITALIN 20MG (methylphenidate hydrochloride 20 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
"8000798","clioquinol and hydrocortisone","9008472","clioquinol 3 % and hydrocortisone 1 % cutaneous cream","00074500","VIOFORM HYDROCORTISONE (clioquinol 3 % and hydrocortisone 1 % cutaneous cream) PALADIN LABS INC"
"8000031","hydrochlorothiazide","9000044","hydrochlorothiazide 50 mg oral tablet","00021482","TEVA-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 50 mg oral tablet) TEVA CANADA LIMITED"
"8000807","betamethasone valerate and gentamicin (gentamicin sulfate)","9007900","betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous cream","00177016","VALISONE-G CREAM (betamethasone (betamethasone valerate) 0.1 % and gentamicin (gentamicin sulfate) 0.1 % cutaneous cream) VALEANT CANADA LP/VALEANT CANADA S.E.C."
"8000805","acetylsalicylic acid and butalbital and caffeine and codeine","9006946","acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg and codeine phosphate 15 mg oral capsule","00176192","FIORINAL C1/4 (acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg and codeine phosphate 15 mg oral capsule) TRIBUTE PHARMACEUTICALS CANADA INC"
"8000805","acetylsalicylic acid and butalbital and caffeine and codeine","9006947","acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg and codeine phosphate 30 mg oral capsule","00176206","FIORINAL C1/2 (acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg and codeine phosphate 30 mg oral capsule) TRIBUTE PHARMACEUTICALS CANADA INC"
"8000036","clindamycin","9008453","clindamycin (clindamycin hydrochloride) 150 mg oral capsule","00030570","DALACIN C 150 MG (clindamycin (clindamycin hydrochloride) 150 mg oral capsule) PFIZER CANADA INC"
"8000044","nitroglycerin","9010873","nitroglycerin 0.2 mg per hour transdermal patch","02162806","MINITRAN (nitroglycerin 0.2 mg per hour transdermal patch) VALEANT CANADA LP/VALEANT CANADA S.E.C."
"8000003","epinephrine","9009265","epinephrine (epinephrine hydrochloride) 1 mg per 1 mL solution for injection ampoule","700211","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 1 mg per 1 mL solution for injection ampoule) ERFA CANADA 2012 INC"
"8000003","epinephrine","9009267","epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule","700212","ADRENALIN CHLORIDE SOL 1:1000 AMP (epinephrine (epinephrine hydrochloride) 30 mg per 30 mL solution for injection ampoule) ERFA CANADA 2012 INC"
"8000069","codeine","9006207","codeine phosphate 25 mg per 5 mL syrup","00050024","CODEINE PHOSPHATE SYRUP (codeine phosphate 25 mg per 5 mL syrup) LABORATOIRE ATLAS INC"
"8000801","codeine and pseudoephedrine hydrochloride and triprolidine hydrochloride","9008564","codeine phosphate 10 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL and triprolidine hydrochloride 2 mg per 5 mL syrup","00068594","COACTIFED (codeine phosphate 10 mg per 5 mL and pseudoephedrine hydrochloride 30 mg per 5 mL and triprolidine hydrochloride 2 mg per 5 mL syrup) GLAXOSMITHKLINE INC"
"8000004","phenytoin sodium","9000007","phenytoin sodium 30 mg oral capsule","00022772","DILANTIN (phenytoin sodium 30 mg oral capsule) PFIZER CANADA INC"
"8000004","phenytoin sodium","9000006","phenytoin sodium 100 mg oral capsule","00022780","DILANTIN (phenytoin sodium 100 mg oral capsule) PFIZER CANADA INC"
"8000005","phenytoin (base)","9000008","phenytoin 50 mg oral tablet","00023698","DILANTIN INFATABS (phenytoin 50 mg oral tablet) PFIZER CANADA INC"
"8000792","betamethasone valerate","9007903","betamethasone (betamethasone valerate) 0.1 % lotion","00027944","VALISONE SCALP LOTION (betamethasone (betamethasone valerate) 0.1 % lotion) VALEANT CANADA LP/VALEANT CANADA S.E.C."
"8000027","azathioprine","9000036","azathioprine 50 mg oral tablet","00004596","IMURAN (azathioprine 50 mg oral tablet) ASPEN PHARMACARE CANADA INC."
"8000040","cephalexin","9000560","cephalexin 250 mg per 5 mL oral suspension","00035645","KEFLEX (cephalexin 250 mg per 5 mL oral suspension) PENDOPHARM DIVISION OF DE PHARMASCIENCE INC"
"8000036","clindamycin","9008455","clindamycin (clindamycin palmitate hydrochloride) 75 mg per 5 mL powder for oral solution","00225851","DALACIN C FLAVOURED GRANULES (clindamycin (clindamycin 2-palmitate hydrochloride) 75 mg per 5 mL powder for oral solution) PFIZER CANADA INC"
"8000808","acetylsalicylic acid and butalbital and caffeine","9006948","acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg oral capsule","00226327","FIORINAL (acetylsalicylic acid 330 mg and butalbital 50 mg and caffeine 40 mg oral capsule) TRIBUTE PHARMACEUTICALS CANADA INC"
"8000044","nitroglycerin","9010878","nitroglycerin 0.6 mg sublingual tablet","00037621","NITROSTAT (nitroglycerin 0.6 mg sublingual tablet) PFIZER CANADA INC"
"8000044","nitroglycerin","9010874","nitroglycerin 0.3 mg sublingual tablet","00037613","NITROSTAT (nitroglycerin 0.3 mg sublingual tablet) PFIZER CANADA INC"
"8000006","testosterone","9012065","testosterone enanthate 1000 mg per 5 mL solution for injection ampoule","00029246","DELATESTRYL (testosterone enanthate 1000 mg per 5 mL solution for injection ampoule) VALEANT CANADA LP/VALEANT CANADA S.E.C."
"8000807","betamethasone valerate and gentamicin (gentamicin sulfate)","9007904","betamethasone (betamethasone valerate) 1 mg per g and gentamicin (gentamicin sulfate) 1 mg per g cutaneous ointment","00232351","VALISONE-G OINTMENT (betamethasone (betamethasone valerate) 1 mg per g and gentamicin (gentamicin sulfate) 1 mg per g cutaneous ointment) VALEANT CANADA LP/VALEANT CANADA S.E.C."
"8000014","prednisone","9000063","prednisone 50 mg oral tablet","00232378","TEVA-PREDNISONE (prednisone 50 mg oral tablet) TEVA CANADA LIMITED"
"8000020","norethindrone","9000062","norethindrone 0.35 mg oral tablet","00037605","MICRONOR TABLETS 28-DAY (norethindrone 0.35 mg oral tablet) JANSSEN INC"
"8000041","lithium carbonate","9000054","lithium carbonate 300 mg oral capsule","00236683","CARBOLITH CAP 300MG (lithium carbonate 300 mg oral capsule) VALEANT CANADA LP/VALEANT CANADA S.E.C."
"8000006","testosterone","9012063","testosterone cypionate 1000 mg per 10 mL solution for injection vial","00030783","DEPO-TESTOSTERONE INJ 100MG/ML (testosterone cypionate 1000 mg per 10 mL solution for injection vial) PFIZER CANADA INC"
"8000020","norethindrone","9000028","norethindrone acetate 5 mg oral tablet","00023760","NORLUTATE (norethindrone acetate 5 mg oral tablet) ERFA CANADA 2012 INC"
"8000015","spironolactone","9000025","spironolactone 25 mg oral tablet","00028606","ALDACTONE 25 MG (spironolactone 25 mg oral tablet) PFIZER CANADA INC"
"8000802","hydrochlorothiazide and spironolactone","9009869","hydrochlorothiazide 25 mg and spironolactone 25 mg oral tablet","00180408","ALDACTAZIDE 25 (hydrochlorothiazide 25 mg and spironolactone 25 mg oral tablet) PFIZER CANADA INC"
"8000809","chlorhexidine","9008333","chlorhexidine gluconate 4 % cutaneous solution","00245097","HIBITANE SKIN CLEANSER (chlorhexidine gluconate 4 % cutaneous solution) ZOETIS CANADA INC"
"8000003","epinephrine","9009266","epinephrine (epinephrine hydrochloride) 1 mg per mL nasal spray","00155365","ADRENALIN CHLORIDE SOL 1:1000 (epinephrine (epinephrine hydrochloride) 1 mg per mL nasal spray) ERFA CANADA 2012 INC"
"8000800","bisacodyl","9007927","bisacodyl 5 mg gastro-resistant tablet","00254142","DULCOLAX (bisacodyl 5 mg gastro-resistant tablet) SANOFI-AVENTIS CANADA INC"
"8000800","bisacodyl","9007925","bisacodyl 10 mg suppository","00003875","DULCOLAX (bisacodyl 10 mg suppository) SANOFI-AVENTIS CANADA INC"
"8000036","clindamycin","9008461","clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial","700238","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 300 mg per 2 mL solution for injection vial) PFIZER CANADA INC"
"8000036","clindamycin","9008462","clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial","700239","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 600 mg per 4 mL solution for injection vial) PFIZER CANADA INC"
"8000036","clindamycin","9008465","clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial","700241","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 900 mg per 6 mL solution for injection vial) PFIZER CANADA INC"
"8000036","clindamycin","9008466","clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial","700240","DALACIN C PHOSPHATE (clindamycin (clindamycin phosphate) 9000 mg per 60 mL solution for injection vial) PFIZER CANADA INC"
"8000037","erythromycin","9000068","erythromycin (erythromycin estolate) 250 mg per 5 mL oral suspension","00262595","NOVO-RYTHRO ESTOLATE SUSPENSION (erythromycin (erythromycin estolate) 250 mg per 5 mL oral suspension) TEVA CANADA LIMITED"
"8000797","epinephrine and lidocaine hydrochloride","9009264","epinephrine (epinephrine bitartrate) 5 mcg per mL and lidocaine hydrochloride 20 mg per mL solution for injection","00284106","XYLOCAINE 2% W EPINEPHRINE 1:200000 (epinephrine (epinephrine bitartrate) 5 mcg per mL and lidocaine hydrochloride 20 mg per mL solution for injection) ASPEN PHARMACARE CANADA INC."
"8000049","ethinyl estradiol and norethindrone","9009388","ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet","00297143","LOESTRIN 1.5/30 (ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet) WARNER CHILCOTT CANADA CO"
"8000047","colchicine","9000074","colchicine 0.6 mg oral tablet","00287873","SANDOZ COLCHICINE (colchicine 0.6 mg oral tablet) SANDOZ CANADA INCORPORATED"
"8000051","prednisolone","9000081","prednisolone acetate 0.12 % ophthalmic drops","00299405","PRED MILD 0.12% (prednisolone acetate 0.12 % ophthalmic drops) ALLERGAN INC"
"8000051","prednisolone","9000082","prednisolone acetate 1 % ophthalmic drops","00301175","PRED FORTE (prednisolone acetate 1 % ophthalmic drops) ALLERGAN INC"
"8000810","prednisolone and sulfacetamide sodium","9011512","prednisolone acetate 0.2 % and sulfacetamide sodium 10 % ophthalmic ointment","00307246","BLEPHAMIDE OPH ONT (prednisolone acetate 0.2 % and sulfacetamide sodium 10 % ophthalmic ointment) ALLERGAN INC"
"8000048","diazepam","9000075","diazepam 5 mg oral tablet","00313580","DIAZEPAM 5 TAB (diazepam 5 mg oral tablet) PRO DOC LIMITEE"
"8001044","acetaminophen","9006752","acetaminophen 500 mg oral tablet","00013668","ATASOL FORTE TAB 500MG (acetaminophen 500 mg oral tablet) CHURCH & DWIGHT CANADA CORP"
"8000791","betamethasone dipropionate","9000086","betamethasone (betamethasone dipropionate) 0.05 % cutaneous cream","00323071","DIPROSONE CREAM (betamethasone (betamethasone dipropionate) 0.05 % cutaneous cream) MERCK CANADA INC"
"8000050","nitrofurantoin","9000079","nitrofurantoin 100 mg oral tablet","00312738","NITROFURANTOIN (nitrofurantoin 100 mg oral tablet) AA PHARMA INC"
"8000050","nitrofurantoin","9000080","nitrofurantoin 50 mg oral tablet","00319511","NITROFURANTOIN (nitrofurantoin 50 mg oral tablet) AA PHARMA INC"
"8000811","docusate and sennosides","9009113","docusate sodium 50 mg and sennosides (senna) 8.6 mg oral tablet","00026123","SENOKOT S (docusate sodium 50 mg and sennosides (senna) 8.6 mg oral tablet) PURDUE PHARMA"
"8000054","carbidopa and levodopa","9000087","carbidopa 25 mg and levodopa 250 mg oral tablet","00328219","SINEMET 250/25 (carbidopa 25 mg and levodopa 250 mg oral tablet) MERCK CANADA INC"
"8000015","spironolactone","9000090","spironolactone 100 mg oral tablet","00285455","ALDACTONE 100 MG (spironolactone 100 mg oral tablet) PFIZER CANADA INC"
"8000031","hydrochlorothiazide","9000043","hydrochlorothiazide 25 mg oral tablet","00341975","HYDROCHLOROTHIAZIDE TAB 25MG (hydrochlorothiazide 25 mg oral tablet) PRO DOC LIMITEE"
"8000796","benzalkonium","9007809","benzalkonium chloride 0.1 % cutaneous liquid","00319589","STING STOP 0.1% (benzalkonium chloride 0.1 % cutaneous liquid) CANADIAN CUSTOM PACKAGING COMPANY"
"8000023","acetaminophen and caffeine and codeine","9000085","acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet","00293490","ATASOL 8 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 8 mg oral tablet) CHURCH & DWIGHT CANADA CORP"
"8000023","acetaminophen and caffeine and codeine","9000083","acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet","00293504","ATASOL 15 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 15 mg oral tablet) CHURCH & DWIGHT CANADA CORP"
"8000023","acetaminophen and caffeine and codeine","9000084","acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet","00293512","ATASOL 30 (acetaminophen 325 mg and caffeine citrate 30 mg and codeine phosphate 30 mg oral tablet) CHURCH & DWIGHT CANADA CORP"
"8000024","amitriptyline","9000033","amitriptyline hydrochloride 10 mg oral tablet","00335053","ELAVIL (amitriptyline hydrochloride 10 mg oral tablet) AA PHARMA INC"
"8000024","amitriptyline","9000056","amitriptyline hydrochloride 25 mg oral tablet","00335061","ELAVIL (amitriptyline hydrochloride 25 mg oral tablet) AA PHARMA INC"
"8000024","amitriptyline","9000046","amitriptyline hydrochloride 50 mg oral tablet","00335088","ELAVIL (amitriptyline hydrochloride 50 mg oral tablet) AA PHARMA INC"
"8000008","hydrocortisone","9000022","hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection","00030600","SOLU-CORTEF 100 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 100 mg per vial powder for solution for injection) PFIZER CANADA INC"
"8000008","hydrocortisone","9000029","hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection","00030619","SOLU-CORTEF 250 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 250 mg per vial powder for solution for injection) PFIZER CANADA INC"
"8000008","hydrocortisone","9000038","hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection","00030627","SOLU-CORTEF 500 MG ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 500 mg per vial powder for solution for injection) PFIZER CANADA INC"
"8000008","hydrocortisone","9000042","hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection","00030635","SOLU-CORTEF 1 GM ACT-O-VIAL (hydrocortisone (hydrocortisone sodium succinate) 1 g per vial powder for solution for injection) PFIZER CANADA INC"
"8000049","ethinyl estradiol and norethindrone","9009379","ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet with lactose oral tablet","00343838","MINESTRIN 1/20 (ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet with lactose oral tablet) WARNER CHILCOTT CANADA CO"
"8000049","ethinyl estradiol and norethindrone","9009378","ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet","00315966","MINESTRIN 1/20 (ethinyl estradiol 20 mcg and norethindrone acetate 1 mg oral tablet) WARNER CHILCOTT CANADA CO"
"8000791","betamethasone dipropionate","9000091","betamethasone (betamethasone dipropionate) 0.05 % cutaneous ointment","00344923","DIPROSONE OINTMENT (betamethasone (betamethasone dipropionate) 0.05 % cutaneous ointment) MERCK CANADA INC"
"8000055","folic acid","9009575","folic acid 25 mg oral tablet","00356557","FOLIC ACID TAB 25MG (folic acid 25 mg oral tablet) KRIPPS PHARMACY LTD."
"8000057","furosemide","9009614","furosemide 20 mg oral tablet","00337730","TEVA-FUROSEMIDE (furosemide 20 mg oral tablet) TEVA CANADA LIMITED"
"8000049","ethinyl estradiol and norethindrone","9009389","ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet with lactose oral tablet","00353027","LOESTRIN 1.5/30 (ethinyl estradiol 30 mcg and norethindrone acetate 1.5 mg oral tablet with lactose oral tablet) WARNER CHILCOTT CANADA CO"
"8000795","acetylsalicylic acid","9006957","acetylsalicylic acid 650 mg gastro-resistant tablet","00229296","NOVASEN (acetylsalicylic acid 650 mg gastro-resistant tablet) TEVA CANADA LIMITED"
"8000803","dexamethasone (base) and neomycin (neomycin sulfate) and polymyxin b sulfate","9008763","dexamethasone 0.1 % and neomycin (neomycin sulfate) 3.5 mg and polymyxin b sulfate 6000 unit per g ophthalmic ointment","00358177","MAXITROL (dexamethasone 0.1 % and neomycin (neomycin sulfate) 3.5 mg and polymyxin b sulfate 6000 unit per g ophthalmic ointment) NOVARTIS PHARMACEUTICALS CANADA INC"
"8000024","amitriptyline","9000033","amitriptyline hydrochloride 10 mg oral tablet","00370991","AMITRIPTYLINE-10 (amitriptyline hydrochloride 10 mg oral tablet) PRO DOC LIMITEE"
"8000024","amitriptyline","9000056","amitriptyline hydrochloride 25 mg oral tablet","00371009","AMITRIPTYLINE-25 (amitriptyline hydrochloride 25 mg oral tablet) PRO DOC LIMITEE"
"8000057","furosemide","9009619","furosemide 40 mg oral tablet","00337749","TEVA-FUROSEMIDE (furosemide 40 mg oral tablet) TEVA CANADA LIMITED"
"8000813","chlorthalidone","9008378","chlorthalidone 50 mg oral tablet","00360279","CHLORTHALIDONE (chlorthalidone 50 mg oral tablet) AA PHARMA INC"
"8000057","furosemide","9009619","furosemide 40 mg oral tablet","00362166","APO FUROSEMIDE TAB 40MG (furosemide 40 mg oral tablet) APOTEX INC"
"8000797","epinephrine and lidocaine hydrochloride","9009262","epinephrine (epinephrine bitartrate) 36 mcg per 1.8 mL and lidocaine hydrochloride 36 mg per 1.8 mL solution for injection","00375799","LIGNOSPAN FORTE (epinephrine (epinephrine bitartrate) 36 mcg per 1.8 mL and lidocaine hydrochloride 36 mg per 1.8 mL solution for injection) SEPTODONT"
"8000797","epinephrine and lidocaine hydrochloride","9009280","epinephrine 18 mcg per 1.8 mL and lidocaine hydrochloride 36 mg per 1.8 mL solution for injection","00375780","LIGNOSPAN STANDARD (epinephrine 18 mcg per 1.8 mL and lidocaine hydrochloride 36 mg per 1.8 mL solution for injection) SEPTODONT"
"8000061","clonazepam","9000097","clonazepam 0.5 mg oral tablet","00382825","RIVOTRIL 0.5TAB (clonazepam 0.5 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"
"8000061","clonazepam","9000098","clonazepam 2 mg oral tablet","00382841","RIVOTRIL 2TAB (clonazepam 2 mg oral tablet) HOFFMANN-LA ROCHE LIMITED"
"8000028","dexamethasone (base)","9008767","dexamethasone 0.1 % ophthalmic drops","00042560","MAXIDEX (dexamethasone 0.1 % ophthalmic drops) NOVARTIS PHARMACEUTICALS CANADA INC"
"8000048","diazepam","9000075","diazepam 5 mg oral tablet","00362158","APO DIAZEPAM TAB 5MG (diazepam 5 mg oral tablet) APOTEX INC"
"8000815","benserazide (benserazide hydrochloride) and levodopa","9007807","benserazide (benserazide hydrochloride) 25 mg and levodopa 100 mg oral capsule","00386464","PROLOPA CAP 100-25 (benserazide (benserazide hydrochloride) 25 mg and levodopa 100 mg oral capsule) HOFFMANN-LA ROCHE LIMITED"
"8000815","benserazide (benserazide hydrochloride) and levodopa","9007808","benserazide (benserazide hydrochloride) 50 mg and levodopa 200 mg oral capsule","00386472","PROLOPA CAP 200-50 (benserazide (benserazide hydrochloride) 50 mg and levodopa 200 mg oral capsule) HOFFMANN-LA ROCHE LIMITED"
"8001044","acetaminophen","9006712","acetaminophen 325 mg oral tablet","00382752","ACETAMINOPHENE 325TAB (acetaminophen 325 mg oral tablet) PRO DOC LIMITEE"
"8001044","acetaminophen","9006752","acetaminophen 500 mg oral tablet","00386626","ACETAMINOPHENE 500TAB (acetaminophen 500 mg oral tablet) PRO DOC LIMITEE"
"8000063","metoprolol","9000101","metoprolol tartrate 50 mg oral tablet","00397423","LOPRESOR 50MG (metoprolol tartrate 50 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
"8000063","metoprolol","9000100","metoprolol tartrate 100 mg oral tablet","00397431","LOPRESOR 100MG (metoprolol tartrate 100 mg oral tablet) NOVARTIS PHARMACEUTICALS CANADA INC"
"8000057","furosemide","9009614","furosemide 20 mg oral tablet","00396788","APO FUROSEMIDE TAB 20MG (furosemide 20 mg oral tablet) APOTEX INC"
"8000795","acetylsalicylic acid","9006944","acetylsalicylic acid 325 mg oral tablet","00040851","PMS-ASA (acetylsalicylic acid 325 mg oral tablet) PHARMASCIENCE INC"
