"ccdd","tm_code","tm_formal_name","n_dins","n_ntps","tm_status","tm_status_effective_time"
TRUE,8000221,"valproic acid",10,2,"active",1995-12-31
TRUE,8000222,"tacrolimus",13,4,"active",1996-08-14
TRUE,8000224,"azithromycin",38,3,"active",1996-09-26
TRUE,8000225,"fenofibrate",25,2,"active",1996-10-02
TRUE,8000226,"olanzapine",144,3,"active",1996-11-04
TRUE,8000787,"insulin lispro",4,1,"active",1996-11-15
TRUE,8000229,"hydrochlorothiazide and losartan",40,1,"active",1996-11-22
TRUE,8000230,"ciclopirox",8,4,"active",1996-12-03
TRUE,8000233,"valacyclovir",22,1,"active",1996-12-31
TRUE,8000784,"normethadone and p-hydroxyephedrine",1,1,"active",1997-01-23
TRUE,8000234,"sumatriptan",35,3,"active",1997-02-11
TRUE,8000235,"atorvastatin",80,1,"active",1997-03-05
TRUE,8000236,"pantoprazole",39,2,"active",1997-03-05
TRUE,8000237,"cetirizine",20,4,"active",1997-03-06
TRUE,8000238,"clobazam",5,1,"active",1997-03-24
TRUE,8000239,"ramipril",76,2,"active",1997-03-24
TRUE,8000240,"topiramate",62,2,"active",1997-03-25
TRUE,8000053,"betamethasone (base)",1,1,"active",1997-04-01
TRUE,8000244,"latanoprost",8,1,"active",1997-07-28
TRUE,8000246,"donepezil",48,2,"active",1997-08-20
TRUE,8000247,"terazosin",28,1,"active",1997-09-26
TRUE,8000248,"quetiapine",113,2,"active",1997-12-10
TRUE,8000249,"valsartan",54,2,"active",1997-12-15
TRUE,8000250,"trandolapril",4,1,"active",1998-01-07
TRUE,8000251,"olopatadine",9,1,"active",1998-02-09
TRUE,8000253,"pramipexole",43,1,"active",1998-02-26
TRUE,8000254,"venlafaxine",48,1,"active",1998-03-04
TRUE,8000256,"cyproterone and ethinyl estradiol",5,1,"active",1998-04-08
TRUE,8000257,"bupropion",18,1,"active",1998-05-05
TRUE,8000259,"irbesartan",58,1,"active",1998-06-22
TRUE,8000261,"montelukast",49,3,"active",1998-08-21
TRUE,8000262,"hydrochlorothiazide and quinapril",6,1,"active",1998-10-01
TRUE,8000263,"clopidogrel",20,1,"active",1998-10-13
TRUE,8000265,"tolterodine",16,2,"active",1998-11-23
TRUE,8000266,"candesartan",58,1,"active",1998-12-07
TRUE,8000267,"citalopram",78,1,"active",1999-03-08
TRUE,8000268,"sildenafil",47,2,"active",1999-03-09
TRUE,8000269,"amiodarone",17,2,"active",1999-03-29
TRUE,8000271,"celecoxib",42,1,"active",1999-04-19
TRUE,8000272,"dorzolamide and timolol",11,1,"active",1999-05-27
TRUE,8000273,"repaglinide",21,1,"active",1999-06-21
TRUE,8000276,"rizatriptan",37,2,"active",1999-08-31
TRUE,8000277,"telmisartan",30,1,"active",1999-09-01
TRUE,8000278,"risedronate",25,2,"active",1999-09-07
TRUE,8000279,"fluticasone and salmeterol",5,2,"active",1999-09-24
TRUE,8000284,"hydrochlorothiazide and irbesartan",42,1,"active",2000-03-16
TRUE,8000285,"methadone",10,2,"active",2000-05-05
TRUE,8000286,"hydrochlorothiazide and valsartan",38,1,"active",2000-05-10
TRUE,8000287,"rivastigmine",44,3,"active",2000-05-15
TRUE,8000776,"butorphanol",2,1,"active",2000-08-01
TRUE,8000289,"pioglitazone",51,1,"active",2000-08-28
TRUE,8000290,"meloxicam",22,1,"active",2000-09-26
TRUE,8000291,"moxifloxacin",17,3,"active",2000-10-20
TRUE,8000298,"mirtazapine",32,2,"active",2001-05-24
TRUE,8000300,"candesartan and hydrochlorothiazide",19,1,"active",2001-06-26
TRUE,8000301,"hydrochlorothiazide and telmisartan",26,1,"active",2001-08-16
TRUE,8000302,"betahistine",12,1,"active",2001-08-17
TRUE,8000303,"esomeprazole",18,3,"active",2001-08-20
TRUE,8000780,"brompheniramine and guaifenesin and hydrocodone and phenylephrine",1,1,"active",2001-09-06
TRUE,8000307,"insulin aspart",6,1,"active",2001-10-31
TRUE,8000312,"alendronic acid",36,1,"active",2002-02-14
TRUE,8000313,"alfuzosin",7,1,"active",2002-02-21
TRUE,8000314,"rabeprazole",23,1,"active",2002-04-02
TRUE,8000315,"bimatoprost",4,2,"active",2002-05-24
TRUE,8000317,"insulin glargine",6,1,"active",2002-07-24
TRUE,8000320,"tiotropium",2,2,"active",2002-11-21
TRUE,8000321,"indapamide and perindopril",3,1,"active",2002-12-19
TRUE,8000322,"rosuvastatin",82,1,"active",2003-02-19
TRUE,8000325,"bisoprolol",18,1,"active",2003-04-24
TRUE,8000326,"ezetimibe",17,1,"active",2003-06-15
TRUE,8000328,"levetiracetam",52,1,"active",2003-07-23
TRUE,8000329,"carvedilol",44,1,"active",2003-08-04
TRUE,8000330,"dutasteride",12,1,"active",2003-11-14
TRUE,8000331,"tadalafil",53,1,"active",2003-11-25
TRUE,8000332,"fosinopril",16,1,"active",2003-12-05
TRUE,8000334,"ethinyl estradiol and norelgestromin",1,1,"active",2003-12-24
TRUE,8000338,"ciprofloxacin and dexamethasone (base)",1,1,"active",2004-05-13
TRUE,8000343,"ethinyl estradiol and etonogestrel",1,1,"active",2004-12-02
TRUE,8000345,"drospirenone and ethinyl estradiol",8,1,"active",2004-12-22
TRUE,8000346,"escitalopram",42,2,"active",2005-02-14
TRUE,8000347,"atomoxetine",57,1,"active",2005-02-24
TRUE,8000348,"pregabalin",87,1,"active",2005-07-18
TRUE,8000349,"acetaminophen and tramadol",14,1,"active",2005-07-22
TRUE,8000352,"tamsulosin",10,2,"active",2005-10-11
TRUE,8000353,"insulin detemir",2,1,"active",2005-11-14
TRUE,8000413,"alendronic acid and vitamin D3 (cholecalciferol)",7,1,"active",2006-03-13
TRUE,8000360,"solifenacin",26,1,"active",2006-06-23
TRUE,8000367,"ciclesonide",4,2,"active",2006-09-27
TRUE,8000368,"hydrochlorothiazide and ramipril",17,1,"active",2006-11-16
TRUE,8000369,"tramadol",20,3,"active",2006-12-07
TRUE,8000371,"varenicline",3,2,"active",2007-04-11
TRUE,8000372,"buprenorphine and naloxone",6,1,"active",2007-11-26
TRUE,8000374,"sitagliptin",3,1,"active",2008-01-02
TRUE,8000375,"duloxetine",28,1,"active",2008-01-18
TRUE,8000378,"dabigatran",3,1,"active",2008-07-03
TRUE,8000379,"rivaroxaban",4,1,"active",2008-09-16
TRUE,8000381,"travoprost",5,1,"active",2008-11-10
TRUE,8000382,"hydrochlorothiazide and olmesartan",12,1,"active",2008-12-22
TRUE,8000383,"olmesartan",14,1,"active",2008-12-22
TRUE,8000385,"desvenlafaxine",2,1,"active",2009-03-05
TRUE,8000387,"lisdexamfetamine",7,1,"active",2009-08-04
TRUE,8000389,"aripiprazole",8,2,"active",2009-09-30
TRUE,8000390,"metformin and sitagliptin",6,2,"active",2009-10-08
TRUE,8000391,"saxagliptin",2,1,"active",2009-10-29
TRUE,8000775,"buprenorphine",4,1,"active",2010-05-26
TRUE,8000394,"dexlansoprazole",2,1,"active",2010-08-05
TRUE,8000783,"naloxone and oxycodone",4,1,"active",2010-10-05
TRUE,8000396,"galantamine",24,1,"active",2010-11-12
TRUE,8000398,"esomeprazole and naproxen",4,1,"active",2011-02-04
TRUE,8000789,"tapentadol",8,2,"active",2012-03-20
TRUE,8000793,"triamcinolone hexacetonide",1,1,"inactive",2017-07-07
TRUE,8000137,"dexamethasone sodium phosphate",2,1,"inactive",2017-08-16
FALSE,NA,"air",1,1,"active",1911-12-31
FALSE,NA,"carbon dioxide",3,1,"active",1911-12-31
FALSE,NA,"carbon dioxide and oxygen",6,1,"active",1911-12-31
FALSE,NA,"helium",3,1,"active",1911-12-31
FALSE,NA,"helium and oxygen",5,1,"active",1911-12-31
FALSE,NA,"nitrogen",9,2,"active",1911-12-31
FALSE,NA,"nitrous oxide",3,1,"active",1911-12-31
FALSE,NA,"oxygen",23,1,"active",1911-12-31
FALSE,NA,"gold sodium thiomalate",6,1,"active",1935-12-31
FALSE,NA,"chloroxylenol",31,4,"active",1938-12-31
FALSE,NA,"pitcher plant",1,1,"active",1942-12-31
FALSE,NA,"NA",77,15,"active",1944-12-31
FALSE,NA,"primaquine phosphate",1,1,"active",1945-12-31
FALSE,NA,"propylthiouracil",2,1,"active",1945-12-31
FALSE,NA,"dihydroergotamine mesylate",3,2,"active",1946-12-31
FALSE,NA,"bismuth dipropylacetate",1,1,"active",1950-12-31
FALSE,NA,"acetylsalicylic acid",74,4,"active",1951-12-31
FALSE,NA,"bacitracin",5,2,"active",1951-12-31
FALSE,NA,"calcium chloride and dextrose and potassium chloride and sodium chloride and sodium lactate",5,1,"active",1951-12-31
FALSE,NA,"calcium chloride and potassium chloride and sodium chloride and sodium lactate",6,2,"active",1951-12-31
FALSE,NA,"camphor and diphenylpyraline hydrochloride and guaiacol carbonate",2,1,"active",1951-12-31
FALSE,NA,"dexpanthenol and lidocaine hydrochloride and nicotinamide and pyridoxine hydrochloride and vitamin B1 and vitamin B2 (riboflavin 5'-phosphate sodium)",1,1,"active",1951-12-31
FALSE,NA,"dextrose",20,2,"active",1951-12-31
FALSE,NA,"dextrose and sodium chloride",17,2,"active",1951-12-31
FALSE,NA,"dimenhydrinate",32,8,"active",1951-12-31
FALSE,NA,"gentian violet",1,1,"active",1951-12-31
FALSE,NA,"iothalamate meglumine",4,2,"active",1951-12-31
FALSE,NA,"lidocaine hydrochloride",39,11,"active",1951-12-31
FALSE,NA,"methylene blue",6,2,"active",1951-12-31
FALSE,NA,"mineral oil",8,4,"active",1951-12-31
FALSE,NA,"norepinephrine (norepinephrine bitartrate)",3,1,"active",1951-12-31
FALSE,NA,"papaverine hydrochloride",1,1,"active",1951-12-31
FALSE,NA,"potassium chloride",7,3,"active",1951-12-31
FALSE,NA,"sodium chloride",31,4,"active",1951-12-31
FALSE,NA,"thiamazole",3,1,"active",1951-12-31
FALSE,NA,"thyroid",3,1,"active",1951-12-31
FALSE,NA,"tropicamide",5,1,"active",1951-12-31
FALSE,NA,"water",19,3,"active",1951-12-31
FALSE,NA,"white petrolatum",12,3,"active",1951-12-31
FALSE,NA,"ethopropazine (ethopropazine hydrochloride)",1,1,"active",1952-12-31
FALSE,NA,"succinylcholine chloride",4,1,"active",1952-12-31
FALSE,NA,"crotamiton",1,1,"active",1953-12-31
FALSE,NA,"busulfan",2,2,"active",1954-12-31
FALSE,NA,"epinephrine and lidocaine hydrochloride",17,1,"active",1954-12-31
FALSE,NA,"lidocaine",15,5,"active",1954-12-31
FALSE,NA,"mercaptopurine",2,1,"active",1954-12-31
FALSE,NA,"acenocoumarol",2,1,"active",1957-12-31
FALSE,NA,"clioquinol and hydrocortisone",1,1,"active",1957-12-31
FALSE,NA,"phenobarbital",5,2,"active",1957-12-31
FALSE,NA,"spiramycin",2,1,"active",1957-12-31
FALSE,NA,"amphotericin b",3,2,"active",1958-12-31
FALSE,NA,"bisacodyl",22,3,"active",1958-12-31
FALSE,NA,"methocarbamol",5,2,"active",1958-12-31
FALSE,NA,"methotrimeprazine (methotrimeprazine hydrochloride)",1,1,"active",1958-12-31
FALSE,NA,"chloramphenicol (chloramphenicol sodium succinate)",1,1,"active",1959-12-31
FALSE,NA,"pilocarpine hydrochloride",7,2,"active",1959-12-31
FALSE,NA,"trimeprazine (trimeprazine tartrate)",2,1,"active",1959-12-31
FALSE,NA,"atropine sulfate and diphenoxylate hydrochloride",1,1,"active",1960-12-31
FALSE,NA,"codeine and pseudoephedrine hydrochloride and triprolidine hydrochloride",3,1,"active",1960-12-31
FALSE,NA,"ethosuximide",2,2,"active",1960-12-31
FALSE,NA,"hydrochlorothiazide and spironolactone",4,1,"active",1960-12-31
FALSE,NA,"methylprednisolone",2,1,"active",1960-12-31
FALSE,NA,"methylprednisolone acetate",9,2,"active",1960-12-31
FALSE,NA,"tetrahydrozoline hydrochloride",3,1,"active",1960-12-31
FALSE,NA,"xylometazoline hydrochloride",17,2,"active",1960-12-31
FALSE,NA,"chlordiazepoxide hydrochloride and clidinium bromide",2,1,"active",1961-12-31
FALSE,NA,"sodium polystyrene sulfonate",5,3,"active",1961-12-31
FALSE,NA,"clofedanol hydrochloride",1,1,"active",1962-12-31
FALSE,NA,"aluminum hydroxide (dried aluminum hydroxide gel) and magnesium hydroxide and simethicone",3,2,"active",1963-12-31
FALSE,NA,"aluminum hydroxide-magnesium carbonate-co dried gel and magnesium hydroxide and simethicone",1,1,"active",1963-12-31
FALSE,NA,"dactinomycin",1,1,"active",1963-12-31
FALSE,NA,"dexamethasone (base) and neomycin (neomycin sulfate) and polymyxin b sulfate",3,2,"active",1963-12-31
FALSE,NA,"glycerine and phenol and sodium chloride",1,1,"active",1963-12-31
FALSE,NA,"mannitol",6,2,"active",1963-12-31
FALSE,NA,"non pollen",4,1,"active",1963-12-31
FALSE,NA,"phenol and sodium chloride",2,1,"active",1963-12-31
FALSE,NA,"pollen",3,1,"active",1963-12-31
FALSE,NA,"simethicone",16,7,"active",1963-12-31
FALSE,NA,"atropine sulfate",12,2,"active",1964-12-31
FALSE,NA,"d-penicillamine",1,1,"active",1964-12-31
FALSE,NA,"aluminum chlorohydrate and methylprednisolone acetate and neomycin sulfate and sulfur",1,1,"active",1965-12-31
FALSE,NA,"magnesium chloride and potassium chloride and sodium acetate and sodium chloride and sodium gluconate",4,1,"active",1965-12-31
FALSE,NA,"tolnaftate",17,8,"active",1965-12-31
FALSE,NA,"ephedrine sulfate",2,1,"active",1966-12-31
FALSE,NA,"flecainide acetate",6,1,"active",1966-12-31
FALSE,NA,"mefenamic acid",4,1,"active",1966-12-31
FALSE,NA,"chlorpheniramine maleate",4,2,"active",1967-12-31
FALSE,NA,"chlorpromazine (chlorpromazine hydrochloride)",3,1,"active",1967-12-31
FALSE,NA,"carbon monoxide and neon and nitrogen and oxygen",2,1,"active",1968-12-31
FALSE,NA,"chloroquine diphosphate",1,1,"active",1968-12-31
FALSE,NA,"clioquinol and flumethasone pivalate",2,2,"active",1968-12-31
FALSE,NA,"dextran and dextrose",1,1,"active",1968-12-31
FALSE,NA,"dextran and sodium chloride",1,1,"active",1968-12-31
FALSE,NA,"ergoloid mesylates",1,1,"active",1968-12-31
FALSE,NA,"ethacrynic acid (ethacrynate sodium)",1,1,"active",1968-12-31
FALSE,NA,"calcium chloride and magnesium chloride and potassium chloride and sodium chloride",3,3,"active",1969-12-31
FALSE,NA,"citric acid and magnesium oxide and sodium carbonate (anhydrous)",2,1,"active",1969-12-31
FALSE,NA,"hypromellose",7,1,"active",1969-12-31
FALSE,NA,"periciazine",4,2,"active",1969-12-31
FALSE,NA,"acetylsalicylic acid and butalbital and caffeine and codeine",6,1,"active",1970-12-31
FALSE,NA,"acetylsalicylic acid and caffeine and codeine",7,1,"active",1970-12-31
FALSE,NA,"betamethasone valerate and gentamicin (gentamicin sulfate)",2,2,"active",1970-12-31
FALSE,NA,"chloroxylenol and coal tar and menthol",5,1,"active",1970-12-31
FALSE,NA,"doxepin (doxepin hydrochloride)",16,2,"active",1970-12-31
FALSE,NA,"methylprednisolone (methylprednisolone sodium succinate)",10,2,"active",1970-12-31
FALSE,NA,"naphazoline hydrochloride",8,1,"active",1970-12-31
FALSE,NA,"octinoxate and oxybenzone",55,9,"active",1970-12-31
FALSE,NA,"procarbazine (procarbazine hydrochloride)",1,1,"active",1970-12-31
FALSE,NA,"acetylsalicylic acid and butalbital and caffeine",6,2,"active",1971-12-31
FALSE,NA,"chlorobutanol and dichlorobenzene and oil of turpentine and peanut oil",1,1,"active",1971-12-31
FALSE,NA,"daunorubicin (daunorubicin hydrochloride)",2,1,"active",1971-12-31
FALSE,NA,"imipramine hydrochloride",10,1,"active",1971-12-31
FALSE,NA,"chlorhexidine",46,10,"active",1972-12-31
FALSE,NA,"cyclopentolate",6,1,"active",1972-12-31
FALSE,NA,"danazol",3,1,"active",1972-12-31
FALSE,NA,"ethambutol hydrochloride",2,1,"active",1972-12-31
FALSE,NA,"fluorometholone",2,1,"active",1972-12-31
FALSE,NA,"isoniazid",9,4,"active",1972-12-31
FALSE,NA,"ketamine (ketamine hydrochloride)",5,1,"active",1972-12-31
FALSE,NA,"magnesium hydroxide and mineral oil",1,1,"active",1972-12-31
FALSE,NA,"trometamol",1,1,"active",1972-12-31
FALSE,NA,"amylase and lipase and protease",12,4,"active",1973-12-31
FALSE,NA,"arginine hydrochloride",1,1,"active",1973-12-31
FALSE,NA,"clomipramine hydrochloride",3,1,"active",1973-12-31
FALSE,NA,"coal tar and salicylic acid and triclosan",1,1,"active",1973-12-31
FALSE,NA,"cortisone acetate",1,1,"active",1973-12-31
FALSE,NA,"lidocaine hydrochloride and methylprednisolone acetate",1,1,"active",1973-12-31
FALSE,NA,"pyrantel (pyrantel pamoate)",8,3,"active",1973-12-31
FALSE,NA,"pyrazinamide",2,1,"active",1973-12-31
FALSE,NA,"tetracosactide (tetracosactide zinc hydroxide)",1,1,"active",1973-12-31
FALSE,NA,"alanine and arginine and glycine and histidine and isoleucine and leucine and l-lysine (l-lysine hydrochloride) and magnesium chloride and methionine and phenylalanine and potassium phosphate dibasic and proline and sodium acetate and sodium chloride and threonine and tryptophan and tyrosine and valine",1,1,"active",1974-12-31
FALSE,NA,"chlorpropamide",2,1,"active",1974-12-31
FALSE,NA,"colistin (colistimethate sodium)",3,1,"active",1974-12-31
FALSE,NA,"dicyclomine hydrochloride",9,4,"active",1974-12-31
FALSE,NA,"dinoprost (dinoprost tromethamine)",1,1,"active",1974-12-31
FALSE,NA,"metolazone",1,1,"active",1974-12-31
FALSE,NA,"miconazole nitrate",14,5,"active",1974-12-31
FALSE,NA,"prednisolone and sulfacetamide sodium",4,2,"active",1974-12-31
FALSE,NA,"silver sulfadiazine",1,1,"active",1974-12-31
FALSE,NA,"sodium bicarbonate",13,3,"active",1974-12-31
FALSE,NA,"tetracosactide",1,1,"active",1974-12-31
FALSE,NA,"pizotifen (pizotifen malate)",2,1,"active",1975-01-01
FALSE,NA,"benzylpenicilloyl-polylysine",1,1,"active",1975-12-31
